player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def
Sam Gagner (C/RW),Edmonton Oilers,68,15,26,41,0.60,33,-8,https://www.eliteprospects.com/player/10425/sam-gagner,2009-2010,nhl,Sam Gagner,C/RW,FW
Éric Bélanger (C),totals,77,15,26,41,0.53,32,2,https://www.eliteprospects.com/player/8758/eric-belanger,2009-2010,nhl,Éric Bélanger,C,FW
Keith Yandle (D),Phoenix Coyotes,82,12,29,41,0.50,45,16,https://www.eliteprospects.com/player/10247/keith-yandle,2009-2010,nhl,Keith Yandle,D,DEF
Stéphane Robidas (D),Dallas Stars,82,10,31,41,0.50,70,-10,https://www.eliteprospects.com/player/8731/stephane-robidas,2009-2010,nhl,Stéphane Robidas,D,DEF
Guillaume Latendresse (LW/RW),totals,78,27,13,40,0.51,16,-3,https://www.eliteprospects.com/player/9194/guillaume-latendresse,2009-2010,nhl,Guillaume Latendresse,LW/RW,FW
Troy Brouwer (RW/LW),Chicago Blackhawks,78,22,18,40,0.51,66,9,https://www.eliteprospects.com/player/10669/troy-brouwer,2009-2010,nhl,Troy Brouwer,RW/LW,FW
Brandon Sutter (C/RW),Carolina Hurricanes,72,21,19,40,0.56,2,-1,https://www.eliteprospects.com/player/9339/brandon-sutter,2009-2010,nhl,Brandon Sutter,C/RW,FW
Simon Gagné (LW),Philadelphia Flyers,58,17,23,40,0.69,47,-1,https://www.eliteprospects.com/player/8828/simon-gagne,2009-2010,nhl,Simon Gagné,LW,FW
Wayne Simmonds (RW),Los Angeles Kings,78,16,24,40,0.51,116,22,https://www.eliteprospects.com/player/12517/wayne-simmonds,2009-2010,nhl,Wayne Simmonds,RW,FW
Eric Fehr (C),Washington Capitals,69,21,18,39,0.57,24,18,https://www.eliteprospects.com/player/10352/eric-fehr,2009-2010,nhl,Eric Fehr,C,FW
T.J. Galiardi (C/LW),Colorado Avalanche,70,15,24,39,0.56,28,6,https://www.eliteprospects.com/player/12464/t.j.-galiardi,2009-2010,nhl,T.J. Galiardi,C/LW,FW
Erik Johnson (D),St. Louis Blues,79,10,29,39,0.49,79,1,https://www.eliteprospects.com/player/9207/erik-johnson,2009-2010,nhl,Erik Johnson,D,DEF
Ryan Whitney (D),totals,81,7,32,39,0.48,70,1,https://www.eliteprospects.com/player/9399/ryan-whitney,2009-2010,nhl,Ryan Whitney,D,DEF
Kimmo Timonen (D),Philadelphia Flyers,82,6,33,39,0.48,50,-2,https://www.eliteprospects.com/player/2664/kimmo-timonen,2009-2010,nhl,Kimmo Timonen,D,DEF
Pascal Dupuis (LW),Pittsburgh Penguins,81,18,20,38,0.47,16,5,https://www.eliteprospects.com/player/8789/pascal-dupuis,2009-2010,nhl,Pascal Dupuis,LW,FW
Blake Wheeler (RW/C),Boston Bruins,82,18,20,38,0.46,53,-4,https://www.eliteprospects.com/player/9215/blake-wheeler,2009-2010,nhl,Blake Wheeler,RW/C,FW
Andrew Ladd (LW),Chicago Blackhawks,82,17,21,38,0.46,67,2,https://www.eliteprospects.com/player/6668/andrew-ladd,2009-2010,nhl,Andrew Ladd,LW,FW
Steven Reinprecht (C),Florida Panthers,82,16,22,38,0.46,18,-1,https://www.eliteprospects.com/player/8725/steven-reinprecht,2009-2010,nhl,Steven Reinprecht,C,FW
Ian White (D),totals,83,13,25,38,0.46,51,8,https://www.eliteprospects.com/player/9519/ian-white,2009-2010,nhl,Ian White,D,DEF
Frans Nielsen (C),New York Islanders,76,12,26,38,0.50,6,4,https://www.eliteprospects.com/player/210/frans-nielsen,2009-2010,nhl,Frans Nielsen,C,FW
David Legwand (C),Nashville Predators,82,11,27,38,0.46,24,-5,https://www.eliteprospects.com/player/3668/david-legwand,2009-2010,nhl,David Legwand,C,FW
Brian Campbell (D),Chicago Blackhawks,68,7,31,38,0.56,18,18,https://www.eliteprospects.com/player/8565/brian-campbell,2009-2010,nhl,Brian Campbell,D,DEF
Pavel Kubina (D),Atlanta Thrashers,76,6,32,38,0.50,66,0,https://www.eliteprospects.com/player/5519/pavel-kubina,2009-2010,nhl,Pavel Kubina,D,DEF
Marco Sturm (LW),Boston Bruins,76,22,15,37,0.49,30,14,https://www.eliteprospects.com/player/8573/marco-sturm,2009-2010,nhl,Marco Sturm,LW,FW
Brian Rolston (LW),New Jersey Devils,80,20,17,37,0.46,22,2,https://www.eliteprospects.com/player/8927/brian-rolston,2009-2010,nhl,Brian Rolston,LW,FW
Ryan Callahan (RW),New York Rangers,77,19,18,37,0.48,48,-12,https://www.eliteprospects.com/player/9437/ryan-callahan,2009-2010,nhl,Ryan Callahan,RW,FW
Gilbert Brulé (C/RW),Edmonton Oilers,65,17,20,37,0.57,38,-8,https://www.eliteprospects.com/player/10235/gilbert-brule,2009-2010,nhl,Gilbert Brulé,C/RW,FW
Cory Stillman (LW),Florida Panthers,58,15,22,37,0.64,22,-3,https://www.eliteprospects.com/player/8894/cory-stillman,2009-2010,nhl,Cory Stillman,LW,FW
Daymond Langkow (C),Calgary Flames,72,14,23,37,0.51,30,2,https://www.eliteprospects.com/player/8986/daymond-langkow,2009-2010,nhl,Daymond Langkow,C,FW
Peter Mueller (RW/C),totals,69,13,24,37,0.54,16,-1,https://www.eliteprospects.com/player/9220/peter-mueller,2009-2010,nhl,Peter Mueller,RW/C,FW
Alex Tanguay (LW),Tampa Bay Lightning,80,10,27,37,0.46,32,-2,https://www.eliteprospects.com/player/8779/alex-tanguay,2009-2010,nhl,Alex Tanguay,LW,FW
Michael Del Zotto (D),New York Rangers,80,9,28,37,0.46,32,-20,https://www.eliteprospects.com/player/12112/michael-del-zotto,2009-2010,nhl,Michael Del Zotto,D,DEF
Alex Goligoski (D),Pittsburgh Penguins,69,8,29,37,0.54,22,7,https://www.eliteprospects.com/player/9435/alex-goligoski,2009-2010,nhl,Alex Goligoski,D,DEF
Andy Greene (D),New Jersey Devils,78,6,31,37,0.47,14,9,https://www.eliteprospects.com/player/9169/andy-greene,2009-2010,nhl,Andy Greene,D,DEF
Ryan Suter (D),Nashville Predators,82,4,33,37,0.45,48,4,https://www.eliteprospects.com/player/8897/ryan-suter,2009-2010,nhl,Ryan Suter,D,DEF
Steve Ott (C/W),Dallas Stars,73,22,14,36,0.49,153,-14,https://www.eliteprospects.com/player/8944/steve-ott,2009-2010,nhl,Steve Ott,C/W,FW
Devin Setoguchi (RW),San Jose Sharks,70,20,16,36,0.51,19,0,https://www.eliteprospects.com/player/9360/devin-setoguchi,2009-2010,nhl,Devin Setoguchi,RW,FW
Raffi Torres (LW),totals,74,19,17,36,0.49,34,-11,https://www.eliteprospects.com/player/8857/raffi-torres,2009-2010,nhl,Raffi Torres,LW,FW
Nikolai Kulyomin (LW/RW),Toronto Maple Leafs,78,16,20,36,0.46,16,0,https://www.eliteprospects.com/player/9258/nikolai-kulyomin,2009-2010,nhl,Nikolai Kulyomin,LW/RW,FW
Shawn Horcoff (C),Edmonton Oilers,77,13,23,36,0.47,51,-29,https://www.eliteprospects.com/player/4375/shawn-horcoff,2009-2010,nhl,Shawn Horcoff,C,FW
Derick Brassard (C/LW),Columbus Blue Jackets,79,9,27,36,0.46,48,-17,https://www.eliteprospects.com/player/9366/derick-brassard,2009-2010,nhl,Derick Brassard,C/LW,FW
Jack Johnson (D),Los Angeles Kings,80,8,28,36,0.45,48,-15,https://www.eliteprospects.com/player/9205/jack-johnson,2009-2010,nhl,Jack Johnson,D,DEF
Blake Comeau (LW),New York Islanders,61,17,18,35,0.57,40,-2,https://www.eliteprospects.com/player/9190/blake-comeau,2009-2010,nhl,Blake Comeau,LW,FW
Josh Bailey (RW/C),New York Islanders,73,16,19,35,0.48,18,5,https://www.eliteprospects.com/player/14013/josh-bailey,2009-2010,nhl,Josh Bailey,RW/C,FW
Clarke MacArthur (LW),totals,81,16,19,35,0.43,49,-16,https://www.eliteprospects.com/player/8951/clarke-macarthur,2009-2010,nhl,Clarke MacArthur,LW,FW
James van Riemsdyk (LW/RW),Philadelphia Flyers,78,15,20,35,0.45,30,-1,https://www.eliteprospects.com/player/9324/james-van-riemsdyk,2009-2010,nhl,James van Riemsdyk,LW/RW,FW
Tuomo Ruutu (W/C),Carolina Hurricanes,54,14,21,35,0.65,50,-4,https://www.eliteprospects.com/player/2695/tuomo-ruutu,2009-2010,nhl,Tuomo Ruutu,W/C,FW
Valtteri Filppula (C/LW),Detroit Red Wings,55,11,24,35,0.64,24,-4,https://www.eliteprospects.com/player/3197/valtteri-filppula,2009-2010,nhl,Valtteri Filppula,C/LW,FW
Mikhail Grabovski (C),Toronto Maple Leafs,59,10,25,35,0.59,10,3,https://www.eliteprospects.com/player/9351/mikhail-grabovski,2009-2010,nhl,Mikhail Grabovski,C,FW
Matt Carle (D),Philadelphia Flyers,80,6,29,35,0.44,16,19,https://www.eliteprospects.com/player/9108/matt-carle,2009-2010,nhl,Matt Carle,D,DEF
Milan Michálek (LW/RW),Ottawa Senators,66,22,12,34,0.52,18,-12,https://www.eliteprospects.com/player/8586/milan-michalek,2009-2010,nhl,Milan Michálek,LW/RW,FW
Dustin Byfuglien (D),Chicago Blackhawks,82,17,17,34,0.41,94,-7,https://www.eliteprospects.com/player/10667/dustin-byfuglien,2009-2010,nhl,Dustin Byfuglien,D,DEF
Daniel Cleary (LW/RW),Detroit Red Wings,64,15,19,34,0.53,29,-3,https://www.eliteprospects.com/player/4376/daniel-cleary,2009-2010,nhl,Daniel Cleary,LW/RW,FW
Jason Chimera (LW/RW),totals,78,15,19,34,0.44,98,-1,https://www.eliteprospects.com/player/8762/jason-chimera,2009-2010,nhl,Jason Chimera,LW/RW,FW
Drew Stafford (RW),Buffalo Sabres,71,14,20,34,0.48,35,4,https://www.eliteprospects.com/player/9180/drew-stafford,2009-2010,nhl,Drew Stafford,RW,FW
Marc-André Bergeron (D),Montréal Canadiens,60,13,21,34,0.57,16,-7,https://www.eliteprospects.com/player/5672/marc-andre-bergeron,2009-2010,nhl,Marc-André Bergeron,D,DEF
Joel Ward (RW),Nashville Predators,71,13,21,34,0.48,18,-5,https://www.eliteprospects.com/player/11014/joel-ward,2009-2010,nhl,Joel Ward,RW,FW
Bryan Little (C),Atlanta Thrashers,79,13,21,34,0.43,20,-6,https://www.eliteprospects.com/player/10426/bryan-little,2009-2010,nhl,Bryan Little,C,FW
Patrick O'Sullivan (C),Edmonton Oilers,73,11,23,34,0.47,32,-35,https://www.eliteprospects.com/player/7914/patrick-o-sullivan,2009-2010,nhl,Patrick O'Sullivan,C,FW
Ed Jovanovski (D),Phoenix Coyotes,66,10,24,34,0.52,55,-12,https://www.eliteprospects.com/player/9035/ed-jovanovski,2009-2010,nhl,Ed Jovanovski,D,DEF
Andrei Markov (D),Montréal Canadiens,45,6,28,34,0.76,32,11,https://www.eliteprospects.com/player/8579/andrei-markov,2009-2010,nhl,Andrei Markov,D,DEF
Anton Strålman (D),Columbus Blue Jackets,73,6,28,34,0.47,37,-17,https://www.eliteprospects.com/player/4152/anton-stralman,2009-2010,nhl,Anton Strålman,D,DEF
Michael Ryder (RW),Boston Bruins,82,18,15,33,0.40,35,3,https://www.eliteprospects.com/player/4487/michael-ryder,2009-2010,nhl,Michael Ryder,RW,FW
Owen Nolan (RW),Minnesota Wild,73,16,17,33,0.45,40,-12,https://www.eliteprospects.com/player/9674/owen-nolan,2009-2010,nhl,Owen Nolan,RW,FW
Andrei Kostitsyn (LW/RW),Montréal Canadiens,59,15,18,33,0.56,32,1,https://www.eliteprospects.com/player/6666/andrei-kostitsyn,2009-2010,nhl,Andrei Kostitsyn,LW/RW,FW
Curtis Glencross (LW),Calgary Flames,67,15,18,33,0.49,58,11,https://www.eliteprospects.com/player/10984/curtis-glencross,2009-2010,nhl,Curtis Glencross,LW,FW
Manny Malhotra (C),San Jose Sharks,71,14,19,33,0.46,41,17,https://www.eliteprospects.com/player/5528/manny-malhotra,2009-2010,nhl,Manny Malhotra,C,FW
Martin Hanzal (C),Phoenix Coyotes,81,11,22,33,0.41,104,0,https://www.eliteprospects.com/player/9237/martin-hanzal,2009-2010,nhl,Martin Hanzal,C,FW
Marc Savard (C),Boston Bruins,41,10,23,33,0.80,14,2,https://www.eliteprospects.com/player/8574/marc-savard,2009-2010,nhl,Marc Savard,C,FW
Scottie Upshall (LW/RW),Phoenix Coyotes,49,18,14,32,0.65,50,5,https://www.eliteprospects.com/player/9512/scottie-upshall,2009-2010,nhl,Scottie Upshall,LW/RW,FW
Ryan Potulny (C),Edmonton Oilers,64,15,17,32,0.50,28,-21,https://www.eliteprospects.com/player/8850/ryan-potulny,2009-2010,nhl,Ryan Potulny,C,FW
Chris Kelly (C/LW),Ottawa Senators,81,15,17,32,0.40,38,-7,https://www.eliteprospects.com/player/9013/chris-kelly,2009-2010,nhl,Chris Kelly,C/LW,FW
Nigel Dawes (LW),Calgary Flames,66,14,18,32,0.48,18,1,https://www.eliteprospects.com/player/9503/nigel-dawes,2009-2010,nhl,Nigel Dawes,LW,FW
Radek Dvorak (RW),Florida Panthers,76,14,18,32,0.42,20,-7,https://www.eliteprospects.com/player/8599/radek-dvorak,2009-2010,nhl,Radek Dvorak,RW,FW
Chris Drury (C),New York Rangers,77,14,18,32,0.42,31,-10,https://www.eliteprospects.com/player/8804/chris-drury,2009-2010,nhl,Chris Drury,C,FW
Chris Kunitz (LW),Pittsburgh Penguins,50,13,19,32,0.64,39,3,https://www.eliteprospects.com/player/8523/chris-kunitz,2009-2010,nhl,Chris Kunitz,LW,FW
Keith Tkachuk (LW),St. Louis Blues,67,13,19,32,0.48,56,-2,https://www.eliteprospects.com/player/8856/keith-tkachuk,2009-2010,nhl,Keith Tkachuk,LW,FW
Dion Phaneuf (D),totals,81,12,20,32,0.40,83,1,https://www.eliteprospects.com/player/8564/dion-phaneuf,2009-2010,nhl,Dion Phaneuf,D,DEF
Kyle Brodziak (C),Minnesota Wild,82,9,23,32,0.39,22,-3,https://www.eliteprospects.com/player/9097/kyle-brodziak,2009-2010,nhl,Kyle Brodziak,C,FW
Carlo Colaiacovo (D),St. Louis Blues,67,7,25,32,0.48,60,8,https://www.eliteprospects.com/player/9117/carlo-colaiacovo,2009-2010,nhl,Carlo Colaiacovo,D,DEF
Fyodor Tyutin (D),Columbus Blue Jackets,80,6,26,32,0.40,49,-7,https://www.eliteprospects.com/player/8691/fyodor-tyutin,2009-2010,nhl,Fyodor Tyutin,D,DEF
Dennis Seidenberg (D),totals,79,4,28,32,0.41,39,6,https://www.eliteprospects.com/player/8590/dennis-seidenberg,2009-2010,nhl,Dennis Seidenberg,D,DEF
Sean Avery (LW/C),New York Rangers,69,11,20,31,0.45,160,0,https://www.eliteprospects.com/player/8720/sean-avery,2009-2010,nhl,Sean Avery,LW/C,FW
Richard Park (RW/C),New York Islanders,81,9,22,31,0.38,28,-9,https://www.eliteprospects.com/player/5214/richard-park,2009-2010,nhl,Richard Park,RW/C,FW
John-Michael Liles (D),Colorado Avalanche,59,6,25,31,0.53,30,-2,https://www.eliteprospects.com/player/8734/john-michael-liles,2009-2010,nhl,John-Michael Liles,D,DEF
Tom Gilbert (D),Edmonton Oilers,82,5,26,31,0.38,16,-10,https://www.eliteprospects.com/player/11009/tom-gilbert,2009-2010,nhl,Tom Gilbert,D,DEF
Matt Cooke (LW),Pittsburgh Penguins,79,15,15,30,0.38,106,17,https://www.eliteprospects.com/player/8549/matt-cooke,2009-2010,nhl,Matt Cooke,LW,FW
Mike Modano (C),Dallas Stars,59,14,16,30,0.51,22,-6,https://www.eliteprospects.com/player/8965/mike-modano,2009-2010,nhl,Mike Modano,C,FW
Marcel Goc (C),Nashville Predators,73,12,18,30,0.41,14,10,https://www.eliteprospects.com/player/8583/marcel-goc,2009-2010,nhl,Marcel Goc,C,FW
Ruslan Fedotenko (LW),Pittsburgh Penguins,80,11,19,30,0.38,50,-17,https://www.eliteprospects.com/player/8638/ruslan-fedotenko,2009-2010,nhl,Ruslan Fedotenko,LW,FW
Mark Giordano (D),Calgary Flames,82,11,19,30,0.37,81,17,https://www.eliteprospects.com/player/9161/mark-giordano,2009-2010,nhl,Mark Giordano,D,DEF
Vernon Fiddler (C/LW),Phoenix Coyotes,76,8,22,30,0.39,46,13,https://www.eliteprospects.com/player/9152/vernon-fiddler,2009-2010,nhl,Vernon Fiddler,C/LW,FW
Rob Blake (D),San Jose Sharks,70,7,23,30,0.43,60,14,https://www.eliteprospects.com/player/8580/rob-blake,2009-2010,nhl,Rob Blake,D,DEF
Dennis Wideman (D),Boston Bruins,76,6,24,30,0.39,34,-14,https://www.eliteprospects.com/player/8826/dennis-wideman,2009-2010,nhl,Dennis Wideman,D,DEF
Brent Seabrook (D),Chicago Blackhawks,78,4,26,30,0.38,59,20,https://www.eliteprospects.com/player/8879/brent-seabrook,2009-2010,nhl,Brent Seabrook,D,DEF
James Wisniewski (D),Anaheim Ducks,69,3,27,30,0.43,56,-5,https://www.eliteprospects.com/player/9407/james-wisniewski,2009-2010,nhl,James Wisniewski,D,DEF
Glen Metropolit (C),Montréal Canadiens,69,16,13,29,0.42,24,-1,https://www.eliteprospects.com/player/3587/glen-metropolit,2009-2010,nhl,Glen Metropolit,C,FW
Colby Armstrong (RW/LW),Atlanta Thrashers,79,15,14,29,0.37,61,6,https://www.eliteprospects.com/player/9067/colby-armstrong,2009-2010,nhl,Colby Armstrong,RW/LW,FW
Sergei Samsonov (LW),Carolina Hurricanes,72,14,15,29,0.40,32,-15,https://www.eliteprospects.com/player/8667/sergei-samsonov,2009-2010,nhl,Sergei Samsonov,LW,FW
Rostislav Olesz (LW/RW),Florida Panthers,78,14,15,29,0.37,28,-4,https://www.eliteprospects.com/player/8652/rostislav-olesz,2009-2010,nhl,Rostislav Olesz,LW/RW,FW
Peter Regin (C),Ottawa Senators,75,13,16,29,0.39,20,10,https://www.eliteprospects.com/player/4104/peter-regin,2009-2010,nhl,Peter Regin,C,FW
Jay McClement (C/D),St. Louis Blues,82,11,18,29,0.35,22,0,https://www.eliteprospects.com/player/9517/jay-mcclement,2009-2010,nhl,Jay McClement,C/D,DEF
Justin Williams (RW),Los Angeles Kings,49,10,19,29,0.59,39,3,https://www.eliteprospects.com/player/4506/justin-williams,2009-2010,nhl,Justin Williams,RW,FW
Robert Lang (C),Phoenix Coyotes,64,9,20,29,0.45,28,-4,https://www.eliteprospects.com/player/8617/robert-lang,2009-2010,nhl,Robert Lang,C,FW
Kyle Quincey (D),Colorado Avalanche,79,6,23,29,0.37,76,9,https://www.eliteprospects.com/player/10366/kyle-quincey,2009-2010,nhl,Kyle Quincey,D,DEF
Derek Morris (D),totals,76,4,25,29,0.38,37,2,https://www.eliteprospects.com/player/8963/derek-morris,2009-2010,nhl,Derek Morris,D,DEF
Jay Bouwmeester (D),Calgary Flames,82,3,26,29,0.35,48,-4,https://www.eliteprospects.com/player/3659/jay-bouwmeester,2009-2010,nhl,Jay Bouwmeester,D,DEF
Benoît Pouliot (LW),totals,53,17,11,28,0.53,43,8,https://www.eliteprospects.com/player/4229/benoit-pouliot,2009-2010,nhl,Benoît Pouliot,LW,FW
Artyom Anisimov (C/LW),New York Rangers,82,12,16,28,0.34,32,-2,https://www.eliteprospects.com/player/9300/artyom-anisimov,2009-2010,nhl,Artyom Anisimov,C/LW,FW
Chad LaRose (RW/LW),Carolina Hurricanes,56,11,17,28,0.50,24,-2,https://www.eliteprospects.com/player/8990/chad-larose,2009-2010,nhl,Chad LaRose,RW/LW,FW
Trent Hunter (RW),New York Islanders,61,11,17,28,0.46,18,3,https://www.eliteprospects.com/player/5215/trent-hunter,2009-2010,nhl,Trent Hunter,RW,FW
Dominic Moore (C),totals,69,10,18,28,0.41,43,-3,https://www.eliteprospects.com/player/8964/dominic-moore,2009-2010,nhl,Dominic Moore,C,FW
Andrew Cogliano (C/LW),Edmonton Oilers,82,10,18,28,0.34,31,-5,https://www.eliteprospects.com/player/9187/andrew-cogliano,2009-2010,nhl,Andrew Cogliano,C/LW,FW
Sami Salo (D),Vancouver Canucks,68,9,19,28,0.41,18,14,https://www.eliteprospects.com/player/2672/sami-salo,2009-2010,nhl,Sami Salo,D,DEF
Adrian Aucoin (D),Phoenix Coyotes,82,8,20,28,0.34,56,2,https://www.eliteprospects.com/player/5530/adrian-aucoin,2009-2010,nhl,Adrian Aucoin,D,DEF
Keith Ballard (D),Florida Panthers,82,8,20,28,0.34,88,-7,https://www.eliteprospects.com/player/9072/keith-ballard,2009-2010,nhl,Keith Ballard,D,DEF
Filip Kuba (D),Ottawa Senators,53,3,25,28,0.53,28,-5,https://www.eliteprospects.com/player/8639/filip-kuba,2009-2010,nhl,Filip Kuba,D,DEF
Robert Nilsson (W/C),Edmonton Oilers,60,11,16,27,0.45,12,-17,https://www.eliteprospects.com/player/352/robert-nilsson,2009-2010,nhl,Robert Nilsson,W/C,FW
Ales Kotalik (RW/LW),totals,71,11,16,27,0.38,67,-17,https://www.eliteprospects.com/player/8676/ales-kotalik,2009-2010,nhl,Ales Kotalik,RW/LW,FW
Brad Richardson (RW/C),Los Angeles Kings,81,11,16,27,0.33,37,1,https://www.eliteprospects.com/player/10211/brad-richardson,2009-2010,nhl,Brad Richardson,RW/C,FW
Dainius Zubrus (W/C),New Jersey Devils,51,10,17,27,0.53,28,4,https://www.eliteprospects.com/player/8632/dainius-zubrus,2009-2010,nhl,Dainius Zubrus,W/C,FW
Tyler Bozak (C),Toronto Maple Leafs,37,8,19,27,0.73,6,-5,https://www.eliteprospects.com/player/11589/tyler-bozak,2009-2010,nhl,Tyler Bozak,C,FW
Marc Staal (D),New York Rangers,82,8,19,27,0.33,44,11,https://www.eliteprospects.com/player/9183/marc-staal,2009-2010,nhl,Marc Staal,D,DEF
Kris Letang (D),Pittsburgh Penguins,73,3,24,27,0.37,51,1,https://www.eliteprospects.com/player/9189/kris-letang,2009-2010,nhl,Kris Letang,D,DEF
Evander Kane (LW/RW),Atlanta Thrashers,66,14,12,26,0.39,62,2,https://www.eliteprospects.com/player/14657/evander-kane,2009-2010,nhl,Evander Kane,LW/RW,FW
Patrik Berglund (C),St. Louis Blues,71,13,13,26,0.37,16,-5,https://www.eliteprospects.com/player/3637/patrik-berglund,2009-2010,nhl,Patrik Berglund,C,FW
Jarkko Ruutu (LW),Ottawa Senators,82,12,14,26,0.32,121,-2,https://www.eliteprospects.com/player/2673/jarkko-ruutu,2009-2010,nhl,Jarkko Ruutu,LW,FW
Jordan Leopold (D),totals,81,11,15,26,0.32,28,-2,https://www.eliteprospects.com/player/8997/jordan-leopold,2009-2010,nhl,Jordan Leopold,D,DEF
Tim Kennedy (C/LW),Buffalo Sabres,78,10,16,26,0.33,50,-3,https://www.eliteprospects.com/player/11412/tim-kennedy,2009-2010,nhl,Tim Kennedy,C/LW,FW
Nick Foligno (LW/RW),Ottawa Senators,61,9,17,26,0.43,53,6,https://www.eliteprospects.com/player/10675/nick-foligno,2009-2010,nhl,Nick Foligno,LW/RW,FW
Vyacheslav Kozlov (LW),Atlanta Thrashers,55,8,18,26,0.47,33,-15,https://www.eliteprospects.com/player/8544/vyacheslav-kozlov,2009-2010,nhl,Vyacheslav Kozlov,LW,FW
Erik Christensen (C),totals,58,8,18,26,0.45,26,11,https://www.eliteprospects.com/player/10880/erik-christensen,2009-2010,nhl,Erik Christensen,C,FW
Ryan O'Reilly (C),Colorado Avalanche,81,8,18,26,0.32,18,4,https://www.eliteprospects.com/player/14371/ryan-o-reilly,2009-2010,nhl,Ryan O'Reilly,C,FW
Todd White (C),Atlanta Thrashers,65,7,19,26,0.40,24,-11,https://www.eliteprospects.com/player/5532/todd-white,2009-2010,nhl,Todd White,C,FW
Roman Hamrlík (D),Montréal Canadiens,75,6,20,26,0.35,56,-2,https://www.eliteprospects.com/player/8607/roman-hamrlik,2009-2010,nhl,Roman Hamrlík,D,DEF
Erik Karlsson (D),Ottawa Senators,60,5,21,26,0.43,24,-5,https://www.eliteprospects.com/player/9878/erik-karlsson,2009-2010,nhl,Erik Karlsson,D,DEF
Ron Hainsey (D),Atlanta Thrashers,80,5,21,26,0.33,39,-6,https://www.eliteprospects.com/player/9037/ron-hainsey,2009-2010,nhl,Ron Hainsey,D,DEF
François Beauchemin (D),Toronto Maple Leafs,82,5,21,26,0.32,33,-13,https://www.eliteprospects.com/player/8529/francois-beauchemin,2009-2010,nhl,François Beauchemin,D,DEF
Kyle Wellwood (C),Vancouver Canucks,75,14,11,25,0.33,12,6,https://www.eliteprospects.com/player/8818/kyle-wellwood,2009-2010,nhl,Kyle Wellwood,C,FW
Tyler Kennedy (RW),Pittsburgh Penguins,64,13,12,25,0.39,31,10,https://www.eliteprospects.com/player/11535/tyler-kennedy,2009-2010,nhl,Tyler Kennedy,RW,FW
Rob Schremp (C),New York Islanders,44,7,18,25,0.57,8,-4,https://www.eliteprospects.com/player/8876/rob-schremp,2009-2010,nhl,Rob Schremp,C,FW
Brooks Orpik (D),Pittsburgh Penguins,73,2,23,25,0.34,64,6,https://www.eliteprospects.com/player/8939/brooks-orpik,2009-2010,nhl,Brooks Orpik,D,DEF
David Clarkson (RW),New Jersey Devils,46,11,13,24,0.52,85,3,https://www.eliteprospects.com/player/11018/david-clarkson,2009-2010,nhl,David Clarkson,RW,FW
Scott Parse (RW/LW),Los Angeles Kings,59,11,13,24,0.41,22,13,https://www.eliteprospects.com/player/11414/scott-parse,2009-2010,nhl,Scott Parse,RW/LW,FW
Darren Helm (C/LW),Detroit Red Wings,75,11,13,24,0.32,18,-2,https://www.eliteprospects.com/player/10438/darren-helm,2009-2010,nhl,Darren Helm,C/LW,FW
Dustin Boyd (C),totals,78,11,13,24,0.31,19,6,https://www.eliteprospects.com/player/9191/dustin-boyd,2009-2010,nhl,Dustin Boyd,C,FW
Darcy Tucker (LW),Colorado Avalanche,71,10,14,24,0.34,47,-3,https://www.eliteprospects.com/player/8859/darcy-tucker,2009-2010,nhl,Darcy Tucker,LW,FW
Arron Asham (RW/LW),Philadelphia Flyers,72,10,14,24,0.33,126,-2,https://www.eliteprospects.com/player/8791/arron-asham,2009-2010,nhl,Arron Asham,RW/LW,FW
Matt Bradley (RW/LW),Washington Capitals,77,10,14,24,0.31,47,6,https://www.eliteprospects.com/player/9093/matt-bradley,2009-2010,nhl,Matt Bradley,RW/LW,FW
Chris Phillips (D),Ottawa Senators,82,8,16,24,0.29,45,8,https://www.eliteprospects.com/player/4719/chris-phillips,2009-2010,nhl,Chris Phillips,D,DEF
Dan Girardi (D),New York Rangers,82,6,18,24,0.29,53,-2,https://www.eliteprospects.com/player/11025/dan-girardi,2009-2010,nhl,Dan Girardi,D,DEF
Dan Hamhuis (D),Nashville Predators,78,5,19,24,0.31,49,4,https://www.eliteprospects.com/player/9040/dan-hamhuis,2009-2010,nhl,Dan Hamhuis,D,DEF
Tom Poti (D),Washington Capitals,70,4,20,24,0.34,42,28,https://www.eliteprospects.com/player/8918/tom-poti,2009-2010,nhl,Tom Poti,D,DEF
Taylor Pyatt (LW),Phoenix Coyotes,74,12,11,23,0.31,39,13,https://www.eliteprospects.com/player/5372/taylor-pyatt,2009-2010,nhl,Taylor Pyatt,LW,FW
Sean Bergenheim (LW),New York Islanders,63,10,13,23,0.37,45,1,https://www.eliteprospects.com/player/2708/sean-bergenheim,2009-2010,nhl,Sean Bergenheim,LW,FW
John Madden (C),Chicago Blackhawks,79,10,13,23,0.29,12,-2,https://www.eliteprospects.com/player/8723/john-madden,2009-2010,nhl,John Madden,C,FW
Zach Bogosian (D),Atlanta Thrashers,81,10,13,23,0.28,61,-18,https://www.eliteprospects.com/player/14440/zach-bogosian,2009-2010,nhl,Zach Bogosian,D,DEF
John Mitchell (C/LW),Toronto Maple Leafs,60,6,17,23,0.38,31,-7,https://www.eliteprospects.com/player/11487/john-mitchell,2009-2010,nhl,John Mitchell,C/LW,FW
