player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,player_name,position,fw_def
Jack Johnson (D),Los Angeles Kings,82,5,37,42,0.51,44,-21,https://www.eliteprospects.com/player/9205/jack-johnson,2010-2011,nhl,Jack Johnson,D,DEF
Devin Setoguchi (RW),San Jose Sharks,72,22,19,41,0.57,37,-2,https://www.eliteprospects.com/player/9360/devin-setoguchi,2010-2011,nhl,Devin Setoguchi,RW,FW
Brad Marchand (W/C),Boston Bruins,77,21,20,41,0.53,51,25,https://www.eliteprospects.com/player/10439/brad-marchand,2010-2011,nhl,Brad Marchand,W/C,FW
Mike Santorelli (C),Florida Panthers,82,20,21,41,0.5,20,-17,https://www.eliteprospects.com/player/11417/mike-santorelli,2010-2011,nhl,Mike Santorelli,C,FW
Michael Ryder (RW),Boston Bruins,79,18,23,41,0.52,26,-1,https://www.eliteprospects.com/player/4487/michael-ryder,2010-2011,nhl,Michael Ryder,RW,FW
Rich Peverley (C),totals,82,18,23,41,0.5,37,-17,https://www.eliteprospects.com/player/11017/rich-peverley,2010-2011,nhl,Rich Peverley,C,FW
David Legwand (C),Nashville Predators,64,17,24,41,0.64,24,13,https://www.eliteprospects.com/player/3668/david-legwand,2010-2011,nhl,David Legwand,C,FW
Nikolai Antropov (C/W),Atlanta Thrashers,76,16,25,41,0.54,42,-17,https://www.eliteprospects.com/player/8657/nikolai-antropov,2010-2011,nhl,Nikolai Antropov,C/W,FW
Mike Knuble (RW),Washington Capitals,79,24,16,40,0.51,36,10,https://www.eliteprospects.com/player/4322/mike-knuble,2010-2011,nhl,Mike Knuble,RW,FW
David Booth (LW/RW),Florida Panthers,82,23,17,40,0.49,26,-31,https://www.eliteprospects.com/player/9402/david-booth,2010-2011,nhl,David Booth,LW/RW,FW
James van Riemsdyk (LW/RW),Philadelphia Flyers,75,21,19,40,0.53,35,15,https://www.eliteprospects.com/player/9324/james-van-riemsdyk,2010-2011,nhl,James van Riemsdyk,LW/RW,FW
Lauri Korpikoski (LW/RW),Phoenix Coyotes,79,19,21,40,0.51,20,17,https://www.eliteprospects.com/player/4219/lauri-korpikoski,2010-2011,nhl,Lauri Korpikoski,LW/RW,FW
Simon Gagné (LW),Tampa Bay Lightning,63,17,23,40,0.63,20,-12,https://www.eliteprospects.com/player/8828/simon-gagne,2010-2011,nhl,Simon Gagné,LW,FW
Sergei Samsonov (LW),totals,78,13,27,40,0.51,14,-2,https://www.eliteprospects.com/player/8667/sergei-samsonov,2010-2011,nhl,Sergei Samsonov,LW,FW
Éric Bélanger (C),Phoenix Coyotes,82,13,27,40,0.49,36,11,https://www.eliteprospects.com/player/8758/eric-belanger,2010-2011,nhl,Éric Bélanger,C,FW
Drew Doughty (D),Los Angeles Kings,76,11,29,40,0.53,68,13,https://www.eliteprospects.com/player/10430/drew-doughty,2010-2011,nhl,Drew Doughty,D,DEF
Joe Corvo (D),Carolina Hurricanes,82,11,29,40,0.49,18,-14,https://www.eliteprospects.com/player/9122/joe-corvo,2010-2011,nhl,Joe Corvo,D,DEF
Dennis Wideman (D),totals,75,10,30,40,0.53,39,-19,https://www.eliteprospects.com/player/8826/dennis-wideman,2010-2011,nhl,Dennis Wideman,D,DEF
Cam Fowler (D),Anaheim Ducks,76,10,30,40,0.53,20,-25,https://www.eliteprospects.com/player/31261/cam-fowler,2010-2011,nhl,Cam Fowler,D,DEF
Matt Carle (D),Philadelphia Flyers,82,1,39,40,0.49,23,30,https://www.eliteprospects.com/player/9108/matt-carle,2010-2011,nhl,Matt Carle,D,DEF
Valtteri Filppula (C/LW),Detroit Red Wings,71,16,23,39,0.55,22,-1,https://www.eliteprospects.com/player/3197/valtteri-filppula,2010-2011,nhl,Valtteri Filppula,C/LW,FW
Mason Raymond (LW/RW),Vancouver Canucks,70,15,24,39,0.56,10,8,https://www.eliteprospects.com/player/11354/mason-raymond,2010-2011,nhl,Mason Raymond,LW/RW,FW
Anthony Stewart (RW),Atlanta Thrashers,80,14,25,39,0.49,55,-10,https://www.eliteprospects.com/player/8893/anthony-stewart,2010-2011,nhl,Anthony Stewart,RW,FW
Cory Stillman (LW),totals,65,12,27,39,0.6,24,5,https://www.eliteprospects.com/player/8894/cory-stillman,2010-2011,nhl,Cory Stillman,LW,FW
Matt Cullen (C),Minnesota Wild,78,12,27,39,0.5,34,-14,https://www.eliteprospects.com/player/8754/matt-cullen,2010-2011,nhl,Matt Cullen,C,FW
Ryan Suter (D),Nashville Predators,70,4,35,39,0.56,54,20,https://www.eliteprospects.com/player/8897/ryan-suter,2010-2011,nhl,Ryan Suter,D,DEF
Lee Stempniak (RW),Phoenix Coyotes,82,19,19,38,0.46,19,4,https://www.eliteprospects.com/player/10199/lee-stempniak,2010-2011,nhl,Lee Stempniak,RW,FW
Ryan Malone (LW),Tampa Bay Lightning,54,14,24,38,0.7,51,-3,https://www.eliteprospects.com/player/8721/ryan-malone,2010-2011,nhl,Ryan Malone,LW,FW
P.K. Subban (D),Montréal Canadiens,77,14,24,38,0.49,124,-8,https://www.eliteprospects.com/player/11251/p.k.-subban,2010-2011,nhl,P.K. Subban,D,DEF
Pierre-Marc Bouchard (C),Minnesota Wild,59,12,26,38,0.64,14,-3,https://www.eliteprospects.com/player/9086/pierre-marc-bouchard,2010-2011,nhl,Pierre-Marc Bouchard,C,FW
Michael Frolík (RW/LW),totals,80,11,27,38,0.48,30,2,https://www.eliteprospects.com/player/8701/michael-frolik,2010-2011,nhl,Michael Frolík,RW/LW,FW
Scott Gomez (C),Montréal Canadiens,80,7,31,38,0.48,48,-15,https://www.eliteprospects.com/player/9050/scott-gomez,2010-2011,nhl,Scott Gomez,C,FW
Tomas Holmström (RW),Detroit Red Wings,73,18,19,37,0.51,62,-6,https://www.eliteprospects.com/player/712/tomas-holmstrom,2010-2011,nhl,Tomas Holmström,RW,FW
Bryan Bickell (LW),Chicago Blackhawks,78,17,20,37,0.47,40,6,https://www.eliteprospects.com/player/11346/bryan-bickell,2010-2011,nhl,Bryan Bickell,LW,FW
Pascal Dupuis (LW),Pittsburgh Penguins,81,17,20,37,0.46,59,16,https://www.eliteprospects.com/player/8789/pascal-dupuis,2010-2011,nhl,Pascal Dupuis,LW,FW
Kyle Brodziak (C),Minnesota Wild,80,16,21,37,0.46,56,-4,https://www.eliteprospects.com/player/9097/kyle-brodziak,2010-2011,nhl,Kyle Brodziak,C,FW
Yevgeni Malkin (C),Pittsburgh Penguins,43,15,22,37,0.86,18,-4,https://www.eliteprospects.com/player/4231/yevgeni-malkin,2010-2011,nhl,Yevgeni Malkin,C,FW
Dave Bolland (C/RW),Chicago Blackhawks,61,15,22,37,0.61,34,11,https://www.eliteprospects.com/player/9193/dave-bolland,2010-2011,nhl,Dave Bolland,C/RW,FW
Niklas Kronwall (D),Detroit Red Wings,77,11,26,37,0.48,36,5,https://www.eliteprospects.com/player/69/niklas-kronwall,2010-2011,nhl,Niklas Kronwall,D,DEF
Jiri Hudler (W/C),Detroit Red Wings,73,10,27,37,0.51,28,-7,https://www.eliteprospects.com/player/6665/jiri-hudler,2010-2011,nhl,Jiri Hudler,W/C,FW
Tyler Myers (D),Buffalo Sabres,80,10,27,37,0.46,40,0,https://www.eliteprospects.com/player/17521/tyler-myers,2010-2011,nhl,Tyler Myers,D,DEF
John Carlson (D),Washington Capitals,82,7,30,37,0.45,44,21,https://www.eliteprospects.com/player/18590/john-carlson,2010-2011,nhl,John Carlson,D,DEF
Kimmo Timonen (D),Philadelphia Flyers,82,6,31,37,0.45,36,11,https://www.eliteprospects.com/player/2664/kimmo-timonen,2010-2011,nhl,Kimmo Timonen,D,DEF
Mike Fisher (C),totals,82,19,17,36,0.44,43,-17,https://www.eliteprospects.com/player/8771/mike-fisher,2010-2011,nhl,Mike Fisher,C,FW
Troy Brouwer (RW/LW),Chicago Blackhawks,79,17,19,36,0.46,38,-2,https://www.eliteprospects.com/player/10669/troy-brouwer,2010-2011,nhl,Troy Brouwer,RW/LW,FW
Niclas Bergfors (RW),totals,72,12,24,36,0.5,8,-9,https://www.eliteprospects.com/player/2045/niclas-bergfors,2010-2011,nhl,Niclas Bergfors,RW,FW
Brian Boyle (C/LW),New York Rangers,82,21,14,35,0.43,74,2,https://www.eliteprospects.com/player/11429/brian-boyle,2010-2011,nhl,Brian Boyle,C/LW,FW
Antti Miettinen (W/C),Minnesota Wild,73,16,19,35,0.48,38,-3,https://www.eliteprospects.com/player/2698/antti-miettinen,2010-2011,nhl,Antti Miettinen,W/C,FW
Jordan Leopold (D),Buffalo Sabres,71,13,22,35,0.49,36,-11,https://www.eliteprospects.com/player/8997/jordan-leopold,2010-2011,nhl,Jordan Leopold,D,DEF
Wojtek Wolski (LW/RW),totals,73,12,23,35,0.48,18,6,https://www.eliteprospects.com/player/8832/wojtek-wolski,2010-2011,nhl,Wojtek Wolski,LW/RW,FW
Anton Babchuk (D),totals,82,11,24,35,0.43,32,14,https://www.eliteprospects.com/player/8655/anton-babchuk,2010-2011,nhl,Anton Babchuk,D,DEF
Andrew Cogliano (C/LW),Edmonton Oilers,82,11,24,35,0.43,64,-12,https://www.eliteprospects.com/player/9187/andrew-cogliano,2010-2011,nhl,Andrew Cogliano,C/LW,FW
Derek Roy (C),Buffalo Sabres,35,10,25,35,1,16,-1,https://www.eliteprospects.com/player/8810/derek-roy,2010-2011,nhl,Derek Roy,C,FW
Joni Pitkänen (D),Carolina Hurricanes,72,5,30,35,0.49,60,-2,https://www.eliteprospects.com/player/2697/joni-pitkanen,2010-2011,nhl,Joni Pitkänen,D,DEF
Scottie Upshall (LW/RW),totals,82,22,12,34,0.41,52,-7,https://www.eliteprospects.com/player/9512/scottie-upshall,2010-2011,nhl,Scottie Upshall,LW/RW,FW
Cal Clutterbuck (RW),Minnesota Wild,76,19,15,34,0.45,79,-5,https://www.eliteprospects.com/player/9359/cal-clutterbuck,2010-2011,nhl,Cal Clutterbuck,RW,FW
Alexei Kovalev (RW),totals,74,16,18,34,0.46,44,-6,https://www.eliteprospects.com/player/8670/alexei-kovalev,2010-2011,nhl,Alexei Kovalev,RW,FW
Colin Wilson (LW/C),Nashville Predators,82,16,18,34,0.41,17,9,https://www.eliteprospects.com/player/9325/colin-wilson,2010-2011,nhl,Colin Wilson,LW/C,FW
Magnus Pääjärvi (LW/RW),Edmonton Oilers,80,15,19,34,0.43,16,-13,https://www.eliteprospects.com/player/6014/magnus-paajarvi,2010-2011,nhl,Magnus Pääjärvi,LW/RW,FW
Brian Rolston (LW),New Jersey Devils,65,14,20,34,0.52,34,-6,https://www.eliteprospects.com/player/8927/brian-rolston,2010-2011,nhl,Brian Rolston,LW,FW
Nick Foligno (LW/RW),Ottawa Senators,82,14,20,34,0.41,43,-19,https://www.eliteprospects.com/player/10675/nick-foligno,2010-2011,nhl,Nick Foligno,LW/RW,FW
Roman Hamrlík (D),Montréal Canadiens,79,5,29,34,0.43,81,6,https://www.eliteprospects.com/player/8607/roman-hamrlik,2010-2011,nhl,Roman Hamrlík,D,DEF
Milan Michálek (LW/RW),Ottawa Senators,66,18,15,33,0.5,49,-12,https://www.eliteprospects.com/player/8586/milan-michalek,2010-2011,nhl,Milan Michálek,LW/RW,FW
T.J. Oshie (RW),St. Louis Blues,49,11,22,33,0.67,15,10,https://www.eliteprospects.com/player/9209/t.j.-oshie,2010-2011,nhl,T.J. Oshie,RW,FW
Dominic Moore (C),Tampa Bay Lightning,77,18,14,32,0.42,52,-12,https://www.eliteprospects.com/player/8964/dominic-moore,2010-2011,nhl,Dominic Moore,C,FW
Jason Blake (LW/C),Anaheim Ducks,76,16,16,32,0.42,41,-5,https://www.eliteprospects.com/player/8782/jason-blake,2010-2011,nhl,Jason Blake,LW/C,FW
Tyler Bozak (C),Toronto Maple Leafs,82,15,17,32,0.39,14,-29,https://www.eliteprospects.com/player/11589/tyler-bozak,2010-2011,nhl,Tyler Bozak,C,FW
Marty Reasoner (C),Florida Panthers,82,14,18,32,0.39,22,2,https://www.eliteprospects.com/player/8708/marty-reasoner,2010-2011,nhl,Marty Reasoner,C,FW
Darren Helm (C/LW),Detroit Red Wings,82,12,20,32,0.39,16,9,https://www.eliteprospects.com/player/10438/darren-helm,2010-2011,nhl,Darren Helm,C/LW,FW
Steve Ott (C/W),Dallas Stars,82,12,20,32,0.39,183,-9,https://www.eliteprospects.com/player/8944/steve-ott,2010-2011,nhl,Steve Ott,C/W,FW
Steve Downie (RW),Tampa Bay Lightning,57,10,22,32,0.56,171,8,https://www.eliteprospects.com/player/9186/steve-downie,2010-2011,nhl,Steve Downie,RW,FW
Jamie Langenbrunner (RW),totals,70,9,23,32,0.46,45,-18,https://www.eliteprospects.com/player/8742/jamie-langenbrunner,2010-2011,nhl,Jamie Langenbrunner,RW,FW
Alexander Edler (D),Vancouver Canucks,51,8,24,32,0.63,24,13,https://www.eliteprospects.com/player/4081/alexander-edler,2010-2011,nhl,Alexander Edler,D,DEF
Andrej Meszaros (D),Philadelphia Flyers,81,8,24,32,0.4,42,30,https://www.eliteprospects.com/player/8664/andrej-meszaros,2010-2011,nhl,Andrej Meszaros,D,DEF
Dennis Seidenberg (D),Boston Bruins,81,7,25,32,0.4,41,3,https://www.eliteprospects.com/player/8590/dennis-seidenberg,2010-2011,nhl,Dennis Seidenberg,D,DEF
Taylor Pyatt (LW),Phoenix Coyotes,76,18,13,31,0.41,27,11,https://www.eliteprospects.com/player/5372/taylor-pyatt,2010-2011,nhl,Taylor Pyatt,LW,FW
Jason Arnott (C/RW),totals,73,17,14,31,0.42,40,-6,https://www.eliteprospects.com/player/9068/jason-arnott,2010-2011,nhl,Jason Arnott,C/RW,FW
Nathan Gerbe (C/LW),Buffalo Sabres,64,16,15,31,0.48,34,11,https://www.eliteprospects.com/player/9216/nathan-gerbe,2010-2011,nhl,Nathan Gerbe,C/LW,FW
Chad LaRose (RW/LW),Carolina Hurricanes,82,16,15,31,0.38,59,-21,https://www.eliteprospects.com/player/8990/chad-larose,2010-2011,nhl,Chad LaRose,RW/LW,FW
Daniel Alfredsson (RW),Ottawa Senators,54,14,17,31,0.57,18,-19,https://www.eliteprospects.com/player/702/daniel-alfredsson,2010-2011,nhl,Daniel Alfredsson,RW,FW
Joffrey Lupul (RW),totals,54,14,17,31,0.57,33,-11,https://www.eliteprospects.com/player/9001/joffrey-lupul,2010-2011,nhl,Joffrey Lupul,RW,FW
Tomas Fleischmann (LW),totals,45,12,19,31,0.69,18,2,https://www.eliteprospects.com/player/9613/tomas-fleischmann,2010-2011,nhl,Tomas Fleischmann,LW,FW
Paul Gaustad (C),Buffalo Sabres,81,12,19,31,0.38,101,7,https://www.eliteprospects.com/player/8808/paul-gaustad,2010-2011,nhl,Paul Gaustad,C,FW
Brett Clark (D),Tampa Bay Lightning,82,9,22,31,0.38,14,2,https://www.eliteprospects.com/player/9113/brett-clark,2010-2011,nhl,Brett Clark,D,DEF
Matt Stajan (C),Calgary Flames,76,6,25,31,0.41,32,1,https://www.eliteprospects.com/player/8889/matt-stajan,2010-2011,nhl,Matt Stajan,C,FW
Dan Girardi (D),New York Rangers,80,4,27,31,0.39,38,7,https://www.eliteprospects.com/player/11025/dan-girardi,2010-2011,nhl,Dan Girardi,D,DEF
David Moss (RW/LW),Calgary Flames,58,17,13,30,0.52,18,9,https://www.eliteprospects.com/player/8959/david-moss,2010-2011,nhl,David Moss,RW/LW,FW
Wayne Simmonds (RW),Los Angeles Kings,80,14,16,30,0.38,75,-2,https://www.eliteprospects.com/player/12517/wayne-simmonds,2010-2011,nhl,Wayne Simmonds,RW,FW
Dainius Zubrus (W/C),New Jersey Devils,79,13,17,30,0.38,53,-11,https://www.eliteprospects.com/player/8632/dainius-zubrus,2010-2011,nhl,Dainius Zubrus,W/C,FW
Benoît Pouliot (LW),Montréal Canadiens,79,13,17,30,0.38,87,2,https://www.eliteprospects.com/player/4229/benoit-pouliot,2010-2011,nhl,Benoît Pouliot,LW,FW
Matt Cooke (LW),Pittsburgh Penguins,67,12,18,30,0.45,129,14,https://www.eliteprospects.com/player/8549/matt-cooke,2010-2011,nhl,Matt Cooke,LW,FW
Michal Handzus (C),Los Angeles Kings,82,12,18,30,0.37,20,-5,https://www.eliteprospects.com/player/8683/michal-handzus,2010-2011,nhl,Michal Handzus,C,FW
Jordan Staal (C),Pittsburgh Penguins,42,11,19,30,0.71,24,7,https://www.eliteprospects.com/player/10157/jordan-staal,2010-2011,nhl,Jordan Staal,C,FW
Manny Malhotra (C),Vancouver Canucks,72,11,19,30,0.42,22,9,https://www.eliteprospects.com/player/5528/manny-malhotra,2010-2011,nhl,Manny Malhotra,C,FW
Dion Phaneuf (D),Toronto Maple Leafs,66,8,22,30,0.45,88,-2,https://www.eliteprospects.com/player/8564/dion-phaneuf,2010-2011,nhl,Dion Phaneuf,D,DEF
Jamie McBain (D),Carolina Hurricanes,76,7,23,30,0.39,32,-8,https://www.eliteprospects.com/player/9311/jamie-mcbain,2010-2011,nhl,Jamie McBain,D,DEF
Stéphane Robidas (D),Dallas Stars,81,5,25,30,0.37,67,-7,https://www.eliteprospects.com/player/8731/stephane-robidas,2010-2011,nhl,Stéphane Robidas,D,DEF
Sean Bergenheim (LW),Tampa Bay Lightning,80,14,15,29,0.36,56,0,https://www.eliteprospects.com/player/2708/sean-bergenheim,2010-2011,nhl,Sean Bergenheim,LW,FW
Raffi Torres (LW),Vancouver Canucks,80,14,15,29,0.36,78,4,https://www.eliteprospects.com/player/8857/raffi-torres,2010-2011,nhl,Raffi Torres,LW,FW
Brandon Sutter (C/RW),Carolina Hurricanes,82,14,15,29,0.35,25,13,https://www.eliteprospects.com/player/9339/brandon-sutter,2010-2011,nhl,Brandon Sutter,C/RW,FW
Gregory Campbell (C),Boston Bruins,80,13,16,29,0.36,93,11,https://www.eliteprospects.com/player/9105/gregory-campbell,2010-2011,nhl,Gregory Campbell,C,FW
Brandon Prust (LW/RW),New York Rangers,82,13,16,29,0.35,160,2,https://www.eliteprospects.com/player/8920/brandon-prust,2010-2011,nhl,Brandon Prust,LW/RW,FW
Jochen Hecht (C/LW),Buffalo Sabres,67,12,17,29,0.43,40,4,https://www.eliteprospects.com/player/8674/jochen-hecht,2010-2011,nhl,Jochen Hecht,C/LW,FW
Joel Ward (RW),Nashville Predators,80,10,19,29,0.36,42,-1,https://www.eliteprospects.com/player/11014/joel-ward,2010-2011,nhl,Joel Ward,RW,FW
Jannik Hansen (RW/LW),Vancouver Canucks,82,9,20,29,0.35,32,13,https://www.eliteprospects.com/player/2368/jannik-hansen,2010-2011,nhl,Jannik Hansen,RW/LW,FW
Erik Johnson (D),totals,77,8,21,29,0.38,56,-13,https://www.eliteprospects.com/player/9207/erik-johnson,2010-2011,nhl,Erik Johnson,D,DEF
Cody Franson (D),Nashville Predators,80,8,21,29,0.36,30,10,https://www.eliteprospects.com/player/10431/cody-franson,2010-2011,nhl,Cody Franson,D,DEF
Vladimír Sobotka (C/LW),St. Louis Blues,65,7,22,29,0.45,69,-4,https://www.eliteprospects.com/player/9227/vladimir-sobotka,2010-2011,nhl,Vladimír Sobotka,C/LW,FW
Marc Staal (D),New York Rangers,77,7,22,29,0.38,50,8,https://www.eliteprospects.com/player/9183/marc-staal,2010-2011,nhl,Marc Staal,D,DEF
Andrej Sekera (D),Buffalo Sabres,76,3,26,29,0.38,34,11,https://www.eliteprospects.com/player/9249/andrej-sekera,2010-2011,nhl,Andrej Sekera,D,DEF
Chris Kelly (C/LW),totals,81,14,14,28,0.35,33,-13,https://www.eliteprospects.com/player/9013/chris-kelly,2010-2011,nhl,Chris Kelly,C/LW,FW
Chris Higgins (LW),totals,62,13,15,28,0.45,16,5,https://www.eliteprospects.com/player/9051/chris-higgins,2010-2011,nhl,Chris Higgins,LW,FW
Josh Bailey (RW/C),New York Islanders,70,11,17,28,0.4,37,-13,https://www.eliteprospects.com/player/14013/josh-bailey,2010-2011,nhl,Josh Bailey,RW/C,FW
Bryan McCabe (D),totals,67,7,21,28,0.42,34,2,https://www.eliteprospects.com/player/4727/bryan-mccabe,2010-2011,nhl,Bryan McCabe,D,DEF
Mark Letestu (C),Pittsburgh Penguins,64,14,13,27,0.42,13,4,https://www.eliteprospects.com/player/11423/mark-letestu,2010-2011,nhl,Mark Letestu,C,FW
Marcus Johansson (C/LW),Washington Capitals,69,13,14,27,0.39,10,2,https://www.eliteprospects.com/player/6225/marcus-johansson,2010-2011,nhl,Marcus Johansson,C/LW,FW
Erik Christensen (C),New York Rangers,63,11,16,27,0.43,18,3,https://www.eliteprospects.com/player/10880/erik-christensen,2010-2011,nhl,Erik Christensen,C,FW
Niklas Hagman (LW),Calgary Flames,71,11,16,27,0.38,24,-2,https://www.eliteprospects.com/player/2680/niklas-hagman,2010-2011,nhl,Niklas Hagman,LW,FW
Ryan Shannon (C/RW),Ottawa Senators,79,11,16,27,0.34,24,3,https://www.eliteprospects.com/player/9443/ryan-shannon,2010-2011,nhl,Ryan Shannon,C/RW,FW
Shawn Horcoff (C),Edmonton Oilers,47,9,18,27,0.57,46,-1,https://www.eliteprospects.com/player/4375/shawn-horcoff,2010-2011,nhl,Shawn Horcoff,C,FW
Trevor Daley (D),Dallas Stars,82,8,19,27,0.33,34,7,https://www.eliteprospects.com/player/9128/trevor-daley,2010-2011,nhl,Trevor Daley,D,DEF
Sergei Gonchar (D),Ottawa Senators,67,7,20,27,0.4,20,-15,https://www.eliteprospects.com/player/8678/sergei-gonchar,2010-2011,nhl,Sergei Gonchar,D,DEF
Fyodor Tyutin (D),Columbus Blue Jackets,80,7,20,27,0.34,32,-12,https://www.eliteprospects.com/player/8691/fyodor-tyutin,2010-2011,nhl,Fyodor Tyutin,D,DEF
Linus Omark (LW),Edmonton Oilers,51,5,22,27,0.53,26,-16,https://www.eliteprospects.com/player/4008/linus-omark,2010-2011,nhl,Linus Omark,LW,FW
Brian Campbell (D),Chicago Blackhawks,65,5,22,27,0.42,6,28,https://www.eliteprospects.com/player/8565/brian-campbell,2010-2011,nhl,Brian Campbell,D,DEF
Andrew MacDonald (D),New York Islanders,60,4,23,27,0.45,37,9,https://www.eliteprospects.com/player/12406/andrew-macdonald,2010-2011,nhl,Andrew MacDonald,D,DEF
Ryan Whitney (D),Edmonton Oilers,35,2,25,27,0.77,33,13,https://www.eliteprospects.com/player/9399/ryan-whitney,2010-2011,nhl,Ryan Whitney,D,DEF
Martin Hanzal (C),Phoenix Coyotes,61,16,10,26,0.43,54,4,https://www.eliteprospects.com/player/9237/martin-hanzal,2010-2011,nhl,Martin Hanzal,C,FW
Rob Schremp (C),totals,63,13,13,26,0.41,16,-20,https://www.eliteprospects.com/player/8876/rob-schremp,2010-2011,nhl,Rob Schremp,C,FW
Ryan O'Reilly (C),Colorado Avalanche,74,13,13,26,0.35,16,-7,https://www.eliteprospects.com/player/14371/ryan-o-reilly,2010-2011,nhl,Ryan O'Reilly,C,FW
Mathieu Darche (LW),Montréal Canadiens,59,12,14,26,0.44,10,7,https://www.eliteprospects.com/player/10621/mathieu-darche,2010-2011,nhl,Mathieu Darche,LW,FW
Jeff Halpern (C),Montréal Canadiens,72,11,15,26,0.36,29,6,https://www.eliteprospects.com/player/8776/jeff-halpern,2010-2011,nhl,Jeff Halpern,C,FW
Daniel Winnik (W/C),Colorado Avalanche,80,11,15,26,0.33,35,-2,https://www.eliteprospects.com/player/11480/daniel-winnik,2010-2011,nhl,Daniel Winnik,W/C,FW
Jason Chimera (LW/RW),Washington Capitals,81,10,16,26,0.32,64,-10,https://www.eliteprospects.com/player/8762/jason-chimera,2010-2011,nhl,Jason Chimera,LW/RW,FW
Carlo Colaiacovo (D),St. Louis Blues,65,6,20,26,0.4,23,-4,https://www.eliteprospects.com/player/9117/carlo-colaiacovo,2010-2011,nhl,Carlo Colaiacovo,D,DEF
Dmitri Kulikov (D),Florida Panthers,72,6,20,26,0.36,45,-5,https://www.eliteprospects.com/player/11866/dmitri-kulikov,2010-2011,nhl,Dmitri Kulikov,D,DEF
Tom Gilbert (D),Edmonton Oilers,79,6,20,26,0.33,32,-14,https://www.eliteprospects.com/player/11009/tom-gilbert,2010-2011,nhl,Tom Gilbert,D,DEF
Travis Hamonic (D),New York Islanders,62,5,21,26,0.42,103,4,https://www.eliteprospects.com/player/17519/travis-hamonic,2010-2011,nhl,Travis Hamonic,D,DEF
Steve Montador (D),Buffalo Sabres,73,5,21,26,0.36,83,16,https://www.eliteprospects.com/player/8729/steve-montador,2010-2011,nhl,Steve Montador,D,DEF
Ian White (D),totals,78,4,22,26,0.33,26,3,https://www.eliteprospects.com/player/9519/ian-white,2010-2011,nhl,Ian White,D,DEF
Victor Hedman (D),Tampa Bay Lightning,79,3,23,26,0.33,70,3,https://www.eliteprospects.com/player/6007/victor-hedman,2010-2011,nhl,Victor Hedman,D,DEF
Ryan Jones (LW/RW),Edmonton Oilers,81,18,7,25,0.31,34,-5,https://www.eliteprospects.com/player/11410/ryan-jones,2010-2011,nhl,Ryan Jones,LW/RW,FW
Kevin Porter (C),Colorado Avalanche,74,14,11,25,0.34,27,-11,https://www.eliteprospects.com/player/9212/kevin-porter,2010-2011,nhl,Kevin Porter,C,FW
John Madden (C),Minnesota Wild,76,12,13,25,0.33,10,-9,https://www.eliteprospects.com/player/8723/john-madden,2010-2011,nhl,John Madden,C,FW
Kyle Turris (C/RW),Phoenix Coyotes,65,11,14,25,0.38,16,0,https://www.eliteprospects.com/player/11345/kyle-turris,2010-2011,nhl,Kyle Turris,C/RW,FW
Ruslan Fedotenko (LW),New York Rangers,66,10,15,25,0.38,25,9,https://www.eliteprospects.com/player/8638/ruslan-fedotenko,2010-2011,nhl,Ruslan Fedotenko,LW,FW
Mikael Backlund (C/LW),Calgary Flames,73,10,15,25,0.34,18,4,https://www.eliteprospects.com/player/4295/mikael-backlund,2010-2011,nhl,Mikael Backlund,C/LW,FW
Nate Thompson (C),Tampa Bay Lightning,79,10,15,25,0.32,29,-6,https://www.eliteprospects.com/player/10261/nate-thompson,2010-2011,nhl,Nate Thompson,C,FW
Matt Hendricks (LW/C),Washington Capitals,77,9,16,25,0.32,110,-2,https://www.eliteprospects.com/player/11554/matt-hendricks,2010-2011,nhl,Matt Hendricks,LW/C,FW
Chris Pronger (D),Philadelphia Flyers,50,4,21,25,0.5,44,7,https://www.eliteprospects.com/player/8538/chris-pronger,2010-2011,nhl,Chris Pronger,D,DEF
Toni Lydman (D),Anaheim Ducks,78,3,22,25,0.32,42,32,https://www.eliteprospects.com/player/2678/toni-lydman,2010-2011,nhl,Toni Lydman,D,DEF
Max Pacioretty (LW),Montréal Canadiens,37,14,10,24,0.65,39,-1,https://www.eliteprospects.com/player/12461/max-pacioretty,2010-2011,nhl,Max Pacioretty,LW,FW
Viktor Stålberg (LW),Chicago Blackhawks,77,12,12,24,0.31,43,2,https://www.eliteprospects.com/player/4202/viktor-stalberg,2010-2011,nhl,Viktor Stålberg,LW,FW
Marcel Goc (C),Nashville Predators,51,9,15,24,0.47,6,10,https://www.eliteprospects.com/player/8583/marcel-goc,2010-2011,nhl,Marcel Goc,C,FW
Mike Green (D),Washington Capitals,49,8,16,24,0.49,48,6,https://www.eliteprospects.com/player/9476/mike-green,2010-2011,nhl,Mike Green,D,DEF
Marek Zidlicky (D),Minnesota Wild,46,7,17,24,0.52,30,-6,https://www.eliteprospects.com/player/3633/marek-zidlicky,2010-2011,nhl,Marek Zidlicky,D,DEF
Jay Bouwmeester (D),Calgary Flames,82,4,20,24,0.29,44,-2,https://www.eliteprospects.com/player/3659/jay-bouwmeester,2010-2011,nhl,Jay Bouwmeester,D,DEF
Sean Avery (LW/C),New York Rangers,76,3,21,24,0.32,174,-4,https://www.eliteprospects.com/player/8720/sean-avery,2010-2011,nhl,Sean Avery,LW/C,FW
