player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,player_name,position,fw_def
Tomas Surovy (LW/C),Pittsburgh Penguins,53,12,13,25,0.47,45,-13,https://www.eliteprospects.com/player/8681/tomas-surovy,2005-2006,nhl,Tomas Surovy,LW/C,FW
Viktor Kozlov (C/RW),New Jersey Devils,69,12,13,25,0.36,16,0,https://www.eliteprospects.com/player/8699/viktor-kozlov,2005-2006,nhl,Viktor Kozlov,C/RW,FW
Oleg Saprykin (LW),Phoenix Coyotes,67,11,14,25,0.37,50,-16,https://www.eliteprospects.com/player/8589/oleg-saprykin,2005-2006,nhl,Oleg Saprykin,LW,FW
Niko Dimitrakos (RW),totals,64,9,16,25,0.39,32,4,https://www.eliteprospects.com/player/8786/niko-dimitrakos,2005-2006,nhl,Niko Dimitrakos,RW,FW
Grant Marshall (RW),New Jersey Devils,76,8,17,25,0.33,70,-18,https://www.eliteprospects.com/player/8967/grant-marshall,2005-2006,nhl,Grant Marshall,RW,FW
Andy Sutton (D),Atlanta Thrashers,76,8,17,25,0.33,144,13,https://www.eliteprospects.com/player/8554/andy-sutton,2005-2006,nhl,Andy Sutton,D,DEF
Petr Nedvěd (C),totals,53,7,18,25,0.47,70,-14,https://www.eliteprospects.com/player/8684/petr-nedved,2005-2006,nhl,Petr Nedvěd,C,FW
Kim Johnsson (D),Philadelphia Flyers,47,6,19,25,0.53,34,5,https://www.eliteprospects.com/player/698/kim-johnsson,2005-2006,nhl,Kim Johnsson,D,DEF
Filip Kuba (D),Minnesota Wild,65,6,19,25,0.38,44,0,https://www.eliteprospects.com/player/8639/filip-kuba,2005-2006,nhl,Filip Kuba,D,DEF
Aaron Ward (D),Carolina Hurricanes,71,6,19,25,0.35,62,2,https://www.eliteprospects.com/player/8744/aaron-ward,2005-2006,nhl,Aaron Ward,D,DEF
Fyodor Tyutin (D),New York Rangers,77,6,19,25,0.32,58,1,https://www.eliteprospects.com/player/8691/fyodor-tyutin,2005-2006,nhl,Fyodor Tyutin,D,DEF
Luc Robitaille (LW),Los Angeles Kings,65,15,9,24,0.37,52,-6,https://www.eliteprospects.com/player/21334/luc-robitaille,2005-2006,nhl,Luc Robitaille,LW,FW
Patrik Stefan (C),Atlanta Thrashers,64,10,14,24,0.38,36,3,https://www.eliteprospects.com/player/3666/patrik-stefan,2005-2006,nhl,Patrik Stefan,C,FW
Arron Asham (RW/LW),New York Islanders,63,9,15,24,0.38,103,-5,https://www.eliteprospects.com/player/8791/arron-asham,2005-2006,nhl,Arron Asham,RW/LW,FW
Paul Gaustad (C),Buffalo Sabres,78,9,15,24,0.31,65,4,https://www.eliteprospects.com/player/8808/paul-gaustad,2005-2006,nhl,Paul Gaustad,C,FW
Mark Smith (C),San Jose Sharks,80,9,15,24,0.3,97,3,https://www.eliteprospects.com/player/8884/mark-smith,2005-2006,nhl,Mark Smith,C,FW
Zbynek Michalek (D),Phoenix Coyotes,82,9,15,24,0.29,62,4,https://www.eliteprospects.com/player/8588/zbynek-michalek,2005-2006,nhl,Zbynek Michalek,D,DEF
Scottie Upshall (LW/RW),Nashville Predators,48,8,16,24,0.5,34,14,https://www.eliteprospects.com/player/9512/scottie-upshall,2005-2006,nhl,Scottie Upshall,LW/RW,FW
Dennis Wideman (D),St. Louis Blues,67,8,16,24,0.36,83,-31,https://www.eliteprospects.com/player/8826/dennis-wideman,2005-2006,nhl,Dennis Wideman,D,DEF
Ville Nieminen (LW/RW),totals,70,8,16,24,0.34,63,7,https://www.eliteprospects.com/player/2661/ville-nieminen,2005-2006,nhl,Ville Nieminen,LW/RW,FW
Serge Aubin (C/LW),Atlanta Thrashers,74,7,17,24,0.32,79,-4,https://www.eliteprospects.com/player/8785/serge-aubin,2005-2006,nhl,Serge Aubin,C/LW,FW
Jim Vandermeer (D),Chicago Blackhawks,76,6,18,24,0.32,116,-2,https://www.eliteprospects.com/player/8838/jim-vandermeer,2005-2006,nhl,Jim Vandermeer,D,DEF
Scott Hannan (D),San Jose Sharks,81,6,18,24,0.3,58,7,https://www.eliteprospects.com/player/9041/scott-hannan,2005-2006,nhl,Scott Hannan,D,DEF
Éric Desjardins (D),Philadelphia Flyers,45,4,20,24,0.53,56,3,https://www.eliteprospects.com/player/9133/eric-desjardins,2005-2006,nhl,Éric Desjardins,D,DEF
Mike Rathje (D),Philadelphia Flyers,79,3,21,24,0.3,46,22,https://www.eliteprospects.com/player/8844/mike-rathje,2005-2006,nhl,Mike Rathje,D,DEF
Kevyn Adams (C/RW),Carolina Hurricanes,82,15,8,23,0.28,36,0,https://www.eliteprospects.com/player/8743/kevyn-adams,2005-2006,nhl,Kevyn Adams,C/RW,FW
Steve Bégin (LW/C),Montréal Canadiens,76,11,12,23,0.3,113,9,https://www.eliteprospects.com/player/9076/steve-begin,2005-2006,nhl,Steve Bégin,LW/C,FW
Ryan Kesler (C),Vancouver Canucks,82,10,13,23,0.28,79,1,https://www.eliteprospects.com/player/9014/ryan-kesler,2005-2006,nhl,Ryan Kesler,C,FW
Michael Peca (C),Edmonton Oilers,71,9,14,23,0.32,56,-4,https://www.eliteprospects.com/player/8910/michael-peca,2005-2006,nhl,Michael Peca,C,FW
Mike Grier (RW),Buffalo Sabres,81,7,16,23,0.28,28,-7,https://www.eliteprospects.com/player/9171/mike-grier,2005-2006,nhl,Mike Grier,RW,FW
Brad Isbister (LW),Boston Bruins,58,6,17,23,0.4,46,-2,https://www.eliteprospects.com/player/8705/brad-isbister,2005-2006,nhl,Brad Isbister,LW,FW
Fredrik Sjöström (LW),Phoenix Coyotes,75,6,17,23,0.31,42,1,https://www.eliteprospects.com/player/473/fredrik-sjostrom,2005-2006,nhl,Fredrik Sjöström,LW,FW
Christian Ehrhoff (D),San Jose Sharks,64,5,18,23,0.36,32,10,https://www.eliteprospects.com/player/8581/christian-ehrhoff,2005-2006,nhl,Christian Ehrhoff,D,DEF
Todd Fedoruk (LW),Mighty Ducks of Anaheim,76,4,19,23,0.3,174,6,https://www.eliteprospects.com/player/8528/todd-fedoruk,2005-2006,nhl,Todd Fedoruk,LW,FW
Darryl Sydor (D),Tampa Bay Lightning,80,4,19,23,0.29,30,-18,https://www.eliteprospects.com/player/8899/darryl-sydor,2005-2006,nhl,Darryl Sydor,D,DEF
Oleg Tverdovsky (D),Carolina Hurricanes,72,3,20,23,0.32,37,-1,https://www.eliteprospects.com/player/8656/oleg-tverdovsky,2005-2006,nhl,Oleg Tverdovsky,D,DEF
Tom Poti (D),New York Rangers,73,3,20,23,0.32,70,16,https://www.eliteprospects.com/player/8918/tom-poti,2005-2006,nhl,Tom Poti,D,DEF
Kyle McLaren (D),San Jose Sharks,77,2,21,23,0.3,66,6,https://www.eliteprospects.com/player/8978/kyle-mclaren,2005-2006,nhl,Kyle McLaren,D,DEF
Jaroslav Balastik (LW/RW),Columbus Blue Jackets,66,12,10,22,0.33,26,-1,https://www.eliteprospects.com/player/8618/jaroslav-balastik,2005-2006,nhl,Jaroslav Balastik,LW/RW,FW
Eric Lindros (C),Toronto Maple Leafs,33,11,11,22,0.67,43,-3,https://www.eliteprospects.com/player/8998/eric-lindros,2005-2006,nhl,Eric Lindros,C,FW
Wayne Primeau (C),totals,71,11,11,22,0.31,57,-16,https://www.eliteprospects.com/player/8575/wayne-primeau,2005-2006,nhl,Wayne Primeau,C,FW
Grant Stevenson (C),San Jose Sharks,47,10,12,22,0.47,14,-7,https://www.eliteprospects.com/player/8892/grant-stevenson,2005-2006,nhl,Grant Stevenson,C,FW
Travis Green (C),Boston Bruins,82,10,12,22,0.27,79,-2,https://www.eliteprospects.com/player/9168/travis-green,2005-2006,nhl,Travis Green,C,FW
Jeremy Roenick (C),Los Angeles Kings,58,9,13,22,0.38,36,-5,https://www.eliteprospects.com/player/8929/jeremy-roenick,2005-2006,nhl,Jeremy Roenick,C,FW
Chris Simon (LW),Calgary Flames,72,8,14,22,0.31,94,0,https://www.eliteprospects.com/player/8882/chris-simon,2005-2006,nhl,Chris Simon,LW,FW
Tom Kostopoulos (RW),Los Angeles Kings,76,8,14,22,0.29,100,-8,https://www.eliteprospects.com/player/9021/tom-kostopoulos,2005-2006,nhl,Tom Kostopoulos,RW,FW
Boyd Devereaux (LW),Phoenix Coyotes,78,8,14,22,0.28,44,-13,https://www.eliteprospects.com/player/9135/boyd-devereaux,2005-2006,nhl,Boyd Devereaux,LW,FW
Marcel Goc (C),San Jose Sharks,81,8,14,22,0.27,22,-7,https://www.eliteprospects.com/player/8583/marcel-goc,2005-2006,nhl,Marcel Goc,C,FW
Mario Lemieux (C),Pittsburgh Penguins,26,7,15,22,0.85,16,-16,https://www.eliteprospects.com/player/9679/mario-lemieux,2005-2006,nhl,Mario Lemieux,C,FW
Adam Foote (D),Columbus Blue Jackets,65,6,16,22,0.34,89,-16,https://www.eliteprospects.com/player/9157/adam-foote,2005-2006,nhl,Adam Foote,D,DEF
Steve Ott (C/W),Dallas Stars,82,5,17,22,0.27,178,1,https://www.eliteprospects.com/player/8944/steve-ott,2005-2006,nhl,Steve Ott,C/W,FW
Francis Bouillon (D),Montréal Canadiens,67,3,19,22,0.33,34,-6,https://www.eliteprospects.com/player/5371/francis-bouillon,2005-2006,nhl,Francis Bouillon,D,DEF
Samuel Påhlsson (C),Mighty Ducks of Anaheim,82,11,10,21,0.26,34,-1,https://www.eliteprospects.com/player/732/samuel-pahlsson,2005-2006,nhl,Samuel Påhlsson,C,FW
Craig Adams (RW),Carolina Hurricanes,67,10,11,21,0.31,51,1,https://www.eliteprospects.com/player/8756/craig-adams,2005-2006,nhl,Craig Adams,RW,FW
Scott Thornton (LW),San Jose Sharks,71,10,11,21,0.3,84,-8,https://www.eliteprospects.com/player/5638/scott-thornton,2005-2006,nhl,Scott Thornton,LW,FW
Pavel Vorobyov (C),Chicago Blackhawks,39,9,12,21,0.54,34,-2,https://www.eliteprospects.com/player/9561/pavel-vorobyov,2005-2006,nhl,Pavel Vorobyov,C,FW
Stephen Weiss (C),Florida Panthers,41,9,12,21,0.51,22,-2,https://www.eliteprospects.com/player/8817/stephen-weiss,2005-2006,nhl,Stephen Weiss,C,FW
Duncan Keith (D),Chicago Blackhawks,81,9,12,21,0.26,79,-11,https://www.eliteprospects.com/player/9012/duncan-keith,2005-2006,nhl,Duncan Keith,D,DEF
Rostislav Olesz (LW/RW),Florida Panthers,59,8,13,21,0.36,24,-4,https://www.eliteprospects.com/player/8652/rostislav-olesz,2005-2006,nhl,Rostislav Olesz,LW/RW,FW
Niklas Hagman (LW),totals,84,8,13,21,0.25,18,-10,https://www.eliteprospects.com/player/2680/niklas-hagman,2005-2006,nhl,Niklas Hagman,LW,FW
Brooks Laich (C/LW),Washington Capitals,73,7,14,21,0.29,26,-9,https://www.eliteprospects.com/player/9518/brooks-laich,2005-2006,nhl,Brooks Laich,C/LW,FW
Radek Bonk (C),Montréal Canadiens,61,6,15,21,0.34,52,-3,https://www.eliteprospects.com/player/8671/radek-bonk,2005-2006,nhl,Radek Bonk,C,FW
Mikko Koivu (C),Minnesota Wild,64,6,15,21,0.33,40,-9,https://www.eliteprospects.com/player/2696/mikko-koivu,2005-2006,nhl,Mikko Koivu,C,FW
Henrik Tallinder (D),Buffalo Sabres,82,6,15,21,0.26,74,10,https://www.eliteprospects.com/player/1955/henrik-tallinder,2005-2006,nhl,Henrik Tallinder,D,DEF
Vaclav Varada (RW),Ottawa Senators,76,5,16,21,0.28,50,2,https://www.eliteprospects.com/player/8661/vaclav-varada,2005-2006,nhl,Vaclav Varada,RW,FW
Martin Skoula (D),totals,78,5,16,21,0.27,46,6,https://www.eliteprospects.com/player/8598/martin-skoula,2005-2006,nhl,Martin Skoula,D,DEF
Brad Lukowich (D),totals,75,2,19,21,0.28,40,0,https://www.eliteprospects.com/player/9000/brad-lukowich,2005-2006,nhl,Brad Lukowich,D,DEF
Tim Gleason (D),Los Angeles Kings,78,2,19,21,0.27,77,0,https://www.eliteprospects.com/player/9162/tim-gleason,2005-2006,nhl,Tim Gleason,D,DEF
Jim Slater (C),Atlanta Thrashers,71,10,10,20,0.28,46,1,https://www.eliteprospects.com/player/8562/jim-slater,2005-2006,nhl,Jim Slater,C,FW
Michael Holmqvist (C),Chicago Blackhawks,72,10,10,20,0.28,16,-14,https://www.eliteprospects.com/player/754/michael-holmqvist,2005-2006,nhl,Michael Holmqvist,C,FW
Jay Pandolfo (LW),New Jersey Devils,82,10,10,20,0.24,16,2,https://www.eliteprospects.com/player/8704/jay-pandolfo,2005-2006,nhl,Jay Pandolfo,LW,FW
Shean Donovan (RW),Calgary Flames,80,9,11,20,0.25,82,9,https://www.eliteprospects.com/player/8571/shean-donovan,2005-2006,nhl,Shean Donovan,RW,FW
Ronald Petrovicky (RW),Atlanta Thrashers,60,8,12,20,0.33,62,-8,https://www.eliteprospects.com/player/5673/ronald-petrovicky,2005-2006,nhl,Ronald Petrovicky,RW,FW
Sandis Ozolins (D),totals,36,6,14,20,0.56,28,-2,https://www.eliteprospects.com/player/8690/sandis-ozolins,2005-2006,nhl,Sandis Ozolins,D,DEF
Robert Nilsson (W/C),New York Islanders,53,6,14,20,0.38,26,-6,https://www.eliteprospects.com/player/352/robert-nilsson,2005-2006,nhl,Robert Nilsson,W/C,FW
Stéphane Robidas (D),Dallas Stars,75,5,15,20,0.27,67,15,https://www.eliteprospects.com/player/8731/stephane-robidas,2005-2006,nhl,Stéphane Robidas,D,DEF
Mathieu Dandenault (D/RW),Montréal Canadiens,82,5,15,20,0.24,83,8,https://www.eliteprospects.com/player/8763/mathieu-dandenault,2005-2006,nhl,Mathieu Dandenault,D/RW,DEF
David Tanabe (D),totals,75,4,16,20,0.27,56,-5,https://www.eliteprospects.com/player/8773/david-tanabe,2005-2006,nhl,David Tanabe,D,DEF
Jordan Leopold (D),Calgary Flames,74,2,18,20,0.27,68,6,https://www.eliteprospects.com/player/8997/jordan-leopold,2005-2006,nhl,Jordan Leopold,D,DEF
Sean Hill (D),Florida Panthers,78,2,18,20,0.26,80,3,https://www.eliteprospects.com/player/9054/sean-hill,2005-2006,nhl,Sean Hill,D,DEF
Keith Carney (D),totals,79,2,18,20,0.25,62,8,https://www.eliteprospects.com/player/9109/keith-carney,2005-2006,nhl,Keith Carney,D,DEF
Greg Johnson (C),Nashville Predators,68,11,8,19,0.28,10,5,https://www.eliteprospects.com/player/9032/greg-johnson,2005-2006,nhl,Greg Johnson,C,FW
Alexander Perezhogin (LW/RW),Montréal Canadiens,67,9,10,19,0.28,38,5,https://www.eliteprospects.com/player/8669/alexander-perezhogin,2005-2006,nhl,Alexander Perezhogin,LW/RW,FW
Matt Bradley (RW/LW),Washington Capitals,74,7,12,19,0.26,72,-8,https://www.eliteprospects.com/player/9093/matt-bradley,2005-2006,nhl,Matt Bradley,RW/LW,FW
Rostislav Klesla (D),Columbus Blue Jackets,51,6,13,19,0.37,75,-4,https://www.eliteprospects.com/player/8622/rostislav-klesla,2005-2006,nhl,Rostislav Klesla,D,DEF
Jason Woolley (D),Detroit Red Wings,53,1,18,19,0.36,28,3,https://www.eliteprospects.com/player/8833/jason-woolley,2005-2006,nhl,Jason Woolley,D,DEF
Chris Phillips (D),Ottawa Senators,69,1,18,19,0.28,90,19,https://www.eliteprospects.com/player/4719/chris-phillips,2005-2006,nhl,Chris Phillips,D,DEF
Ruslan Salei (D),Mighty Ducks of Anaheim,78,1,18,19,0.24,114,17,https://www.eliteprospects.com/player/8651/ruslan-salei,2005-2006,nhl,Ruslan Salei,D,DEF
Dominic Moore (C),New York Rangers,82,9,9,18,0.22,28,4,https://www.eliteprospects.com/player/8964/dominic-moore,2005-2006,nhl,Dominic Moore,C,FW
Matt Cooke (LW),Vancouver Canucks,45,8,10,18,0.4,71,-8,https://www.eliteprospects.com/player/8549/matt-cooke,2005-2006,nhl,Matt Cooke,LW,FW
Richard Park (RW/C),Vancouver Canucks,60,8,10,18,0.3,29,-2,https://www.eliteprospects.com/player/5214/richard-park,2005-2006,nhl,Richard Park,RW/C,FW
Andrei Zyuzin (D),Minnesota Wild,57,7,11,18,0.32,50,-12,https://www.eliteprospects.com/player/8608/andrei-zyuzin,2005-2006,nhl,Andrei Zyuzin,D,DEF
Dave Andreychuk (LW/RW),Tampa Bay Lightning,42,6,12,18,0.43,16,-13,https://www.eliteprospects.com/player/21425/dave-andreychuk,2005-2006,nhl,Dave Andreychuk,LW/RW,FW
Christian Bäckman (D),St. Louis Blues,52,6,12,18,0.35,48,-15,https://www.eliteprospects.com/player/290/christian-backman,2005-2006,nhl,Christian Bäckman,D,DEF
Steve Eminger (D),Washington Capitals,66,5,13,18,0.27,81,-12,https://www.eliteprospects.com/player/9147/steve-eminger,2005-2006,nhl,Steve Eminger,D,DEF
Jim Dowd (C),totals,78,5,13,18,0.23,40,-11,https://www.eliteprospects.com/player/8739/jim-dowd,2005-2006,nhl,Jim Dowd,C,FW
Stéphane Yelle (C),Calgary Flames,74,4,14,18,0.24,48,10,https://www.eliteprospects.com/player/8795/stephane-yelle,2005-2006,nhl,Stéphane Yelle,C,FW
Daniel Tjärnqvist (D),Minnesota Wild,60,3,15,18,0.3,32,-11,https://www.eliteprospects.com/player/695/daniel-tjarnqvist,2005-2006,nhl,Daniel Tjärnqvist,D,DEF
Dennis Seidenberg (D),totals,63,3,15,18,0.29,18,-13,https://www.eliteprospects.com/player/8590/dennis-seidenberg,2005-2006,nhl,Dennis Seidenberg,D,DEF
Dmitri Kalinin (D),Buffalo Sabres,55,2,16,18,0.33,54,14,https://www.eliteprospects.com/player/8673/dmitri-kalinin,2005-2006,nhl,Dmitri Kalinin,D,DEF
Marek Malík (D),New York Rangers,74,2,16,18,0.24,78,28,https://www.eliteprospects.com/player/1907/marek-malik,2005-2006,nhl,Marek Malík,D,DEF
Paul Ranger (D),Tampa Bay Lightning,76,1,17,18,0.24,58,5,https://www.eliteprospects.com/player/8866/paul-ranger,2005-2006,nhl,Paul Ranger,D,DEF
Jarkko Ruutu (LW),Vancouver Canucks,82,10,7,17,0.21,142,1,https://www.eliteprospects.com/player/2673/jarkko-ruutu,2005-2006,nhl,Jarkko Ruutu,LW,FW
Brandon Bochenski (RW/LW),totals,40,8,9,17,0.43,22,-2,https://www.eliteprospects.com/player/10260/brandon-bochenski,2005-2006,nhl,Brandon Bochenski,RW/LW,FW
Bryan Allen (D),Vancouver Canucks,77,7,10,17,0.22,115,4,https://www.eliteprospects.com/player/8767/bryan-allen,2005-2006,nhl,Bryan Allen,D,DEF
Marcus Nilson (W/C),Calgary Flames,70,6,11,17,0.24,32,13,https://www.eliteprospects.com/player/728/marcus-nilson,2005-2006,nhl,Marcus Nilson,W/C,FW
Rob DiMaio (RW),Tampa Bay Lightning,61,4,13,17,0.28,30,-7,https://www.eliteprospects.com/player/8760/rob-dimaio,2005-2006,nhl,Rob DiMaio,RW,FW
Evgeny Artyukhin (RW/LW),Tampa Bay Lightning,72,4,13,17,0.24,90,-4,https://www.eliteprospects.com/player/8635/evgeny-artyukhin,2005-2006,nhl,Evgeny Artyukhin,RW/LW,FW
Anton Volchenkov (D),Ottawa Senators,75,4,13,17,0.23,53,21,https://www.eliteprospects.com/player/8660/anton-volchenkov,2005-2006,nhl,Anton Volchenkov,D,DEF
Jason Smith (D),Edmonton Oilers,76,4,13,17,0.22,84,1,https://www.eliteprospects.com/player/8883/jason-smith,2005-2006,nhl,Jason Smith,D,DEF
Derian Hatcher (D),Philadelphia Flyers,77,4,13,17,0.22,93,2,https://www.eliteprospects.com/player/8842/derian-hatcher,2005-2006,nhl,Derian Hatcher,D,DEF
Colin White (D),New Jersey Devils,73,3,14,17,0.23,91,-2,https://www.eliteprospects.com/player/8821/colin-white,2005-2006,nhl,Colin White,D,DEF
Ron Hainsey (D),Columbus Blue Jackets,55,2,15,17,0.31,43,13,https://www.eliteprospects.com/player/9037/ron-hainsey,2005-2006,nhl,Ron Hainsey,D,DEF
Radek Martínek (D),New York Islanders,74,1,16,17,0.23,32,-9,https://www.eliteprospects.com/player/8694/radek-martinek,2005-2006,nhl,Radek Martínek,D,DEF
Eric Weinrich (D),totals,75,1,16,17,0.23,52,-23,https://www.eliteprospects.com/player/8706/eric-weinrich,2005-2006,nhl,Eric Weinrich,D,DEF
Toni Lydman (D),Buffalo Sabres,75,1,16,17,0.23,82,9,https://www.eliteprospects.com/player/2678/toni-lydman,2005-2006,nhl,Toni Lydman,D,DEF
Johan Franzén (W/C),Detroit Red Wings,80,12,4,16,0.2,36,4,https://www.eliteprospects.com/player/158/johan-franzen,2005-2006,nhl,Johan Franzén,W/C,FW
Marcel Hossa (LW/RW),New York Rangers,64,10,6,16,0.25,28,-6,https://www.eliteprospects.com/player/4532/marcel-hossa,2005-2006,nhl,Marcel Hossa,LW/RW,FW
Mike Ricci (C),Phoenix Coyotes,78,10,6,16,0.21,69,-22,https://www.eliteprospects.com/player/8909/mike-ricci,2005-2006,nhl,Mike Ricci,C,FW
Martin Havlát (RW/LW),Ottawa Senators,18,9,7,16,0.89,4,6,https://www.eliteprospects.com/player/8624/martin-havlat,2005-2006,nhl,Martin Havlát,RW/LW,FW
Steve McCarthy (D),totals,67,9,7,16,0.24,51,3,https://www.eliteprospects.com/player/8568/steve-mccarthy,2005-2006,nhl,Steve McCarthy,D,DEF
Mark Cullen (C/LW),Chicago Blackhawks,29,7,9,16,0.55,2,7,https://www.eliteprospects.com/player/8851/mark-cullen,2005-2006,nhl,Mark Cullen,C/LW,FW
Stéphane Veilleux (LW),Minnesota Wild,71,7,9,16,0.23,63,-13,https://www.eliteprospects.com/player/8839/stephane-veilleux,2005-2006,nhl,Stéphane Veilleux,LW,FW
Trevor Linden (C),Vancouver Canucks,82,7,9,16,0.2,15,3,https://www.eliteprospects.com/player/8551/trevor-linden,2005-2006,nhl,Trevor Linden,C,FW
Eric Boguniecki (C/RW),totals,47,6,10,16,0.34,33,-3,https://www.eliteprospects.com/player/8790/eric-boguniecki,2005-2006,nhl,Eric Boguniecki,C/RW,FW
Jiri Slegr (D),Boston Bruins,32,5,11,16,0.5,56,-2,https://www.eliteprospects.com/player/1938/jiri-slegr,2005-2006,nhl,Jiri Slegr,D,DEF
Scott Walker (RW),Nashville Predators,33,5,11,16,0.48,36,2,https://www.eliteprospects.com/player/8801/scott-walker,2005-2006,nhl,Scott Walker,RW,FW
Jay McKee (D),Buffalo Sabres,75,5,11,16,0.21,57,0,https://www.eliteprospects.com/player/8977/jay-mckee,2005-2006,nhl,Jay McKee,D,DEF
Tie Domi (RW),Toronto Maple Leafs,77,5,11,16,0.21,109,-10,https://www.eliteprospects.com/player/9138/tie-domi,2005-2006,nhl,Tie Domi,RW,FW
Brent Burns (D),Minnesota Wild,72,4,12,16,0.22,32,-7,https://www.eliteprospects.com/player/9103/brent-burns,2005-2006,nhl,Brent Burns,D,DEF
Janne Niinimaa (D),totals,63,3,13,16,0.25,86,-12,https://www.eliteprospects.com/player/2658/janne-niinimaa,2005-2006,nhl,Janne Niinimaa,D,DEF
Lukas Krajicek (D),Florida Panthers,67,2,14,16,0.24,50,1,https://www.eliteprospects.com/player/8550/lukas-krajicek,2005-2006,nhl,Lukas Krajicek,D,DEF
Ryan Suter (D),Nashville Predators,71,1,15,16,0.23,66,7,https://www.eliteprospects.com/player/8897/ryan-suter,2005-2006,nhl,Ryan Suter,D,DEF
Dmitry Afanasenkov (LW/RW),Tampa Bay Lightning,68,9,6,15,0.22,16,-7,https://www.eliteprospects.com/player/8634/dmitry-afanasenkov,2005-2006,nhl,Dmitry Afanasenkov,LW/RW,FW
Brad Larsen (LW),Atlanta Thrashers,62,7,8,15,0.24,21,-3,https://www.eliteprospects.com/player/8561/brad-larsen,2005-2006,nhl,Brad Larsen,LW,FW
Steve Konowalchuk (LW),Colorado Avalanche,21,6,9,15,0.71,14,5,https://www.eliteprospects.com/player/9020/steve-konowalchuk,2005-2006,nhl,Steve Konowalchuk,LW,FW
Niklas Sundström (C),Montréal Canadiens,55,6,9,15,0.27,30,-6,https://www.eliteprospects.com/player/740/niklas-sundstrom,2005-2006,nhl,Niklas Sundström,C,FW
Curtis Brown (C/LW),Chicago Blackhawks,71,5,10,15,0.21,38,-9,https://www.eliteprospects.com/player/9098/curtis-brown,2005-2006,nhl,Curtis Brown,C/LW,FW
Mark Mowers (C),Detroit Red Wings,46,4,11,15,0.33,16,13,https://www.eliteprospects.com/player/5533/mark-mowers,2005-2006,nhl,Mark Mowers,C,FW
Josef Melichar (D),Pittsburgh Penguins,72,3,12,15,0.21,66,-2,https://www.eliteprospects.com/player/8680/josef-melichar,2005-2006,nhl,Josef Melichar,D,DEF
Ken Klee (D),totals,74,3,12,15,0.2,80,-4,https://www.eliteprospects.com/player/9016/ken-klee,2005-2006,nhl,Ken Klee,D,DEF
Daniel Cleary (LW/RW),Detroit Red Wings,77,3,12,15,0.19,40,5,https://www.eliteprospects.com/player/4376/daniel-cleary,2005-2006,nhl,Daniel Cleary,LW/RW,FW
Andreas Lilja (D),Detroit Red Wings,82,2,13,15,0.18,98,18,https://www.eliteprospects.com/player/726/andreas-lilja,2005-2006,nhl,Andreas Lilja,D,DEF
Cory Sarich (D),Tampa Bay Lightning,82,1,14,15,0.18,79,-2,https://www.eliteprospects.com/player/8867/cory-sarich,2005-2006,nhl,Cory Sarich,D,DEF
Brian Savage (LW),Philadelphia Flyers,66,9,5,14,0.21,28,-18,https://www.eliteprospects.com/player/8872/brian-savage,2005-2006,nhl,Brian Savage,LW,FW
Branko Radivojevic (RW),Philadelphia Flyers,64,8,6,14,0.22,44,-6,https://www.eliteprospects.com/player/5676/branko-radivojevic,2005-2006,nhl,Branko Radivojevic,RW,FW
Dick Tärnström (D),totals,55,6,8,14,0.25,76,-15,https://www.eliteprospects.com/player/744/dick-tarnstrom,2005-2006,nhl,Dick Tärnström,D,DEF
Jerred Smithson (C/RW),Nashville Predators,66,5,9,14,0.21,54,9,https://www.eliteprospects.com/player/8886/jerred-smithson,2005-2006,nhl,Jerred Smithson,C/RW,FW
Kevin Dallman (D),totals,67,4,10,14,0.21,29,-14,https://www.eliteprospects.com/player/9129/kevin-dallman,2005-2006,nhl,Kevin Dallman,D,DEF
Trevor Daley (D),Dallas Stars,81,3,11,14,0.17,87,-2,https://www.eliteprospects.com/player/9128/trevor-daley,2005-2006,nhl,Trevor Daley,D,DEF
Karlis Skrastins (D),Colorado Avalanche,82,3,11,14,0.17,65,-7,https://www.eliteprospects.com/player/5531/karlis-skrastins,2005-2006,nhl,Karlis Skrastins,D,DEF
Nick Schultz (D),Minnesota Wild,79,2,12,14,0.18,43,2,https://www.eliteprospects.com/player/8597/nick-schultz,2005-2006,nhl,Nick Schultz,D,DEF
Brendan Witt (D),totals,75,1,13,14,0.19,209,0,https://www.eliteprospects.com/player/8831/brendan-witt,2005-2006,nhl,Brendan Witt,D,DEF
Shaone Morrisonn (D),Washington Capitals,80,1,13,14,0.18,91,7,https://www.eliteprospects.com/player/8961/shaone-morrisonn,2005-2006,nhl,Shaone Morrisonn,D,DEF
Darren McCarty (RW),Calgary Flames,67,7,6,13,0.19,117,-1,https://www.eliteprospects.com/player/8973/darren-mccarty,2005-2006,nhl,Darren McCarty,RW,FW
Darcy Hordichuk (LW),Nashville Predators,74,7,6,13,0.18,163,9,https://www.eliteprospects.com/player/9056/darcy-hordichuk,2005-2006,nhl,Darcy Hordichuk,LW,FW
Tim Taylor (C),Tampa Bay Lightning,82,7,6,13,0.16,22,-12,https://www.eliteprospects.com/player/8848/tim-taylor,2005-2006,nhl,Tim Taylor,C,FW
Erik Christensen (C),Pittsburgh Penguins,33,6,7,13,0.39,34,-3,https://www.eliteprospects.com/player/10880/erik-christensen,2005-2006,nhl,Erik Christensen,C,FW
