player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def
Elias Pettersson (C/W),Vancouver Canucks,80,32,36,68,0.85,12,1,https://www.eliteprospects.com/player/266336/elias-pettersson,2021-2022,nhl,Elias Pettersson,C/W,FW
Kris Letang (D),Pittsburgh Penguins,78,10,58,68,0.87,49,20,https://www.eliteprospects.com/player/9189/kris-letang,2021-2022,nhl,Kris Letang,D,DEF
Morgan Rielly (D),Toronto Maple Leafs,82,10,58,68,0.83,40,16,https://www.eliteprospects.com/player/41184/morgan-rielly,2021-2022,nhl,Morgan Rielly,D,DEF
Quinn Hughes (D),Vancouver Canucks,76,8,60,68,0.89,28,10,https://www.eliteprospects.com/player/201671/quinn-hughes,2021-2022,nhl,Quinn Hughes,D,DEF
Troy Terry (W/C),Anaheim Ducks,75,37,30,67,0.89,26,-11,https://www.eliteprospects.com/player/234046/troy-terry,2021-2022,nhl,Troy Terry,W/C,FW
Brady Tkachuk (LW),Ottawa Senators,79,30,37,67,0.85,117,-7,https://www.eliteprospects.com/player/201473/brady-tkachuk,2021-2022,nhl,Brady Tkachuk,LW,FW
Anze Kopitar (C),Los Angeles Kings,81,19,48,67,0.83,14,-6,https://www.eliteprospects.com/player/4233/anze-kopitar,2021-2022,nhl,Anze Kopitar,C,FW
Jonathan Marchessault (LW/RW),Vegas Golden Knights,76,30,36,66,0.87,36,3,https://www.eliteprospects.com/player/32872/jonathan-marchessault,2021-2022,nhl,Jonathan Marchessault,LW/RW,FW
Ryan Hartman (RW/C),Minnesota Wild,82,34,31,65,0.79,95,31,https://www.eliteprospects.com/player/90345/ryan-hartman,2021-2022,nhl,Ryan Hartman,RW/C,FW
Patrice Bergeron (C),Boston Bruins,73,25,40,65,0.89,32,26,https://www.eliteprospects.com/player/9079/patrice-bergeron,2021-2022,nhl,Patrice Bergeron,C,FW
Teuvo Teräväinen (C/W),Carolina Hurricanes,77,22,43,65,0.84,24,22,https://www.eliteprospects.com/player/44567/teuvo-teravainen,2021-2022,nhl,Teuvo Teräväinen,C/W,FW
Claude Giroux (W/C),totals,75,21,44,65,0.87,26,-5,https://www.eliteprospects.com/player/10437/claude-giroux,2021-2022,nhl,Claude Giroux,W/C,FW
Tomas Hertl (C/LW),San Jose Sharks,82,30,34,64,0.78,30,-9,https://www.eliteprospects.com/player/56038/tomas-hertl,2021-2022,nhl,Tomas Hertl,C/LW,FW
Chandler Stephenson (C/LW),Vegas Golden Knights,79,21,43,64,0.81,26,5,https://www.eliteprospects.com/player/60726/chandler-stephenson,2021-2022,nhl,Chandler Stephenson,C/LW,FW
Mikael Granlund (C/W),Nashville Predators,80,11,53,64,0.80,33,-9,https://www.eliteprospects.com/player/16037/mikael-granlund,2021-2022,nhl,Mikael Granlund,C/W,FW
Jeff Skinner (C/LW),Buffalo Sabres,80,33,30,63,0.79,42,-14,https://www.eliteprospects.com/player/23668/jeff-skinner,2021-2022,nhl,Jeff Skinner,C/LW,FW
Clayton Keller (RW/LW),Arizona Coyotes,67,28,35,63,0.94,28,3,https://www.eliteprospects.com/player/226432/clayton-keller,2021-2022,nhl,Clayton Keller,RW/LW,FW
Ryan Johansen (C),Nashville Predators,79,26,37,63,0.80,53,-2,https://www.eliteprospects.com/player/45512/ryan-johansen,2021-2022,nhl,Ryan Johansen,C,FW
Michael Bunting (LW/RW),Toronto Maple Leafs,79,23,40,63,0.80,80,27,https://www.eliteprospects.com/player/245191/michael-bunting,2021-2022,nhl,Michael Bunting,LW/RW,FW
Tyler Bertuzzi (LW/RW),Detroit Red Wings,68,30,32,62,0.91,47,-11,https://www.eliteprospects.com/player/125028/tyler-bertuzzi,2021-2022,nhl,Tyler Bertuzzi,LW/RW,FW
Jakub Voráček (RW),Columbus Blue Jackets,79,6,56,62,0.78,44,-13,https://www.eliteprospects.com/player/9285/jakub-voracek,2021-2022,nhl,Jakub Voráček,RW,FW
Trevor Zegras (C/W),Anaheim Ducks,75,23,38,61,0.81,50,-21,https://www.eliteprospects.com/player/424453/trevor-zegras,2021-2022,nhl,Trevor Zegras,C/W,FW
André Burakovsky (LW/RW),Colorado Avalanche,80,22,39,61,0.76,18,12,https://www.eliteprospects.com/player/38705/andre-burakovsky,2021-2022,nhl,André Burakovsky,LW/RW,FW
Nick Suzuki (C),Montréal Canadiens,82,21,40,61,0.74,30,-29,https://www.eliteprospects.com/player/300436/nick-suzuki,2021-2022,nhl,Nick Suzuki,C,FW
Taylor Hall (LW/C),Boston Bruins,81,20,41,61,0.75,42,11,https://www.eliteprospects.com/player/14360/taylor-hall,2021-2022,nhl,Taylor Hall,LW/C,FW
Pierre-Luc Dubois (C/LW),Winnipeg Jets,81,28,32,60,0.74,106,-6,https://www.eliteprospects.com/player/252480/pierre-luc-dubois,2021-2022,nhl,Pierre-Luc Dubois,C/LW,FW
Ivan Barbashyov (C/W),St. Louis Blues,81,26,34,60,0.74,40,4,https://www.eliteprospects.com/player/108659/ivan-barbashyov,2021-2022,nhl,Ivan Barbashyov,C/W,FW
Nico Hischier (C/LW),New Jersey Devils,70,21,39,60,0.86,17,-1,https://www.eliteprospects.com/player/116244/nico-hischier,2021-2022,nhl,Nico Hischier,C/LW,FW
Blake Wheeler (RW/C),Winnipeg Jets,65,17,43,60,0.92,36,-15,https://www.eliteprospects.com/player/9215/blake-wheeler,2021-2022,nhl,Blake Wheeler,RW/C,FW
Brock Nelson (C),New York Islanders,72,37,22,59,0.82,33,-5,https://www.eliteprospects.com/player/74997/brock-nelson,2021-2022,nhl,Brock Nelson,C,FW
Gabriel Landeskog (LW/RW),Colorado Avalanche,51,30,29,59,1.16,78,27,https://www.eliteprospects.com/player/10393/gabriel-landeskog,2021-2022,nhl,Gabriel Landeskog,LW/RW,FW
Alex Killorn (LW/RW),Tampa Bay Lightning,82,25,34,59,0.72,66,1,https://www.eliteprospects.com/player/12523/alex-killorn,2021-2022,nhl,Alex Killorn,LW/RW,FW
Nick Schmaltz (C/RW),Arizona Coyotes,63,23,36,59,0.94,14,1,https://www.eliteprospects.com/player/156966/nick-schmaltz,2021-2022,nhl,Nick Schmaltz,C/RW,FW
Mathew Barzal (C/RW),New York Islanders,73,15,44,59,0.81,18,-15,https://www.eliteprospects.com/player/186310/mathew-barzal,2021-2022,nhl,Mathew Barzal,C/RW,FW
Anthony Duclair (W/C),Florida Panthers,74,31,27,58,0.78,30,19,https://www.eliteprospects.com/player/98665/anthony-duclair,2021-2022,nhl,Anthony Duclair,W/C,FW
Brayden Point (C),Tampa Bay Lightning,66,28,30,58,0.88,33,-5,https://www.eliteprospects.com/player/62204/brayden-point,2021-2022,nhl,Brayden Point,C,FW
Bryan Rust (RW/LW),Pittsburgh Penguins,60,24,34,58,0.97,14,7,https://www.eliteprospects.com/player/20708/bryan-rust,2021-2022,nhl,Bryan Rust,RW/LW,FW
Brayden Schenn (C/W),St. Louis Blues,62,24,34,58,0.94,33,21,https://www.eliteprospects.com/player/14739/brayden-schenn,2021-2022,nhl,Brayden Schenn,C/W,FW
Tim Stützle (LW/C),Ottawa Senators,79,22,36,58,0.73,37,-27,https://www.eliteprospects.com/player/348134/tim-stutzle,2021-2022,nhl,Tim Stützle,LW/C,FW
Ryan O'Reilly (C),St. Louis Blues,78,21,37,58,0.74,12,11,https://www.eliteprospects.com/player/14371/ryan-o-reilly,2021-2022,nhl,Ryan O'Reilly,C,FW
Oliver Bjorkstrand (RW),Columbus Blue Jackets,80,28,29,57,0.71,16,-35,https://www.eliteprospects.com/player/92803/oliver-bjorkstrand,2021-2022,nhl,Oliver Bjorkstrand,RW,FW
David Perron (LW/RW),St. Louis Blues,67,27,30,57,0.85,48,8,https://www.eliteprospects.com/player/11123/david-perron,2021-2022,nhl,David Perron,LW/RW,FW
Lucas Raymond (RW),Detroit Red Wings,82,23,34,57,0.70,16,-32,https://www.eliteprospects.com/player/350702/lucas-raymond,2021-2022,nhl,Lucas Raymond,RW,FW
Aaron Ekblad (D),Florida Panthers,61,15,42,57,0.93,26,38,https://www.eliteprospects.com/player/49042/aaron-ekblad,2021-2022,nhl,Aaron Ekblad,D,DEF
Devon Toews (D),Colorado Avalanche,66,13,44,57,0.86,20,52,https://www.eliteprospects.com/player/59575/devon-toews,2021-2022,nhl,Devon Toews,D,DEF
Jack Hughes (C/LW),New Jersey Devils,49,26,30,56,1.14,0,-16,https://www.eliteprospects.com/player/305432/jack-hughes,2021-2022,nhl,Jack Hughes,C/LW,FW
Patrik Laine (LW/RW),Columbus Blue Jackets,56,26,30,56,1.00,24,-7,https://www.eliteprospects.com/player/221667/patrik-laine,2021-2022,nhl,Patrik Laine,LW/RW,FW
Logan Couture (C/LW),San Jose Sharks,77,23,33,56,0.73,18,-11,https://www.eliteprospects.com/player/11109/logan-couture,2021-2022,nhl,Logan Couture,C/LW,FW
Charlie McAvoy (D),Boston Bruins,78,10,46,56,0.72,66,31,https://www.eliteprospects.com/player/245142/charlie-mcavoy,2021-2022,nhl,Charlie McAvoy,D,DEF
Josh Norris (C/LW),Ottawa Senators,66,35,20,55,0.83,16,-7,https://www.eliteprospects.com/player/273954/josh-norris,2021-2022,nhl,Josh Norris,C/LW,FW
Andrew Mangiapane (W/C),Calgary Flames,82,35,20,55,0.67,38,20,https://www.eliteprospects.com/player/223199/andrew-mangiapane,2021-2022,nhl,Andrew Mangiapane,W/C,FW
Nikolaj Ehlers (LW),Winnipeg Jets,62,28,27,55,0.89,20,18,https://www.eliteprospects.com/player/66581/nikolaj-ehlers,2021-2022,nhl,Nikolaj Ehlers,LW,FW
Carter Verhaeghe (C/LW),Florida Panthers,78,24,31,55,0.71,48,24,https://www.eliteprospects.com/player/116967/carter-verhaeghe,2021-2022,nhl,Carter Verhaeghe,C/LW,FW
Adrian Kempe (C/W),Los Angeles Kings,78,35,19,54,0.69,46,-2,https://www.eliteprospects.com/player/86313/adrian-kempe,2021-2022,nhl,Adrian Kempe,C/W,FW
Zach Hyman (W/C),Edmonton Oilers,76,27,27,54,0.71,36,-9,https://www.eliteprospects.com/player/75045/zach-hyman,2021-2022,nhl,Zach Hyman,W/C,FW
Ryan Strome (C/RW),New York Rangers,74,21,33,54,0.73,69,15,https://www.eliteprospects.com/player/44789/ryan-strome,2021-2022,nhl,Ryan Strome,C/RW,FW
Brent Burns (D),San Jose Sharks,82,10,44,54,0.66,42,-15,https://www.eliteprospects.com/player/9103/brent-burns,2021-2022,nhl,Brent Burns,D,DEF
Andrew Copp (C/LW),totals,72,21,32,53,0.74,16,15,https://www.eliteprospects.com/player/101962/andrew-copp,2021-2022,nhl,Andrew Copp,C/LW,FW
Gustav Nyquist (C/W),Columbus Blue Jackets,82,18,35,53,0.65,26,-12,https://www.eliteprospects.com/player/6223/gustav-nyquist,2021-2022,nhl,Gustav Nyquist,C/W,FW
Rasmus Dahlin (D),Buffalo Sabres,80,13,40,53,0.66,68,-22,https://www.eliteprospects.com/player/310545/rasmus-dahlin,2021-2022,nhl,Rasmus Dahlin,D,DEF
Bo Horvat (C),Vancouver Canucks,70,31,21,52,0.74,40,3,https://www.eliteprospects.com/player/117012/bo-horvat,2021-2022,nhl,Bo Horvat,C,FW
Valeri Nichushkin (RW),Colorado Avalanche,62,25,27,52,0.84,14,21,https://www.eliteprospects.com/player/108661/valeri-nichushkin,2021-2022,nhl,Valeri Nichushkin,RW,FW
Tom Wilson (RW),Washington Capitals,78,24,28,52,0.67,98,13,https://www.eliteprospects.com/player/98663/tom-wilson,2021-2022,nhl,Tom Wilson,RW,FW
Conor Garland (RW/LW),Vancouver Canucks,77,19,33,52,0.68,36,18,https://www.eliteprospects.com/player/177208/conor-garland,2021-2022,nhl,Conor Garland,RW/LW,FW
Travis Konecny (RW/LW),Philadelphia Flyers,79,16,36,52,0.66,77,-23,https://www.eliteprospects.com/player/205148/travis-konecny,2021-2022,nhl,Travis Konecny,RW/LW,FW
Shea Theodore (D),Vegas Golden Knights,78,14,38,52,0.67,24,6,https://www.eliteprospects.com/player/101581/shea-theodore,2021-2022,nhl,Shea Theodore,D,DEF
Phil Kessel (RW),Arizona Coyotes,82,8,44,52,0.63,40,-24,https://www.eliteprospects.com/player/8793/phil-kessel,2021-2022,nhl,Phil Kessel,RW,FW
Phillip Danault (C/LW),Los Angeles Kings,79,27,24,51,0.65,38,14,https://www.eliteprospects.com/player/45282/phillip-danault,2021-2022,nhl,Phillip Danault,C/LW,FW
Vincent Trocheck (C),Carolina Hurricanes,81,21,30,51,0.63,78,21,https://www.eliteprospects.com/player/45560/vincent-trocheck,2021-2022,nhl,Vincent Trocheck,C,FW
Shayne Gostisbehere (D),Arizona Coyotes,82,14,37,51,0.62,26,-23,https://www.eliteprospects.com/player/122787/shayne-gostisbehere,2021-2022,nhl,Shayne Gostisbehere,D,DEF
Noah Dobson (D),New York Islanders,80,13,38,51,0.64,18,-3,https://www.eliteprospects.com/player/275797/noah-dobson,2021-2022,nhl,Noah Dobson,D,DEF
Alexander Kerfoot (C/W),Toronto Maple Leafs,82,13,38,51,0.62,20,19,https://www.eliteprospects.com/player/59968/alexander-kerfoot,2021-2022,nhl,Alexander Kerfoot,C/W,FW
Tony DeAngelo (D),Carolina Hurricanes,64,10,41,51,0.80,56,30,https://www.eliteprospects.com/player/89818/tony-deangelo,2021-2022,nhl,Tony DeAngelo,D,DEF
Seth Jones (D),Chicago Blackhawks,78,5,46,51,0.65,28,-37,https://www.eliteprospects.com/player/90355/seth-jones,2021-2022,nhl,Seth Jones,D,DEF
Jared McCann (C/W),Seattle Kraken,74,27,23,50,0.68,33,-26,https://www.eliteprospects.com/player/189369/jared-mccann,2021-2022,nhl,Jared McCann,C/W,FW
Cam Atkinson (RW/LW),Philadelphia Flyers,73,23,27,50,0.68,10,-2,https://www.eliteprospects.com/player/19166/cam-atkinson,2021-2022,nhl,Cam Atkinson,RW/LW,FW
Ryan Nugent-Hopkins (C/W),Edmonton Oilers,63,11,39,50,0.79,16,3,https://www.eliteprospects.com/player/25636/ryan-nugent-hopkins,2021-2022,nhl,Ryan Nugent-Hopkins,C/W,FW
Moritz Seider (D),Detroit Red Wings,82,7,43,50,0.61,34,-9,https://www.eliteprospects.com/player/258987/moritz-seider,2021-2022,nhl,Moritz Seider,D,DEF
Rasmus Andersson (D),Calgary Flames,82,4,46,50,0.61,28,30,https://www.eliteprospects.com/player/86137/rasmus-andersson,2021-2022,nhl,Rasmus Andersson,D,DEF
Sam Bennett (C/LW),Florida Panthers,71,28,21,49,0.69,74,27,https://www.eliteprospects.com/player/189371/sam-bennett,2021-2022,nhl,Sam Bennett,C/LW,FW
Joel Eriksson Ek (C),Minnesota Wild,77,26,23,49,0.64,28,16,https://www.eliteprospects.com/player/139633/joel-eriksson-ek,2021-2022,nhl,Joel Eriksson Ek,C,FW
Brandon Saad (LW/RW),St. Louis Blues,78,24,25,49,0.63,10,11,https://www.eliteprospects.com/player/31264/brandon-saad,2021-2022,nhl,Brandon Saad,LW/RW,FW
Tyler Seguin (C/RW),Dallas Stars,81,24,25,49,0.60,30,-21,https://www.eliteprospects.com/player/23807/tyler-seguin,2021-2022,nhl,Tyler Seguin,C/RW,FW
Viktor Arvidsson (LW/RW),Los Angeles Kings,66,20,29,49,0.74,22,1,https://www.eliteprospects.com/player/27484/viktor-arvidsson,2021-2022,nhl,Viktor Arvidsson,LW/RW,FW
Victor Olofsson (LW/RW),Buffalo Sabres,72,20,29,49,0.68,6,-16,https://www.eliteprospects.com/player/86308/victor-olofsson,2021-2022,nhl,Victor Olofsson,LW/RW,FW
Tyler Toffoli (C/W),totals,74,20,29,49,0.66,14,-5,https://www.eliteprospects.com/player/23813/tyler-toffoli,2021-2022,nhl,Tyler Toffoli,C/W,FW
Ondrej Palat (LW/RW),Tampa Bay Lightning,77,18,31,49,0.64,20,15,https://www.eliteprospects.com/player/18097/ondrej-palat,2021-2022,nhl,Ondrej Palat,LW/RW,FW
Dylan Strome (C),Chicago Blackhawks,69,22,26,48,0.70,28,-6,https://www.eliteprospects.com/player/228107/dylan-strome,2021-2022,nhl,Dylan Strome,C,FW
Yanni Gourde (C/W),Seattle Kraken,74,21,27,48,0.65,45,-13,https://www.eliteprospects.com/player/37303/yanni-gourde,2021-2022,nhl,Yanni Gourde,C/W,FW
Trevor Moore (C/W),Los Angeles Kings,81,17,31,48,0.59,20,20,https://www.eliteprospects.com/player/87846/trevor-moore,2021-2022,nhl,Trevor Moore,C/W,FW
Zach Werenski (D),Columbus Blue Jackets,68,11,37,48,0.71,22,-15,https://www.eliteprospects.com/player/186311/zach-werenski,2021-2022,nhl,Zach Werenski,D,DEF
Noah Hanifin (D),Calgary Flames,81,10,38,48,0.59,19,27,https://www.eliteprospects.com/player/177710/noah-hanifin,2021-2022,nhl,Noah Hanifin,D,DEF
Mason Marchment (LW/C),Florida Panthers,54,18,29,47,0.87,53,29,https://www.eliteprospects.com/player/208693/mason-marchment,2021-2022,nhl,Mason Marchment,LW/C,FW
Justin Faulk (D),St. Louis Blues,76,16,31,47,0.62,43,41,https://www.eliteprospects.com/player/20715/justin-faulk,2021-2022,nhl,Justin Faulk,D,DEF
John Klingberg (D),Dallas Stars,74,6,41,47,0.64,34,-28,https://www.eliteprospects.com/player/21717/john-klingberg,2021-2022,nhl,John Klingberg,D,DEF
Anders Lee (LW),New York Islanders,76,28,18,46,0.61,34,-11,https://www.eliteprospects.com/player/19068/anders-lee,2021-2022,nhl,Anders Lee,LW,FW
Yegor Sharangovich (C/W),New Jersey Devils,76,24,22,46,0.61,23,-14,https://www.eliteprospects.com/player/271111/yegor-sharangovich,2021-2022,nhl,Yegor Sharangovich,C/W,FW
Brock Boeser (RW/LW),Vancouver Canucks,71,23,23,46,0.65,20,-5,https://www.eliteprospects.com/player/248381/brock-boeser,2021-2022,nhl,Brock Boeser,RW/LW,FW
