player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def
Marco Scandella (D),Minnesota Wild,64,11,12,23,0.36,56,8,https://www.eliteprospects.com/player/17520/marco-scandella,2014-2015,nhl,Marco Scandella,D,DEF
Adam Lowry (C/LW),Winnipeg Jets,80,11,12,23,0.29,46,1,https://www.eliteprospects.com/player/45633/adam-lowry,2014-2015,nhl,Adam Lowry,C/LW,FW
J.T. Miller (C/W),New York Rangers,58,10,13,23,0.40,23,5,https://www.eliteprospects.com/player/38624/j.t.-miller,2014-2015,nhl,J.T. Miller,C/W,FW
Erik Condra (RW/LW),Ottawa Senators,68,9,14,23,0.34,30,13,https://www.eliteprospects.com/player/11419/erik-condra,2014-2015,nhl,Erik Condra,RW/LW,FW
Jiří Sekáč (LW),totals,69,9,14,23,0.33,22,0,https://www.eliteprospects.com/player/41014/ji%C5%99i-sekac,2014-2015,nhl,Jiří Sekáč,LW,FW
Marc-Édouard Vlasic (D),San Jose Sharks,70,9,14,23,0.33,23,12,https://www.eliteprospects.com/player/10218/marc-edouard-vlasic,2014-2015,nhl,Marc-Édouard Vlasic,D,DEF
Dave Bolland (C/RW),Florida Panthers,53,6,17,23,0.43,48,4,https://www.eliteprospects.com/player/9193/dave-bolland,2014-2015,nhl,Dave Bolland,C/RW,FW
Tobias Enström (D),Winnipeg Jets,60,4,19,23,0.38,36,13,https://www.eliteprospects.com/player/594/tobias-enstrom,2014-2015,nhl,Tobias Enström,D,DEF
Andrej Sekera (D),totals,73,3,20,23,0.32,14,-3,https://www.eliteprospects.com/player/9249/andrej-sekera,2014-2015,nhl,Andrej Sekera,D,DEF
Simon Després (D),totals,75,3,20,23,0.31,86,11,https://www.eliteprospects.com/player/30902/simon-despres,2014-2015,nhl,Simon Després,D,DEF
Dan Hamhuis (D),Vancouver Canucks,59,1,22,23,0.39,44,0,https://www.eliteprospects.com/player/9040/dan-hamhuis,2014-2015,nhl,Dan Hamhuis,D,DEF
Justin Braun (D),San Jose Sharks,70,1,22,23,0.33,48,8,https://www.eliteprospects.com/player/15033/justin-braun,2014-2015,nhl,Justin Braun,D,DEF
Evander Kane (LW/RW),totals,37,10,12,22,0.59,56,-1,https://www.eliteprospects.com/player/14657/evander-kane,2014-2015,nhl,Evander Kane,LW/RW,FW
André Burakovsky (LW/RW),Washington Capitals,53,9,13,22,0.42,10,12,https://www.eliteprospects.com/player/38705/andre-burakovsky,2014-2015,nhl,André Burakovsky,LW/RW,FW
Pierre-Alexandre Parenteau (RW),Montréal Canadiens,56,8,14,22,0.39,30,0,https://www.eliteprospects.com/player/9520/pierre-alexandre-parenteau,2014-2015,nhl,Pierre-Alexandre Parenteau,RW,FW
Johan Franzén (W/C),Detroit Red Wings,33,7,15,22,0.67,30,-12,https://www.eliteprospects.com/player/158/johan-franzen,2014-2015,nhl,Johan Franzén,W/C,FW
Vincent Trocheck (C),Florida Panthers,50,7,15,22,0.44,24,9,https://www.eliteprospects.com/player/45560/vincent-trocheck,2014-2015,nhl,Vincent Trocheck,C,FW
Jacob Trouba (D),Winnipeg Jets,65,7,15,22,0.34,46,2,https://www.eliteprospects.com/player/90349/jacob-trouba,2014-2015,nhl,Jacob Trouba,D,DEF
Jeff Petry (D),totals,78,7,15,22,0.28,42,-28,https://www.eliteprospects.com/player/12265/jeff-petry,2014-2015,nhl,Jeff Petry,D,DEF
Alec Martinez (D),Los Angeles Kings,56,6,16,22,0.39,10,9,https://www.eliteprospects.com/player/12531/alec-martinez,2014-2015,nhl,Alec Martinez,D,DEF
Dmitri Kulikov (D),Florida Panthers,73,3,19,22,0.30,48,0,https://www.eliteprospects.com/player/11866/dmitri-kulikov,2014-2015,nhl,Dmitri Kulikov,D,DEF
Andy Greene (D),New Jersey Devils,82,3,19,22,0.27,20,1,https://www.eliteprospects.com/player/9169/andy-greene,2014-2015,nhl,Andy Greene,D,DEF
John-Michael Liles (D),Carolina Hurricanes,57,2,20,22,0.39,14,-9,https://www.eliteprospects.com/player/8734/john-michael-liles,2014-2015,nhl,John-Michael Liles,D,DEF
Thomas Hickey (D),New York Islanders,81,2,20,22,0.27,26,-12,https://www.eliteprospects.com/player/11617/thomas-hickey,2014-2015,nhl,Thomas Hickey,D,DEF
Tobias Rieder (W/C),Arizona Coyotes,72,13,8,21,0.29,14,-19,https://www.eliteprospects.com/player/34851/tobias-rieder,2014-2015,nhl,Tobias Rieder,W/C,FW
Yannick Weber (D),Vancouver Canucks,65,11,10,21,0.32,30,4,https://www.eliteprospects.com/player/10615/yannick-weber,2014-2015,nhl,Yannick Weber,D,DEF
Joffrey Lupul (RW),Toronto Maple Leafs,55,10,11,21,0.38,26,-10,https://www.eliteprospects.com/player/9001/joffrey-lupul,2014-2015,nhl,Joffrey Lupul,RW,FW
Kevin Connauton (D),totals,62,9,12,21,0.34,35,5,https://www.eliteprospects.com/player/38032/kevin-connauton,2014-2015,nhl,Kevin Connauton,D,DEF
Marko Dano (LW/C),Columbus Blue Jackets,35,8,13,21,0.60,14,12,https://www.eliteprospects.com/player/94946/marko-dano,2014-2015,nhl,Marko Dano,LW/C,FW
Brad Richardson (RW/C),Vancouver Canucks,45,8,13,21,0.47,34,0,https://www.eliteprospects.com/player/10211/brad-richardson,2014-2015,nhl,Brad Richardson,RW/C,FW
Jay McClement (C/D),Carolina Hurricanes,82,7,14,21,0.26,17,-7,https://www.eliteprospects.com/player/9517/jay-mcclement,2014-2015,nhl,Jay McClement,C/D,DEF
Chris Tierney (C),San Jose Sharks,43,6,15,21,0.49,6,3,https://www.eliteprospects.com/player/92677/chris-tierney,2014-2015,nhl,Chris Tierney,C,FW
Lauri Korpikoski (LW/RW),Arizona Coyotes,69,6,15,21,0.30,12,-27,https://www.eliteprospects.com/player/4219/lauri-korpikoski,2014-2015,nhl,Lauri Korpikoski,LW/RW,FW
Cody Ceci (D),Ottawa Senators,81,5,16,21,0.26,6,-4,https://www.eliteprospects.com/player/45584/cody-ceci,2014-2015,nhl,Cody Ceci,D,DEF
Karl Alzner (D),Washington Capitals,82,5,16,21,0.26,20,14,https://www.eliteprospects.com/player/10429/karl-alzner,2014-2015,nhl,Karl Alzner,D,DEF
Chris Terry (LW/RW),Carolina Hurricanes,57,11,9,20,0.35,14,-4,https://www.eliteprospects.com/player/14370/chris-terry,2014-2015,nhl,Chris Terry,LW/RW,FW
Jay Beagle (C/RW),Washington Capitals,62,10,10,20,0.32,20,6,https://www.eliteprospects.com/player/14825/jay-beagle,2014-2015,nhl,Jay Beagle,C/RW,FW
Dan Boyle (D),New York Rangers,65,9,11,20,0.31,20,18,https://www.eliteprospects.com/player/5369/dan-boyle,2014-2015,nhl,Dan Boyle,D,DEF
Kyle Brodziak (C),Minnesota Wild,73,9,11,20,0.27,47,-6,https://www.eliteprospects.com/player/9097/kyle-brodziak,2014-2015,nhl,Kyle Brodziak,C,FW
Vincent Lecavalier (C),Philadelphia Flyers,57,8,12,20,0.35,36,-7,https://www.eliteprospects.com/player/3667/vincent-lecavalier,2014-2015,nhl,Vincent Lecavalier,C,FW
Marcus Foligno (LW/RW),Buffalo Sabres,57,8,12,20,0.35,50,-5,https://www.eliteprospects.com/player/18601/marcus-foligno,2014-2015,nhl,Marcus Foligno,LW/RW,FW
Zdeno Chára (D),Boston Bruins,63,8,12,20,0.32,42,0,https://www.eliteprospects.com/player/4530/zdeno-chara,2014-2015,nhl,Zdeno Chára,D,DEF
Rasmus Ristolainen (D),Buffalo Sabres,78,8,12,20,0.26,26,-32,https://www.eliteprospects.com/player/43497/rasmus-ristolainen,2014-2015,nhl,Rasmus Ristolainen,D,DEF
Andrej Nestrasil (RW/C),totals,54,7,13,20,0.37,8,-1,https://www.eliteprospects.com/player/19353/andrej-nestrasil,2014-2015,nhl,Andrej Nestrasil,RW/C,FW
Brooks Laich (C/LW),Washington Capitals,66,7,13,20,0.30,24,-2,https://www.eliteprospects.com/player/9518/brooks-laich,2014-2015,nhl,Brooks Laich,C/LW,FW
Anton Lander (C),Edmonton Oilers,38,6,14,20,0.53,14,-12,https://www.eliteprospects.com/player/6016/anton-lander,2014-2015,nhl,Anton Lander,C,FW
Devante Smith-Pelly (RW),totals,74,6,14,20,0.27,24,-1,https://www.eliteprospects.com/player/32728/devante-smith-pelly,2014-2015,nhl,Devante Smith-Pelly,RW,FW
Lubomir Visnovsky (D),New York Islanders,53,5,15,20,0.38,8,-3,https://www.eliteprospects.com/player/8592/lubomir-visnovsky,2014-2015,nhl,Lubomir Visnovsky,D,DEF
Zach Redmond (D),Colorado Avalanche,59,5,15,20,0.34,24,-1,https://www.eliteprospects.com/player/12189/zach-redmond,2014-2015,nhl,Zach Redmond,D,DEF
Marc Staal (D),New York Rangers,80,5,15,20,0.25,42,18,https://www.eliteprospects.com/player/9183/marc-staal,2014-2015,nhl,Marc Staal,D,DEF
Alexander Wennberg (C/LW),Columbus Blue Jackets,68,4,16,20,0.29,22,-19,https://www.eliteprospects.com/player/37041/alexander-wennberg,2014-2015,nhl,Alexander Wennberg,C/LW,FW
Dan Girardi (D),New York Rangers,82,4,16,20,0.24,22,12,https://www.eliteprospects.com/player/11025/dan-girardi,2014-2015,nhl,Dan Girardi,D,DEF
Zach Bogosian (D),totals,62,3,17,20,0.32,78,-6,https://www.eliteprospects.com/player/14440/zach-bogosian,2014-2015,nhl,Zach Bogosian,D,DEF
Paul Martin (D),Pittsburgh Penguins,74,3,17,20,0.27,20,17,https://www.eliteprospects.com/player/8778/paul-martin,2014-2015,nhl,Paul Martin,D,DEF
Oscar Klefbom (D),Edmonton Oilers,60,2,18,20,0.33,4,-21,https://www.eliteprospects.com/player/16804/oscar-klefbom,2014-2015,nhl,Oscar Klefbom,D,DEF
Christopher Tanev (D),Vancouver Canucks,70,2,18,20,0.29,12,8,https://www.eliteprospects.com/player/39601/christopher-tanev,2014-2015,nhl,Christopher Tanev,D,DEF
Cédric Paquette (C/RW),Tampa Bay Lightning,64,12,7,19,0.30,51,4,https://www.eliteprospects.com/player/128521/cedric-paquette,2014-2015,nhl,Cédric Paquette,C/RW,FW
Jean-Gabriel Pageau (C),Ottawa Senators,50,10,9,19,0.38,9,4,https://www.eliteprospects.com/player/45134/jean-gabriel-pageau,2014-2015,nhl,Jean-Gabriel Pageau,C,FW
Mikhail Grabovski (C),New York Islanders,51,9,10,19,0.37,8,3,https://www.eliteprospects.com/player/9351/mikhail-grabovski,2014-2015,nhl,Mikhail Grabovski,C,FW
Sean Bergenheim (LW),totals,56,9,10,19,0.34,40,-2,https://www.eliteprospects.com/player/2708/sean-bergenheim,2014-2015,nhl,Sean Bergenheim,LW,FW
Matt Irwin (D),San Jose Sharks,53,8,11,19,0.36,18,3,https://www.eliteprospects.com/player/18745/matt-irwin,2014-2015,nhl,Matt Irwin,D,DEF
Jason Chimera (LW/RW),Washington Capitals,77,7,12,19,0.25,51,-1,https://www.eliteprospects.com/player/8762/jason-chimera,2014-2015,nhl,Jason Chimera,LW/RW,FW
Michael Ryder (RW),New Jersey Devils,47,6,13,19,0.40,30,-1,https://www.eliteprospects.com/player/4487/michael-ryder,2014-2015,nhl,Michael Ryder,RW,FW
Paul Byron (LW/C),Calgary Flames,57,6,13,19,0.33,8,-2,https://www.eliteprospects.com/player/15036/paul-byron,2014-2015,nhl,Paul Byron,LW/C,FW
Alexander Syomin (LW),Carolina Hurricanes,57,6,13,19,0.33,32,-10,https://www.eliteprospects.com/player/8633/alexander-syomin,2014-2015,nhl,Alexander Syomin,LW,FW
Éric Gélinas (D),New Jersey Devils,61,6,13,19,0.31,42,-2,https://www.eliteprospects.com/player/37536/eric-gelinas,2014-2015,nhl,Éric Gélinas,D,DEF
Niklas Hjalmarsson (D),Chicago Blackhawks,82,3,16,19,0.23,44,25,https://www.eliteprospects.com/player/2640/niklas-hjalmarsson,2014-2015,nhl,Niklas Hjalmarsson,D,DEF
Brooks Orpik (D),Washington Capitals,78,0,19,19,0.24,66,5,https://www.eliteprospects.com/player/8939/brooks-orpik,2014-2015,nhl,Brooks Orpik,D,DEF
Dmitrij Jaskin (RW/C),St. Louis Blues,54,13,5,18,0.33,16,7,https://www.eliteprospects.com/player/65564/dmitrij-jaskin,2014-2015,nhl,Dmitrij Jaskin,RW/C,FW
Luke Glendening (C/RW),Detroit Red Wings,82,12,6,18,0.22,34,5,https://www.eliteprospects.com/player/38233/luke-glendening,2014-2015,nhl,Luke Glendening,C/RW,FW
Casey Cizikas (C),New York Islanders,70,9,9,18,0.26,24,-2,https://www.eliteprospects.com/player/14960/casey-cizikas,2014-2015,nhl,Casey Cizikas,C,FW
Ryan Spooner (C),Boston Bruins,29,8,10,18,0.62,2,2,https://www.eliteprospects.com/player/23117/ryan-spooner,2014-2015,nhl,Ryan Spooner,C,FW
Markus Granlund (C/LW),Calgary Flames,48,8,10,18,0.38,16,-4,https://www.eliteprospects.com/player/19426/markus-granlund,2014-2015,nhl,Markus Granlund,C/LW,FW
James Sheppard (C/LW),totals,71,7,11,18,0.25,37,-4,https://www.eliteprospects.com/player/11121/james-sheppard,2014-2015,nhl,James Sheppard,C/LW,FW
Calle Järnkrok (C/W),Nashville Predators,74,7,11,18,0.24,18,2,https://www.eliteprospects.com/player/6020/calle-jarnkrok,2014-2015,nhl,Calle Järnkrok,C/W,FW
Mattias Ekholm (D),Nashville Predators,80,7,11,18,0.23,52,12,https://www.eliteprospects.com/player/8373/mattias-ekholm,2014-2015,nhl,Mattias Ekholm,D,DEF
Nate Thompson (C),Anaheim Ducks,80,5,13,18,0.23,39,0,https://www.eliteprospects.com/player/10261/nate-thompson,2014-2015,nhl,Nate Thompson,C,FW
Maxime Talbot (C),totals,81,5,13,18,0.22,29,-1,https://www.eliteprospects.com/player/9511/maxime-talbot,2014-2015,nhl,Maxime Talbot,C,FW
Matt Carle (D),Tampa Bay Lightning,59,4,14,18,0.31,26,12,https://www.eliteprospects.com/player/9108/matt-carle,2014-2015,nhl,Matt Carle,D,DEF
Brandon Prust (LW/RW),Montréal Canadiens,82,4,14,18,0.22,134,6,https://www.eliteprospects.com/player/8920/brandon-prust,2014-2015,nhl,Brandon Prust,LW/RW,FW
Tomas Jurco (LW/RW),Detroit Red Wings,63,3,15,18,0.29,14,6,https://www.eliteprospects.com/player/34751/tomas-jurco,2014-2015,nhl,Tomas Jurco,LW/RW,FW
Kyle Quincey (D),Detroit Red Wings,73,3,15,18,0.25,77,10,https://www.eliteprospects.com/player/10366/kyle-quincey,2014-2015,nhl,Kyle Quincey,D,DEF
Michael Stone (D),Arizona Coyotes,81,3,15,18,0.22,60,-24,https://www.eliteprospects.com/player/11708/michael-stone,2014-2015,nhl,Michael Stone,D,DEF
Brett Connolly (RW),totals,55,12,5,17,0.31,48,3,https://www.eliteprospects.com/player/23297/brett-connolly,2014-2015,nhl,Brett Connolly,RW,FW
Richard Pánik (RW/LW),Toronto Maple Leafs,76,11,6,17,0.22,49,-8,https://www.eliteprospects.com/player/11849/richard-panik,2014-2015,nhl,Richard Pánik,RW/LW,FW
Boone Jenner (C/LW),Columbus Blue Jackets,31,9,8,17,0.55,12,-5,https://www.eliteprospects.com/player/45587/boone-jenner,2014-2015,nhl,Boone Jenner,C/LW,FW
Matt Stajan (C),Calgary Flames,59,7,10,17,0.29,28,7,https://www.eliteprospects.com/player/8889/matt-stajan,2014-2015,nhl,Matt Stajan,C,FW
Marcus Krüger (C),Chicago Blackhawks,81,7,10,17,0.21,32,-5,https://www.eliteprospects.com/player/8311/marcus-kruger,2014-2015,nhl,Marcus Krüger,C,FW
Jarret Stoll (C),Los Angeles Kings,73,6,11,17,0.23,58,3,https://www.eliteprospects.com/player/8895/jarret-stoll,2014-2015,nhl,Jarret Stoll,C,FW
Damon Severson (D),New Jersey Devils,51,5,12,17,0.33,22,-13,https://www.eliteprospects.com/player/55867/damon-severson,2014-2015,nhl,Damon Severson,D,DEF
Brian Flynn (C/W),totals,63,5,12,17,0.27,8,-5,https://www.eliteprospects.com/player/33228/brian-flynn,2014-2015,nhl,Brian Flynn,C/W,FW
Ian Cole (D),totals,74,5,12,17,0.23,51,14,https://www.eliteprospects.com/player/11456/ian-cole,2014-2015,nhl,Ian Cole,D,DEF
Tom Wilson (RW),Washington Capitals,67,4,13,17,0.25,172,-1,https://www.eliteprospects.com/player/98663/tom-wilson,2014-2015,nhl,Tom Wilson,RW,FW
Jonas Brodin (D),Minnesota Wild,71,3,14,17,0.24,8,21,https://www.eliteprospects.com/player/19980/jonas-brodin,2014-2015,nhl,Jonas Brodin,D,DEF
Tanner Pearson (LW/RW),Los Angeles Kings,42,12,4,16,0.38,14,14,https://www.eliteprospects.com/player/75951/tanner-pearson,2014-2015,nhl,Tanner Pearson,LW/RW,FW
Zack Kassian (RW),Vancouver Canucks,42,10,6,16,0.38,81,-5,https://www.eliteprospects.com/player/15390/zack-kassian,2014-2015,nhl,Zack Kassian,RW,FW
Vladislav Namestnikov (C/LW),Tampa Bay Lightning,43,9,7,16,0.37,13,1,https://www.eliteprospects.com/player/39029/vladislav-namestnikov,2014-2015,nhl,Vladislav Namestnikov,C/LW,FW
Matt Dumba (D),Minnesota Wild,58,8,8,16,0.28,23,13,https://www.eliteprospects.com/player/53542/matt-dumba,2014-2015,nhl,Matt Dumba,D,DEF
Taylor Beck (W/C),Nashville Predators,62,8,8,16,0.26,18,-4,https://www.eliteprospects.com/player/24653/taylor-beck,2014-2015,nhl,Taylor Beck,W/C,FW
Matt Hendricks (LW/C),Edmonton Oilers,71,8,8,16,0.23,76,-14,https://www.eliteprospects.com/player/11554/matt-hendricks,2014-2015,nhl,Matt Hendricks,LW/C,FW
Cal Clutterbuck (RW),New York Islanders,76,7,9,16,0.21,60,1,https://www.eliteprospects.com/player/9359/cal-clutterbuck,2014-2015,nhl,Cal Clutterbuck,RW,FW
Johan Larsson (C),Buffalo Sabres,39,6,10,16,0.41,12,0,https://www.eliteprospects.com/player/9009/johan-larsson,2014-2015,nhl,Johan Larsson,C,FW
Mike Richards (C),Los Angeles Kings,53,5,11,16,0.30,39,-10,https://www.eliteprospects.com/player/8816/mike-richards,2014-2015,nhl,Mike Richards,C,FW
Jordie Benn (D),Dallas Stars,73,2,14,16,0.22,34,-5,https://www.eliteprospects.com/player/19742/jordie-benn,2014-2015,nhl,Jordie Benn,D,DEF
David Clarkson (RW),totals,61,10,5,15,0.25,106,-12,https://www.eliteprospects.com/player/11018/david-clarkson,2014-2015,nhl,David Clarkson,RW,FW
Jordin Tootoo (RW),New Jersey Devils,68,10,5,15,0.22,72,1,https://www.eliteprospects.com/player/9515/jordin-tootoo,2014-2015,nhl,Jordin Tootoo,RW,FW
R.J. Umberger (C/W),Philadelphia Flyers,67,9,6,15,0.22,19,-9,https://www.eliteprospects.com/player/8820/r.j.-umberger,2014-2015,nhl,R.J. Umberger,C/W,FW
Chris VandeVelde (C/LW),Philadelphia Flyers,72,9,6,15,0.21,28,-6,https://www.eliteprospects.com/player/14870/chris-vandevelde,2014-2015,nhl,Chris VandeVelde,C/LW,FW
Scottie Upshall (LW/RW),Florida Panthers,63,8,7,15,0.24,28,-8,https://www.eliteprospects.com/player/9512/scottie-upshall,2014-2015,nhl,Scottie Upshall,LW/RW,FW
Brad Malone (C/LW),Carolina Hurricanes,65,7,8,15,0.23,74,-8,https://www.eliteprospects.com/player/12188/brad-malone,2014-2015,nhl,Brad Malone,C/LW,FW
Curtis Lazar (C/W),Ottawa Senators,67,6,9,15,0.22,14,1,https://www.eliteprospects.com/player/81116/curtis-lazar,2014-2015,nhl,Curtis Lazar,C/W,FW
Kyle Clifford (LW/RW),Los Angeles Kings,80,6,9,15,0.19,87,5,https://www.eliteprospects.com/player/15480/kyle-clifford,2014-2015,nhl,Kyle Clifford,LW/RW,FW
Nicolas Deslauriers (LW/D),Buffalo Sabres,82,5,10,15,0.18,71,-24,https://www.eliteprospects.com/player/37437/nicolas-deslauriers,2014-2015,nhl,Nicolas Deslauriers,LW/D,DEF
Nikita Zadorov (D),Buffalo Sabres,60,3,12,15,0.25,51,-10,https://www.eliteprospects.com/player/108648/nikita-zadorov,2014-2015,nhl,Nikita Zadorov,D,DEF
Fyodor Tyutin (D),Columbus Blue Jackets,67,3,12,15,0.22,40,8,https://www.eliteprospects.com/player/8691/fyodor-tyutin,2014-2015,nhl,Fyodor Tyutin,D,DEF
Jonathan Ericsson (D),Detroit Red Wings,82,3,12,15,0.18,70,-5,https://www.eliteprospects.com/player/1346/jonathan-ericsson,2014-2015,nhl,Jonathan Ericsson,D,DEF
Nate Guenin (D),Colorado Avalanche,76,2,13,15,0.20,32,-1,https://www.eliteprospects.com/player/10810/nate-guenin,2014-2015,nhl,Nate Guenin,D,DEF
Nick Schultz (D),Philadelphia Flyers,80,2,13,15,0.19,47,2,https://www.eliteprospects.com/player/8597/nick-schultz,2014-2015,nhl,Nick Schultz,D,DEF
Barret Jackman (D),St. Louis Blues,80,2,13,15,0.19,47,3,https://www.eliteprospects.com/player/9025/barret-jackman,2014-2015,nhl,Barret Jackman,D,DEF
Matt Martin (LW),New York Islanders,78,8,6,14,0.18,114,-4,https://www.eliteprospects.com/player/19225/matt-martin,2014-2015,nhl,Matt Martin,LW,FW
Andrej Meszaros (D),Buffalo Sabres,60,7,7,14,0.23,36,-13,https://www.eliteprospects.com/player/8664/andrej-meszaros,2014-2015,nhl,Andrej Meszaros,D,DEF
Erik Haula (LW/C),Minnesota Wild,72,7,7,14,0.19,32,-7,https://www.eliteprospects.com/player/16042/erik-haula,2014-2015,nhl,Erik Haula,LW/C,FW
Ben Smith (RW/C),totals,80,7,7,14,0.18,2,2,https://www.eliteprospects.com/player/15068/ben-smith,2014-2015,nhl,Ben Smith,RW/C,FW
Chris Thorburn (RW),Winnipeg Jets,81,7,7,14,0.17,76,-5,https://www.eliteprospects.com/player/8855/chris-thorburn,2014-2015,nhl,Chris Thorburn,RW,FW
Tyler Kennedy (RW),totals,38,6,8,14,0.37,10,-2,https://www.eliteprospects.com/player/11535/tyler-kennedy,2014-2015,nhl,Tyler Kennedy,RW,FW
René Bourque (LW/RW),totals,51,6,8,14,0.27,22,-15,https://www.eliteprospects.com/player/9089/rene-bourque,2014-2015,nhl,René Bourque,LW/RW,FW
Jesper Fast (RW),New York Rangers,58,6,8,14,0.24,8,-1,https://www.eliteprospects.com/player/10967/jesper-fast,2014-2015,nhl,Jesper Fast,RW,FW
Torrey Mitchell (C/RW),totals,65,6,8,14,0.22,34,-8,https://www.eliteprospects.com/player/11438/torrey-mitchell,2014-2015,nhl,Torrey Mitchell,C/RW,FW
Martin Havlát (RW/LW),New Jersey Devils,40,5,9,14,0.35,10,-11,https://www.eliteprospects.com/player/8624/martin-havlat,2014-2015,nhl,Martin Havlát,RW/LW,FW
Nicklas Grossmann (D),Philadelphia Flyers,68,5,9,14,0.21,32,8,https://www.eliteprospects.com/player/2439/nicklas-grossmann,2014-2015,nhl,Nicklas Grossmann,D,DEF
Nick Holden (D),Colorado Avalanche,78,5,9,14,0.18,28,-11,https://www.eliteprospects.com/player/11700/nick-holden,2014-2015,nhl,Nick Holden,D,DEF
Kevin Bieksa (D),Vancouver Canucks,60,4,10,14,0.23,77,0,https://www.eliteprospects.com/player/9682/kevin-bieksa,2014-2015,nhl,Kevin Bieksa,D,DEF
Kyle Chipchura (C/W),Arizona Coyotes,70,4,10,14,0.20,82,-23,https://www.eliteprospects.com/player/9192/kyle-chipchura,2014-2015,nhl,Kyle Chipchura,C/W,FW
Paul Gaustad (C),Nashville Predators,73,4,10,14,0.19,60,7,https://www.eliteprospects.com/player/8808/paul-gaustad,2014-2015,nhl,Paul Gaustad,C,FW
David Rundblad (D),Chicago Blackhawks,49,3,11,14,0.29,12,17,https://www.eliteprospects.com/player/7069/david-rundblad,2014-2015,nhl,David Rundblad,D,DEF
Christian Ehrhoff (D),Pittsburgh Penguins,49,3,11,14,0.29,26,8,https://www.eliteprospects.com/player/8581/christian-ehrhoff,2014-2015,nhl,Christian Ehrhoff,D,DEF
Luke Schenn (D),Philadelphia Flyers,58,3,11,14,0.24,18,-2,https://www.eliteprospects.com/player/11400/luke-schenn,2014-2015,nhl,Luke Schenn,D,DEF
Alexei Yemelin (D),Montréal Canadiens,68,3,11,14,0.21,59,5,https://www.eliteprospects.com/player/9253/alexei-yemelin,2014-2015,nhl,Alexei Yemelin,D,DEF
Andrew Ference (D),Edmonton Oilers,70,3,11,14,0.20,39,-17,https://www.eliteprospects.com/player/8711/andrew-ference,2014-2015,nhl,Andrew Ference,D,DEF
Dennis Seidenberg (D),Boston Bruins,82,3,11,14,0.17,34,-1,https://www.eliteprospects.com/player/8590/dennis-seidenberg,2014-2015,nhl,Dennis Seidenberg,D,DEF
Ben Lovejoy (D),totals,60,2,12,14,0.23,25,-4,https://www.eliteprospects.com/player/13404/ben-lovejoy,2014-2015,nhl,Ben Lovejoy,D,DEF
Jon Merrill (D),New Jersey Devils,66,2,12,14,0.21,24,-14,https://www.eliteprospects.com/player/20712/jon-merrill,2014-2015,nhl,Jon Merrill,D,DEF
Mark Stuart (D),Winnipeg Jets,70,2,12,14,0.20,69,5,https://www.eliteprospects.com/player/9401/mark-stuart,2014-2015,nhl,Mark Stuart,D,DEF
Sergei Gonchar (D),totals,48,1,13,14,0.29,18,6,https://www.eliteprospects.com/player/8678/sergei-gonchar,2014-2015,nhl,Sergei Gonchar,D,DEF
Michael Grabner (LW/RW),New York Islanders,34,8,5,13,0.38,4,4,https://www.eliteprospects.com/player/8494/michael-grabner,2014-2015,nhl,Michael Grabner,LW/RW,FW
Mark Letestu (C),Columbus Blue Jackets,54,7,6,13,0.24,0,-9,https://www.eliteprospects.com/player/11423/mark-letestu,2014-2015,nhl,Mark Letestu,C,FW
David Booth (LW/RW),Toronto Maple Leafs,59,7,6,13,0.22,25,-8,https://www.eliteprospects.com/player/9402/david-booth,2014-2015,nhl,David Booth,LW/RW,FW
Tuomo Ruutu (W/C),New Jersey Devils,77,7,6,13,0.17,28,-3,https://www.eliteprospects.com/player/2695/tuomo-ruutu,2014-2015,nhl,Tuomo Ruutu,W/C,FW
Boyd Gordon (C),Edmonton Oilers,68,6,7,13,0.19,17,-5,https://www.eliteprospects.com/player/9513/boyd-gordon,2014-2015,nhl,Boyd Gordon,C,FW
Daniel Paille (LW),Boston Bruins,71,6,7,13,0.18,12,-9,https://www.eliteprospects.com/player/9510/daniel-paille,2014-2015,nhl,Daniel Paille,LW,FW
Cody Hodgson (C),Buffalo Sabres,78,6,7,13,0.17,12,-28,https://www.eliteprospects.com/player/11253/cody-hodgson,2014-2015,nhl,Cody Hodgson,C,FW
Jakub Kindl (D),Detroit Red Wings,35,5,8,13,0.37,22,2,https://www.eliteprospects.com/player/9230/jakub-kindl,2014-2015,nhl,Jakub Kindl,D,DEF
Stephen Gionta (C/RW),New Jersey Devils,61,5,8,13,0.21,12,4,https://www.eliteprospects.com/player/9397/stephen-gionta,2014-2015,nhl,Stephen Gionta,C/RW,FW
Drew Miller (LW/RW),Detroit Red Wings,82,5,8,13,0.16,25,-3,https://www.eliteprospects.com/player/11405/drew-miller,2014-2015,nhl,Drew Miller,LW/RW,FW
Jim Slater (C),Winnipeg Jets,82,5,8,13,0.16,58,-4,https://www.eliteprospects.com/player/8562/jim-slater,2014-2015,nhl,Jim Slater,C,FW
Ryan Murphy (D),Carolina Hurricanes,37,4,9,13,0.35,8,-11,https://www.eliteprospects.com/player/44666/ryan-murphy,2014-2015,nhl,Ryan Murphy,D,DEF
Erik Gudbranson (D),Florida Panthers,76,4,9,13,0.17,58,-4,https://www.eliteprospects.com/player/31282/erik-gudbranson,2014-2015,nhl,Erik Gudbranson,D,DEF
