player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def
Dmitri Khristich (RW),totals,70,13,25,38,0.54,16,0,https://www.eliteprospects.com/player/21561/dmitri-khristich,2000-2001,nhl,Dmitri Khristich,RW,FW
Tony Hrkac (C),Mighty Ducks of Anaheim,80,13,25,38,0.48,29,0,https://www.eliteprospects.com/player/33755/tony-hrkac,2000-2001,nhl,Tony Hrkac,C,FW
Andrei Nikolishin (LW),Washington Capitals,81,13,25,38,0.47,34,9,https://www.eliteprospects.com/player/19685/andrei-nikolishin,2000-2001,nhl,Andrei Nikolishin,LW,FW
Doug Gilmour (C),Buffalo Sabres,71,7,31,38,0.54,70,3,https://www.eliteprospects.com/player/20597/doug-gilmour,2000-2001,nhl,Doug Gilmour,C,FW
Rob Zamuner (LW),Ottawa Senators,79,19,18,37,0.47,52,7,https://www.eliteprospects.com/player/38173/rob-zamuner,2000-2001,nhl,Rob Zamuner,LW,FW
Andrei Kovalenko (RW),Boston Bruins,76,16,21,37,0.49,27,-14,https://www.eliteprospects.com/player/19547/andrei-kovalenko,2000-2001,nhl,Andrei Kovalenko,RW,FW
Darcy Tucker (LW),Toronto Maple Leafs,82,16,21,37,0.45,141,6,https://www.eliteprospects.com/player/8859/darcy-tucker,2000-2001,nhl,Darcy Tucker,LW,FW
Trevor Linden (C),totals,59,15,22,37,0.63,60,0,https://www.eliteprospects.com/player/8551/trevor-linden,2000-2001,nhl,Trevor Linden,C,FW
Viktor Kozlov (C/RW),Florida Panthers,51,14,23,37,0.73,10,-4,https://www.eliteprospects.com/player/8699/viktor-kozlov,2000-2001,nhl,Viktor Kozlov,C/RW,FW
Grant Marshall (RW),Dallas Stars,75,13,24,37,0.49,64,1,https://www.eliteprospects.com/player/8967/grant-marshall,2000-2001,nhl,Grant Marshall,RW,FW
Alexei Zhitnik (D),Buffalo Sabres,78,8,29,37,0.47,75,-3,https://www.eliteprospects.com/player/8696/alexei-zhitnik,2000-2001,nhl,Alexei Zhitnik,D,DEF
Mike Grier (RW),Edmonton Oilers,74,20,16,36,0.49,20,11,https://www.eliteprospects.com/player/9171/mike-grier,2000-2001,nhl,Mike Grier,RW,FW
Scott Thornton (LW),San Jose Sharks,73,19,17,36,0.49,114,4,https://www.eliteprospects.com/player/5638/scott-thornton,2000-2001,nhl,Scott Thornton,LW,FW
Marián Gáborík (RW),Minnesota Wild,71,18,18,36,0.51,32,-6,https://www.eliteprospects.com/player/3665/marian-gaborik,2000-2001,nhl,Marián Gáborík,RW,FW
Ruslan Fedotenko (LW),Philadelphia Flyers,74,16,20,36,0.49,72,8,https://www.eliteprospects.com/player/8638/ruslan-fedotenko,2000-2001,nhl,Ruslan Fedotenko,LW,FW
Peter Schaefer (LW),Vancouver Canucks,82,16,20,36,0.44,22,4,https://www.eliteprospects.com/player/8757/peter-schaefer,2000-2001,nhl,Peter Schaefer,LW,FW
Patrice Brisebois (D),Montréal Canadiens,77,15,21,36,0.47,28,-31,https://www.eliteprospects.com/player/8781/patrice-brisebois,2000-2001,nhl,Patrice Brisebois,D,DEF
Steven Reinprecht (C),totals,80,15,21,36,0.45,14,10,https://www.eliteprospects.com/player/8725/steven-reinprecht,2000-2001,nhl,Steven Reinprecht,C,FW
Rem Murray (C),Edmonton Oilers,82,15,21,36,0.44,24,5,https://www.eliteprospects.com/player/9668/rem-murray,2000-2001,nhl,Rem Murray,C,FW
Rick Tocchet (RW),Philadelphia Flyers,60,14,22,36,0.60,83,10,https://www.eliteprospects.com/player/21418/rick-tocchet,2000-2001,nhl,Rick Tocchet,RW,FW
Maxim Afinogenov (RW/LW),Buffalo Sabres,78,14,22,36,0.46,40,1,https://www.eliteprospects.com/player/8672/maxim-afinogenov,2000-2001,nhl,Maxim Afinogenov,RW/LW,FW
Marcus Nilson (W/C),Florida Panthers,78,12,24,36,0.46,74,-3,https://www.eliteprospects.com/player/728/marcus-nilson,2000-2001,nhl,Marcus Nilson,W/C,FW
Brian Holzinger (C),Tampa Bay Lightning,70,11,25,36,0.51,64,-9,https://www.eliteprospects.com/player/25615/brian-holzinger,2000-2001,nhl,Brian Holzinger,C,FW
Calle Johansson (D),Washington Capitals,76,7,29,36,0.47,26,11,https://www.eliteprospects.com/player/714/calle-johansson,2000-2001,nhl,Calle Johansson,D,DEF
Dave Lowry (LW),Calgary Flames,79,18,17,35,0.44,47,-2,https://www.eliteprospects.com/player/32207/dave-lowry,2000-2001,nhl,Dave Lowry,LW,FW
Mike Leclerc (LW),Mighty Ducks of Anaheim,54,15,20,35,0.65,26,-1,https://www.eliteprospects.com/player/8993/mike-leclerc,2000-2001,nhl,Mike Leclerc,LW,FW
Daniel Cleary (LW/RW),Edmonton Oilers,81,14,21,35,0.43,37,5,https://www.eliteprospects.com/player/4376/daniel-cleary,2000-2001,nhl,Daniel Cleary,LW/RW,FW
Scott Niedermayer (D),New Jersey Devils,57,6,29,35,0.61,22,14,https://www.eliteprospects.com/player/8521/scott-niedermayer,2000-2001,nhl,Scott Niedermayer,D,DEF
Daniel Sedin (LW),Vancouver Canucks,75,20,14,34,0.45,24,-3,https://www.eliteprospects.com/player/737/daniel-sedin,2000-2001,nhl,Daniel Sedin,LW,FW
Vitaly Yachmenyov (RW),Nashville Predators,78,15,19,34,0.44,10,-5,https://www.eliteprospects.com/player/16742/vitaly-yachmenyov,2000-2001,nhl,Vitaly Yachmenyov,RW,FW
Valeri Kamensky (LW),New York Rangers,65,14,20,34,0.52,36,-18,https://www.eliteprospects.com/player/21350/valeri-kamensky,2000-2001,nhl,Valeri Kamensky,LW,FW
Lubomir Sekeras (D),Minnesota Wild,80,11,23,34,0.43,52,-8,https://www.eliteprospects.com/player/3674/lubomir-sekeras,2000-2001,nhl,Lubomir Sekeras,D,DEF
Ray Whitney (LW/RW),totals,46,10,24,34,0.74,30,-17,https://www.eliteprospects.com/player/8824/ray-whitney,2000-2001,nhl,Ray Whitney,LW/RW,FW
Gary Suter (D),San Jose Sharks,68,10,24,34,0.50,84,8,https://www.eliteprospects.com/player/21396/gary-suter,2000-2001,nhl,Gary Suter,D,DEF
Steve Thomas (RW),Toronto Maple Leafs,57,8,26,34,0.60,46,0,https://www.eliteprospects.com/player/30687/steve-thomas,2000-2001,nhl,Steve Thomas,RW,FW
Jiri Slegr (D),totals,75,8,26,34,0.45,96,-10,https://www.eliteprospects.com/player/1938/jiri-slegr,2000-2001,nhl,Jiri Slegr,D,DEF
Phil Housley (D),Calgary Flames,69,4,30,34,0.49,24,-15,https://www.eliteprospects.com/player/21377/phil-housley,2000-2001,nhl,Phil Housley,D,DEF
Dave Andreychuk (LW/RW),Buffalo Sabres,74,20,13,33,0.45,32,0,https://www.eliteprospects.com/player/21425/dave-andreychuk,2000-2001,nhl,Dave Andreychuk,LW/RW,FW
Magnus Arvedson (LW),Ottawa Senators,51,17,16,33,0.65,24,23,https://www.eliteprospects.com/player/705/magnus-arvedson,2000-2001,nhl,Magnus Arvedson,LW,FW
Trent Klatt (RW),Vancouver Canucks,77,13,20,33,0.43,31,8,https://www.eliteprospects.com/player/69566/trent-klatt,2000-2001,nhl,Trent Klatt,RW,FW
Joé Juneau (C),Phoenix Coyotes,69,10,23,33,0.48,28,-2,https://www.eliteprospects.com/player/21390/joe-juneau,2000-2001,nhl,Joé Juneau,C,FW
Karel Rachunek (D),Ottawa Senators,71,3,30,33,0.46,60,17,https://www.eliteprospects.com/player/9629/karel-rachunek,2000-2001,nhl,Karel Rachunek,D,DEF
Brad Isbister (LW),New York Islanders,51,18,14,32,0.63,59,-19,https://www.eliteprospects.com/player/8705/brad-isbister,2000-2001,nhl,Brad Isbister,LW,FW
Adam Deadmarsh (RW),totals,57,17,15,32,0.56,63,1,https://www.eliteprospects.com/player/21314/adam-deadmarsh,2000-2001,nhl,Adam Deadmarsh,RW,FW
Tyler Wright (C),Columbus Blue Jackets,76,16,16,32,0.42,140,-9,https://www.eliteprospects.com/player/9669/tyler-wright,2000-2001,nhl,Tyler Wright,C,FW
Greg Johnson (C),Nashville Predators,82,15,17,32,0.39,46,-6,https://www.eliteprospects.com/player/9032/greg-johnson,2000-2001,nhl,Greg Johnson,C,FW
Shjon Podein (LW),Colorado Avalanche,82,15,17,32,0.39,68,7,https://www.eliteprospects.com/player/3644/shjon-podein,2000-2001,nhl,Shjon Podein,LW,FW
Michal Handzus (C),totals,46,14,18,32,0.70,33,16,https://www.eliteprospects.com/player/8683/michal-handzus,2000-2001,nhl,Michal Handzus,C,FW
Chad Kilger (LW/C),totals,77,14,18,32,0.42,51,-8,https://www.eliteprospects.com/player/9015/chad-kilger,2000-2001,nhl,Chad Kilger,LW/C,FW
Marco Sturm (LW),San Jose Sharks,81,14,18,32,0.40,28,9,https://www.eliteprospects.com/player/8573/marco-sturm,2000-2001,nhl,Marco Sturm,LW,FW
Craig Conroy (C),totals,83,14,18,32,0.39,60,2,https://www.eliteprospects.com/player/9121/craig-conroy,2000-2001,nhl,Craig Conroy,C,FW
David Výborný (C),Columbus Blue Jackets,79,13,19,32,0.41,22,-9,https://www.eliteprospects.com/player/1920/david-vyborny,2000-2001,nhl,David Výborný,C,FW
Stéphane Matteau (LW),San Jose Sharks,80,13,19,32,0.40,32,5,https://www.eliteprospects.com/player/54466/stephane-matteau,2000-2001,nhl,Stéphane Matteau,LW,FW
Rob Niedermayer (RW/C),Florida Panthers,67,12,20,32,0.48,50,-12,https://www.eliteprospects.com/player/8536/rob-niedermayer,2000-2001,nhl,Rob Niedermayer,RW/C,FW
Tom Poti (D),Edmonton Oilers,81,12,20,32,0.40,60,-4,https://www.eliteprospects.com/player/8918/tom-poti,2000-2001,nhl,Tom Poti,D,DEF
Kevin Stevens (LW),totals,55,10,22,32,0.58,73,-6,https://www.eliteprospects.com/player/21382/kevin-stevens,2000-2001,nhl,Kevin Stevens,LW,FW
Curtis Brown (C/LW),Buffalo Sabres,70,10,22,32,0.46,34,15,https://www.eliteprospects.com/player/9098/curtis-brown,2000-2001,nhl,Curtis Brown,C/LW,FW
Claude Lapointe (C),New York Islanders,80,9,23,32,0.40,56,-2,https://www.eliteprospects.com/player/27534/claude-lapointe,2000-2001,nhl,Claude Lapointe,C,FW
Landon Wilson (RW),Phoenix Coyotes,70,18,13,31,0.44,92,3,https://www.eliteprospects.com/player/10833/landon-wilson,2000-2001,nhl,Landon Wilson,RW,FW
Mike York (C/W),New York Rangers,79,14,17,31,0.39,20,1,https://www.eliteprospects.com/player/8730/mike-york,2000-2001,nhl,Mike York,C/W,FW
Andreas Dackell (LW),Ottawa Senators,81,13,18,31,0.38,24,7,https://www.eliteprospects.com/player/709/andreas-dackell,2000-2001,nhl,Andreas Dackell,LW,FW
Erik Rasmussen (C),Buffalo Sabres,82,12,19,31,0.38,51,0,https://www.eliteprospects.com/player/8868/erik-rasmussen,2000-2001,nhl,Erik Rasmussen,C,FW
Patrik Stefan (C),Atlanta Thrashers,66,10,21,31,0.47,22,-3,https://www.eliteprospects.com/player/3666/patrik-stefan,2000-2001,nhl,Patrik Stefan,C,FW
Vaclav Varada (RW),Buffalo Sabres,75,10,21,31,0.41,81,-2,https://www.eliteprospects.com/player/8661/vaclav-varada,2000-2001,nhl,Vaclav Varada,RW,FW
Scott Stevens (D),New Jersey Devils,81,9,22,31,0.38,71,40,https://www.eliteprospects.com/player/21375/scott-stevens,2000-2001,nhl,Scott Stevens,D,DEF
Eric Weinrich (D),totals,82,7,24,31,0.38,44,-9,https://www.eliteprospects.com/player/8706/eric-weinrich,2000-2001,nhl,Eric Weinrich,D,DEF
Sergejs Zoltoks (C),totals,69,5,26,31,0.45,30,-7,https://www.eliteprospects.com/player/42946/sergejs-zoltoks,2000-2001,nhl,Sergejs Zoltoks,C,FW
Teppo Numminen (D),Phoenix Coyotes,72,5,26,31,0.43,36,9,https://www.eliteprospects.com/player/2684/teppo-numminen,2000-2001,nhl,Teppo Numminen,D,DEF
Wes Walz (C),Minnesota Wild,82,18,12,30,0.37,37,-8,https://www.eliteprospects.com/player/8803/wes-walz,2000-2001,nhl,Wes Walz,C,FW
Mark Parrish (RW),New York Islanders,70,17,13,30,0.43,28,-27,https://www.eliteprospects.com/player/8905/mark-parrish,2000-2001,nhl,Mark Parrish,RW,FW
Harold Druken (C),Vancouver Canucks,55,15,15,30,0.55,14,2,https://www.eliteprospects.com/player/38451/harold-druken,2000-2001,nhl,Harold Druken,C,FW
Pat Verbeek (RW),Detroit Red Wings,67,15,15,30,0.45,73,0,https://www.eliteprospects.com/player/21310/pat-verbeek,2000-2001,nhl,Pat Verbeek,RW,FW
Serge Aubin (C/LW),Columbus Blue Jackets,81,13,17,30,0.37,107,-20,https://www.eliteprospects.com/player/8785/serge-aubin,2000-2001,nhl,Serge Aubin,C/LW,FW
Jamie Langenbrunner (RW),Dallas Stars,53,12,18,30,0.57,57,4,https://www.eliteprospects.com/player/8742/jamie-langenbrunner,2000-2001,nhl,Jamie Langenbrunner,RW,FW
Pavel Kubina (D),Tampa Bay Lightning,70,11,19,30,0.43,103,-13,https://www.eliteprospects.com/player/5519/pavel-kubina,2000-2001,nhl,Pavel Kubina,D,DEF
Filip Kuba (D),Minnesota Wild,75,9,21,30,0.40,28,-6,https://www.eliteprospects.com/player/8639/filip-kuba,2000-2001,nhl,Filip Kuba,D,DEF
Sergei Nemchinov (C),New Jersey Devils,65,8,22,30,0.46,16,11,https://www.eliteprospects.com/player/25132/sergei-nemchinov,2000-2001,nhl,Sergei Nemchinov,C,FW
Darby Hendrickson (C),Minnesota Wild,72,18,11,29,0.40,36,1,https://www.eliteprospects.com/player/23275/darby-hendrickson,2000-2001,nhl,Darby Hendrickson,C,FW
Georges Laraque (RW),Edmonton Oilers,82,13,16,29,0.35,148,5,https://www.eliteprospects.com/player/5693/georges-laraque,2000-2001,nhl,Georges Laraque,RW,FW
Kevyn Adams (C/RW),totals,78,11,18,29,0.37,54,3,https://www.eliteprospects.com/player/8743/kevyn-adams,2000-2001,nhl,Kevyn Adams,C/RW,FW
Igor Korolyov (C),Toronto Maple Leafs,73,10,19,29,0.40,28,3,https://www.eliteprospects.com/player/18257/igor-korolyov,2000-2001,nhl,Igor Korolyov,C,FW
Henrik Sedin (C),Vancouver Canucks,82,9,20,29,0.35,38,-2,https://www.eliteprospects.com/player/738/henrik-sedin,2000-2001,nhl,Henrik Sedin,C,FW
Kenny Jönsson (D),New York Islanders,65,8,21,29,0.45,30,-22,https://www.eliteprospects.com/player/717/kenny-jonsson,2000-2001,nhl,Kenny Jönsson,D,DEF
Jim Dowd (C),Minnesota Wild,68,7,22,29,0.43,80,-6,https://www.eliteprospects.com/player/8739/jim-dowd,2000-2001,nhl,Jim Dowd,C,FW
David Tanabe (D),Carolina Hurricanes,74,7,22,29,0.39,42,-9,https://www.eliteprospects.com/player/8773/david-tanabe,2000-2001,nhl,David Tanabe,D,DEF
Václav Prospal (LW/C),totals,74,5,24,29,0.39,22,-1,https://www.eliteprospects.com/player/8641/vaclav-prospal,2000-2001,nhl,Václav Prospal,LW/C,FW
Bryan McCabe (D),Toronto Maple Leafs,82,5,24,29,0.35,123,16,https://www.eliteprospects.com/player/4727/bryan-mccabe,2000-2001,nhl,Bryan McCabe,D,DEF
Travis Green (C),Phoenix Coyotes,69,13,15,28,0.41,63,-11,https://www.eliteprospects.com/player/9168/travis-green,2000-2001,nhl,Travis Green,C,FW
Steve Guolla (C),Atlanta Thrashers,63,12,16,28,0.44,23,-6,https://www.eliteprospects.com/player/8290/steve-guolla,2000-2001,nhl,Steve Guolla,C,FW
Craig Darby (C),Montréal Canadiens,78,12,16,28,0.36,16,-17,https://www.eliteprospects.com/player/14735/craig-darby,2000-2001,nhl,Craig Darby,C,FW
Antti Laaksonen (LW),Minnesota Wild,82,12,16,28,0.34,24,-7,https://www.eliteprospects.com/player/2675/antti-laaksonen,2000-2001,nhl,Antti Laaksonen,LW,FW
Dean McAmmond (LW),totals,71,11,17,28,0.39,43,3,https://www.eliteprospects.com/player/8972/dean-mcammond,2000-2001,nhl,Dean McAmmond,LW,FW
Donald Brashear (LW),Vancouver Canucks,79,9,19,28,0.35,145,0,https://www.eliteprospects.com/player/9094/donald-brashear,2000-2001,nhl,Donald Brashear,LW,FW
Mattias Öhlund (D),Vancouver Canucks,65,8,20,28,0.43,46,-16,https://www.eliteprospects.com/player/749/mattias-ohlund,2000-2001,nhl,Mattias Öhlund,D,DEF
Robert Svehla (D),Florida Panthers,82,6,22,28,0.34,76,-8,https://www.eliteprospects.com/player/1909/robert-svehla,2000-2001,nhl,Robert Svehla,D,DEF
Derek Morris (D),Calgary Flames,51,5,23,28,0.55,56,-15,https://www.eliteprospects.com/player/8963/derek-morris,2000-2001,nhl,Derek Morris,D,DEF
Adrian Aucoin (D),totals,73,4,24,28,0.38,45,5,https://www.eliteprospects.com/player/5530/adrian-aucoin,2000-2001,nhl,Adrian Aucoin,D,DEF
Hnat Domenichelli (LW),Atlanta Thrashers,63,15,12,27,0.43,18,-9,https://www.eliteprospects.com/player/10650/hnat-domenichelli,2000-2001,nhl,Hnat Domenichelli,LW,FW
Tomi Kallio (RW),Atlanta Thrashers,56,14,13,27,0.48,22,-3,https://www.eliteprospects.com/player/2092/tomi-kallio,2000-2001,nhl,Tomi Kallio,RW,FW
Matt Cooke (LW),Vancouver Canucks,81,14,13,27,0.33,94,5,https://www.eliteprospects.com/player/8549/matt-cooke,2000-2001,nhl,Matt Cooke,LW,FW
Marian Cisar (RW),Nashville Predators,60,12,15,27,0.45,45,-7,https://www.eliteprospects.com/player/69862/marian-cisar,2000-2001,nhl,Marian Cisar,RW,FW
Bates Battaglia (LW),Carolina Hurricanes,80,12,15,27,0.34,76,-14,https://www.eliteprospects.com/player/10213/bates-battaglia,2000-2001,nhl,Bates Battaglia,LW,FW
Jamie Heward (D),Columbus Blue Jackets,69,11,16,27,0.39,33,3,https://www.eliteprospects.com/player/9049/jamie-heward,2000-2001,nhl,Jamie Heward,D,DEF
Stacy Roest (C),Minnesota Wild,76,7,20,27,0.36,20,3,https://www.eliteprospects.com/player/10835/stacy-roest,2000-2001,nhl,Stacy Roest,C,FW
Dainius Zubrus (W/C),totals,61,13,13,26,0.43,37,-11,https://www.eliteprospects.com/player/8632/dainius-zubrus,2000-2001,nhl,Dainius Zubrus,W/C,FW
Bill Muckalt (RW),New York Islanders,60,11,15,26,0.43,33,-4,https://www.eliteprospects.com/player/69936/bill-muckalt,2000-2001,nhl,Bill Muckalt,RW,FW
Claude Lemieux (RW),Phoenix Coyotes,46,10,16,26,0.57,58,1,https://www.eliteprospects.com/player/24783/claude-lemieux,2000-2001,nhl,Claude Lemieux,RW,FW
Adam Graves (LW),New York Rangers,82,10,16,26,0.32,77,-16,https://www.eliteprospects.com/player/9666/adam-graves,2000-2001,nhl,Adam Graves,LW,FW
Randy Robitaille (C),Nashville Predators,62,9,17,26,0.42,12,-11,https://www.eliteprospects.com/player/8822/randy-robitaille,2000-2001,nhl,Randy Robitaille,C,FW
Turner Stevenson (RW),New Jersey Devils,69,8,18,26,0.38,97,11,https://www.eliteprospects.com/player/25592/turner-stevenson,2000-2001,nhl,Turner Stevenson,RW,FW
Garry Valk (LW/RW),Toronto Maple Leafs,74,8,18,26,0.35,46,4,https://www.eliteprospects.com/player/66981/garry-valk,2000-2001,nhl,Garry Valk,LW/RW,FW
Shayne Corson (LW),Toronto Maple Leafs,77,8,18,26,0.34,189,1,https://www.eliteprospects.com/player/21878/shayne-corson,2000-2001,nhl,Shayne Corson,LW,FW
Drake Berehowsky (D),totals,80,7,19,26,0.33,121,-9,https://www.eliteprospects.com/player/5535/drake-berehowsky,2000-2001,nhl,Drake Berehowsky,D,DEF
Kim Johnsson (D),New York Rangers,75,5,21,26,0.35,40,-3,https://www.eliteprospects.com/player/698/kim-johnsson,2000-2001,nhl,Kim Johnsson,D,DEF
Anders Eriksson (D),totals,73,2,24,26,0.36,30,-2,https://www.eliteprospects.com/player/471/anders-eriksson,2000-2001,nhl,Anders Eriksson,D,DEF
Justin Williams (RW),Philadelphia Flyers,63,12,13,25,0.40,22,6,https://www.eliteprospects.com/player/4506/justin-williams,2000-2001,nhl,Justin Williams,RW,FW
Alexander Korolyuk (RW/LW),San Jose Sharks,70,12,13,25,0.36,41,2,https://www.eliteprospects.com/player/10195/alexander-korolyuk,2000-2001,nhl,Alexander Korolyuk,RW/LW,FW
Kimmo Timonen (D),Nashville Predators,82,12,13,25,0.30,50,-6,https://www.eliteprospects.com/player/2664/kimmo-timonen,2000-2001,nhl,Kimmo Timonen,D,DEF
Brad May (LW),Phoenix Coyotes,62,11,14,25,0.40,107,10,https://www.eliteprospects.com/player/8971/brad-may,2000-2001,nhl,Brad May,LW,FW
Chris Herperger (C),Chicago Blackhawks,61,10,15,25,0.41,20,0,https://www.eliteprospects.com/player/10829/chris-herperger,2000-2001,nhl,Chris Herperger,C,FW
Mathieu Dandenault (D/RW),Detroit Red Wings,73,10,15,25,0.34,38,11,https://www.eliteprospects.com/player/8763/mathieu-dandenault,2000-2001,nhl,Mathieu Dandenault,D/RW,DEF
Peter White (C),Philadelphia Flyers,77,9,16,25,0.32,16,1,https://www.eliteprospects.com/player/8470/peter-white,2000-2001,nhl,Peter White,C,FW
Ted Donato (LW),Dallas Stars,65,8,17,25,0.38,26,6,https://www.eliteprospects.com/player/32184/ted-donato,2000-2001,nhl,Ted Donato,LW,FW
Kris Draper (C),Detroit Red Wings,75,8,17,25,0.33,38,17,https://www.eliteprospects.com/player/9142/kris-draper,2000-2001,nhl,Kris Draper,C,FW
Martin Skoula (D),Colorado Avalanche,82,8,17,25,0.30,38,8,https://www.eliteprospects.com/player/8598/martin-skoula,2000-2001,nhl,Martin Skoula,D,DEF
Steve Duchesne (D),Detroit Red Wings,54,6,19,25,0.46,48,9,https://www.eliteprospects.com/player/21626/steve-duchesne,2000-2001,nhl,Steve Duchesne,D,DEF
Jyrki Lumme (D),Phoenix Coyotes,58,4,21,25,0.43,44,3,https://www.eliteprospects.com/player/2666/jyrki-lumme,2000-2001,nhl,Jyrki Lumme,D,DEF
Mike Keane (RW),Dallas Stars,67,10,14,24,0.36,35,4,https://www.eliteprospects.com/player/25136/mike-keane,2000-2001,nhl,Mike Keane,RW,FW
Aaron Gavey (C),Minnesota Wild,75,10,14,24,0.32,52,-8,https://www.eliteprospects.com/player/9684/aaron-gavey,2000-2001,nhl,Aaron Gavey,C,FW
Rob DiMaio (RW),Carolina Hurricanes,74,6,18,24,0.32,54,-14,https://www.eliteprospects.com/player/8760/rob-dimaio,2000-2001,nhl,Rob DiMaio,RW,FW
Dmitry Yushkevich (D),Toronto Maple Leafs,81,5,19,24,0.30,52,-2,https://www.eliteprospects.com/player/18636/dmitry-yushkevich,2000-2001,nhl,Dmitry Yushkevich,D,DEF
Mikko Eloranta (LW),Boston Bruins,62,12,11,23,0.37,38,2,https://www.eliteprospects.com/player/2686/mikko-eloranta,2000-2001,nhl,Mikko Eloranta,LW,FW
Shean Donovan (RW),Atlanta Thrashers,63,12,11,23,0.37,47,-14,https://www.eliteprospects.com/player/8571/shean-donovan,2000-2001,nhl,Shean Donovan,RW,FW
Greg Adams (LW),Florida Panthers,60,11,12,23,0.38,10,-3,https://www.eliteprospects.com/player/40890/greg-adams,2000-2001,nhl,Greg Adams,LW,FW
Oleg Saprykin (LW),Calgary Flames,59,9,14,23,0.39,43,4,https://www.eliteprospects.com/player/8589/oleg-saprykin,2000-2001,nhl,Oleg Saprykin,LW,FW
Juha Ylönen (C),Phoenix Coyotes,69,9,14,23,0.33,38,10,https://www.eliteprospects.com/player/2704/juha-ylonen,2000-2001,nhl,Juha Ylönen,C,FW
Josef Beránek (C/LW),Pittsburgh Penguins,70,9,14,23,0.33,43,-7,https://www.eliteprospects.com/player/10865/josef-beranek,2000-2001,nhl,Josef Beránek,C/LW,FW
Per-Johan Axelsson (LW),Boston Bruins,81,8,15,23,0.28,27,-12,https://www.eliteprospects.com/player/694/per-johan-axelsson,2000-2001,nhl,Per-Johan Axelsson,LW,FW
Deron Quint (D),Columbus Blue Jackets,57,7,16,23,0.40,16,-19,https://www.eliteprospects.com/player/11363/deron-quint,2000-2001,nhl,Deron Quint,D,DEF
Shaun Van Allen (C),Dallas Stars,59,7,16,23,0.39,16,5,https://www.eliteprospects.com/player/42653/shaun-van-allen,2000-2001,nhl,Shaun Van Allen,C,FW
Alexander Khavanov (D),St. Louis Blues,74,7,16,23,0.31,52,16,https://www.eliteprospects.com/player/8659/alexander-khavanov,2000-2001,nhl,Alexander Khavanov,D,DEF
Andrei Markov (D),Montréal Canadiens,63,6,17,23,0.37,18,-6,https://www.eliteprospects.com/player/8579/andrei-markov,2000-2001,nhl,Andrei Markov,D,DEF
Mike Eastwood (C),St. Louis Blues,77,6,17,23,0.30,28,4,https://www.eliteprospects.com/player/69415/mike-eastwood,2000-2001,nhl,Mike Eastwood,C,FW
Jan Bulis (C/LW),totals,51,5,18,23,0.45,26,-1,https://www.eliteprospects.com/player/8368/jan-bulis,2000-2001,nhl,Jan Bulis,C/LW,FW
Len Barrie (C),Florida Panthers,60,5,18,23,0.38,135,4,https://www.eliteprospects.com/player/31290/len-barrie,2000-2001,nhl,Len Barrie,C,FW
Jason Woolley (D),Buffalo Sabres,67,5,18,23,0.34,46,0,https://www.eliteprospects.com/player/8833/jason-woolley,2000-2001,nhl,Jason Woolley,D,DEF
Brad Stuart (D),San Jose Sharks,77,5,18,23,0.30,56,10,https://www.eliteprospects.com/player/3669/brad-stuart,2000-2001,nhl,Brad Stuart,D,DEF
Igor Ulanov (D),Edmonton Oilers,67,3,20,23,0.34,90,15,https://www.eliteprospects.com/player/8843/igor-ulanov,2000-2001,nhl,Igor Ulanov,D,DEF
Derian Hatcher (D),Dallas Stars,80,2,21,23,0.29,77,5,https://www.eliteprospects.com/player/8842/derian-hatcher,2000-2001,nhl,Derian Hatcher,D,DEF
Ville Nieminen (LW/RW),Colorado Avalanche,50,14,8,22,0.44,38,8,https://www.eliteprospects.com/player/2661/ville-nieminen,2000-2001,nhl,Ville Nieminen,LW/RW,FW
Darren McCarty (RW),Detroit Red Wings,72,12,10,22,0.31,123,-5,https://www.eliteprospects.com/player/8973/darren-mccarty,2000-2001,nhl,Darren McCarty,RW,FW
Nelson Emerson (RW),Los Angeles Kings,78,11,11,22,0.28,54,-13,https://www.eliteprospects.com/player/21569/nelson-emerson,2000-2001,nhl,Nelson Emerson,RW,FW
Doug Brown (RW),Detroit Red Wings,60,9,13,22,0.37,14,0,https://www.eliteprospects.com/player/69495/doug-brown,2000-2001,nhl,Doug Brown,RW,FW
Steve Staios (D),Atlanta Thrashers,70,9,13,22,0.31,137,-23,https://www.eliteprospects.com/player/5677/steve-staios,2000-2001,nhl,Steve Staios,D,DEF
Mike Comrie (C),Edmonton Oilers,41,8,14,22,0.54,14,6,https://www.eliteprospects.com/player/4701/mike-comrie,2000-2001,nhl,Mike Comrie,C,FW
Sergei Krivokrasov (RW),Minnesota Wild,54,7,15,22,0.41,20,-1,https://www.eliteprospects.com/player/18730/sergei-krivokrasov,2000-2001,nhl,Sergei Krivokrasov,RW,FW
Alexander Kharitonov (LW),Tampa Bay Lightning,66,7,15,22,0.33,8,-9,https://www.eliteprospects.com/player/12452/alexander-kharitonov,2000-2001,nhl,Alexander Kharitonov,LW,FW
Bruce Gardiner (C),Columbus Blue Jackets,73,7,15,22,0.30,78,-1,https://www.eliteprospects.com/player/3572/bruce-gardiner,2000-2001,nhl,Bruce Gardiner,C,FW
Trevor Letowski (RW),Phoenix Coyotes,77,7,15,22,0.29,32,-2,https://www.eliteprospects.com/player/8777/trevor-letowski,2000-2001,nhl,Trevor Letowski,RW,FW
