player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def
Sebastian Aho (C/W),Carolina Hurricanes,82,30,53,83,1.01,26,25,https://www.eliteprospects.com/player/152111/sebastian-aho,2018-2019,nhl,Sebastian Aho,C/W,FW
Brent Burns (D),San Jose Sharks,82,16,67,83,1.01,34,13,https://www.eliteprospects.com/player/9103/brent-burns,2018-2019,nhl,Brent Burns,D,DEF
Sean Monahan (C),Calgary Flames,78,34,48,82,1.05,12,7,https://www.eliteprospects.com/player/85013/sean-monahan,2018-2019,nhl,Sean Monahan,C,FW
Jack Eichel (C),Buffalo Sabres,77,28,54,82,1.06,26,-11,https://www.eliteprospects.com/player/191959/jack-eichel,2018-2019,nhl,Jack Eichel,C,FW
Phil Kessel (RW),Pittsburgh Penguins,82,27,55,82,1.00,28,-19,https://www.eliteprospects.com/player/8793/phil-kessel,2018-2019,nhl,Phil Kessel,RW,FW
David Pastrnak (RW/LW),Boston Bruins,66,38,43,81,1.23,32,6,https://www.eliteprospects.com/player/130383/david-pastrnak,2018-2019,nhl,David Pastrnak,RW/LW,FW
Jonathan Toews (C),Chicago Blackhawks,82,35,46,81,0.99,40,2,https://www.eliteprospects.com/player/8792/jonathan-toews,2018-2019,nhl,Jonathan Toews,C,FW
Tyler Seguin (C/RW),Dallas Stars,82,33,47,80,0.98,18,17,https://www.eliteprospects.com/player/23807/tyler-seguin,2018-2019,nhl,Tyler Seguin,C/RW,FW
Patrice Bergeron (C),Boston Bruins,65,32,47,79,1.22,30,23,https://www.eliteprospects.com/player/9079/patrice-bergeron,2018-2019,nhl,Patrice Bergeron,C,FW
Elias Lindholm (C/RW),Calgary Flames,81,27,51,78,0.96,20,30,https://www.eliteprospects.com/player/33387/elias-lindholm,2018-2019,nhl,Elias Lindholm,C/RW,FW
Matthew Tkachuk (LW/RW),Calgary Flames,80,34,43,77,0.96,62,14,https://www.eliteprospects.com/player/233030/matthew-tkachuk,2018-2019,nhl,Matthew Tkachuk,LW/RW,FW
Ryan O'Reilly (C),St. Louis Blues,82,28,49,77,0.94,12,22,https://www.eliteprospects.com/player/14371/ryan-o-reilly,2018-2019,nhl,Ryan O'Reilly,C,FW
Alex DeBrincat (LW/RW),Chicago Blackhawks,82,41,35,76,0.93,15,0,https://www.eliteprospects.com/player/231275/alex-debrincat,2018-2019,nhl,Alex DeBrincat,LW/RW,FW
Jake Guentzel (LW),Pittsburgh Penguins,82,40,36,76,0.93,26,13,https://www.eliteprospects.com/player/199870/jake-guentzel,2018-2019,nhl,Jake Guentzel,LW,FW
Sean Couturier (C),Philadelphia Flyers,80,33,43,76,0.95,34,2,https://www.eliteprospects.com/player/32885/sean-couturier,2018-2019,nhl,Sean Couturier,C,FW
Teuvo Teräväinen (C/W),Carolina Hurricanes,82,21,55,76,0.93,12,30,https://www.eliteprospects.com/player/44567/teuvo-teravainen,2018-2019,nhl,Teuvo Teräväinen,C/W,FW
Gabriel Landeskog (LW/RW),Colorado Avalanche,73,34,41,75,1.03,51,17,https://www.eliteprospects.com/player/10393/gabriel-landeskog,2018-2019,nhl,Gabriel Landeskog,LW/RW,FW
Tomas Hertl (C/LW),San Jose Sharks,77,35,39,74,0.96,18,5,https://www.eliteprospects.com/player/56038/tomas-hertl,2018-2019,nhl,Tomas Hertl,C/LW,FW
Mika Zibanejad (C/RW),New York Rangers,82,30,44,74,0.90,47,-12,https://www.eliteprospects.com/player/23856/mika-zibanejad,2018-2019,nhl,Mika Zibanejad,C/RW,FW
Nicklas Bäckström (C),Washington Capitals,80,22,52,74,0.93,30,2,https://www.eliteprospects.com/player/3682/nicklas-backstrom,2018-2019,nhl,Nicklas Bäckström,C,FW
Mark Giordano (D),Calgary Flames,78,17,57,74,0.95,69,39,https://www.eliteprospects.com/player/9161/mark-giordano,2018-2019,nhl,Mark Giordano,D,DEF
Auston Matthews (C/LW),Toronto Maple Leafs,68,37,36,73,1.07,12,-9,https://www.eliteprospects.com/player/199898/auston-matthews,2018-2019,nhl,Auston Matthews,C/LW,FW
Mark Stone (RW),totals,77,33,40,73,0.95,27,17,https://www.eliteprospects.com/player/32806/mark-stone,2018-2019,nhl,Mark Stone,RW,FW
Dylan Larkin (C),Detroit Red Wings,76,32,41,73,0.96,75,-6,https://www.eliteprospects.com/player/177693/dylan-larkin,2018-2019,nhl,Dylan Larkin,C,FW
David Krejčí (C),Boston Bruins,81,20,53,73,0.90,16,7,https://www.eliteprospects.com/player/9226/david-krejci,2018-2019,nhl,David Krejčí,C,FW
Alexander Radulov (RW),Dallas Stars,70,29,43,72,1.03,54,22,https://www.eliteprospects.com/player/8794/alexander-radulov,2018-2019,nhl,Alexander Radulov,RW,FW
Max Domi (C/W),Montréal Canadiens,82,28,44,72,0.88,80,20,https://www.eliteprospects.com/player/95484/max-domi,2018-2019,nhl,Max Domi,C/W,FW
Yevgeni Malkin (C),Pittsburgh Penguins,68,21,51,72,1.06,89,-25,https://www.eliteprospects.com/player/4231/yevgeni-malkin,2018-2019,nhl,Yevgeni Malkin,C,FW
Yevgeni Kuznetsov (C/RW),Washington Capitals,76,21,51,72,0.95,50,7,https://www.eliteprospects.com/player/34777/yevgeni-kuznetsov,2018-2019,nhl,Yevgeni Kuznetsov,C/RW,FW
Morgan Rielly (D),Toronto Maple Leafs,82,20,52,72,0.88,14,24,https://www.eliteprospects.com/player/41184/morgan-rielly,2018-2019,nhl,Morgan Rielly,D,DEF
Mike Hoffman (LW/C),Florida Panthers,82,36,34,70,0.85,30,-24,https://www.eliteprospects.com/player/18800/mike-hoffman,2018-2019,nhl,Mike Hoffman,LW/C,FW
Matt Duchene (C/LW),totals,73,31,39,70,0.96,8,-3,https://www.eliteprospects.com/player/12571/matt-duchene,2018-2019,nhl,Matt Duchene,C/LW,FW
Yevgeni Dadonov (RW/LW),Florida Panthers,82,28,42,70,0.85,8,-6,https://www.eliteprospects.com/player/11859/yevgeni-dadonov,2018-2019,nhl,Yevgeni Dadonov,RW/LW,FW
Logan Couture (C/LW),San Jose Sharks,81,27,43,70,0.86,22,-6,https://www.eliteprospects.com/player/11109/logan-couture,2018-2019,nhl,Logan Couture,C/LW,FW
John Carlson (D),Washington Capitals,80,13,57,70,0.88,34,21,https://www.eliteprospects.com/player/18590/john-carlson,2018-2019,nhl,John Carlson,D,DEF
Cam Atkinson (RW/LW),Columbus Blue Jackets,80,41,28,69,0.86,20,3,https://www.eliteprospects.com/player/19166/cam-atkinson,2018-2019,nhl,Cam Atkinson,RW/LW,FW
Ryan Nugent-Hopkins (C/W),Edmonton Oilers,82,28,41,69,0.84,26,-13,https://www.eliteprospects.com/player/25636/ryan-nugent-hopkins,2018-2019,nhl,Ryan Nugent-Hopkins,C/W,FW
Vladimir Tarasenko (RW/LW),St. Louis Blues,76,33,35,68,0.89,22,8,https://www.eliteprospects.com/player/24787/vladimir-tarasenko,2018-2019,nhl,Vladimir Tarasenko,RW/LW,FW
Kyle Connor (LW),Winnipeg Jets,82,34,32,66,0.80,18,-7,https://www.eliteprospects.com/player/177671/kyle-connor,2018-2019,nhl,Kyle Connor,LW,FW
Timo Meier (RW/LW),San Jose Sharks,78,30,36,66,0.85,55,9,https://www.eliteprospects.com/player/95921/timo-meier,2018-2019,nhl,Timo Meier,RW/LW,FW
Elias Pettersson (C/W),Vancouver Canucks,71,28,38,66,0.93,12,3,https://www.eliteprospects.com/player/266336/elias-pettersson,2018-2019,nhl,Elias Pettersson,C/W,FW
Jakub Voráček (RW),Philadelphia Flyers,78,20,46,66,0.85,25,-16,https://www.eliteprospects.com/player/9285/jakub-voracek,2018-2019,nhl,Jakub Voráček,RW,FW
Sam Reinhart (C/RW),Buffalo Sabres,82,22,43,65,0.79,16,-10,https://www.eliteprospects.com/player/95032/sam-reinhart,2018-2019,nhl,Sam Reinhart,C/RW,FW
Joe Pavelski (C/RW),San Jose Sharks,75,38,26,64,0.85,22,-4,https://www.eliteprospects.com/player/10372/joe-pavelski,2018-2019,nhl,Joe Pavelski,C/RW,FW
Ryan Johansen (C),Nashville Predators,80,14,50,64,0.80,42,7,https://www.eliteprospects.com/player/45512/ryan-johansen,2018-2019,nhl,Ryan Johansen,C,FW
Jeff Skinner (C/LW),Buffalo Sabres,82,40,23,63,0.77,36,0,https://www.eliteprospects.com/player/23668/jeff-skinner,2018-2019,nhl,Jeff Skinner,C/LW,FW
Mathew Barzal (C/RW),New York Islanders,82,18,44,62,0.76,46,-5,https://www.eliteprospects.com/player/186310/mathew-barzal,2018-2019,nhl,Mathew Barzal,C/RW,FW
Keith Yandle (D),Florida Panthers,82,9,53,62,0.76,50,-17,https://www.eliteprospects.com/player/10247/keith-yandle,2018-2019,nhl,Keith Yandle,D,DEF
Zach Parise (LW/RW),Minnesota Wild,74,28,33,61,0.82,26,-2,https://www.eliteprospects.com/player/8903/zach-parise,2018-2019,nhl,Zach Parise,LW/RW,FW
Bo Horvat (C),Vancouver Canucks,82,27,34,61,0.74,33,-4,https://www.eliteprospects.com/player/117012/bo-horvat,2018-2019,nhl,Bo Horvat,C,FW
Pierre-Luc Dubois (C/LW),Columbus Blue Jackets,82,27,34,61,0.74,64,16,https://www.eliteprospects.com/player/252480/pierre-luc-dubois,2018-2019,nhl,Pierre-Luc Dubois,C/LW,FW
Gustav Nyquist (C/W),totals,81,22,38,60,0.74,12,1,https://www.eliteprospects.com/player/6223/gustav-nyquist,2018-2019,nhl,Gustav Nyquist,C/W,FW
Anze Kopitar (C),Los Angeles Kings,81,22,38,60,0.74,30,-20,https://www.eliteprospects.com/player/4233/anze-kopitar,2018-2019,nhl,Anze Kopitar,C,FW
Erik Gustafsson (D),Chicago Blackhawks,79,17,43,60,0.76,34,-6,https://www.eliteprospects.com/player/15372/erik-gustafsson,2018-2019,nhl,Erik Gustafsson,D,DEF
Jonathan Marchessault (LW/RW),Vegas Golden Knights,82,25,34,59,0.72,52,2,https://www.eliteprospects.com/player/32872/jonathan-marchessault,2018-2019,nhl,Jonathan Marchessault,LW/RW,FW
Tyson Barrie (D),Colorado Avalanche,78,14,45,59,0.76,36,-3,https://www.eliteprospects.com/player/15127/tyson-barrie,2018-2019,nhl,Tyson Barrie,D,DEF
Tomas Tatar (LW/RW),Montréal Canadiens,80,25,33,58,0.73,34,21,https://www.eliteprospects.com/player/17750/tomas-tatar,2018-2019,nhl,Tomas Tatar,LW/RW,FW
Dylan Strome (C),totals,78,20,37,57,0.73,20,-8,https://www.eliteprospects.com/player/228107/dylan-strome,2018-2019,nhl,Dylan Strome,C,FW
Evander Kane (LW/RW),San Jose Sharks,75,30,26,56,0.75,153,-4,https://www.eliteprospects.com/player/14657/evander-kane,2018-2019,nhl,Evander Kane,LW/RW,FW
Brock Boeser (RW/LW),Vancouver Canucks,69,26,30,56,0.81,22,-2,https://www.eliteprospects.com/player/248381/brock-boeser,2018-2019,nhl,Brock Boeser,RW/LW,FW
Ryan Dzingel (C/W),totals,78,26,30,56,0.72,29,-9,https://www.eliteprospects.com/player/49315/ryan-dzingel,2018-2019,nhl,Ryan Dzingel,C/W,FW
William Karlsson (C),Vegas Golden Knights,82,24,32,56,0.68,16,1,https://www.eliteprospects.com/player/19432/william-karlsson,2018-2019,nhl,William Karlsson,C,FW
Kevin Labanc (RW/LW),San Jose Sharks,82,17,39,56,0.68,36,-1,https://www.eliteprospects.com/player/133841/kevin-labanc,2018-2019,nhl,Kevin Labanc,RW/LW,FW
Kris Letang (D),Pittsburgh Penguins,65,16,40,56,0.86,48,13,https://www.eliteprospects.com/player/9189/kris-letang,2018-2019,nhl,Kris Letang,D,DEF
Josh Bailey (RW/C),New York Islanders,82,16,40,56,0.68,21,8,https://www.eliteprospects.com/player/14013/josh-bailey,2018-2019,nhl,Josh Bailey,RW/C,FW
Roman Josi (D),Nashville Predators,82,15,41,56,0.68,42,9,https://www.eliteprospects.com/player/12668/roman-josi,2018-2019,nhl,Roman Josi,D,DEF
Kevin Hayes (C/LW),totals,71,19,36,55,0.77,12,-2,https://www.eliteprospects.com/player/40243/kevin-hayes,2018-2019,nhl,Kevin Hayes,C/LW,FW
Thomas Chabot (D),Ottawa Senators,70,14,41,55,0.79,32,-12,https://www.eliteprospects.com/player/213607/thomas-chabot,2018-2019,nhl,Thomas Chabot,D,DEF
Andreas Athanasiou (C/W),Detroit Red Wings,76,30,24,54,0.71,38,-9,https://www.eliteprospects.com/player/86009/andreas-athanasiou,2018-2019,nhl,Andreas Athanasiou,C/W,FW
T.J. Oshie (RW),Washington Capitals,69,25,29,54,0.78,36,5,https://www.eliteprospects.com/player/9209/t.j.-oshie,2018-2019,nhl,T.J. Oshie,RW,FW
Brayden Schenn (C/W),St. Louis Blues,72,17,37,54,0.75,40,3,https://www.eliteprospects.com/player/14739/brayden-schenn,2018-2019,nhl,Brayden Schenn,C/W,FW
Mikael Granlund (C/W),totals,79,16,38,54,0.68,24,-8,https://www.eliteprospects.com/player/16037/mikael-granlund,2018-2019,nhl,Mikael Granlund,C/W,FW
Victor Hedman (D),Tampa Bay Lightning,70,12,42,54,0.77,44,24,https://www.eliteprospects.com/player/6007/victor-hedman,2018-2019,nhl,Victor Hedman,D,DEF
Jamie Benn (LW/C),Dallas Stars,78,27,26,53,0.68,56,14,https://www.eliteprospects.com/player/15399/jamie-benn,2018-2019,nhl,Jamie Benn,LW/C,FW
Brock Nelson (C),New York Islanders,82,25,28,53,0.65,28,20,https://www.eliteprospects.com/player/74997/brock-nelson,2018-2019,nhl,Brock Nelson,C,FW
Nino Niederreiter (RW/LW),totals,82,23,30,53,0.65,30,-4,https://www.eliteprospects.com/player/17679/nino-niederreiter,2018-2019,nhl,Nino Niederreiter,RW/LW,FW
Justin Williams (RW),Carolina Hurricanes,82,23,30,53,0.65,44,-4,https://www.eliteprospects.com/player/4506/justin-williams,2018-2019,nhl,Justin Williams,RW,FW
Reilly Smith (RW/LW),Vegas Golden Knights,74,19,34,53,0.72,14,13,https://www.eliteprospects.com/player/33903/reilly-smith,2018-2019,nhl,Reilly Smith,RW/LW,FW
Jonathan Drouin (LW/C),Montréal Canadiens,81,18,35,53,0.65,26,-8,https://www.eliteprospects.com/player/118657/jonathan-drouin,2018-2019,nhl,Jonathan Drouin,LW/C,FW
Phillip Danault (C/LW),Montréal Canadiens,81,12,41,53,0.65,39,17,https://www.eliteprospects.com/player/45282/phillip-danault,2018-2019,nhl,Phillip Danault,C/LW,FW
Torey Krug (D),Boston Bruins,64,6,47,53,0.83,33,-2,https://www.eliteprospects.com/player/37747/torey-krug,2018-2019,nhl,Torey Krug,D,DEF
Brendan Gallagher (RW),Montréal Canadiens,82,33,19,52,0.63,49,10,https://www.eliteprospects.com/player/25705/brendan-gallagher,2018-2019,nhl,Brendan Gallagher,RW,FW
Chris Kreider (LW/RW),New York Rangers,79,28,24,52,0.66,57,4,https://www.eliteprospects.com/player/37998/chris-kreider,2018-2019,nhl,Chris Kreider,LW/RW,FW
Eric Staal (C),Minnesota Wild,81,22,30,52,0.64,34,-7,https://www.eliteprospects.com/player/3656/eric-staal,2018-2019,nhl,Eric Staal,C,FW
Alex Tuch (RW/C),Vegas Golden Knights,74,20,32,52,0.70,8,13,https://www.eliteprospects.com/player/178526/alex-tuch,2018-2019,nhl,Alex Tuch,RW/C,FW
Anders Lee (LW),New York Islanders,82,28,23,51,0.62,58,20,https://www.eliteprospects.com/player/19068/anders-lee,2018-2019,nhl,Anders Lee,LW,FW
Dustin Brown (RW/LW),Los Angeles Kings,72,22,29,51,0.71,24,-17,https://www.eliteprospects.com/player/9099/dustin-brown,2018-2019,nhl,Dustin Brown,RW/LW,FW
Joe Thornton (C),San Jose Sharks,73,16,35,51,0.70,20,8,https://www.eliteprospects.com/player/3670/joe-thornton,2018-2019,nhl,Joe Thornton,C,FW
Patrik Laine (LW/RW),Winnipeg Jets,82,30,20,50,0.61,42,-24,https://www.eliteprospects.com/player/221667/patrik-laine,2018-2019,nhl,Patrik Laine,LW/RW,FW
Filip Forsberg (W/C),Nashville Predators,64,28,22,50,0.78,26,8,https://www.eliteprospects.com/player/29626/filip-forsberg,2018-2019,nhl,Filip Forsberg,W/C,FW
Kyle Palmieri (RW),New Jersey Devils,74,27,23,50,0.68,42,-9,https://www.eliteprospects.com/player/17508/kyle-palmieri,2018-2019,nhl,Kyle Palmieri,RW,FW
Jacob Trouba (D),Winnipeg Jets,82,8,42,50,0.61,58,8,https://www.eliteprospects.com/player/90349/jacob-trouba,2018-2019,nhl,Jacob Trouba,D,DEF
Travis Konecny (RW/LW),Philadelphia Flyers,82,24,25,49,0.60,40,-4,https://www.eliteprospects.com/player/205148/travis-konecny,2018-2019,nhl,Travis Konecny,RW/LW,FW
Carl Söderberg (C),Colorado Avalanche,82,23,26,49,0.60,26,-5,https://www.eliteprospects.com/player/665/carl-soderberg,2018-2019,nhl,Carl Söderberg,C,FW
Viktor Arvidsson (LW/RW),Nashville Predators,58,34,14,48,0.83,26,12,https://www.eliteprospects.com/player/27484/viktor-arvidsson,2018-2019,nhl,Viktor Arvidsson,LW/RW,FW
James van Riemsdyk (LW/RW),Philadelphia Flyers,66,27,21,48,0.73,18,-10,https://www.eliteprospects.com/player/9324/james-van-riemsdyk,2018-2019,nhl,James van Riemsdyk,LW/RW,FW
Anthony Mantha (RW/LW),Detroit Red Wings,67,25,23,48,0.72,30,-8,https://www.eliteprospects.com/player/104045/anthony-mantha,2018-2019,nhl,Anthony Mantha,RW/LW,FW
Yanni Gourde (C/W),Tampa Bay Lightning,80,22,26,48,0.60,66,9,https://www.eliteprospects.com/player/37303/yanni-gourde,2018-2019,nhl,Yanni Gourde,C/W,FW
Ryan Getzlaf (C),Anaheim Ducks,67,14,34,48,0.72,58,-19,https://www.eliteprospects.com/player/8526/ryan-getzlaf,2018-2019,nhl,Ryan Getzlaf,C,FW
Chris Tierney (C),Ottawa Senators,81,9,39,48,0.59,26,-22,https://www.eliteprospects.com/player/92677/chris-tierney,2018-2019,nhl,Chris Tierney,C,FW
Tyler Johnson (C/RW),Tampa Bay Lightning,80,29,18,47,0.59,28,15,https://www.eliteprospects.com/player/12078/tyler-johnson,2018-2019,nhl,Tyler Johnson,C/RW,FW
Josh Anderson (RW/LW),Columbus Blue Jackets,82,27,20,47,0.57,60,25,https://www.eliteprospects.com/player/95853/josh-anderson,2018-2019,nhl,Josh Anderson,RW/LW,FW
Jakub Vrána (LW/RW),Washington Capitals,82,24,23,47,0.57,27,20,https://www.eliteprospects.com/player/101250/jakub-vrana,2018-2019,nhl,Jakub Vrána,LW/RW,FW
Brandon Saad (LW/RW),Chicago Blackhawks,80,23,24,47,0.59,12,-9,https://www.eliteprospects.com/player/31264/brandon-saad,2018-2019,nhl,Brandon Saad,LW/RW,FW
Tyler Bertuzzi (LW/RW),Detroit Red Wings,73,21,26,47,0.64,36,11,https://www.eliteprospects.com/player/125028/tyler-bertuzzi,2018-2019,nhl,Tyler Bertuzzi,LW/RW,FW
Mikael Backlund (C/LW),Calgary Flames,77,21,26,47,0.61,52,34,https://www.eliteprospects.com/player/4295/mikael-backlund,2018-2019,nhl,Mikael Backlund,C/LW,FW
Andrew Shaw (RW/C),Montréal Canadiens,63,19,28,47,0.75,71,17,https://www.eliteprospects.com/player/37671/andrew-shaw,2018-2019,nhl,Andrew Shaw,RW/C,FW
Nico Hischier (C/LW),New Jersey Devils,69,17,30,47,0.68,24,0,https://www.eliteprospects.com/player/116244/nico-hischier,2018-2019,nhl,Nico Hischier,C/LW,FW
Clayton Keller (RW/LW),Arizona Coyotes,82,14,33,47,0.57,24,-21,https://www.eliteprospects.com/player/226432/clayton-keller,2018-2019,nhl,Clayton Keller,RW/LW,FW
J.T. Miller (C/W),Tampa Bay Lightning,75,13,34,47,0.63,30,8,https://www.eliteprospects.com/player/38624/j.t.-miller,2018-2019,nhl,J.T. Miller,C/W,FW
Ryan Suter (D),Minnesota Wild,82,7,40,47,0.57,41,-8,https://www.eliteprospects.com/player/8897/ryan-suter,2018-2019,nhl,Ryan Suter,D,DEF
David Perron (LW/RW),St. Louis Blues,57,23,23,46,0.81,46,3,https://www.eliteprospects.com/player/11123/david-perron,2018-2019,nhl,David Perron,LW/RW,FW
Brett Connolly (RW),Washington Capitals,81,22,24,46,0.57,24,13,https://www.eliteprospects.com/player/23297/brett-connolly,2018-2019,nhl,Brett Connolly,RW,FW
Travis Zajac (C/RW),New Jersey Devils,80,19,27,46,0.58,20,-25,https://www.eliteprospects.com/player/10232/travis-zajac,2018-2019,nhl,Travis Zajac,C/RW,FW
Jeff Petry (D),Montréal Canadiens,82,13,33,46,0.56,28,-5,https://www.eliteprospects.com/player/12265/jeff-petry,2018-2019,nhl,Jeff Petry,D,DEF
Seth Jones (D),Columbus Blue Jackets,75,9,37,46,0.61,28,1,https://www.eliteprospects.com/player/90355/seth-jones,2018-2019,nhl,Seth Jones,D,DEF
Ryan McDonagh (D),Tampa Bay Lightning,82,9,37,46,0.56,34,38,https://www.eliteprospects.com/player/11458/ryan-mcdonagh,2018-2019,nhl,Ryan McDonagh,D,DEF
Brady Tkachuk (LW),Ottawa Senators,71,22,23,45,0.63,75,-10,https://www.eliteprospects.com/player/201473/brady-tkachuk,2018-2019,nhl,Brady Tkachuk,LW,FW
John Klingberg (D),Dallas Stars,64,10,35,45,0.70,12,6,https://www.eliteprospects.com/player/21717/john-klingberg,2018-2019,nhl,John Klingberg,D,DEF
Drew Doughty (D),Los Angeles Kings,82,8,37,45,0.55,44,-34,https://www.eliteprospects.com/player/10430/drew-doughty,2018-2019,nhl,Drew Doughty,D,DEF
Erik Karlsson (D),San Jose Sharks,53,3,42,45,0.85,22,6,https://www.eliteprospects.com/player/9878/erik-karlsson,2018-2019,nhl,Erik Karlsson,D,DEF
Kasperi Kapanen (RW/LW),Toronto Maple Leafs,78,20,24,44,0.56,27,12,https://www.eliteprospects.com/player/92226/kasperi-kapanen,2018-2019,nhl,Kasperi Kapanen,RW/LW,FW
Nazem Kadri (C/LW),Toronto Maple Leafs,73,16,28,44,0.60,43,-2,https://www.eliteprospects.com/player/14728/nazem-kadri,2018-2019,nhl,Nazem Kadri,C/LW,FW
Oliver Ekman Larsson (D),Arizona Coyotes,81,14,30,44,0.54,52,-16,https://www.eliteprospects.com/player/7693/oliver-ekman-larsson,2018-2019,nhl,Oliver Ekman Larsson,D,DEF
Zach Werenski (D),Columbus Blue Jackets,82,11,33,44,0.54,18,-12,https://www.eliteprospects.com/player/186311/zach-werenski,2018-2019,nhl,Zach Werenski,D,DEF
Rasmus Dahlin (D),Buffalo Sabres,82,9,35,44,0.54,34,-13,https://www.eliteprospects.com/player/310545/rasmus-dahlin,2018-2019,nhl,Rasmus Dahlin,D,DEF
Mattias Ekholm (D),Nashville Predators,80,8,36,44,0.55,47,27,https://www.eliteprospects.com/player/8373/mattias-ekholm,2018-2019,nhl,Mattias Ekholm,D,DEF
Jakob Silfverberg (RW/LW),Anaheim Ducks,73,24,19,43,0.59,28,-9,https://www.eliteprospects.com/player/6562/jakob-silfverberg,2018-2019,nhl,Jakob Silfverberg,RW/LW,FW
Andreas Johnsson (LW/RW),Toronto Maple Leafs,73,20,23,43,0.59,32,14,https://www.eliteprospects.com/player/43991/andreas-johnsson,2018-2019,nhl,Andreas Johnsson,LW/RW,FW
Rickard Rakell (W/C),Anaheim Ducks,69,18,25,43,0.62,27,-13,https://www.eliteprospects.com/player/17435/rickard-rakell,2018-2019,nhl,Rickard Rakell,W/C,FW
Jared Spurgeon (D),Minnesota Wild,82,14,29,43,0.52,20,-1,https://www.eliteprospects.com/player/11611/jared-spurgeon,2018-2019,nhl,Jared Spurgeon,D,DEF
Rasmus Ristolainen (D),Buffalo Sabres,78,5,38,43,0.55,38,-41,https://www.eliteprospects.com/player/43497/rasmus-ristolainen,2018-2019,nhl,Rasmus Ristolainen,D,DEF
Jake DeBrusk (LW),Boston Bruins,68,27,15,42,0.62,18,2,https://www.eliteprospects.com/player/84242/jake-debrusk,2018-2019,nhl,Jake DeBrusk,LW,FW
