player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def
Lauri Korpikoski (LW/RW),Edmonton Oilers,71,10,12,22,0.31,10,-17,https://www.eliteprospects.com/player/4219/lauri-korpikoski,2015-2016,nhl,Lauri Korpikoski,LW/RW,FW
Riley Nash (C),Carolina Hurricanes,64,9,13,22,0.34,18,-5,https://www.eliteprospects.com/player/12507/riley-nash,2015-2016,nhl,Riley Nash,C,FW
Alexandre Burrows (RW/LW),Vancouver Canucks,79,9,13,22,0.28,49,-13,https://www.eliteprospects.com/player/10224/alexandre-burrows,2015-2016,nhl,Alexandre Burrows,RW/LW,FW
Nikolai Kulyomin (LW/RW),New York Islanders,81,9,13,22,0.27,22,13,https://www.eliteprospects.com/player/9258/nikolai-kulyomin,2015-2016,nhl,Nikolai Kulyomin,LW/RW,FW
Jaden Schwartz (LW),St. Louis Blues,33,8,14,22,0.67,8,8,https://www.eliteprospects.com/player/33907/jaden-schwartz,2015-2016,nhl,Jaden Schwartz,LW,FW
J.T. Brown (RW),Tampa Bay Lightning,78,8,14,22,0.28,59,16,https://www.eliteprospects.com/player/37802/j.t.-brown,2015-2016,nhl,J.T. Brown,RW,FW
Nick Holden (D),Colorado Avalanche,82,6,16,22,0.27,24,-1,https://www.eliteprospects.com/player/11700/nick-holden,2015-2016,nhl,Nick Holden,D,DEF
Noah Hanifin (D),Carolina Hurricanes,79,4,18,22,0.28,22,-14,https://www.eliteprospects.com/player/177710/noah-hanifin,2015-2016,nhl,Noah Hanifin,D,DEF
John Mitchell (C/LW),Colorado Avalanche,71,10,11,21,0.30,52,-7,https://www.eliteprospects.com/player/11487/john-mitchell,2015-2016,nhl,John Mitchell,C/LW,FW
Matt Moulson (LW/RW),Buffalo Sabres,81,8,13,21,0.26,16,-5,https://www.eliteprospects.com/player/9744/matt-moulson,2015-2016,nhl,Matt Moulson,LW/RW,FW
Luke Glendening (C/RW),Detroit Red Wings,81,8,13,21,0.26,46,4,https://www.eliteprospects.com/player/38233/luke-glendening,2015-2016,nhl,Luke Glendening,C/RW,FW
Scott Laughton (C/LW),Philadelphia Flyers,71,7,14,21,0.30,34,-2,https://www.eliteprospects.com/player/76690/scott-laughton,2015-2016,nhl,Scott Laughton,C/LW,FW
Alexander Burmistrov (C),Winnipeg Jets,81,7,14,21,0.26,32,-11,https://www.eliteprospects.com/player/22927/alexander-burmistrov,2015-2016,nhl,Alexander Burmistrov,C,FW
John-Michael Liles (D),totals,81,6,15,21,0.26,18,-10,https://www.eliteprospects.com/player/8734/john-michael-liles,2015-2016,nhl,John-Michael Liles,D,DEF
Jacob Trouba (D),Winnipeg Jets,81,6,15,21,0.26,62,10,https://www.eliteprospects.com/player/90349/jacob-trouba,2015-2016,nhl,Jacob Trouba,D,DEF
Travis Hamonic (D),New York Islanders,72,5,16,21,0.29,35,-5,https://www.eliteprospects.com/player/17519/travis-hamonic,2015-2016,nhl,Travis Hamonic,D,DEF
Marco Scandella (D),Minnesota Wild,73,5,16,21,0.29,22,6,https://www.eliteprospects.com/player/17520/marco-scandella,2015-2016,nhl,Marco Scandella,D,DEF
Andrej Sustr (D),Tampa Bay Lightning,77,4,17,21,0.27,30,-2,https://www.eliteprospects.com/player/44405/andrej-sustr,2015-2016,nhl,Andrej Sustr,D,DEF
Johnny Oduya (D),Dallas Stars,82,4,17,21,0.26,26,8,https://www.eliteprospects.com/player/1015/johnny-oduya,2015-2016,nhl,Johnny Oduya,D,DEF
Karl Alzner (D),Washington Capitals,82,4,17,21,0.26,26,14,https://www.eliteprospects.com/player/10429/karl-alzner,2015-2016,nhl,Karl Alzner,D,DEF
Damon Severson (D),New Jersey Devils,72,1,20,21,0.29,32,-8,https://www.eliteprospects.com/player/55867/damon-severson,2015-2016,nhl,Damon Severson,D,DEF
Brian Boyle (C/LW),Tampa Bay Lightning,76,13,7,20,0.26,57,-7,https://www.eliteprospects.com/player/11429/brian-boyle,2015-2016,nhl,Brian Boyle,C/LW,FW
Viktor Stålberg (LW),New York Rangers,75,9,11,20,0.27,22,6,https://www.eliteprospects.com/player/4202/viktor-stalberg,2015-2016,nhl,Viktor Stålberg,LW,FW
William Karlsson (C),Columbus Blue Jackets,81,9,11,20,0.25,6,-9,https://www.eliteprospects.com/player/19432/william-karlsson,2015-2016,nhl,William Karlsson,C,FW
Chris Stewart (RW/LW),Anaheim Ducks,56,8,12,20,0.36,73,2,https://www.eliteprospects.com/player/10442/chris-stewart,2015-2016,nhl,Chris Stewart,RW/LW,FW
Danny DeKeyser (D),Detroit Red Wings,78,8,12,20,0.26,44,2,https://www.eliteprospects.com/player/46947/danny-dekeyser,2015-2016,nhl,Danny DeKeyser,D,DEF
Chris Tierney (C),San Jose Sharks,79,7,13,20,0.25,20,-16,https://www.eliteprospects.com/player/92677/chris-tierney,2015-2016,nhl,Chris Tierney,C,FW
Alexander Edler (D),Vancouver Canucks,52,6,14,20,0.38,46,-8,https://www.eliteprospects.com/player/4081/alexander-edler,2015-2016,nhl,Alexander Edler,D,DEF
Curtis Lazar (C/W),Ottawa Senators,76,6,14,20,0.26,18,-1,https://www.eliteprospects.com/player/81116/curtis-lazar,2015-2016,nhl,Curtis Lazar,C/W,FW
Paul Martin (D),San Jose Sharks,78,3,17,20,0.26,22,13,https://www.eliteprospects.com/player/8778/paul-martin,2015-2016,nhl,Paul Martin,D,DEF
Jaccob Slavin (D),Carolina Hurricanes,63,2,18,20,0.32,8,1,https://www.eliteprospects.com/player/97621/jaccob-slavin,2015-2016,nhl,Jaccob Slavin,D,DEF
Torrey Mitchell (C/RW),Montréal Canadiens,71,11,8,19,0.27,51,2,https://www.eliteprospects.com/player/11438/torrey-mitchell,2015-2016,nhl,Torrey Mitchell,C/RW,FW
Melker Karlsson (RW/C),San Jose Sharks,65,10,9,19,0.29,16,5,https://www.eliteprospects.com/player/10014/melker-karlsson,2015-2016,nhl,Melker Karlsson,RW/C,FW
Matt Martin (LW),New York Islanders,80,10,9,19,0.24,119,2,https://www.eliteprospects.com/player/19225/matt-martin,2015-2016,nhl,Matt Martin,LW,FW
Reid Boucher (RW),New Jersey Devils,39,8,11,19,0.49,6,-13,https://www.eliteprospects.com/player/38620/reid-boucher,2015-2016,nhl,Reid Boucher,RW,FW
David Schlemko (D),New Jersey Devils,67,6,13,19,0.28,16,-22,https://www.eliteprospects.com/player/11665/david-schlemko,2015-2016,nhl,David Schlemko,D,DEF
Olli Määttä (D),Pittsburgh Penguins,67,6,13,19,0.28,22,27,https://www.eliteprospects.com/player/43543/olli-maatta,2015-2016,nhl,Olli Määttä,D,DEF
Daniel Winnik (W/C),totals,76,6,13,19,0.25,38,4,https://www.eliteprospects.com/player/11480/daniel-winnik,2015-2016,nhl,Daniel Winnik,W/C,FW
Ron Hainsey (D),Carolina Hurricanes,81,5,14,19,0.23,37,-13,https://www.eliteprospects.com/player/9037/ron-hainsey,2015-2016,nhl,Ron Hainsey,D,DEF
Kris Russell (D),totals,62,4,15,19,0.31,10,-5,https://www.eliteprospects.com/player/9188/kris-russell,2015-2016,nhl,Kris Russell,D,DEF
John Moore (D),New Jersey Devils,73,4,15,19,0.26,28,-12,https://www.eliteprospects.com/player/30901/john-moore,2015-2016,nhl,John Moore,D,DEF
Jay Bouwmeester (D),St. Louis Blues,72,3,16,19,0.26,18,-4,https://www.eliteprospects.com/player/3659/jay-bouwmeester,2015-2016,nhl,Jay Bouwmeester,D,DEF
Dennis Wideman (D),Calgary Flames,51,2,17,19,0.37,30,-9,https://www.eliteprospects.com/player/8826/dennis-wideman,2015-2016,nhl,Dennis Wideman,D,DEF
Nathan Beaulieu (D),Montréal Canadiens,64,2,17,19,0.30,55,-6,https://www.eliteprospects.com/player/37422/nathan-beaulieu,2015-2016,nhl,Nathan Beaulieu,D,DEF
Paul Byron (LW/C),Montréal Canadiens,62,11,7,18,0.29,11,-9,https://www.eliteprospects.com/player/15036/paul-byron,2015-2016,nhl,Paul Byron,LW/C,FW
David Jones (RW),totals,75,11,7,18,0.24,10,-7,https://www.eliteprospects.com/player/11426/david-jones,2015-2016,nhl,David Jones,RW,FW
Vincent Lecavalier (C),totals,49,10,8,18,0.37,22,0,https://www.eliteprospects.com/player/3667/vincent-lecavalier,2015-2016,nhl,Vincent Lecavalier,C,FW
Jared McCann (C/W),Vancouver Canucks,69,9,9,18,0.26,32,-6,https://www.eliteprospects.com/player/189369/jared-mccann,2015-2016,nhl,Jared McCann,C/W,FW
Mike Santorelli (C),Anaheim Ducks,70,9,9,18,0.26,8,-4,https://www.eliteprospects.com/player/11417/mike-santorelli,2015-2016,nhl,Mike Santorelli,C,FW
Michael Grabner (LW/RW),Toronto Maple Leafs,80,9,9,18,0.23,12,-4,https://www.eliteprospects.com/player/8494/michael-grabner,2015-2016,nhl,Michael Grabner,LW/RW,FW
Jonathan Marchessault (LW/RW),Tampa Bay Lightning,45,7,11,18,0.40,17,-10,https://www.eliteprospects.com/player/32872/jonathan-marchessault,2015-2016,nhl,Jonathan Marchessault,LW/RW,FW
Tommy Wingels (C/W),San Jose Sharks,68,7,11,18,0.26,63,-10,https://www.eliteprospects.com/player/19230/tommy-wingels,2015-2016,nhl,Tommy Wingels,C/W,FW
Zemgus Girgensons (W/C),Buffalo Sabres,71,7,11,18,0.25,20,0,https://www.eliteprospects.com/player/59843/zemgus-girgensons,2015-2016,nhl,Zemgus Girgensons,W/C,FW
Thomas Hickey (D),New York Islanders,62,6,12,18,0.29,30,9,https://www.eliteprospects.com/player/11617/thomas-hickey,2015-2016,nhl,Thomas Hickey,D,DEF
Matt Bartkowski (D),Vancouver Canucks,80,6,12,18,0.23,50,-19,https://www.eliteprospects.com/player/16707/matt-bartkowski,2015-2016,nhl,Matt Bartkowski,D,DEF
Kevan Miller (D),Boston Bruins,71,5,13,18,0.25,53,15,https://www.eliteprospects.com/player/38281/kevan-miller,2015-2016,nhl,Kevan Miller,D,DEF
Justin Schultz (D),totals,63,4,14,18,0.29,16,-15,https://www.eliteprospects.com/player/18241/justin-schultz,2015-2016,nhl,Justin Schultz,D,DEF
Christopher Tanev (D),Vancouver Canucks,69,4,14,18,0.26,8,-8,https://www.eliteprospects.com/player/39601/christopher-tanev,2015-2016,nhl,Christopher Tanev,D,DEF
Micheal Ferland (LW/RW),Calgary Flames,71,4,14,18,0.25,45,-15,https://www.eliteprospects.com/player/45473/micheal-ferland,2015-2016,nhl,Micheal Ferland,LW/RW,FW
Adam Larsson (D),New Jersey Devils,82,3,15,18,0.22,77,15,https://www.eliteprospects.com/player/10713/adam-larsson,2015-2016,nhl,Adam Larsson,D,DEF
Patrick Eaves (RW/LW),Dallas Stars,54,11,6,17,0.31,27,-5,https://www.eliteprospects.com/player/9144/patrick-eaves,2015-2016,nhl,Patrick Eaves,RW/LW,FW
Johan Larsson (C),Buffalo Sabres,74,10,7,17,0.23,27,-4,https://www.eliteprospects.com/player/9009/johan-larsson,2015-2016,nhl,Johan Larsson,C,FW
Jay Beagle (C/RW),Washington Capitals,57,8,9,17,0.30,24,0,https://www.eliteprospects.com/player/14825/jay-beagle,2015-2016,nhl,Jay Beagle,C/RW,FW
Matt Nieto (LW/RW),San Jose Sharks,67,8,9,17,0.25,10,-8,https://www.eliteprospects.com/player/20723/matt-nieto,2015-2016,nhl,Matt Nieto,LW/RW,FW
Phil Di Giuseppe (LW/RW),Carolina Hurricanes,41,7,10,17,0.41,18,0,https://www.eliteprospects.com/player/62746/phil-di-giuseppe,2015-2016,nhl,Phil Di Giuseppe,LW/RW,FW
Sven Andrighetto (W/C),Montréal Canadiens,44,7,10,17,0.39,6,1,https://www.eliteprospects.com/player/70426/sven-andrighetto,2015-2016,nhl,Sven Andrighetto,W/C,FW
Adam Lowry (C/LW),Winnipeg Jets,74,7,10,17,0.23,53,-9,https://www.eliteprospects.com/player/45633/adam-lowry,2015-2016,nhl,Adam Lowry,C/LW,FW
Shane Prince (LW),totals,62,6,11,17,0.27,10,5,https://www.eliteprospects.com/player/32724/shane-prince,2015-2016,nhl,Shane Prince,LW,FW
Connor Murphy (D),Arizona Coyotes,78,6,11,17,0.22,48,5,https://www.eliteprospects.com/player/45417/connor-murphy,2015-2016,nhl,Connor Murphy,D,DEF
Matt Stajan (C),Calgary Flames,80,6,11,17,0.21,52,-4,https://www.eliteprospects.com/player/8889/matt-stajan,2015-2016,nhl,Matt Stajan,C,FW
Joseph Blandisi (C/LW),New Jersey Devils,41,5,12,17,0.41,34,-14,https://www.eliteprospects.com/player/99041/joseph-blandisi,2015-2016,nhl,Joseph Blandisi,C/LW,FW
Kevin Connauton (D),totals,65,5,12,17,0.26,60,7,https://www.eliteprospects.com/player/38032/kevin-connauton,2015-2016,nhl,Kevin Connauton,D,DEF
Cody Franson (D),Buffalo Sabres,59,4,13,17,0.29,26,-5,https://www.eliteprospects.com/player/10431/cody-franson,2015-2016,nhl,Cody Franson,D,DEF
Alexander Petrovic (D),Florida Panthers,66,2,15,17,0.26,90,17,https://www.eliteprospects.com/player/32778/alexander-petrovic,2015-2016,nhl,Alexander Petrovic,D,DEF
Dan Girardi (D),New York Rangers,74,2,15,17,0.23,20,18,https://www.eliteprospects.com/player/11025/dan-girardi,2015-2016,nhl,Dan Girardi,D,DEF
Dmitri Kulikov (D),Florida Panthers,74,1,16,17,0.23,51,8,https://www.eliteprospects.com/player/11866/dmitri-kulikov,2015-2016,nhl,Dmitri Kulikov,D,DEF
Ryan White (C/RW),Philadelphia Flyers,73,11,5,16,0.22,101,-9,https://www.eliteprospects.com/player/11050/ryan-white,2015-2016,nhl,Ryan White,C/RW,FW
Sam Gagner (C/RW),Philadelphia Flyers,53,8,8,16,0.30,25,4,https://www.eliteprospects.com/player/10425/sam-gagner,2015-2016,nhl,Sam Gagner,C/RW,FW
Viktor Arvidsson (LW/RW),Nashville Predators,56,8,8,16,0.29,35,-8,https://www.eliteprospects.com/player/27484/viktor-arvidsson,2015-2016,nhl,Viktor Arvidsson,LW/RW,FW
Trevor Lewis (C/RW),Los Angeles Kings,75,8,8,16,0.21,20,-10,https://www.eliteprospects.com/player/10461/trevor-lewis,2015-2016,nhl,Trevor Lewis,C/RW,FW
Milan Michálek (LW/RW),totals,45,7,9,16,0.36,18,0,https://www.eliteprospects.com/player/8586/milan-michalek,2015-2016,nhl,Milan Michálek,LW/RW,FW
Jeff Petry (D),Montréal Canadiens,51,5,11,16,0.31,16,-6,https://www.eliteprospects.com/player/12265/jeff-petry,2015-2016,nhl,Jeff Petry,D,DEF
Justin Fontaine (RW),Minnesota Wild,60,5,11,16,0.27,20,3,https://www.eliteprospects.com/player/24903/justin-fontaine,2015-2016,nhl,Justin Fontaine,RW,FW
Derek Dorsett (RW),Vancouver Canucks,71,5,11,16,0.23,177,-13,https://www.eliteprospects.com/player/11666/derek-dorsett,2015-2016,nhl,Derek Dorsett,RW,FW
Marek Zidlicky (D),New York Islanders,53,4,12,16,0.30,20,5,https://www.eliteprospects.com/player/3633/marek-zidlicky,2015-2016,nhl,Marek Zidlicky,D,DEF
Brett Pesce (D),Carolina Hurricanes,69,4,12,16,0.23,16,-7,https://www.eliteprospects.com/player/121869/brett-pesce,2015-2016,nhl,Brett Pesce,D,DEF
Luke Schenn (D),totals,72,4,12,16,0.22,82,-2,https://www.eliteprospects.com/player/11400/luke-schenn,2015-2016,nhl,Luke Schenn,D,DEF
Colin Miller (D),Boston Bruins,42,3,13,16,0.38,39,0,https://www.eliteprospects.com/player/61228/colin-miller,2015-2016,nhl,Colin Miller,D,DEF
Tyler Kennedy (RW),New Jersey Devils,50,3,13,16,0.32,14,-14,https://www.eliteprospects.com/player/11535/tyler-kennedy,2015-2016,nhl,Tyler Kennedy,RW,FW
Nate Schmidt (D),Washington Capitals,72,2,14,16,0.22,16,12,https://www.eliteprospects.com/player/38039/nate-schmidt,2015-2016,nhl,Nate Schmidt,D,DEF
Calvin de Haan (D),New York Islanders,72,2,14,16,0.22,20,3,https://www.eliteprospects.com/player/23814/calvin-de-haan,2015-2016,nhl,Calvin de Haan,D,DEF
Tobias Enström (D),Winnipeg Jets,72,2,14,16,0.22,44,8,https://www.eliteprospects.com/player/594/tobias-enstrom,2015-2016,nhl,Tobias Enström,D,DEF
Roman Polák (D),totals,79,1,15,16,0.20,72,6,https://www.eliteprospects.com/player/9621/roman-polak,2015-2016,nhl,Roman Polák,D,DEF
Brian Dumoulin (D),Pittsburgh Penguins,79,0,16,16,0.20,14,11,https://www.eliteprospects.com/player/33896/brian-dumoulin,2015-2016,nhl,Brian Dumoulin,D,DEF
Patrik Berglund (C),St. Louis Blues,42,10,5,15,0.36,16,1,https://www.eliteprospects.com/player/3637/patrik-berglund,2015-2016,nhl,Patrik Berglund,C,FW
Sergei Kalinin (RW/C),New Jersey Devils,78,8,7,15,0.19,33,-9,https://www.eliteprospects.com/player/43871/sergei-kalinin,2015-2016,nhl,Sergei Kalinin,RW/C,FW
Colin Greening (C/LW),totals,31,7,8,15,0.48,13,-2,https://www.eliteprospects.com/player/15312/colin-greening,2015-2016,nhl,Colin Greening,C/LW,FW
Emerson Etem (RW/LW),totals,58,7,8,15,0.26,11,-12,https://www.eliteprospects.com/player/20718/emerson-etem,2015-2016,nhl,Emerson Etem,RW/LW,FW
Shawn Horcoff (C),Anaheim Ducks,59,6,9,15,0.25,34,1,https://www.eliteprospects.com/player/4375/shawn-horcoff,2015-2016,nhl,Shawn Horcoff,C,FW
Dominic Moore (C),New York Rangers,80,6,9,15,0.19,32,-2,https://www.eliteprospects.com/player/8964/dominic-moore,2015-2016,nhl,Dominic Moore,C,FW
Tom Kühnhackl (W/C),Pittsburgh Penguins,42,5,10,15,0.36,24,3,https://www.eliteprospects.com/player/17637/tom-kuhnhackl,2015-2016,nhl,Tom Kühnhackl,W/C,FW
Josh Manson (D),Anaheim Ducks,71,5,10,15,0.21,74,11,https://www.eliteprospects.com/player/47762/josh-manson,2015-2016,nhl,Josh Manson,D,DEF
Linden Vey (C),Vancouver Canucks,41,4,11,15,0.37,6,-14,https://www.eliteprospects.com/player/28422/linden-vey,2015-2016,nhl,Linden Vey,C,FW
Kevin Bieksa (D),Anaheim Ducks,71,4,11,15,0.21,99,-7,https://www.eliteprospects.com/player/9682/kevin-bieksa,2015-2016,nhl,Kevin Bieksa,D,DEF
Brendan Smith (D),Detroit Red Wings,63,3,12,15,0.24,62,1,https://www.eliteprospects.com/player/12506/brendan-smith,2015-2016,nhl,Brendan Smith,D,DEF
Jonathan Ericsson (D),Detroit Red Wings,71,3,12,15,0.21,56,2,https://www.eliteprospects.com/player/1346/jonathan-ericsson,2015-2016,nhl,Jonathan Ericsson,D,DEF
Marc Staal (D),New York Rangers,77,2,13,15,0.19,36,2,https://www.eliteprospects.com/player/9183/marc-staal,2015-2016,nhl,Marc Staal,D,DEF
Joffrey Lupul (RW),Toronto Maple Leafs,46,11,3,14,0.30,12,-10,https://www.eliteprospects.com/player/9001/joffrey-lupul,2015-2016,nhl,Joffrey Lupul,RW,FW
Andreas Athanasiou (C/W),Detroit Red Wings,37,9,5,14,0.38,5,1,https://www.eliteprospects.com/player/86009/andreas-athanasiou,2015-2016,nhl,Andreas Athanasiou,C/W,FW
Eric Fehr (C),Pittsburgh Penguins,55,8,6,14,0.25,19,0,https://www.eliteprospects.com/player/10352/eric-fehr,2015-2016,nhl,Eric Fehr,C,FW
Jack Skille (RW/LW),Colorado Avalanche,74,8,6,14,0.19,11,-4,https://www.eliteprospects.com/player/9217/jack-skille,2015-2016,nhl,Jack Skille,RW/LW,FW
Alex Chiasson (RW/C),Ottawa Senators,77,8,6,14,0.18,45,2,https://www.eliteprospects.com/player/32978/alex-chiasson,2015-2016,nhl,Alex Chiasson,RW/C,FW
Pierre-Édouard Bellemare (C/LW),Philadelphia Flyers,74,7,7,14,0.19,27,-8,https://www.eliteprospects.com/player/8339/pierre-edouard-bellemare,2015-2016,nhl,Pierre-Édouard Bellemare,C/LW,FW
Ryan Garbutt (W/C),totals,80,7,7,14,0.18,48,-11,https://www.eliteprospects.com/player/39057/ryan-garbutt,2015-2016,nhl,Ryan Garbutt,W/C,FW
Jack Johnson (D),Columbus Blue Jackets,60,6,8,14,0.23,25,-16,https://www.eliteprospects.com/player/9205/jack-johnson,2015-2016,nhl,Jack Johnson,D,DEF
Scottie Upshall (LW/RW),St. Louis Blues,70,6,8,14,0.20,44,5,https://www.eliteprospects.com/player/9512/scottie-upshall,2015-2016,nhl,Scottie Upshall,LW/RW,FW
Radko Gudas (D),Philadelphia Flyers,76,5,9,14,0.18,116,-3,https://www.eliteprospects.com/player/18085/radko-gudas,2015-2016,nhl,Radko Gudas,D,DEF
David Legwand (C),Buffalo Sabres,79,5,9,14,0.18,14,-4,https://www.eliteprospects.com/player/3668/david-legwand,2015-2016,nhl,David Legwand,C,FW
Jacob Josefson (C),New Jersey Devils,58,4,10,14,0.24,20,-21,https://www.eliteprospects.com/player/7655/jacob-josefson,2015-2016,nhl,Jacob Josefson,C,FW
Jake McCabe (D),Buffalo Sabres,77,4,10,14,0.18,51,6,https://www.eliteprospects.com/player/45419/jake-mccabe,2015-2016,nhl,Jake McCabe,D,DEF
Trevor van Riemsdyk (D),Chicago Blackhawks,82,3,11,14,0.17,31,-5,https://www.eliteprospects.com/player/60230/trevor-van-riemsdyk,2015-2016,nhl,Trevor van Riemsdyk,D,DEF
Chris VandeVelde (C/LW),Philadelphia Flyers,79,2,12,14,0.18,27,-7,https://www.eliteprospects.com/player/14870/chris-vandevelde,2015-2016,nhl,Chris VandeVelde,C/LW,FW
Brooks Laich (C/LW),totals,81,2,12,14,0.17,18,-13,https://www.eliteprospects.com/player/9518/brooks-laich,2015-2016,nhl,Brooks Laich,C/LW,FW
Brayden McNabb (D),Los Angeles Kings,81,2,12,14,0.17,92,11,https://www.eliteprospects.com/player/31079/brayden-mcnabb,2015-2016,nhl,Brayden McNabb,D,DEF
Erik Gustafsson (D),Chicago Blackhawks,41,0,14,14,0.34,4,11,https://www.eliteprospects.com/player/15372/erik-gustafsson,2015-2016,nhl,Erik Gustafsson,D,DEF
Andrew Desjardins (W/C),Chicago Blackhawks,77,8,5,13,0.17,30,-8,https://www.eliteprospects.com/player/14631/andrew-desjardins,2015-2016,nhl,Andrew Desjardins,W/C,FW
Cody McLeod (LW),Colorado Avalanche,82,8,5,13,0.16,138,1,https://www.eliteprospects.com/player/10411/cody-mcleod,2015-2016,nhl,Cody McLeod,LW,FW
Dwight King (LW/RW),Los Angeles Kings,47,7,6,13,0.28,24,-6,https://www.eliteprospects.com/player/12539/dwight-king,2015-2016,nhl,Dwight King,LW/RW,FW
Jake Virtanen (RW/LW),Vancouver Canucks,55,7,6,13,0.24,45,-7,https://www.eliteprospects.com/player/120197/jake-virtanen,2015-2016,nhl,Jake Virtanen,RW/LW,FW
Andrew Copp (C/LW),Winnipeg Jets,77,7,6,13,0.17,6,8,https://www.eliteprospects.com/player/101962/andrew-copp,2015-2016,nhl,Andrew Copp,C/LW,FW
William Nylander (W/C),Toronto Maple Leafs,22,6,7,13,0.59,4,1,https://www.eliteprospects.com/player/38703/william-nylander,2015-2016,nhl,William Nylander,W/C,FW
Chris Wideman (D),Ottawa Senators,64,6,7,13,0.20,34,4,https://www.eliteprospects.com/player/38081/chris-wideman,2015-2016,nhl,Chris Wideman,D,DEF
Derek MacKenzie (C/LW),Florida Panthers,64,6,7,13,0.20,36,7,https://www.eliteprospects.com/player/8567/derek-mackenzie,2015-2016,nhl,Derek MacKenzie,C/LW,FW
Iiro Pakarinen (RW/LW),Edmonton Oilers,63,5,8,13,0.21,8,-10,https://www.eliteprospects.com/player/30857/iiro-pakarinen,2015-2016,nhl,Iiro Pakarinen,RW/LW,FW
Chris Neil (RW),Ottawa Senators,80,5,8,13,0.16,165,-3,https://www.eliteprospects.com/player/8949/chris-neil,2015-2016,nhl,Chris Neil,RW,FW
Yevgeni Medvedev (D),Philadelphia Flyers,45,4,9,13,0.29,34,5,https://www.eliteprospects.com/player/16728/yevgeni-medvedev,2015-2016,nhl,Yevgeni Medvedev,D,DEF
Michael Del Zotto (D),Philadelphia Flyers,52,4,9,13,0.25,16,-8,https://www.eliteprospects.com/player/12112/michael-del-zotto,2015-2016,nhl,Michael Del Zotto,D,DEF
Josh Jooris (C/RW),Calgary Flames,59,4,9,13,0.22,39,-1,https://www.eliteprospects.com/player/76087/josh-jooris,2015-2016,nhl,Josh Jooris,C/RW,FW
Dmitrij Jaskin (RW/C),St. Louis Blues,65,4,9,13,0.20,26,3,https://www.eliteprospects.com/player/65564/dmitrij-jaskin,2015-2016,nhl,Dmitrij Jaskin,RW/C,FW
Andy Greene (D),New Jersey Devils,82,4,9,13,0.16,26,7,https://www.eliteprospects.com/player/9169/andy-greene,2015-2016,nhl,Andy Greene,D,DEF
Nick Spaling (C/LW),totals,58,3,10,13,0.22,24,-2,https://www.eliteprospects.com/player/12462/nick-spaling,2015-2016,nhl,Nick Spaling,C/LW,FW
Dan Hamhuis (D),Vancouver Canucks,58,3,10,13,0.22,28,-2,https://www.eliteprospects.com/player/9040/dan-hamhuis,2015-2016,nhl,Dan Hamhuis,D,DEF
Christian Ehrhoff (D),totals,48,2,11,13,0.27,34,-11,https://www.eliteprospects.com/player/8581/christian-ehrhoff,2015-2016,nhl,Christian Ehrhoff,D,DEF
Michal Rozsíval (D),Chicago Blackhawks,51,1,12,13,0.25,33,3,https://www.eliteprospects.com/player/8687/michal-rozsival,2015-2016,nhl,Michal Rozsíval,D,DEF
Ryan Carter (C),Minnesota Wild,60,7,5,12,0.20,48,-3,https://www.eliteprospects.com/player/11746/ryan-carter,2015-2016,nhl,Ryan Carter,C,FW
Beau Bennett (RW/LW),Pittsburgh Penguins,33,6,6,12,0.36,10,-1,https://www.eliteprospects.com/player/46980/beau-bennett,2015-2016,nhl,Beau Bennett,RW/LW,FW
Teemu Pulkkinen (RW),Detroit Red Wings,36,6,6,12,0.33,14,2,https://www.eliteprospects.com/player/16036/teemu-pulkkinen,2015-2016,nhl,Teemu Pulkkinen,RW,FW
Nicolas Deslauriers (LW/D),Buffalo Sabres,70,6,6,12,0.17,59,-14,https://www.eliteprospects.com/player/37437/nicolas-deslauriers,2015-2016,nhl,Nicolas Deslauriers,LW/D,DEF
Chris Thorburn (RW),Winnipeg Jets,82,6,6,12,0.15,81,-1,https://www.eliteprospects.com/player/8855/chris-thorburn,2015-2016,nhl,Chris Thorburn,RW,FW
Radek Faksa (C/LW),Dallas Stars,45,5,7,12,0.27,16,9,https://www.eliteprospects.com/player/98300/radek-faksa,2015-2016,nhl,Radek Faksa,C/LW,FW
Matt Hendricks (LW/C),Edmonton Oilers,68,5,7,12,0.18,82,2,https://www.eliteprospects.com/player/11554/matt-hendricks,2015-2016,nhl,Matt Hendricks,LW/C,FW
Marc Methot (D),Ottawa Senators,69,5,7,12,0.17,34,12,https://www.eliteprospects.com/player/10993/marc-methot,2015-2016,nhl,Marc Methot,D,DEF
Oscar Klefbom (D),Edmonton Oilers,30,4,8,12,0.40,6,-4,https://www.eliteprospects.com/player/16804/oscar-klefbom,2015-2016,nhl,Oscar Klefbom,D,DEF
Kyle Chipchura (C/W),Arizona Coyotes,70,4,8,12,0.17,38,-10,https://www.eliteprospects.com/player/9192/kyle-chipchura,2015-2016,nhl,Kyle Chipchura,C/W,FW
Jordie Benn (D),Dallas Stars,64,3,9,12,0.19,21,2,https://www.eliteprospects.com/player/19742/jordie-benn,2015-2016,nhl,Jordie Benn,D,DEF
Deryk Engelland (D),Calgary Flames,69,3,9,12,0.17,54,7,https://www.eliteprospects.com/player/13406/deryk-engelland,2015-2016,nhl,Deryk Engelland,D,DEF
