player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,player_name,position,fw_def
Pierre-Marc Bouchard (C),Minnesota Wild,37,9,13,22,0.59,18,-1,https://www.eliteprospects.com/player/9086/pierre-marc-bouchard,2011-2012,nhl,Pierre-Marc Bouchard,C,FW
Justin Faulk (D),Carolina Hurricanes,66,8,14,22,0.33,29,-16,https://www.eliteprospects.com/player/20715/justin-faulk,2011-2012,nhl,Justin Faulk,D,DEF
Justin Abdelkader (LW/RW),Detroit Red Wings,81,8,14,22,0.27,62,4,https://www.eliteprospects.com/player/10460/justin-abdelkader,2011-2012,nhl,Justin Abdelkader,LW/RW,FW
François Beauchemin (D),Anaheim Ducks,82,8,14,22,0.27,48,-14,https://www.eliteprospects.com/player/8529/francois-beauchemin,2011-2012,nhl,François Beauchemin,D,DEF
Stéphane Robidas (D),Dallas Stars,75,5,17,22,0.29,48,-5,https://www.eliteprospects.com/player/8731/stephane-robidas,2011-2012,nhl,Stéphane Robidas,D,DEF
Tom Gilbert (D),totals,67,3,19,22,0.33,20,-8,https://www.eliteprospects.com/player/11009/tom-gilbert,2011-2012,nhl,Tom Gilbert,D,DEF
Marek Zidlicky (D),totals,63,2,20,22,0.35,34,-6,https://www.eliteprospects.com/player/3633/marek-zidlicky,2011-2012,nhl,Marek Zidlicky,D,DEF
Luke Schenn (D),Toronto Maple Leafs,79,2,20,22,0.28,62,-6,https://www.eliteprospects.com/player/11400/luke-schenn,2011-2012,nhl,Luke Schenn,D,DEF
Eric Nystrom (LW),Dallas Stars,74,16,5,21,0.28,24,-10,https://www.eliteprospects.com/player/6669/eric-nystrom,2011-2012,nhl,Eric Nystrom,LW,FW
Jim Slater (C),Winnipeg Jets,78,13,8,21,0.27,42,-9,https://www.eliteprospects.com/player/8562/jim-slater,2011-2012,nhl,Jim Slater,C,FW
Ryan Johansen (C),Columbus Blue Jackets,67,9,12,21,0.31,24,-2,https://www.eliteprospects.com/player/45512/ryan-johansen,2011-2012,nhl,Ryan Johansen,C,FW
Vernon Fiddler (C/LW),Dallas Stars,82,8,13,21,0.26,60,-13,https://www.eliteprospects.com/player/9152/vernon-fiddler,2011-2012,nhl,Vernon Fiddler,C/LW,FW
Paul Gaustad (C),totals,70,7,14,21,0.3,76,-1,https://www.eliteprospects.com/player/8808/paul-gaustad,2011-2012,nhl,Paul Gaustad,C,FW
Sheldon Souray (D),Dallas Stars,64,6,15,21,0.33,73,11,https://www.eliteprospects.com/player/4505/sheldon-souray,2011-2012,nhl,Sheldon Souray,D,DEF
Jarret Stoll (C),Los Angeles Kings,78,6,15,21,0.27,60,2,https://www.eliteprospects.com/player/8895/jarret-stoll,2011-2012,nhl,Jarret Stoll,C,FW
Brad Stuart (D),Detroit Red Wings,81,6,15,21,0.26,29,16,https://www.eliteprospects.com/player/3669/brad-stuart,2011-2012,nhl,Brad Stuart,D,DEF
Cody Franson (D),Toronto Maple Leafs,57,5,16,21,0.37,22,-1,https://www.eliteprospects.com/player/10431/cody-franson,2011-2012,nhl,Cody Franson,D,DEF
Corey Potter (D),Edmonton Oilers,62,4,17,21,0.34,24,-16,https://www.eliteprospects.com/player/9404/corey-potter,2011-2012,nhl,Corey Potter,D,DEF
Kevin Klein (D),Nashville Predators,66,4,17,21,0.32,4,-8,https://www.eliteprospects.com/player/9507/kevin-klein,2011-2012,nhl,Kevin Klein,D,DEF
Radek Dvorak (RW),Dallas Stars,73,4,17,21,0.29,12,-16,https://www.eliteprospects.com/player/8599/radek-dvorak,2011-2012,nhl,Radek Dvorak,RW,FW
Matt Niskanen (D),Pittsburgh Penguins,75,4,17,21,0.28,47,9,https://www.eliteprospects.com/player/9214/matt-niskanen,2011-2012,nhl,Matt Niskanen,D,DEF
Ryan Wilson (D),Colorado Avalanche,59,1,20,21,0.36,33,11,https://www.eliteprospects.com/player/13843/ryan-wilson,2011-2012,nhl,Ryan Wilson,D,DEF
Eric Brewer (D),Tampa Bay Lightning,82,1,20,21,0.26,49,-5,https://www.eliteprospects.com/player/9095/eric-brewer,2011-2012,nhl,Eric Brewer,D,DEF
Derek Dorsett (RW),Columbus Blue Jackets,77,12,8,20,0.26,235,-11,https://www.eliteprospects.com/player/11666/derek-dorsett,2011-2012,nhl,Derek Dorsett,RW,FW
Luke Adam (C/LW),Buffalo Sabres,52,10,10,20,0.38,14,-6,https://www.eliteprospects.com/player/13785/luke-adam,2011-2012,nhl,Luke Adam,C/LW,FW
Mason Raymond (LW/RW),Vancouver Canucks,55,10,10,20,0.36,18,4,https://www.eliteprospects.com/player/11354/mason-raymond,2011-2012,nhl,Mason Raymond,LW/RW,FW
Ruslan Fedotenko (LW),New York Rangers,73,9,11,20,0.27,16,-7,https://www.eliteprospects.com/player/8638/ruslan-fedotenko,2011-2012,nhl,Ruslan Fedotenko,LW,FW
Anthony Stewart (RW),Carolina Hurricanes,77,9,11,20,0.26,30,-2,https://www.eliteprospects.com/player/8893/anthony-stewart,2011-2012,nhl,Anthony Stewart,RW,FW
Vyacheslav Voynov (D),Los Angeles Kings,54,8,12,20,0.37,12,12,https://www.eliteprospects.com/player/10627/vyacheslav-voynov,2011-2012,nhl,Vyacheslav Voynov,D,DEF
Vladimír Sobotka (C/LW),St. Louis Blues,73,5,15,20,0.27,42,12,https://www.eliteprospects.com/player/9227/vladimir-sobotka,2011-2012,nhl,Vladimír Sobotka,C/LW,FW
Ryan Whitney (D),Edmonton Oilers,51,3,17,20,0.39,16,-16,https://www.eliteprospects.com/player/9399/ryan-whitney,2011-2012,nhl,Ryan Whitney,D,DEF
Matt Gilroy (D),totals,67,3,17,20,0.3,18,2,https://www.eliteprospects.com/player/16717/matt-gilroy,2011-2012,nhl,Matt Gilroy,D,DEF
Shane O'Brien (D),Colorado Avalanche,76,3,17,20,0.26,105,2,https://www.eliteprospects.com/player/10228/shane-o-brien,2011-2012,nhl,Shane O'Brien,D,DEF
Tom Pyatt (C),Tampa Bay Lightning,74,12,7,19,0.26,8,-19,https://www.eliteprospects.com/player/9199/tom-pyatt,2011-2012,nhl,Tom Pyatt,C,FW
Taylor Pyatt (LW),Phoenix Coyotes,73,9,10,19,0.26,23,-4,https://www.eliteprospects.com/player/5372/taylor-pyatt,2011-2012,nhl,Taylor Pyatt,LW,FW
Torrey Mitchell (C/RW),San Jose Sharks,76,9,10,19,0.25,29,-6,https://www.eliteprospects.com/player/11438/torrey-mitchell,2011-2012,nhl,Torrey Mitchell,C/RW,FW
Maxim Lapierre (C),Vancouver Canucks,82,9,10,19,0.23,130,-3,https://www.eliteprospects.com/player/8988/maxim-lapierre,2011-2012,nhl,Maxim Lapierre,C,FW
Gabriel Bourque (LW),Nashville Predators,43,7,12,19,0.44,6,-2,https://www.eliteprospects.com/player/28421/gabriel-bourque,2011-2012,nhl,Gabriel Bourque,LW,FW
Adam Burish (RW/LW),Dallas Stars,65,6,13,19,0.29,76,6,https://www.eliteprospects.com/player/10196/adam-burish,2011-2012,nhl,Adam Burish,RW/LW,FW
Andrew MacDonald (D),New York Islanders,75,5,14,19,0.25,26,-5,https://www.eliteprospects.com/player/12406/andrew-macdonald,2011-2012,nhl,Andrew MacDonald,D,DEF
Chris Phillips (D),Ottawa Senators,80,5,14,19,0.24,16,12,https://www.eliteprospects.com/player/4719/chris-phillips,2011-2012,nhl,Chris Phillips,D,DEF
Jan Hejda (D),Colorado Avalanche,81,5,14,19,0.23,24,-17,https://www.eliteprospects.com/player/8365/jan-hejda,2011-2012,nhl,Jan Hejda,D,DEF
Carl Gunnarsson (D),Toronto Maple Leafs,76,4,15,19,0.25,20,-9,https://www.eliteprospects.com/player/2621/carl-gunnarsson,2011-2012,nhl,Carl Gunnarsson,D,DEF
Dmitri Orlov (D),Washington Capitals,60,3,16,19,0.32,18,1,https://www.eliteprospects.com/player/17758/dmitri-orlov,2011-2012,nhl,Dmitri Orlov,D,DEF
Carlo Colaiacovo (D),St. Louis Blues,64,2,17,19,0.3,22,7,https://www.eliteprospects.com/player/9117/carlo-colaiacovo,2011-2012,nhl,Carlo Colaiacovo,D,DEF
Brayden Schenn (C/W),Philadelphia Flyers,54,12,6,18,0.33,34,-7,https://www.eliteprospects.com/player/14739/brayden-schenn,2011-2012,nhl,Brayden Schenn,C/W,FW
Matt D'Agostini (RW/LW),St. Louis Blues,55,9,9,18,0.33,27,12,https://www.eliteprospects.com/player/11721/matt-d-agostini,2011-2012,nhl,Matt D'Agostini,RW/LW,FW
Matt Stajan (C),Calgary Flames,61,8,10,18,0.3,29,-3,https://www.eliteprospects.com/player/8889/matt-stajan,2011-2012,nhl,Matt Stajan,C,FW
Matthew Lombardi (C),Toronto Maple Leafs,62,8,10,18,0.29,10,-19,https://www.eliteprospects.com/player/8999/matthew-lombardi,2011-2012,nhl,Matthew Lombardi,C,FW
Manny Malhotra (C),Vancouver Canucks,78,7,11,18,0.23,14,-11,https://www.eliteprospects.com/player/5528/manny-malhotra,2011-2012,nhl,Manny Malhotra,C,FW
Mike Knuble (RW),Washington Capitals,72,6,12,18,0.25,32,-15,https://www.eliteprospects.com/player/4322/mike-knuble,2011-2012,nhl,Mike Knuble,RW,FW
Joel Ward (RW),Washington Capitals,73,6,12,18,0.25,20,12,https://www.eliteprospects.com/player/11014/joel-ward,2011-2012,nhl,Joel Ward,RW,FW
Nick Bonino (C),Anaheim Ducks,50,5,13,18,0.36,8,1,https://www.eliteprospects.com/player/14686/nick-bonino,2011-2012,nhl,Nick Bonino,C,FW
Craig Adams (RW),Pittsburgh Penguins,82,5,13,18,0.22,34,-6,https://www.eliteprospects.com/player/8756/craig-adams,2011-2012,nhl,Craig Adams,RW,FW
Yannick Weber (D),Montréal Canadiens,60,4,14,18,0.3,30,-7,https://www.eliteprospects.com/player/10615/yannick-weber,2011-2012,nhl,Yannick Weber,D,DEF
Johnny Oduya (D),totals,81,3,15,18,0.22,33,-6,https://www.eliteprospects.com/player/1015/johnny-oduya,2011-2012,nhl,Johnny Oduya,D,DEF
Anton Strålman (D),New York Rangers,53,2,16,18,0.34,20,9,https://www.eliteprospects.com/player/4152/anton-stralman,2011-2012,nhl,Anton Strålman,D,DEF
Adam Larsson (D),New Jersey Devils,65,2,16,18,0.28,20,-7,https://www.eliteprospects.com/player/10713/adam-larsson,2011-2012,nhl,Adam Larsson,D,DEF
Brooks Orpik (D),Pittsburgh Penguins,73,2,16,18,0.25,61,19,https://www.eliteprospects.com/player/8939/brooks-orpik,2011-2012,nhl,Brooks Orpik,D,DEF
Tim Gleason (D),Carolina Hurricanes,82,1,17,18,0.22,71,12,https://www.eliteprospects.com/player/9162/tim-gleason,2011-2012,nhl,Tim Gleason,D,DEF
Jay McClement (C/D),Colorado Avalanche,80,10,7,17,0.21,31,-8,https://www.eliteprospects.com/player/9517/jay-mcclement,2011-2012,nhl,Jay McClement,C/D,DEF
Simon Gagné (LW),Los Angeles Kings,34,7,10,17,0.5,18,-1,https://www.eliteprospects.com/player/8828/simon-gagne,2011-2012,nhl,Simon Gagné,LW,FW
Dustin Penner (LW),Los Angeles Kings,65,7,10,17,0.26,43,-7,https://www.eliteprospects.com/player/8540/dustin-penner,2011-2012,nhl,Dustin Penner,LW,FW
Joni Pitkänen (D),Carolina Hurricanes,30,5,12,17,0.57,16,-15,https://www.eliteprospects.com/player/2697/joni-pitkanen,2011-2012,nhl,Joni Pitkänen,D,DEF
Jared Cowen (D),Ottawa Senators,82,5,12,17,0.21,56,-4,https://www.eliteprospects.com/player/12107/jared-cowen,2011-2012,nhl,Jared Cowen,D,DEF
Brandon Prust (LW/RW),New York Rangers,82,5,12,17,0.21,156,-1,https://www.eliteprospects.com/player/8920/brandon-prust,2011-2012,nhl,Brandon Prust,LW/RW,FW
Grant Clitsome (D),totals,63,4,13,17,0.27,32,-9,https://www.eliteprospects.com/player/15053/grant-clitsome,2011-2012,nhl,Grant Clitsome,D,DEF
Deryk Engelland (D),Pittsburgh Penguins,73,4,13,17,0.23,56,10,https://www.eliteprospects.com/player/13406/deryk-engelland,2011-2012,nhl,Deryk Engelland,D,DEF
Andrew Desjardins (W/C),San Jose Sharks,76,4,13,17,0.22,47,4,https://www.eliteprospects.com/player/14631/andrew-desjardins,2011-2012,nhl,Andrew Desjardins,W/C,FW
Samuel Påhlsson (C),totals,80,4,13,17,0.21,34,-2,https://www.eliteprospects.com/player/732/samuel-pahlsson,2011-2012,nhl,Samuel Påhlsson,C,FW
Mark Fayne (D),New Jersey Devils,82,4,13,17,0.21,26,-4,https://www.eliteprospects.com/player/18011/mark-fayne,2011-2012,nhl,Mark Fayne,D,DEF
Karl Alzner (D),Washington Capitals,82,1,16,17,0.21,29,12,https://www.eliteprospects.com/player/10429/karl-alzner,2011-2012,nhl,Karl Alzner,D,DEF
Travis Moen (LW/RW),Montréal Canadiens,48,9,7,16,0.33,41,-3,https://www.eliteprospects.com/player/8535/travis-moen,2011-2012,nhl,Travis Moen,LW/RW,FW
Gregory Campbell (C),Boston Bruins,78,8,8,16,0.21,80,-3,https://www.eliteprospects.com/player/9105/gregory-campbell,2011-2012,nhl,Gregory Campbell,C,FW
Peter Mueller (RW/C),Colorado Avalanche,32,7,9,16,0.5,8,-3,https://www.eliteprospects.com/player/9220/peter-mueller,2011-2012,nhl,Peter Mueller,RW/C,FW
Bobby Butler (RW),Ottawa Senators,56,6,10,16,0.29,12,8,https://www.eliteprospects.com/player/33224/bobby-butler,2011-2012,nhl,Bobby Butler,RW,FW
Roman Josi (D),Nashville Predators,52,5,11,16,0.31,14,1,https://www.eliteprospects.com/player/12668/roman-josi,2011-2012,nhl,Roman Josi,D,DEF
John Mitchell (C/LW),New York Rangers,63,5,11,16,0.25,8,10,https://www.eliteprospects.com/player/11487/john-mitchell,2011-2012,nhl,John Mitchell,C/LW,FW
Arron Asham (RW/LW),Pittsburgh Penguins,64,5,11,16,0.25,76,-5,https://www.eliteprospects.com/player/8791/arron-asham,2011-2012,nhl,Arron Asham,RW/LW,FW
Tanner Glass (LW),Winnipeg Jets,78,5,11,16,0.21,73,-12,https://www.eliteprospects.com/player/14085/tanner-glass,2011-2012,nhl,Tanner Glass,LW,FW
Jeff Halpern (C),Washington Capitals,69,4,12,16,0.23,24,-1,https://www.eliteprospects.com/player/8776/jeff-halpern,2011-2012,nhl,Jeff Halpern,C,FW
Éric Bélanger (C),Edmonton Oilers,78,4,12,16,0.21,32,-13,https://www.eliteprospects.com/player/8758/eric-belanger,2011-2012,nhl,Éric Bélanger,C,FW
Kyle Chipchura (C/W),Phoenix Coyotes,53,3,13,16,0.3,42,2,https://www.eliteprospects.com/player/9192/kyle-chipchura,2011-2012,nhl,Kyle Chipchura,C/W,FW
Aaron Johnson (D),Columbus Blue Jackets,56,3,13,16,0.29,26,-12,https://www.eliteprospects.com/player/10233/aaron-johnson,2011-2012,nhl,Aaron Johnson,D,DEF
Raphael Díaz (D),Montréal Canadiens,59,3,13,16,0.27,30,-7,https://www.eliteprospects.com/player/17892/raphael-diaz,2011-2012,nhl,Raphael Díaz,D,DEF
Josh Gorges (D),Montréal Canadiens,82,2,14,16,0.2,39,14,https://www.eliteprospects.com/player/9164/josh-gorges,2011-2012,nhl,Josh Gorges,D,DEF
Brian Lee (D),totals,55,1,15,16,0.29,35,-8,https://www.eliteprospects.com/player/9218/brian-lee,2011-2012,nhl,Brian Lee,D,DEF
Andy Greene (D),New Jersey Devils,56,1,15,16,0.29,16,3,https://www.eliteprospects.com/player/9169/andy-greene,2011-2012,nhl,Andy Greene,D,DEF
Mike Weaver (D),Florida Panthers,82,0,16,16,0.2,14,-2,https://www.eliteprospects.com/player/8814/mike-weaver,2011-2012,nhl,Mike Weaver,D,DEF
Nate Thompson (C),Tampa Bay Lightning,68,9,6,15,0.22,21,-23,https://www.eliteprospects.com/player/10261/nate-thompson,2011-2012,nhl,Nate Thompson,C,FW
Daniel Paille (LW),Boston Bruins,69,9,6,15,0.22,15,-5,https://www.eliteprospects.com/player/9510/daniel-paille,2011-2012,nhl,Daniel Paille,LW,FW
T.J. Galiardi (C/LW),totals,69,9,6,15,0.22,53,-8,https://www.eliteprospects.com/player/12464/t.j.-galiardi,2011-2012,nhl,T.J. Galiardi,C/LW,FW
Brian Gionta (RW),Montréal Canadiens,31,8,7,15,0.48,16,-7,https://www.eliteprospects.com/player/9048/brian-gionta,2011-2012,nhl,Brian Gionta,RW,FW
Matt Frattin (RW/LW),Toronto Maple Leafs,56,8,7,15,0.27,25,-4,https://www.eliteprospects.com/player/12534/matt-frattin,2011-2012,nhl,Matt Frattin,RW/LW,FW
Jordan Caron (RW/LW),Boston Bruins,48,7,8,15,0.31,14,0,https://www.eliteprospects.com/player/32870/jordan-caron,2011-2012,nhl,Jordan Caron,RW/LW,FW
Tom Wandell (C),Dallas Stars,72,6,9,15,0.21,16,-5,https://www.eliteprospects.com/player/2021/tom-wandell,2011-2012,nhl,Tom Wandell,C,FW
Jamal Mayers (RW),Chicago Blackhawks,81,6,9,15,0.19,91,-4,https://www.eliteprospects.com/player/5373/jamal-mayers,2011-2012,nhl,Jamal Mayers,RW,FW
Jaroslav Spacek (D),totals,46,5,10,15,0.33,8,6,https://www.eliteprospects.com/player/1668/jaroslav-spacek,2011-2012,nhl,Jaroslav Spacek,D,DEF
Michael Frolík (RW/LW),Chicago Blackhawks,63,5,10,15,0.24,22,-10,https://www.eliteprospects.com/player/8701/michael-frolik,2011-2012,nhl,Michael Frolík,RW/LW,FW
Blake Comeau (LW),totals,74,5,10,15,0.2,30,-11,https://www.eliteprospects.com/player/9190/blake-comeau,2011-2012,nhl,Blake Comeau,LW,FW
Johnny Boychuk (D),Boston Bruins,77,5,10,15,0.19,53,27,https://www.eliteprospects.com/player/9091/johnny-boychuk,2011-2012,nhl,Johnny Boychuk,D,DEF
Ladislav Smid (D),Edmonton Oilers,78,5,10,15,0.19,44,4,https://www.eliteprospects.com/player/9225/ladislav-smid,2011-2012,nhl,Ladislav Smid,D,DEF
Brett Connolly (RW),Tampa Bay Lightning,68,4,11,15,0.22,30,-9,https://www.eliteprospects.com/player/23297/brett-connolly,2011-2012,nhl,Brett Connolly,RW,FW
Matt Beleskey (LW),Anaheim Ducks,70,4,11,15,0.21,72,-2,https://www.eliteprospects.com/player/9338/matt-beleskey,2011-2012,nhl,Matt Beleskey,LW,FW
Matt Greene (D),Los Angeles Kings,82,4,11,15,0.18,58,4,https://www.eliteprospects.com/player/9170/matt-greene,2011-2012,nhl,Matt Greene,D,DEF
Pavel Kubina (D),totals,69,3,12,15,0.22,74,-2,https://www.eliteprospects.com/player/5519/pavel-kubina,2011-2012,nhl,Pavel Kubina,D,DEF
Marc-André Gragnani (D),totals,58,2,13,15,0.26,26,6,https://www.eliteprospects.com/player/9356/marc-andre-gragnani,2011-2012,nhl,Marc-André Gragnani,D,DEF
Chris Butler (D),Calgary Flames,68,2,13,15,0.22,34,-9,https://www.eliteprospects.com/player/9206/chris-butler,2011-2012,nhl,Chris Butler,D,DEF
Brett Clark (D),Tampa Bay Lightning,82,2,13,15,0.18,20,-26,https://www.eliteprospects.com/player/9113/brett-clark,2011-2012,nhl,Brett Clark,D,DEF
Niklas Hjalmarsson (D),Chicago Blackhawks,69,1,14,15,0.22,14,9,https://www.eliteprospects.com/player/2640/niklas-hjalmarsson,2011-2012,nhl,Niklas Hjalmarsson,D,DEF
Cam Atkinson (RW/LW),Columbus Blue Jackets,27,7,7,14,0.52,14,1,https://www.eliteprospects.com/player/19166/cam-atkinson,2011-2012,nhl,Cam Atkinson,RW/LW,FW
Richard Park (RW/C),Pittsburgh Penguins,54,7,7,14,0.26,12,-1,https://www.eliteprospects.com/player/5214/richard-park,2011-2012,nhl,Richard Park,RW/C,FW
Chuck Kobasew (RW),Colorado Avalanche,58,7,7,14,0.24,51,-10,https://www.eliteprospects.com/player/9018/chuck-kobasew,2011-2012,nhl,Chuck Kobasew,RW,FW
Derek MacKenzie (C/LW),Columbus Blue Jackets,66,7,7,14,0.21,40,4,https://www.eliteprospects.com/player/8567/derek-mackenzie,2011-2012,nhl,Derek MacKenzie,C/LW,FW
Matt Martin (LW),New York Islanders,80,7,7,14,0.18,121,-17,https://www.eliteprospects.com/player/19225/matt-martin,2011-2012,nhl,Matt Martin,LW,FW
Dwight King (LW/RW),Los Angeles Kings,27,5,9,14,0.52,10,3,https://www.eliteprospects.com/player/12539/dwight-king,2011-2012,nhl,Dwight King,LW/RW,FW
Gilbert Brulé (C/RW),Phoenix Coyotes,33,5,9,14,0.42,11,7,https://www.eliteprospects.com/player/10235/gilbert-brule,2011-2012,nhl,Gilbert Brulé,C/RW,FW
Steve Montador (D),Chicago Blackhawks,52,5,9,14,0.27,45,4,https://www.eliteprospects.com/player/8729/steve-montador,2011-2012,nhl,Steve Montador,D,DEF
Kurtis Foster (D),totals,51,4,10,14,0.27,35,-13,https://www.eliteprospects.com/player/9156/kurtis-foster,2011-2012,nhl,Kurtis Foster,D,DEF
Joe Vitale (C/RW),Pittsburgh Penguins,68,4,10,14,0.21,56,-5,https://www.eliteprospects.com/player/15069/joe-vitale,2011-2012,nhl,Joe Vitale,C/RW,FW
Sheldon Brookbank (D),Anaheim Ducks,80,3,11,14,0.18,72,11,https://www.eliteprospects.com/player/11016/sheldon-brookbank,2011-2012,nhl,Sheldon Brookbank,D,DEF
Mark Stuart (D),Winnipeg Jets,80,3,11,14,0.18,98,-4,https://www.eliteprospects.com/player/9401/mark-stuart,2011-2012,nhl,Mark Stuart,D,DEF
T.J. Brodie (D),Calgary Flames,54,2,12,14,0.26,14,3,https://www.eliteprospects.com/player/19170/t.j.-brodie,2011-2012,nhl,T.J. Brodie,D,DEF
Bryan Allen (D),Carolina Hurricanes,82,1,13,14,0.17,76,-1,https://www.eliteprospects.com/player/8767/bryan-allen,2011-2012,nhl,Bryan Allen,D,DEF
Ben Eager (LW),Edmonton Oilers,63,8,5,13,0.21,107,-1,https://www.eliteprospects.com/player/8825/ben-eager,2011-2012,nhl,Ben Eager,LW,FW
David Steckel (C),Toronto Maple Leafs,76,8,5,13,0.17,10,-14,https://www.eliteprospects.com/player/9388/david-steckel,2011-2012,nhl,David Steckel,C,FW
Devante Smith-Pelly (RW),Anaheim Ducks,49,7,6,13,0.27,16,-7,https://www.eliteprospects.com/player/32728/devante-smith-pelly,2011-2012,nhl,Devante Smith-Pelly,RW,FW
Marcus Foligno (LW/RW),Buffalo Sabres,14,6,7,13,0.93,9,6,https://www.eliteprospects.com/player/18601/marcus-foligno,2011-2012,nhl,Marcus Foligno,LW/RW,FW
Drayson Bowman (W/C),Carolina Hurricanes,38,6,7,13,0.34,4,2,https://www.eliteprospects.com/player/12521/drayson-bowman,2011-2012,nhl,Drayson Bowman,W/C,FW
Bruno Gervais (D),Tampa Bay Lightning,50,6,7,13,0.26,8,-4,https://www.eliteprospects.com/player/10226/bruno-gervais,2011-2012,nhl,Bruno Gervais,D,DEF
Darroll Powe (C/W),Minnesota Wild,82,6,7,13,0.16,57,-20,https://www.eliteprospects.com/player/12407/darroll-powe,2011-2012,nhl,Darroll Powe,C/W,FW
Antti Miettinen (W/C),Winnipeg Jets,45,5,8,13,0.29,0,-5,https://www.eliteprospects.com/player/2698/antti-miettinen,2011-2012,nhl,Antti Miettinen,W/C,FW
Shawn Thornton (RW),Boston Bruins,81,5,8,13,0.16,154,-7,https://www.eliteprospects.com/player/11339/shawn-thornton,2011-2012,nhl,Shawn Thornton,RW,FW
Stefan Elliott (D),Colorado Avalanche,39,4,9,13,0.33,8,2,https://www.eliteprospects.com/player/15735/stefan-elliott,2011-2012,nhl,Stefan Elliott,D,DEF
Jason Demers (D),San Jose Sharks,57,4,9,13,0.23,22,-8,https://www.eliteprospects.com/player/12154/jason-demers,2011-2012,nhl,Jason Demers,D,DEF
Rostislav Klesla (D),Phoenix Coyotes,65,3,10,13,0.2,54,13,https://www.eliteprospects.com/player/8622/rostislav-klesla,2011-2012,nhl,Rostislav Klesla,D,DEF
Ed Jovanovski (D),Florida Panthers,66,3,10,13,0.2,31,-11,https://www.eliteprospects.com/player/9035/ed-jovanovski,2011-2012,nhl,Ed Jovanovski,D,DEF
Andrej Sekera (D),Buffalo Sabres,69,3,10,13,0.19,18,3,https://www.eliteprospects.com/player/9249/andrej-sekera,2011-2012,nhl,Andrej Sekera,D,DEF
Zbynek Michalek (D),Pittsburgh Penguins,62,2,11,13,0.21,24,0,https://www.eliteprospects.com/player/8588/zbynek-michalek,2011-2012,nhl,Zbynek Michalek,D,DEF
Roman Hamrlík (D),Washington Capitals,68,2,11,13,0.19,34,11,https://www.eliteprospects.com/player/8607/roman-hamrlik,2011-2012,nhl,Roman Hamrlík,D,DEF
Michal Rozsíval (D),Phoenix Coyotes,54,1,12,13,0.24,34,8,https://www.eliteprospects.com/player/8687/michal-rozsival,2011-2012,nhl,Michal Rozsíval,D,DEF
Jakub Kindl (D),Detroit Red Wings,55,1,12,13,0.24,25,7,https://www.eliteprospects.com/player/9230/jakub-kindl,2011-2012,nhl,Jakub Kindl,D,DEF
Hal Gill (D),totals,76,1,12,13,0.17,37,-3,https://www.eliteprospects.com/player/8718/hal-gill,2011-2012,nhl,Hal Gill,D,DEF
Barret Jackman (D),St. Louis Blues,81,1,12,13,0.16,57,20,https://www.eliteprospects.com/player/9025/barret-jackman,2011-2012,nhl,Barret Jackman,D,DEF
Toni Lydman (D),Anaheim Ducks,74,0,13,13,0.18,46,0,https://www.eliteprospects.com/player/2678/toni-lydman,2011-2012,nhl,Toni Lydman,D,DEF
Jason Blake (LW/C),Anaheim Ducks,45,7,5,12,0.27,6,-4,https://www.eliteprospects.com/player/8782/jason-blake,2011-2012,nhl,Jason Blake,LW/C,FW
Erik Christensen (C),totals,49,7,5,12,0.24,8,-13,https://www.eliteprospects.com/player/10880/erik-christensen,2011-2012,nhl,Erik Christensen,C,FW
Alec Martinez (D),Los Angeles Kings,51,6,6,12,0.24,8,-1,https://www.eliteprospects.com/player/12531/alec-martinez,2011-2012,nhl,Alec Martinez,D,DEF
Kris Russell (D),totals,55,6,6,12,0.22,25,12,https://www.eliteprospects.com/player/9188/kris-russell,2011-2012,nhl,Kris Russell,D,DEF
Mathieu Darche (LW),Montréal Canadiens,61,5,7,12,0.2,18,-4,https://www.eliteprospects.com/player/10621/mathieu-darche,2011-2012,nhl,Mathieu Darche,LW,FW
Patrick Dwyer (RW),Carolina Hurricanes,73,5,7,12,0.16,23,0,https://www.eliteprospects.com/player/10409/patrick-dwyer,2011-2012,nhl,Patrick Dwyer,RW,FW
Kyle Clifford (LW/RW),Los Angeles Kings,81,5,7,12,0.15,123,-5,https://www.eliteprospects.com/player/15480/kyle-clifford,2011-2012,nhl,Kyle Clifford,LW/RW,FW
Wojtek Wolski (LW/RW),totals,31,4,8,12,0.39,2,-5,https://www.eliteprospects.com/player/8832/wojtek-wolski,2011-2012,nhl,Wojtek Wolski,LW/RW,FW
Ryan Shannon (C/RW),Tampa Bay Lightning,45,4,8,12,0.27,10,-11,https://www.eliteprospects.com/player/9443/ryan-shannon,2011-2012,nhl,Ryan Shannon,C/RW,FW
Tom Kostopoulos (RW),Calgary Flames,81,4,8,12,0.15,57,-15,https://www.eliteprospects.com/player/9021/tom-kostopoulos,2011-2012,nhl,Tom Kostopoulos,RW,FW
Marco Scandella (D),Minnesota Wild,63,3,9,12,0.19,19,-22,https://www.eliteprospects.com/player/17520/marco-scandella,2011-2012,nhl,Marco Scandella,D,DEF
Scott Hannan (D),Calgary Flames,78,2,10,12,0.15,38,-10,https://www.eliteprospects.com/player/9041/scott-hannan,2011-2012,nhl,Scott Hannan,D,DEF
Chris Pronger (D),Philadelphia Flyers,13,1,11,12,0.92,10,1,https://www.eliteprospects.com/player/8538/chris-pronger,2011-2012,nhl,Chris Pronger,D,DEF
