player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,player_name,position,fw_def
Jiri Bicek (LW/RW),New Jersey Devils,44,5,6,11,0.25,25,7,https://www.eliteprospects.com/player/5988/jiri-bicek,2002-2003,nhl,Jiri Bicek,LW/RW,FW
Tomas Surovy (LW/C),Pittsburgh Penguins,26,4,7,11,0.42,10,0,https://www.eliteprospects.com/player/8681/tomas-surovy,2002-2003,nhl,Tomas Surovy,LW/C,FW
Aki Berg (D),Toronto Maple Leafs,78,4,7,11,0.14,28,3,https://www.eliteprospects.com/player/2667/aki-berg,2002-2003,nhl,Aki Berg,D,DEF
Paul Ranheim (LW),totals,68,3,8,11,0.16,16,-8,https://www.eliteprospects.com/player/31355/paul-ranheim,2002-2003,nhl,Paul Ranheim,LW,FW
Jody Hull (RW),Ottawa Senators,70,3,8,11,0.16,14,-3,https://www.eliteprospects.com/player/54340/jody-hull,2002-2003,nhl,Jody Hull,RW,FW
Lubomir Sekeras (D),Minnesota Wild,60,2,9,11,0.18,30,-12,https://www.eliteprospects.com/player/3674/lubomir-sekeras,2002-2003,nhl,Lubomir Sekeras,D,DEF
Brendan Witt (D),Washington Capitals,69,2,9,11,0.16,106,12,https://www.eliteprospects.com/player/8831/brendan-witt,2002-2003,nhl,Brendan Witt,D,DEF
Brian Sutherby (C),Washington Capitals,72,2,9,11,0.15,93,7,https://www.eliteprospects.com/player/8898/brian-sutherby,2002-2003,nhl,Brian Sutherby,C,FW
Glen Wesley (D),totals,70,1,10,11,0.16,44,-2,https://www.eliteprospects.com/player/8819/glen-wesley,2002-2003,nhl,Glen Wesley,D,DEF
Steve McKenna (D/LW),Pittsburgh Penguins,79,9,1,10,0.13,128,-18,https://www.eliteprospects.com/player/26312/steve-mckenna,2002-2003,nhl,Steve McKenna,D/LW,DEF
Dan Hinote (RW),Colorado Avalanche,60,6,4,10,0.17,49,4,https://www.eliteprospects.com/player/5534/dan-hinote,2002-2003,nhl,Dan Hinote,RW,FW
Chris Neil (RW),Ottawa Senators,68,6,4,10,0.15,147,8,https://www.eliteprospects.com/player/8949/chris-neil,2002-2003,nhl,Chris Neil,RW,FW
Mike Keane (RW),Colorado Avalanche,65,5,5,10,0.15,34,0,https://www.eliteprospects.com/player/25136/mike-keane,2002-2003,nhl,Mike Keane,RW,FW
Stéphane Quintal (D),Montréal Canadiens,67,5,5,10,0.15,70,-4,https://www.eliteprospects.com/player/9667/stephane-quintal,2002-2003,nhl,Stéphane Quintal,D,DEF
Scott Nichol (C),Calgary Flames,68,5,5,10,0.15,149,-7,https://www.eliteprospects.com/player/8748/scott-nichol,2002-2003,nhl,Scott Nichol,C,FW
Denis Pederson (C),Nashville Predators,43,4,6,10,0.23,39,2,https://www.eliteprospects.com/player/10193/denis-pederson,2002-2003,nhl,Denis Pederson,C,FW
Michal Rozsíval (D),Pittsburgh Penguins,53,4,6,10,0.19,40,-5,https://www.eliteprospects.com/player/8687/michal-rozsival,2002-2003,nhl,Michal Rozsíval,D,DEF
Serge Aubin (C/LW),Colorado Avalanche,66,4,6,10,0.15,64,-2,https://www.eliteprospects.com/player/8785/serge-aubin,2002-2003,nhl,Serge Aubin,C/LW,FW
Shjon Podein (LW),St. Louis Blues,68,4,6,10,0.15,28,7,https://www.eliteprospects.com/player/3644/shjon-podein,2002-2003,nhl,Shjon Podein,LW,FW
Paul Healey (RW),Toronto Maple Leafs,44,3,7,10,0.23,16,8,https://www.eliteprospects.com/player/9893/paul-healey,2002-2003,nhl,Paul Healey,RW,FW
Manny Malhotra (C),Dallas Stars,59,3,7,10,0.17,42,-2,https://www.eliteprospects.com/player/5528/manny-malhotra,2002-2003,nhl,Manny Malhotra,C,FW
Nick Schultz (D),Minnesota Wild,75,3,7,10,0.13,23,11,https://www.eliteprospects.com/player/8597/nick-schultz,2002-2003,nhl,Nick Schultz,D,DEF
Stéphane Robidas (D),Dallas Stars,76,3,7,10,0.13,35,15,https://www.eliteprospects.com/player/8731/stephane-robidas,2002-2003,nhl,Stéphane Robidas,D,DEF
Blake Sloan (D),Calgary Flames,67,2,8,10,0.15,28,-5,https://www.eliteprospects.com/player/6811/blake-sloan,2002-2003,nhl,Blake Sloan,D,DEF
Bryce Salvador (D),St. Louis Blues,71,2,8,10,0.14,95,7,https://www.eliteprospects.com/player/8864/bryce-salvador,2002-2003,nhl,Bryce Salvador,D,DEF
Niclas Wallin (D),Carolina Hurricanes,77,2,8,10,0.13,71,-19,https://www.eliteprospects.com/player/745/niclas-wallin,2002-2003,nhl,Niclas Wallin,D,DEF
P.J. Stock (D/C),Boston Bruins,71,1,9,10,0.14,160,-5,https://www.eliteprospects.com/player/67426/p.j.-stock,2002-2003,nhl,P.J. Stock,D/C,DEF
Chris Tamer (D),Atlanta Thrashers,72,1,9,10,0.14,118,-10,https://www.eliteprospects.com/player/27556/chris-tamer,2002-2003,nhl,Chris Tamer,D,DEF
Tyson Nash (LW),St. Louis Blues,66,6,3,9,0.14,114,0,https://www.eliteprospects.com/player/8948/tyson-nash,2002-2003,nhl,Tyson Nash,LW,FW
Espen Knutsen (C),Columbus Blue Jackets,31,5,4,9,0.29,20,-15,https://www.eliteprospects.com/player/721/espen-knutsen,2002-2003,nhl,Espen Knutsen,C,FW
Matt Davidson (RW),Columbus Blue Jackets,34,4,5,9,0.26,18,-12,https://www.eliteprospects.com/player/9715/matt-davidson,2002-2003,nhl,Matt Davidson,RW,FW
Hannes Hyvönen (RW),Columbus Blue Jackets,36,4,5,9,0.25,22,-11,https://www.eliteprospects.com/player/2093/hannes-hyvonen,2002-2003,nhl,Hannes Hyvönen,RW,FW
Christian Berglund (LW),New Jersey Devils,38,4,5,9,0.24,20,3,https://www.eliteprospects.com/player/707/christian-berglund,2002-2003,nhl,Christian Berglund,LW,FW
Václav Nedorost (C/LW),Colorado Avalanche,42,4,5,9,0.21,20,8,https://www.eliteprospects.com/player/8710/vaclav-nedorost,2002-2003,nhl,Václav Nedorost,C/LW,FW
Igor Korolyov (C),Chicago Blackhawks,48,4,5,9,0.19,30,-1,https://www.eliteprospects.com/player/18257/igor-korolyov,2002-2003,nhl,Igor Korolyov,C,FW
Wade Belak (RW/D),Toronto Maple Leafs,55,3,6,9,0.16,196,-2,https://www.eliteprospects.com/player/8749/wade-belak,2002-2003,nhl,Wade Belak,RW/D,DEF
Dan LaCouture (LW),totals,68,3,6,9,0.13,72,-4,https://www.eliteprospects.com/player/8983/dan-lacouture,2002-2003,nhl,Dan LaCouture,LW,FW
Craig Johnson (LW),Los Angeles Kings,70,3,6,9,0.13,22,-13,https://www.eliteprospects.com/player/14815/craig-johnson,2002-2003,nhl,Craig Johnson,LW,FW
Jeff Shantz (C),Colorado Avalanche,74,3,6,9,0.12,35,-12,https://www.eliteprospects.com/player/12798/jeff-shantz,2002-2003,nhl,Jeff Shantz,C,FW
Aaron Ward (D),Carolina Hurricanes,77,3,6,9,0.12,90,-23,https://www.eliteprospects.com/player/8744/aaron-ward,2002-2003,nhl,Aaron Ward,D,DEF
Cory Cross (D),totals,37,2,7,9,0.24,24,16,https://www.eliteprospects.com/player/43326/cory-cross,2002-2003,nhl,Cory Cross,D,DEF
Mark Eaton (D),Nashville Predators,50,2,7,9,0.18,22,1,https://www.eliteprospects.com/player/9143/mark-eaton,2002-2003,nhl,Mark Eaton,D,DEF
Todd Simpson (D),Phoenix Coyotes,66,2,7,9,0.14,135,7,https://www.eliteprospects.com/player/8712/todd-simpson,2002-2003,nhl,Todd Simpson,D,DEF
Ossi Väänänen (D),Phoenix Coyotes,67,2,7,9,0.13,82,1,https://www.eliteprospects.com/player/2685/ossi-vaananen,2002-2003,nhl,Ossi Väänänen,D,DEF
Ken Daneyko (D),New Jersey Devils,69,2,7,9,0.13,33,6,https://www.eliteprospects.com/player/31973/ken-daneyko,2002-2003,nhl,Ken Daneyko,D,DEF
Brad Ference (D),totals,75,2,7,9,0.12,146,-3,https://www.eliteprospects.com/player/8728/brad-ference,2002-2003,nhl,Brad Ference,D,DEF
Mathieu Biron (D),Florida Panthers,34,1,8,9,0.26,14,-18,https://www.eliteprospects.com/player/9083/mathieu-biron,2002-2003,nhl,Mathieu Biron,D,DEF
Radoslav Suchý (D),Phoenix Coyotes,77,1,8,9,0.12,18,2,https://www.eliteprospects.com/player/8621/radoslav-suchy,2002-2003,nhl,Radoslav Suchý,D,DEF
Christian Laflamme (D),St. Louis Blues,47,0,9,9,0.19,45,1,https://www.eliteprospects.com/player/13639/christian-laflamme,2002-2003,nhl,Christian Laflamme,D,DEF
Rhett Warrener (D),Buffalo Sabres,50,0,9,9,0.18,63,1,https://www.eliteprospects.com/player/8812/rhett-warrener,2002-2003,nhl,Rhett Warrener,D,DEF
Bill Muckalt (RW),Minnesota Wild,8,5,3,8,1,6,5,https://www.eliteprospects.com/player/69936/bill-muckalt,2002-2003,nhl,Bill Muckalt,RW,FW
Gary Roberts (LW),Toronto Maple Leafs,14,5,3,8,0.57,10,-2,https://www.eliteprospects.com/player/8936/gary-roberts,2002-2003,nhl,Gary Roberts,LW,FW
Mike Rupp (W/C),New Jersey Devils,26,5,3,8,0.31,21,0,https://www.eliteprospects.com/player/8922/mike-rupp,2002-2003,nhl,Mike Rupp,W/C,FW
Michael Cammalleri (LW),Los Angeles Kings,28,5,3,8,0.29,22,-4,https://www.eliteprospects.com/player/9104/michael-cammalleri,2002-2003,nhl,Michael Cammalleri,LW,FW
Bryan Allen (D),Vancouver Canucks,48,5,3,8,0.17,73,8,https://www.eliteprospects.com/player/8767/bryan-allen,2002-2003,nhl,Bryan Allen,D,DEF
Éric Chouinard (W/C),Philadelphia Flyers,28,4,4,8,0.29,8,2,https://www.eliteprospects.com/player/8707/eric-chouinard,2002-2003,nhl,Éric Chouinard,W/C,FW
Stéphane Matteau (LW),Florida Panthers,52,4,4,8,0.15,27,-9,https://www.eliteprospects.com/player/54466/stephane-matteau,2002-2003,nhl,Stéphane Matteau,LW,FW
Alexander Svitov (C),Tampa Bay Lightning,63,4,4,8,0.13,58,-4,https://www.eliteprospects.com/player/3662/alexander-svitov,2002-2003,nhl,Alexander Svitov,C,FW
Petr Buzek (D),Calgary Flames,44,3,5,8,0.18,14,-6,https://www.eliteprospects.com/player/29026/petr-buzek,2002-2003,nhl,Petr Buzek,D,DEF
Jason Doig (D),Washington Capitals,55,3,5,8,0.15,108,-3,https://www.eliteprospects.com/player/15347/jason-doig,2002-2003,nhl,Jason Doig,D,DEF
Matt Johnson (LW),Minnesota Wild,60,3,5,8,0.13,201,-8,https://www.eliteprospects.com/player/53191/matt-johnson,2002-2003,nhl,Matt Johnson,LW,FW
Jeff Cowan (LW),Atlanta Thrashers,66,3,5,8,0.12,115,-15,https://www.eliteprospects.com/player/9125/jeff-cowan,2002-2003,nhl,Jeff Cowan,LW,FW
Don Sweeney (D),Boston Bruins,67,3,5,8,0.12,24,-1,https://www.eliteprospects.com/player/32732/don-sweeney,2002-2003,nhl,Don Sweeney,D,DEF
Scott Ferguson (D),Edmonton Oilers,78,3,5,8,0.1,120,11,https://www.eliteprospects.com/player/5597/scott-ferguson,2002-2003,nhl,Scott Ferguson,D,DEF
Steve Yzerman (C),Detroit Red Wings,16,2,6,8,0.5,8,6,https://www.eliteprospects.com/player/18904/steve-yzerman,2002-2003,nhl,Steve Yzerman,C,FW
Janne Laukkanen (D),totals,19,2,6,8,0.42,8,-2,https://www.eliteprospects.com/player/2662/janne-laukkanen,2002-2003,nhl,Janne Laukkanen,D,DEF
Patrick Boileau (D),Detroit Red Wings,25,2,6,8,0.32,14,8,https://www.eliteprospects.com/player/17841/patrick-boileau,2002-2003,nhl,Patrick Boileau,D,DEF
Fredrik Olausson (D),Mighty Ducks of Anaheim,44,2,6,8,0.18,22,0,https://www.eliteprospects.com/player/730/fredrik-olausson,2002-2003,nhl,Fredrik Olausson,D,DEF
Vitali Vishnevski (D),Mighty Ducks of Anaheim,80,2,6,8,0.1,76,-8,https://www.eliteprospects.com/player/8522/vitali-vishnevski,2002-2003,nhl,Vitali Vishnevski,D,DEF
Cale Hulse (D),Nashville Predators,80,2,6,8,0.1,121,-11,https://www.eliteprospects.com/player/9059/cale-hulse,2002-2003,nhl,Cale Hulse,D,DEF
Martin Erat (RW/LW),Nashville Predators,27,1,7,8,0.3,14,-9,https://www.eliteprospects.com/player/8611/martin-erat,2002-2003,nhl,Martin Erat,RW/LW,FW
Andrew Ference (D),totals,38,1,7,8,0.21,42,-15,https://www.eliteprospects.com/player/8711/andrew-ference,2002-2003,nhl,Andrew Ference,D,DEF
Per Svartvadet (C),Atlanta Thrashers,62,1,7,8,0.13,8,-11,https://www.eliteprospects.com/player/741/per-svartvadet,2002-2003,nhl,Per Svartvadet,C,FW
Nolan Pratt (D),Tampa Bay Lightning,67,1,7,8,0.12,35,-6,https://www.eliteprospects.com/player/8747/nolan-pratt,2002-2003,nhl,Nolan Pratt,D,DEF
Kyle McLaren (D),San Jose Sharks,33,0,8,8,0.24,30,-10,https://www.eliteprospects.com/player/8978/kyle-mclaren,2002-2003,nhl,Kyle McLaren,D,DEF
Shane Hnidy (D),Ottawa Senators,67,0,8,8,0.12,130,-1,https://www.eliteprospects.com/player/8560/shane-hnidy,2002-2003,nhl,Shane Hnidy,D,DEF
Ian Moran (D),totals,78,0,8,8,0.1,48,-18,https://www.eliteprospects.com/player/5085/ian-moran,2002-2003,nhl,Ian Moran,D,DEF
Mark Hartigan (C),Atlanta Thrashers,23,5,2,7,0.3,6,-8,https://www.eliteprospects.com/player/10234/mark-hartigan,2002-2003,nhl,Mark Hartigan,C,FW
Alexandre Daigle (C),Pittsburgh Penguins,33,4,3,7,0.21,8,-10,https://www.eliteprospects.com/player/10648/alexandre-daigle,2002-2003,nhl,Alexandre Daigle,C,FW
Karel Pilar (D),Toronto Maple Leafs,17,3,4,7,0.41,12,-7,https://www.eliteprospects.com/player/11485/karel-pilar,2002-2003,nhl,Karel Pilar,D,DEF
Brad May (LW),totals,23,3,4,7,0.3,42,4,https://www.eliteprospects.com/player/8971/brad-may,2002-2003,nhl,Brad May,LW,FW
Steve Ott (C/W),Dallas Stars,26,3,4,7,0.27,31,6,https://www.eliteprospects.com/player/8944/steve-ott,2002-2003,nhl,Steve Ott,C/W,FW
Riku Hahl (C),Colorado Avalanche,42,3,4,7,0.17,12,3,https://www.eliteprospects.com/player/2671/riku-hahl,2002-2003,nhl,Riku Hahl,C,FW
Marc Chouinard (C),Mighty Ducks of Anaheim,70,3,4,7,0.1,40,-9,https://www.eliteprospects.com/player/8547/marc-chouinard,2002-2003,nhl,Marc Chouinard,C,FW
Jamal Mayers (RW),St. Louis Blues,15,2,5,7,0.47,8,1,https://www.eliteprospects.com/player/5373/jamal-mayers,2002-2003,nhl,Jamal Mayers,RW,FW
Bruno St-Jacques (D),totals,24,2,5,7,0.29,14,-4,https://www.eliteprospects.com/player/9386/bruno-st-jacques,2002-2003,nhl,Bruno St-Jacques,D,DEF
Sheldon Keefe (RW),Tampa Bay Lightning,37,2,5,7,0.19,24,-1,https://www.eliteprospects.com/player/22836/sheldon-keefe,2002-2003,nhl,Sheldon Keefe,RW,FW
Marc Bergevin (D),totals,70,2,5,7,0.1,36,-11,https://www.eliteprospects.com/player/31935/marc-bergevin,2002-2003,nhl,Marc Bergevin,D,DEF
Ryan Johnson (C),totals,75,2,5,7,0.09,38,-13,https://www.eliteprospects.com/player/9033/ryan-johnson,2002-2003,nhl,Ryan Johnson,C,FW
Kent Manderville (C),Pittsburgh Penguins,82,2,5,7,0.09,46,-22,https://www.eliteprospects.com/player/3722/kent-manderville,2002-2003,nhl,Kent Manderville,C,FW
Tommy Albelin (D),New Jersey Devils,37,1,6,7,0.19,6,10,https://www.eliteprospects.com/player/701/tommy-albelin,2002-2003,nhl,Tommy Albelin,D,DEF
Alexei Semyonov (D),Edmonton Oilers,46,1,6,7,0.15,58,-7,https://www.eliteprospects.com/player/8650/alexei-semyonov,2002-2003,nhl,Alexei Semyonov,D,DEF
Curtis Leschyshyn (D),Ottawa Senators,54,1,6,7,0.13,18,11,https://www.eliteprospects.com/player/32198/curtis-leschyshyn,2002-2003,nhl,Curtis Leschyshyn,D,DEF
Chris Therien (D),Philadelphia Flyers,67,1,6,7,0.1,36,10,https://www.eliteprospects.com/player/8849/chris-therien,2002-2003,nhl,Chris Therien,D,DEF
Duvie Westcott (D),Columbus Blue Jackets,39,0,7,7,0.18,77,-3,https://www.eliteprospects.com/player/8714/duvie-westcott,2002-2003,nhl,Duvie Westcott,D,DEF
Éric Meloche (RW),Pittsburgh Penguins,13,5,1,6,0.46,4,-2,https://www.eliteprospects.com/player/10324/eric-meloche,2002-2003,nhl,Éric Meloche,RW,FW
Vernon Fiddler (C/LW),Nashville Predators,19,4,2,6,0.32,14,2,https://www.eliteprospects.com/player/9152/vernon-fiddler,2002-2003,nhl,Vernon Fiddler,C/LW,FW
Chuck Kobasew (RW),Calgary Flames,23,4,2,6,0.26,8,-3,https://www.eliteprospects.com/player/9018/chuck-kobasew,2002-2003,nhl,Chuck Kobasew,RW,FW
Denis Shvidki (RW),Florida Panthers,23,4,2,6,0.26,12,-7,https://www.eliteprospects.com/player/9600/denis-shvidki,2002-2003,nhl,Denis Shvidki,RW,FW
Richard Lintner (D),totals,29,4,2,6,0.21,10,-14,https://www.eliteprospects.com/player/580/richard-lintner,2002-2003,nhl,Richard Lintner,D,DEF
Nikita Alexeyev (RW/LW),Tampa Bay Lightning,37,4,2,6,0.16,8,-6,https://www.eliteprospects.com/player/10221/nikita-alexeyev,2002-2003,nhl,Nikita Alexeyev,RW/LW,FW
Jason Williams (RW/C),Detroit Red Wings,16,3,3,6,0.38,2,3,https://www.eliteprospects.com/player/8713/jason-williams,2002-2003,nhl,Jason Williams,RW/C,FW
Justin Papineau (C/LW),totals,16,3,3,6,0.38,4,0,https://www.eliteprospects.com/player/10313/justin-papineau,2002-2003,nhl,Justin Papineau,C/LW,FW
Michal Sivek (C),Pittsburgh Penguins,38,3,3,6,0.16,14,-5,https://www.eliteprospects.com/player/9604/michal-sivek,2002-2003,nhl,Michal Sivek,C,FW
Brad Norton (D),Los Angeles Kings,53,3,3,6,0.11,97,1,https://www.eliteprospects.com/player/8479/brad-norton,2002-2003,nhl,Brad Norton,D,DEF
Brian Pothier (D),Ottawa Senators,14,2,4,6,0.43,6,11,https://www.eliteprospects.com/player/8917/brian-pothier,2002-2003,nhl,Brian Pothier,D,DEF
Tom Koivisto (D),St. Louis Blues,22,2,4,6,0.27,10,1,https://www.eliteprospects.com/player/561/tom-koivisto,2002-2003,nhl,Tom Koivisto,D,DEF
Tomi Kallio (RW),totals,24,2,4,6,0.25,14,-10,https://www.eliteprospects.com/player/2092/tomi-kallio,2002-2003,nhl,Tomi Kallio,RW,FW
Guillaume Lefebvre (LW),totals,26,2,4,6,0.23,4,2,https://www.eliteprospects.com/player/12252/guillaume-lefebvre,2002-2003,nhl,Guillaume Lefebvre,LW,FW
Craig Berube (LW),Calgary Flames,55,2,4,6,0.11,100,-6,https://www.eliteprospects.com/player/31936/craig-berube,2002-2003,nhl,Craig Berube,LW,FW
Jeff Odgers (RW),Atlanta Thrashers,74,2,4,6,0.08,171,-13,https://www.eliteprospects.com/player/60871/jeff-odgers,2002-2003,nhl,Jeff Odgers,RW,FW
Murray Baron (D),Vancouver Canucks,78,2,4,6,0.08,62,13,https://www.eliteprospects.com/player/70103/murray-baron,2002-2003,nhl,Murray Baron,D,DEF
Reed Low (RW),St. Louis Blues,79,2,4,6,0.08,234,3,https://www.eliteprospects.com/player/10198/reed-low,2002-2003,nhl,Reed Low,RW,FW
Bill Houlder (D),Nashville Predators,82,2,4,6,0.07,46,-2,https://www.eliteprospects.com/player/67298/bill-houlder,2002-2003,nhl,Bill Houlder,D,DEF
Jiri Fischer (D),Detroit Red Wings,15,1,5,6,0.4,16,0,https://www.eliteprospects.com/player/8616/jiri-fischer,2002-2003,nhl,Jiri Fischer,D,DEF
Jiri Dopita (C),Edmonton Oilers,21,1,5,6,0.29,11,-4,https://www.eliteprospects.com/player/10873/jiri-dopita,2002-2003,nhl,Jiri Dopita,C,FW
Darby Hendrickson (C),Minnesota Wild,28,1,5,6,0.21,8,-3,https://www.eliteprospects.com/player/23275/darby-hendrickson,2002-2003,nhl,Darby Hendrickson,C,FW
Joe Sacco (RW),Philadelphia Flyers,34,1,5,6,0.18,20,0,https://www.eliteprospects.com/player/51691/joe-sacco,2002-2003,nhl,Joe Sacco,RW,FW
Jason Marshall (D),Minnesota Wild,45,1,5,6,0.13,69,4,https://www.eliteprospects.com/player/8533/jason-marshall,2002-2003,nhl,Jason Marshall,D,DEF
Aaron Miller (D),Los Angeles Kings,49,1,5,6,0.12,24,-7,https://www.eliteprospects.com/player/8980/aaron-miller,2002-2003,nhl,Aaron Miller,D,DEF
Kirk Muller (C),Dallas Stars,55,1,5,6,0.11,18,-6,https://www.eliteprospects.com/player/22413/kirk-muller,2002-2003,nhl,Kirk Muller,C,FW
Eric Boulton (LW),Buffalo Sabres,58,1,5,6,0.1,178,1,https://www.eliteprospects.com/player/8556/eric-boulton,2002-2003,nhl,Eric Boulton,LW,FW
Todd Fedoruk (LW),Philadelphia Flyers,63,1,5,6,0.1,105,1,https://www.eliteprospects.com/player/8528/todd-fedoruk,2002-2003,nhl,Todd Fedoruk,LW,FW
Richard Matvichuk (D),Dallas Stars,68,1,5,6,0.09,58,1,https://www.eliteprospects.com/player/8970/richard-matvichuk,2002-2003,nhl,Richard Matvichuk,D,DEF
Sean Brown (D),Boston Bruins,69,1,5,6,0.09,117,-6,https://www.eliteprospects.com/player/9100/sean-brown,2002-2003,nhl,Sean Brown,D,DEF
Jeff Jillson (D),San Jose Sharks,26,0,6,6,0.23,9,-7,https://www.eliteprospects.com/player/9030/jeff-jillson,2002-2003,nhl,Jeff Jillson,D,DEF
Steve Dubinsky (C),St. Louis Blues,28,0,6,6,0.21,4,3,https://www.eliteprospects.com/player/25895/steve-dubinsky,2002-2003,nhl,Steve Dubinsky,C,FW
Mattias Norström (D),Los Angeles Kings,82,0,6,6,0.07,49,0,https://www.eliteprospects.com/player/750/mattias-norstrom,2002-2003,nhl,Mattias Norström,D,DEF
Igor Radulov (LW),Chicago Blackhawks,7,5,0,5,0.71,4,-3,https://www.eliteprospects.com/player/12250/igor-radulov,2002-2003,nhl,Igor Radulov,LW,FW
Chris Herperger (C),Atlanta Thrashers,27,4,1,5,0.19,7,-11,https://www.eliteprospects.com/player/10829/chris-herperger,2002-2003,nhl,Chris Herperger,C,FW
Kamil Piros (C/W),Atlanta Thrashers,3,3,2,5,1.67,2,4,https://www.eliteprospects.com/player/10845/kamil-piros,2002-2003,nhl,Kamil Piros,C/W,FW
Jason Ward (RW),Montréal Canadiens,8,3,2,5,0.63,0,3,https://www.eliteprospects.com/player/8807/jason-ward,2002-2003,nhl,Jason Ward,RW,FW
Tomáš Kůrka (LW/RW),Carolina Hurricanes,14,3,2,5,0.36,2,1,https://www.eliteprospects.com/player/7503/toma%C5%A1-k%C5%AFrka,2002-2003,nhl,Tomáš Kůrka,LW/RW,FW
David Ling (RW/C),Columbus Blue Jackets,35,3,2,5,0.14,86,-6,https://www.eliteprospects.com/player/13407/david-ling,2002-2003,nhl,David Ling,RW/C,FW
Stéphane Veilleux (LW),Minnesota Wild,38,3,2,5,0.13,23,-6,https://www.eliteprospects.com/player/8839/stephane-veilleux,2002-2003,nhl,Stéphane Veilleux,LW,FW
Alexei Smirnov (LW),Mighty Ducks of Anaheim,44,3,2,5,0.11,18,-1,https://www.eliteprospects.com/player/9555/alexei-smirnov,2002-2003,nhl,Alexei Smirnov,LW,FW
Lance Ward (D),totals,65,3,2,5,0.08,121,-6,https://www.eliteprospects.com/player/8289/lance-ward,2002-2003,nhl,Lance Ward,D,DEF
Brandon Reid (C),Vancouver Canucks,7,2,3,5,0.71,0,4,https://www.eliteprospects.com/player/9526/brandon-reid,2002-2003,nhl,Brandon Reid,C,FW
Steve Kelly (C),Los Angeles Kings,15,2,3,5,0.33,0,-6,https://www.eliteprospects.com/player/7115/steve-kelly,2002-2003,nhl,Steve Kelly,C,FW
Glen Metropolit (C),Washington Capitals,23,2,3,5,0.22,6,4,https://www.eliteprospects.com/player/3587/glen-metropolit,2002-2003,nhl,Glen Metropolit,C,FW
Matt Bradley (RW/LW),San Jose Sharks,46,2,3,5,0.11,37,-1,https://www.eliteprospects.com/player/9093/matt-bradley,2002-2003,nhl,Matt Bradley,RW/LW,FW
Jason Strudwick (D),Chicago Blackhawks,48,2,3,5,0.1,87,-4,https://www.eliteprospects.com/player/8753/jason-strudwick,2002-2003,nhl,Jason Strudwick,D,DEF
Peter Worrell (LW),Florida Panthers,63,2,3,5,0.08,193,-14,https://www.eliteprospects.com/player/69474/peter-worrell,2002-2003,nhl,Peter Worrell,LW,FW
Jason Botterill (LW),Buffalo Sabres,17,1,4,5,0.29,14,1,https://www.eliteprospects.com/player/67425/jason-botterill,2002-2003,nhl,Jason Botterill,LW,FW
Harold Druken (C),totals,22,1,4,5,0.23,4,-1,https://www.eliteprospects.com/player/38451/harold-druken,2002-2003,nhl,Harold Druken,C,FW
Andreas Salomonsson (LW),Washington Capitals,32,1,4,5,0.16,14,-1,https://www.eliteprospects.com/player/753/andreas-salomonsson,2002-2003,nhl,Andreas Salomonsson,LW,FW
Dan Bylsma (RW),Mighty Ducks of Anaheim,39,1,4,5,0.13,12,-1,https://www.eliteprospects.com/player/32585/dan-bylsma,2002-2003,nhl,Dan Bylsma,RW,FW
Scott Pellerin (LW),totals,43,1,4,5,0.12,16,-8,https://www.eliteprospects.com/player/39224/scott-pellerin,2002-2003,nhl,Scott Pellerin,LW,FW
Josh Green (C/LW),totals,45,1,4,5,0.11,21,-3,https://www.eliteprospects.com/player/10223/josh-green,2002-2003,nhl,Josh Green,C/LW,FW
Steve McCarthy (D),Chicago Blackhawks,57,1,4,5,0.09,23,-1,https://www.eliteprospects.com/player/8568/steve-mccarthy,2002-2003,nhl,Steve McCarthy,D,DEF
Eric Cairns (D),New York Islanders,60,1,4,5,0.08,124,-7,https://www.eliteprospects.com/player/8751/eric-cairns,2002-2003,nhl,Eric Cairns,D,DEF
Hans Jonsson (D),Pittsburgh Penguins,63,1,4,5,0.08,36,-23,https://www.eliteprospects.com/player/715/hans-jonsson,2002-2003,nhl,Hans Jonsson,D,DEF
Karl Dykhuis (D),Montréal Canadiens,65,1,4,5,0.08,34,-5,https://www.eliteprospects.com/player/54584/karl-dykhuis,2002-2003,nhl,Karl Dykhuis,D,DEF
Jody Shelley (LW),Columbus Blue Jackets,68,1,4,5,0.07,249,-5,https://www.eliteprospects.com/player/8722/jody-shelley,2002-2003,nhl,Jody Shelley,LW,FW
Stanislav Neckar (D),Tampa Bay Lightning,70,1,4,5,0.07,43,-6,https://www.eliteprospects.com/player/6641/stanislav-neckar,2002-2003,nhl,Stanislav Neckar,D,DEF
Raffi Torres (LW),New York Islanders,17,0,5,5,0.29,10,0,https://www.eliteprospects.com/player/8857/raffi-torres,2002-2003,nhl,Raffi Torres,LW,FW
Mike Weaver (D),Atlanta Thrashers,40,0,5,5,0.13,20,-5,https://www.eliteprospects.com/player/8814/mike-weaver,2002-2003,nhl,Mike Weaver,D,DEF
Joel Kwiatkowski (D),totals,54,0,5,5,0.09,18,3,https://www.eliteprospects.com/player/9024/joel-kwiatkowski,2002-2003,nhl,Joel Kwiatkowski,D,DEF
Jay McKee (D),Buffalo Sabres,59,0,5,5,0.08,49,-16,https://www.eliteprospects.com/player/8977/jay-mckee,2002-2003,nhl,Jay McKee,D,DEF
Jani Rita (LW/RW),Edmonton Oilers,12,3,1,4,0.33,0,2,https://www.eliteprospects.com/player/2676/jani-rita,2002-2003,nhl,Jani Rita,LW/RW,FW
