player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,player_name,position,fw_def
Brad Smyth (RW),Ottawa Senators,12,3,1,4,0.33,15,-2,https://www.eliteprospects.com/player/3729/brad-smyth,2002-2003,nhl,Brad Smyth,RW,FW
Jeff Taffe (C),Phoenix Coyotes,20,3,1,4,0.2,4,-4,https://www.eliteprospects.com/player/9385/jeff-taffe,2002-2003,nhl,Jeff Taffe,C,FW
Francis Bouillon (D),totals,24,3,1,4,0.17,4,-2,https://www.eliteprospects.com/player/5371/francis-bouillon,2002-2003,nhl,Francis Bouillon,D,DEF
Steve Bégin (LW/C),Calgary Flames,50,3,1,4,0.08,51,-7,https://www.eliteprospects.com/player/9076/steve-begin,2002-2003,nhl,Steve Bégin,LW/C,FW
Jamie Pushor (D),Pittsburgh Penguins,76,3,1,4,0.05,76,-28,https://www.eliteprospects.com/player/11563/jamie-pushor,2002-2003,nhl,Jamie Pushor,D,DEF
Jeff Toms (C),Florida Panthers,8,2,2,4,0.5,4,2,https://www.eliteprospects.com/player/10652/jeff-toms,2002-2003,nhl,Jeff Toms,C,FW
Justin Mapletoft (C),New York Islanders,11,2,2,4,0.36,2,-1,https://www.eliteprospects.com/player/7110/justin-mapletoft,2002-2003,nhl,Justin Mapletoft,C,FW
Jared Aulin (C/RW),Los Angeles Kings,17,2,2,4,0.24,0,-3,https://www.eliteprospects.com/player/9521/jared-aulin,2002-2003,nhl,Jared Aulin,C/RW,FW
Jamie Wright (LW),totals,23,2,2,4,0.17,16,0,https://www.eliteprospects.com/player/8486/jamie-wright,2002-2003,nhl,Jamie Wright,LW,FW
Kirill Safronov (D),Atlanta Thrashers,32,2,2,4,0.13,14,-10,https://www.eliteprospects.com/player/9557/kirill-safronov,2002-2003,nhl,Kirill Safronov,D,DEF
Jarkko Ruutu (LW),Vancouver Canucks,36,2,2,4,0.11,66,-7,https://www.eliteprospects.com/player/2673/jarkko-ruutu,2002-2003,nhl,Jarkko Ruutu,LW,FW
Chris Pronger (D),St. Louis Blues,5,1,3,4,0.8,10,-2,https://www.eliteprospects.com/player/8538/chris-pronger,2002-2003,nhl,Chris Pronger,D,DEF
Blair Betts (C),Calgary Flames,9,1,3,4,0.44,0,3,https://www.eliteprospects.com/player/9082/blair-betts,2002-2003,nhl,Blair Betts,C,FW
Chris Taylor (C),Buffalo Sabres,11,1,3,4,0.36,2,-1,https://www.eliteprospects.com/player/14509/chris-taylor,2002-2003,nhl,Chris Taylor,C,FW
Brian Holzinger (C),totals,14,1,3,4,0.29,8,-5,https://www.eliteprospects.com/player/25615/brian-holzinger,2002-2003,nhl,Brian Holzinger,C,FW
Jassen Cullimore (D),Tampa Bay Lightning,28,1,3,4,0.14,31,3,https://www.eliteprospects.com/player/9127/jassen-cullimore,2002-2003,nhl,Jassen Cullimore,D,DEF
Craig MacDonald (C),Carolina Hurricanes,35,1,3,4,0.11,20,-3,https://www.eliteprospects.com/player/8952/craig-macdonald,2002-2003,nhl,Craig MacDonald,C,FW
Rory Fitzpatrick (D),Buffalo Sabres,36,1,3,4,0.11,16,-7,https://www.eliteprospects.com/player/9155/rory-fitzpatrick,2002-2003,nhl,Rory Fitzpatrick,D,DEF
Scott Parker (RW),Colorado Avalanche,43,1,3,4,0.09,82,6,https://www.eliteprospects.com/player/8904/scott-parker,2002-2003,nhl,Scott Parker,RW,FW
Ales Pisa (D),totals,51,1,3,4,0.08,24,12,https://www.eliteprospects.com/player/10860/ales-pisa,2002-2003,nhl,Ales Pisa,D,DEF
Jeff Finley (D),St. Louis Blues,64,1,3,4,0.06,46,-2,https://www.eliteprospects.com/player/44026/jeff-finley,2002-2003,nhl,Jeff Finley,D,DEF
Trent Hunter (RW),New York Islanders,8,0,4,4,0.5,4,5,https://www.eliteprospects.com/player/5215/trent-hunter,2002-2003,nhl,Trent Hunter,RW,FW
Sven Butenschön (D),New York Islanders,37,0,4,4,0.11,26,-6,https://www.eliteprospects.com/player/8740/sven-butenschon,2002-2003,nhl,Sven Butenschön,D,DEF
Jeff Daniels (LW),Carolina Hurricanes,59,0,4,4,0.07,8,-9,https://www.eliteprospects.com/player/64768/jeff-daniels,2002-2003,nhl,Jeff Daniels,LW,FW
Brad DeFauw (LW),Carolina Hurricanes,9,3,0,3,0.33,2,-2,https://www.eliteprospects.com/player/4323/brad-defauw,2002-2003,nhl,Brad DeFauw,LW,FW
Jeff Heerema (RW),Carolina Hurricanes,10,3,0,3,0.3,2,-2,https://www.eliteprospects.com/player/10419/jeff-heerema,2002-2003,nhl,Jeff Heerema,RW,FW
Lynn Loyns (LW),San Jose Sharks,19,3,0,3,0.16,19,-4,https://www.eliteprospects.com/player/12843/lynn-loyns,2002-2003,nhl,Lynn Loyns,LW,FW
Andrei Nazarov (LW),Phoenix Coyotes,59,3,0,3,0.05,135,-9,https://www.eliteprospects.com/player/32117/andrei-nazarov,2002-2003,nhl,Andrei Nazarov,LW,FW
Eric Manlow (LW),New York Islanders,8,2,1,3,0.38,4,2,https://www.eliteprospects.com/player/12485/eric-manlow,2002-2003,nhl,Eric Manlow,LW,FW
Lee Goren (RW),Boston Bruins,14,2,1,3,0.21,7,-2,https://www.eliteprospects.com/player/11031/lee-goren,2002-2003,nhl,Lee Goren,RW,FW
André Savage (RW),Philadelphia Flyers,16,2,1,3,0.19,4,2,https://www.eliteprospects.com/player/6365/andre-savage,2002-2003,nhl,André Savage,RW,FW
Mike Zigomanis (C/RW),Carolina Hurricanes,19,2,1,3,0.16,0,-4,https://www.eliteprospects.com/player/9525/mike-zigomanis,2002-2003,nhl,Mike Zigomanis,C/RW,FW
Jim Vandermeer (D),Philadelphia Flyers,24,2,1,3,0.13,27,9,https://www.eliteprospects.com/player/8838/jim-vandermeer,2002-2003,nhl,Jim Vandermeer,D,DEF
Kevin Sawyer (LW),Mighty Ducks of Anaheim,31,2,1,3,0.1,115,-2,https://www.eliteprospects.com/player/67107/kevin-sawyer,2002-2003,nhl,Kevin Sawyer,LW,FW
Rick Berry (D),Washington Capitals,43,2,1,3,0.07,87,-3,https://www.eliteprospects.com/player/11494/rick-berry,2002-2003,nhl,Rick Berry,D,DEF
Jesse Boulerice (RW),Carolina Hurricanes,48,2,1,3,0.06,108,-2,https://www.eliteprospects.com/player/9088/jesse-boulerice,2002-2003,nhl,Jesse Boulerice,RW,FW
Ted Donato (LW),New York Rangers,49,2,1,3,0.06,6,-1,https://www.eliteprospects.com/player/32184/ted-donato,2002-2003,nhl,Ted Donato,LW,FW
Chris Dingman (LW),Tampa Bay Lightning,51,2,1,3,0.06,91,-11,https://www.eliteprospects.com/player/9136/chris-dingman,2002-2003,nhl,Chris Dingman,LW,FW
Drake Berehowsky (D),Phoenix Coyotes,7,1,2,3,0.43,27,0,https://www.eliteprospects.com/player/5535/drake-berehowsky,2002-2003,nhl,Drake Berehowsky,D,DEF
Nolan Baumgartner (D),Vancouver Canucks,8,1,2,3,0.38,4,4,https://www.eliteprospects.com/player/8858/nolan-baumgartner,2002-2003,nhl,Nolan Baumgartner,D,DEF
John Tripp (RW),New York Rangers,9,1,2,3,0.33,2,1,https://www.eliteprospects.com/player/13517/john-tripp,2002-2003,nhl,John Tripp,RW,FW
Miroslav Zalesak (RW),San Jose Sharks,10,1,2,3,0.3,0,-2,https://www.eliteprospects.com/player/6664/miroslav-zalesak,2002-2003,nhl,Miroslav Zalesak,RW,FW
Rob Davison (D),San Jose Sharks,15,1,2,3,0.2,22,4,https://www.eliteprospects.com/player/8750/rob-davison,2002-2003,nhl,Rob Davison,D,DEF
Micki DuPont (D),Calgary Flames,16,1,2,3,0.19,4,-5,https://www.eliteprospects.com/player/8062/micki-dupont,2002-2003,nhl,Micki DuPont,D,DEF
Jon Sim (LW),totals,22,1,2,3,0.14,19,-4,https://www.eliteprospects.com/player/8563/jon-sim,2002-2003,nhl,Jon Sim,LW,FW
Brent Gilchrist (LW),Nashville Predators,41,1,2,3,0.07,14,-11,https://www.eliteprospects.com/player/69480/brent-gilchrist,2002-2003,nhl,Brent Gilchrist,LW,FW
Shawn Heins (D),totals,47,1,2,3,0.06,42,-4,https://www.eliteprospects.com/player/10827/shawn-heins,2002-2003,nhl,Shawn Heins,D,DEF
Kurt Sauer (D),Mighty Ducks of Anaheim,80,1,2,3,0.04,74,-23,https://www.eliteprospects.com/player/8870/kurt-sauer,2002-2003,nhl,Kurt Sauer,D,DEF
David Oliver (RW),Dallas Stars,6,0,3,3,0.5,2,1,https://www.eliteprospects.com/player/7225/david-oliver,2002-2003,nhl,David Oliver,RW,FW
Brad Larsen (LW),Colorado Avalanche,6,0,3,3,0.5,2,3,https://www.eliteprospects.com/player/8561/brad-larsen,2002-2003,nhl,Brad Larsen,LW,FW
Tomas Zizka (D),Los Angeles Kings,10,0,3,3,0.3,4,-4,https://www.eliteprospects.com/player/15710/tomas-zizka,2002-2003,nhl,Tomas Zizka,D,DEF
Alexei Ponikarovsky (LW),Toronto Maple Leafs,13,0,3,3,0.23,11,4,https://www.eliteprospects.com/player/8658/alexei-ponikarovsky,2002-2003,nhl,Alexei Ponikarovsky,LW,FW
Andy Hilbert (C),Boston Bruins,14,0,3,3,0.21,7,-1,https://www.eliteprospects.com/player/9052/andy-hilbert,2002-2003,nhl,Andy Hilbert,C,FW
Mike Van Ryn (D),St. Louis Blues,20,0,3,3,0.15,8,3,https://www.eliteprospects.com/player/8834/mike-van-ryn,2002-2003,nhl,Mike Van Ryn,D,DEF
Dan Focht (D),totals,22,0,3,3,0.14,29,-9,https://www.eliteprospects.com/player/70004/dan-focht,2002-2003,nhl,Dan Focht,D,DEF
Byron Ritchie (C/LW),Florida Panthers,30,0,3,3,0.1,19,-4,https://www.eliteprospects.com/player/4520/byron-ritchie,2002-2003,nhl,Byron Ritchie,C/LW,FW
Jimmie Ölvestad (LW),Tampa Bay Lightning,37,0,3,3,0.08,16,-2,https://www.eliteprospects.com/player/752/jimmie-olvestad,2002-2003,nhl,Jimmie Ölvestad,LW,FW
Maxim Kuznetsov (D),totals,56,0,3,3,0.05,54,1,https://www.eliteprospects.com/player/20554/maxim-kuznetsov,2002-2003,nhl,Maxim Kuznetsov,D,DEF
Branislav Mezei (D),Florida Panthers,11,2,0,2,0.18,10,-2,https://www.eliteprospects.com/player/8653/branislav-mezei,2002-2003,nhl,Branislav Mezei,D,DEF
Steve Guolla (C),New Jersey Devils,12,2,0,2,0.17,2,1,https://www.eliteprospects.com/player/8290/steve-guolla,2002-2003,nhl,Steve Guolla,C,FW
Yuri Butsayev (RW),Atlanta Thrashers,16,2,0,2,0.13,8,-5,https://www.eliteprospects.com/player/18507/yuri-butsayev,2002-2003,nhl,Yuri Butsayev,RW,FW
John Erskine (D),Dallas Stars,16,2,0,2,0.13,29,1,https://www.eliteprospects.com/player/9148/john-erskine,2002-2003,nhl,John Erskine,D,DEF
Mike Danton (C),New Jersey Devils,17,2,0,2,0.12,35,0,https://www.eliteprospects.com/player/60843/mike-danton,2002-2003,nhl,Mike Danton,C,FW
Denis Hamel (LW),Buffalo Sabres,25,2,0,2,0.08,17,-4,https://www.eliteprospects.com/player/9039/denis-hamel,2002-2003,nhl,Denis Hamel,LW,FW
Joe DiPenta (D),Atlanta Thrashers,3,1,1,2,0.67,0,3,https://www.eliteprospects.com/player/8530/joe-dipenta,2002-2003,nhl,Joe DiPenta,D,DEF
Marc-André Bergeron (D),Edmonton Oilers,5,1,1,2,0.4,9,2,https://www.eliteprospects.com/player/5672/marc-andre-bergeron,2002-2003,nhl,Marc-André Bergeron,D,DEF
Shawn Thornton (RW),Chicago Blackhawks,13,1,1,2,0.15,31,-4,https://www.eliteprospects.com/player/11339/shawn-thornton,2002-2003,nhl,Shawn Thornton,RW,FW
Trent Whitfield (C),Washington Capitals,14,1,1,2,0.14,6,1,https://www.eliteprospects.com/player/8823/trent-whitfield,2002-2003,nhl,Trent Whitfield,C,FW
Darren Van Impe (D),Columbus Blue Jackets,14,1,1,2,0.14,10,-6,https://www.eliteprospects.com/player/22093/darren-van-impe,2002-2003,nhl,Darren Van Impe,D,DEF
Mike Brown (LW),Mighty Ducks of Anaheim,16,1,1,2,0.13,44,0,https://www.eliteprospects.com/player/41108/mike-brown,2002-2003,nhl,Mike Brown,LW,FW
Aaron Downey (RW),Dallas Stars,43,1,1,2,0.05,69,1,https://www.eliteprospects.com/player/9139/aaron-downey,2002-2003,nhl,Aaron Downey,RW,FW
Steve Montador (D),Calgary Flames,50,1,1,2,0.04,114,-9,https://www.eliteprospects.com/player/8729/steve-montador,2002-2003,nhl,Steve Montador,D,DEF
Igor Ulanov (D),Florida Panthers,56,1,1,2,0.04,39,7,https://www.eliteprospects.com/player/8843/igor-ulanov,2002-2003,nhl,Igor Ulanov,D,DEF
Jason King (RW),Vancouver Canucks,8,0,2,2,0.25,0,0,https://www.eliteprospects.com/player/9920/jason-king,2002-2003,nhl,Jason King,RW,FW
Norm Milley (RW),Buffalo Sabres,8,0,2,2,0.25,6,-2,https://www.eliteprospects.com/player/8981/norm-milley,2002-2003,nhl,Norm Milley,RW,FW
Chris Schmidt (D),Los Angeles Kings,10,0,2,2,0.2,5,-1,https://www.eliteprospects.com/player/13963/chris-schmidt,2002-2003,nhl,Chris Schmidt,D,DEF
Garnet Exelby (D),Atlanta Thrashers,15,0,2,2,0.13,41,0,https://www.eliteprospects.com/player/8558/garnet-exelby,2002-2003,nhl,Garnet Exelby,D,DEF
Burke Henry (D),Chicago Blackhawks,16,0,2,2,0.13,9,-13,https://www.eliteprospects.com/player/9750/burke-henry,2002-2003,nhl,Burke Henry,D,DEF
Steve Eminger (D),Washington Capitals,17,0,2,2,0.12,24,-3,https://www.eliteprospects.com/player/9147/steve-eminger,2002-2003,nhl,Steve Eminger,D,DEF
Francis Lessard (RW),Atlanta Thrashers,18,0,2,2,0.11,61,1,https://www.eliteprospects.com/player/9688/francis-lessard,2002-2003,nhl,Francis Lessard,RW,FW
Dave Karpa (D),New York Rangers,19,0,2,2,0.11,14,-1,https://www.eliteprospects.com/player/25709/dave-karpa,2002-2003,nhl,Dave Karpa,D,DEF
Bill Lindsay (LW),Montréal Canadiens,19,0,2,2,0.11,23,-1,https://www.eliteprospects.com/player/27298/bill-lindsay,2002-2003,nhl,Bill Lindsay,LW,FW
Chris McAlpine (D),Los Angeles Kings,21,0,2,2,0.1,24,-4,https://www.eliteprospects.com/player/25710/chris-mcalpine,2002-2003,nhl,Chris McAlpine,D,DEF
Jerred Smithson (C/RW),Los Angeles Kings,22,0,2,2,0.09,21,-5,https://www.eliteprospects.com/player/8886/jerred-smithson,2002-2003,nhl,Jerred Smithson,C/RW,FW
Bryan Muir (D),Colorado Avalanche,32,0,2,2,0.06,19,3,https://www.eliteprospects.com/player/4317/bryan-muir,2002-2003,nhl,Bryan Muir,D,DEF
Sylvain Lefebvre (D),New York Rangers,35,0,2,2,0.06,10,-7,https://www.eliteprospects.com/player/27892/sylvain-lefebvre,2002-2003,nhl,Sylvain Lefebvre,D,DEF
Tomas Malec (D),Carolina Hurricanes,41,0,2,2,0.05,43,-5,https://www.eliteprospects.com/player/10219/tomas-malec,2002-2003,nhl,Tomas Malec,D,DEF
Ric Jackman (D),Toronto Maple Leafs,42,0,2,2,0.05,41,-10,https://www.eliteprospects.com/player/4485/ric-jackman,2002-2003,nhl,Ric Jackman,D,DEF
Matt Stajan (C),Toronto Maple Leafs,1,1,0,1,1,0,1,https://www.eliteprospects.com/player/8889/matt-stajan,2002-2003,nhl,Matt Stajan,C,FW
Peter Sejna (LW),St. Louis Blues,1,1,0,1,1,0,0,https://www.eliteprospects.com/player/9663/peter-sejna,2002-2003,nhl,Peter Sejna,LW,FW
Damian Surma (C/LW),Carolina Hurricanes,1,1,0,1,1,0,0,https://www.eliteprospects.com/player/14998/damian-surma,2002-2003,nhl,Damian Surma,C/LW,FW
Milan Bartovic (RW/LW),Buffalo Sabres,3,1,0,1,0.33,0,0,https://www.eliteprospects.com/player/9634/milan-bartovic,2002-2003,nhl,Milan Bartovic,RW/LW,FW
Pat Kavanagh (RW),Vancouver Canucks,3,1,0,1,0.33,2,2,https://www.eliteprospects.com/player/9011/pat-kavanagh,2002-2003,nhl,Pat Kavanagh,RW,FW
Rickard Wallin (C),Minnesota Wild,4,1,0,1,0.25,0,1,https://www.eliteprospects.com/player/114/rickard-wallin,2002-2003,nhl,Rickard Wallin,C,FW
Zdenek Kutlak (D),Boston Bruins,4,1,0,1,0.25,0,0,https://www.eliteprospects.com/player/10849/zdenek-kutlak,2002-2003,nhl,Zdenek Kutlak,D,DEF
Josh Holden (C),Toronto Maple Leafs,5,1,0,1,0.2,2,-2,https://www.eliteprospects.com/player/10825/josh-holden,2002-2003,nhl,Josh Holden,C,FW
Josef Boumedienne (D),Washington Capitals,6,1,0,1,0.17,0,-1,https://www.eliteprospects.com/player/708/josef-boumedienne,2002-2003,nhl,Josef Boumedienne,D,DEF
Kyle Wanvig (RW),Minnesota Wild,7,1,0,1,0.14,13,0,https://www.eliteprospects.com/player/8805/kyle-wanvig,2002-2003,nhl,Kyle Wanvig,RW,FW
Scottie Upshall (LW/RW),Nashville Predators,8,1,0,1,0.13,0,2,https://www.eliteprospects.com/player/9512/scottie-upshall,2002-2003,nhl,Scottie Upshall,LW/RW,FW
Rob Valicevic (RW),Mighty Ducks of Anaheim,10,1,0,1,0.1,2,1,https://www.eliteprospects.com/player/12676/rob-valicevic,2002-2003,nhl,Rob Valicevic,RW,FW
Wyatt Smith (C),Nashville Predators,11,1,0,1,0.09,0,-1,https://www.eliteprospects.com/player/8885/wyatt-smith,2002-2003,nhl,Wyatt Smith,C,FW
Toni Dahlman (RW),Ottawa Senators,12,1,0,1,0.08,0,-1,https://www.eliteprospects.com/player/2665/toni-dahlman,2002-2003,nhl,Toni Dahlman,RW,FW
Kris Vernarsky (C),Boston Bruins,14,1,0,1,0.07,2,-2,https://www.eliteprospects.com/player/9446/kris-vernarsky,2002-2003,nhl,Kris Vernarsky,C,FW
Ryan Flinn (LW),Los Angeles Kings,19,1,0,1,0.05,28,0,https://www.eliteprospects.com/player/11475/ryan-flinn,2002-2003,nhl,Ryan Flinn,LW,FW
Stephen Peat (RW),Washington Capitals,27,1,0,1,0.04,57,-3,https://www.eliteprospects.com/player/9739/stephen-peat,2002-2003,nhl,Stephen Peat,RW,FW
D.J. Smith (D),Colorado Avalanche,34,1,0,1,0.03,55,2,https://www.eliteprospects.com/player/69476/d.j.-smith,2002-2003,nhl,D.J. Smith,D,DEF
Jean-Luc Grand-Pierre (D),Columbus Blue Jackets,41,1,0,1,0.02,64,-6,https://www.eliteprospects.com/player/5521/jean-luc-grand-pierre,2002-2003,nhl,Jean-Luc Grand-Pierre,D,DEF
Steve Webb (RW),New York Islanders,49,1,0,1,0.02,75,-5,https://www.eliteprospects.com/player/59367/steve-webb,2002-2003,nhl,Steve Webb,RW,FW
Jason Holland (D),Los Angeles Kings,2,0,1,1,0.5,0,1,https://www.eliteprospects.com/player/12765/jason-holland,2002-2003,nhl,Jason Holland,D,DEF
Carlo Colaiacovo (D),Toronto Maple Leafs,2,0,1,1,0.5,0,0,https://www.eliteprospects.com/player/9117/carlo-colaiacovo,2002-2003,nhl,Carlo Colaiacovo,D,DEF
Chris O'Sullivan (D),Mighty Ducks of Anaheim,2,0,1,1,0.5,0,0,https://www.eliteprospects.com/player/27949/chris-o-sullivan,2002-2003,nhl,Chris O'Sullivan,D,DEF
Craig Darby (C),New Jersey Devils,3,0,1,1,0.33,0,-1,https://www.eliteprospects.com/player/14735/craig-darby,2002-2003,nhl,Craig Darby,C,FW
Ladislav Kohn (RW),Calgary Flames,3,0,1,1,0.33,2,1,https://www.eliteprospects.com/player/3573/ladislav-kohn,2002-2003,nhl,Ladislav Kohn,RW,FW
Jarret Stoll (C),Edmonton Oilers,4,0,1,1,0.25,0,-3,https://www.eliteprospects.com/player/8895/jarret-stoll,2002-2003,nhl,Jarret Stoll,C,FW
Vladimir Vujtek (RW),Pittsburgh Penguins,5,0,1,1,0.2,0,-4,https://www.eliteprospects.com/player/3728/vladimir-vujtek,2002-2003,nhl,Vladimir Vujtek,RW,FW
Aaron Gavey (C),Toronto Maple Leafs,5,0,1,1,0.2,0,1,https://www.eliteprospects.com/player/9684/aaron-gavey,2002-2003,nhl,Aaron Gavey,C,FW
Todd Gill (D),Chicago Blackhawks,5,0,1,1,0.2,0,3,https://www.eliteprospects.com/player/69416/todd-gill,2002-2003,nhl,Todd Gill,D,DEF
Mark Greig (RW),Philadelphia Flyers,5,0,1,1,0.2,2,1,https://www.eliteprospects.com/player/54582/mark-greig,2002-2003,nhl,Mark Greig,RW,FW
Peter White (C),Chicago Blackhawks,6,0,1,1,0.17,0,0,https://www.eliteprospects.com/player/8470/peter-white,2002-2003,nhl,Peter White,C,FW
Mike Commodore (D),Calgary Flames,6,0,1,1,0.17,19,2,https://www.eliteprospects.com/player/9119/mike-commodore,2002-2003,nhl,Mike Commodore,D,DEF
Ryan Kraft (C),San Jose Sharks,7,0,1,1,0.14,0,2,https://www.eliteprospects.com/player/13556/ryan-kraft,2002-2003,nhl,Ryan Kraft,C,FW
Igor Kravchuk (D),Florida Panthers,7,0,1,1,0.14,4,-3,https://www.eliteprospects.com/player/27220/igor-kravchuk,2002-2003,nhl,Igor Kravchuk,D,DEF
Fyodor Fyodorov (LW/C),Vancouver Canucks,7,0,1,1,0.14,4,0,https://www.eliteprospects.com/player/9559/fyodor-fyodorov,2002-2003,nhl,Fyodor Fyodorov,LW/C,FW
Rich Brennan (D),Boston Bruins,7,0,1,1,0.14,6,3,https://www.eliteprospects.com/player/13637/rich-brennan,2002-2003,nhl,Rich Brennan,D,DEF
Tom Kostopoulos (RW),Pittsburgh Penguins,8,0,1,1,0.13,0,-4,https://www.eliteprospects.com/player/9021/tom-kostopoulos,2002-2003,nhl,Tom Kostopoulos,RW,FW
Martin Samuelsson (RW),Boston Bruins,8,0,1,1,0.13,2,-1,https://www.eliteprospects.com/player/461/martin-samuelsson,2002-2003,nhl,Martin Samuelsson,RW,FW
Eric Nickulas (RW),St. Louis Blues,8,0,1,1,0.13,6,-2,https://www.eliteprospects.com/player/13961/eric-nickulas,2002-2003,nhl,Eric Nickulas,RW,FW
Juraj Kolnik (RW),Florida Panthers,10,0,1,1,0.1,0,1,https://www.eliteprospects.com/player/8654/juraj-kolnik,2002-2003,nhl,Juraj Kolnik,RW,FW
Ben Simon (C),Atlanta Thrashers,10,0,1,1,0.1,9,0,https://www.eliteprospects.com/player/11760/ben-simon,2002-2003,nhl,Ben Simon,C,FW
Ray Giroux (D),New Jersey Devils,11,0,1,1,0.09,6,-2,https://www.eliteprospects.com/player/12229/ray-giroux,2002-2003,nhl,Ray Giroux,D,DEF
Josh Langfeld (RW),Ottawa Senators,12,0,1,1,0.08,4,2,https://www.eliteprospects.com/player/8985/josh-langfeld,2002-2003,nhl,Josh Langfeld,RW,FW
Andrej Nedorost (C/W),Columbus Blue Jackets,12,0,1,1,0.08,4,-6,https://www.eliteprospects.com/player/9672/andrej-nedorost,2002-2003,nhl,Andrej Nedorost,C/W,FW
Kris Beech (C),Pittsburgh Penguins,12,0,1,1,0.08,6,-3,https://www.eliteprospects.com/player/8429/kris-beech,2002-2003,nhl,Kris Beech,C,FW
Brian Willsie (RW),Colorado Avalanche,12,0,1,1,0.08,15,0,https://www.eliteprospects.com/player/8768/brian-willsie,2002-2003,nhl,Brian Willsie,RW,FW
Eric Beaudoin (LW/C),Florida Panthers,15,0,1,1,0.07,25,-7,https://www.eliteprospects.com/player/7117/eric-beaudoin,2002-2003,nhl,Eric Beaudoin,LW/C,FW
Sami Helenius (D),totals,15,0,1,1,0.07,34,4,https://www.eliteprospects.com/player/2663/sami-helenius,2002-2003,nhl,Sami Helenius,D,DEF
Garry Valk (LW/RW),Chicago Blackhawks,16,0,1,1,0.06,6,0,https://www.eliteprospects.com/player/66981/garry-valk,2002-2003,nhl,Garry Valk,LW/RW,FW
Matt Walker (D),St. Louis Blues,16,0,1,1,0.06,38,0,https://www.eliteprospects.com/player/8798/matt-walker,2002-2003,nhl,Matt Walker,D,DEF
Mike Komisarek (D),Montréal Canadiens,21,0,1,1,0.05,28,-6,https://www.eliteprospects.com/player/9019/mike-komisarek,2002-2003,nhl,Mike Komisarek,D,DEF
Reid Simpson (LW),Nashville Predators,26,0,1,1,0.04,56,-4,https://www.eliteprospects.com/player/64714/reid-simpson,2002-2003,nhl,Reid Simpson,LW,FW
Gordie Dwyer (LW),totals,28,0,1,1,0.04,96,-3,https://www.eliteprospects.com/player/10375/gordie-dwyer,2002-2003,nhl,Gordie Dwyer,LW,FW
Jesse Wallin (D),Detroit Red Wings,32,0,1,1,0.03,19,-2,https://www.eliteprospects.com/player/29021/jesse-wallin,2002-2003,nhl,Jesse Wallin,D,DEF
Jean-François Fortin (D),Washington Capitals,33,0,1,1,0.03,22,-3,https://www.eliteprospects.com/player/14511/jean-francois-fortin,2002-2003,nhl,Jean-François Fortin,D,DEF
Chris McAllister (D),totals,33,0,1,1,0.03,47,4,https://www.eliteprospects.com/player/12803/chris-mcallister,2002-2003,nhl,Chris McAllister,D,DEF
Jamie Allison (D),Columbus Blue Jackets,48,0,1,1,0.02,99,-15,https://www.eliteprospects.com/player/9063/jamie-allison,2002-2003,nhl,Jamie Allison,D,DEF
Darren Langdon (LW),totals,54,0,1,1,0.02,159,-2,https://www.eliteprospects.com/player/66990/darren-langdon,2002-2003,nhl,Darren Langdon,LW,FW
Brad Brown (D),Minnesota Wild,57,0,1,1,0.02,90,-1,https://www.eliteprospects.com/player/11823/brad-brown,2002-2003,nhl,Brad Brown,D,DEF
Scott Lachance (D),Columbus Blue Jackets,61,0,1,1,0.02,46,-20,https://www.eliteprospects.com/player/21483/scott-lachance,2002-2003,nhl,Scott Lachance,D,DEF
Sheldon Souray (D),Montréal Canadiens,0,0,0,0,0,0,0,https://www.eliteprospects.com/player/4505/sheldon-souray,2002-2003,nhl,Sheldon Souray,D,DEF
Curtis Murphy (D),Minnesota Wild,1,0,0,0,0,0,0,https://www.eliteprospects.com/player/10312/curtis-murphy,2002-2003,nhl,Curtis Murphy,D,DEF
Jim Montgomery (C),Dallas Stars,1,0,0,0,0,0,0,https://www.eliteprospects.com/player/39284/jim-montgomery,2002-2003,nhl,Jim Montgomery,C,FW
Jim Campbell (RW),Florida Panthers,1,0,0,0,0,0,0,https://www.eliteprospects.com/player/27208/jim-campbell,2002-2003,nhl,Jim Campbell,RW,FW
Sean McMorrow (RW),Buffalo Sabres,1,0,0,0,0,0,0,https://www.eliteprospects.com/player/22627/sean-mcmorrow,2002-2003,nhl,Sean McMorrow,RW,FW
Pascal Trépanier (D),Nashville Predators,1,0,0,0,0,0,0,https://www.eliteprospects.com/player/12796/pascal-trepanier,2002-2003,nhl,Pascal Trépanier,D,DEF
Daniel Corso (C),St. Louis Blues,1,0,0,0,0,0,-1,https://www.eliteprospects.com/player/11573/daniel-corso,2002-2003,nhl,Daniel Corso,C,FW
Bobby Allen (D),Edmonton Oilers,1,0,0,0,0,0,0,https://www.eliteprospects.com/player/10987/bobby-allen,2002-2003,nhl,Bobby Allen,D,DEF
Hnat Domenichelli (LW),Minnesota Wild,1,0,0,0,0,0,0,https://www.eliteprospects.com/player/10650/hnat-domenichelli,2002-2003,nhl,Hnat Domenichelli,LW,FW
Mathieu Darche (LW),Columbus Blue Jackets,1,0,0,0,0,0,-1,https://www.eliteprospects.com/player/10621/mathieu-darche,2002-2003,nhl,Mathieu Darche,LW,FW
Mike Siklenka (D),Philadelphia Flyers,1,0,0,0,0,0,0,https://www.eliteprospects.com/player/10243/mike-siklenka,2002-2003,nhl,Mike Siklenka,D,DEF
