player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,player_name,position,fw_def
Kevyn Adams (C/RW),Carolina Hurricanes,73,10,12,22,0.3,43,6,https://www.eliteprospects.com/player/8743/kevyn-adams,2003-2004,nhl,Kevyn Adams,C/RW,FW
Tom Kostopoulos (RW),Pittsburgh Penguins,60,9,13,22,0.37,67,-14,https://www.eliteprospects.com/player/9021/tom-kostopoulos,2003-2004,nhl,Tom Kostopoulos,RW,FW
Lasse Pirjetä (C),totals,70,8,14,22,0.31,20,-3,https://www.eliteprospects.com/player/1798/lasse-pirjeta,2003-2004,nhl,Lasse Pirjetä,C,FW
Jason Wiemer (C),totals,75,8,14,22,0.29,130,-7,https://www.eliteprospects.com/player/8827/jason-wiemer,2003-2004,nhl,Jason Wiemer,C,FW
Samuel Påhlsson (C),Mighty Ducks of Anaheim,82,8,14,22,0.27,50,-2,https://www.eliteprospects.com/player/732/samuel-pahlsson,2003-2004,nhl,Samuel Påhlsson,C,FW
Keith Primeau (C),Philadelphia Flyers,54,7,15,22,0.41,80,11,https://www.eliteprospects.com/player/8863/keith-primeau,2003-2004,nhl,Keith Primeau,C,FW
Brian Holzinger (C),totals,74,7,15,22,0.3,40,-31,https://www.eliteprospects.com/player/25615/brian-holzinger,2003-2004,nhl,Brian Holzinger,C,FW
Tim Taylor (C),Tampa Bay Lightning,82,7,15,22,0.27,25,-5,https://www.eliteprospects.com/player/8848/tim-taylor,2003-2004,nhl,Tim Taylor,C,FW
Jaroslav Spacek (D),Columbus Blue Jackets,58,5,17,22,0.38,45,-13,https://www.eliteprospects.com/player/1668/jaroslav-spacek,2003-2004,nhl,Jaroslav Spacek,D,DEF
Pierre-Marc Bouchard (C),Minnesota Wild,61,4,18,22,0.36,22,-7,https://www.eliteprospects.com/player/9086/pierre-marc-bouchard,2003-2004,nhl,Pierre-Marc Bouchard,C,FW
Darryl Sydor (D),totals,80,3,19,22,0.28,32,-16,https://www.eliteprospects.com/player/8899/darryl-sydor,2003-2004,nhl,Darryl Sydor,D,DEF
Jason King (RW),Vancouver Canucks,47,12,9,21,0.45,8,0,https://www.eliteprospects.com/player/9920/jason-king,2003-2004,nhl,Jason King,RW,FW
Marc Chouinard (C),Minnesota Wild,45,11,10,21,0.47,17,4,https://www.eliteprospects.com/player/8547/marc-chouinard,2003-2004,nhl,Marc Chouinard,C,FW
Jarret Stoll (C),Edmonton Oilers,68,10,11,21,0.31,42,8,https://www.eliteprospects.com/player/8895/jarret-stoll,2003-2004,nhl,Jarret Stoll,C,FW
Donald Audette (RW),totals,51,9,12,21,0.41,38,-13,https://www.eliteprospects.com/player/52329/donald-audette,2003-2004,nhl,Donald Audette,RW,FW
Mark Rycroft (RW),St. Louis Blues,71,9,12,21,0.3,32,2,https://www.eliteprospects.com/player/8727/mark-rycroft,2003-2004,nhl,Mark Rycroft,RW,FW
Denis Arkhipov (C/LW),Nashville Predators,72,9,12,21,0.29,22,-2,https://www.eliteprospects.com/player/9595/denis-arkhipov,2003-2004,nhl,Denis Arkhipov,C/LW,FW
Andrei Zyuzin (D),Minnesota Wild,65,8,13,21,0.32,48,4,https://www.eliteprospects.com/player/8608/andrei-zyuzin,2003-2004,nhl,Andrei Zyuzin,D,DEF
Andy Sutton (D),Atlanta Thrashers,65,8,13,21,0.32,94,0,https://www.eliteprospects.com/player/8554/andy-sutton,2003-2004,nhl,Andy Sutton,D,DEF
Cory Cross (D),Edmonton Oilers,68,7,14,21,0.31,56,9,https://www.eliteprospects.com/player/43326/cory-cross,2003-2004,nhl,Cory Cross,D,DEF
Radoslav Suchý (D),Phoenix Coyotes,82,7,14,21,0.26,8,1,https://www.eliteprospects.com/player/8621/radoslav-suchy,2003-2004,nhl,Radoslav Suchý,D,DEF
Scott Hannan (D),San Jose Sharks,82,6,15,21,0.26,48,10,https://www.eliteprospects.com/player/9041/scott-hannan,2003-2004,nhl,Scott Hannan,D,DEF
Ville Nieminen (LW/RW),totals,79,5,16,21,0.27,58,-9,https://www.eliteprospects.com/player/2661/ville-nieminen,2003-2004,nhl,Ville Nieminen,LW/RW,FW
Chris Chelios (D),Detroit Red Wings,69,2,19,21,0.3,61,12,https://www.eliteprospects.com/player/9112/chris-chelios,2003-2004,nhl,Chris Chelios,D,DEF
Karel Rachunek (D),totals,72,2,19,21,0.29,33,8,https://www.eliteprospects.com/player/9629/karel-rachunek,2003-2004,nhl,Karel Rachunek,D,DEF
Richard Matvichuk (D),Dallas Stars,75,1,20,21,0.28,36,0,https://www.eliteprospects.com/player/8970/richard-matvichuk,2003-2004,nhl,Richard Matvichuk,D,DEF
Mattias Weinhandl (RW),New York Islanders,55,8,12,20,0.36,26,9,https://www.eliteprospects.com/player/236/mattias-weinhandl,2003-2004,nhl,Mattias Weinhandl,RW,FW
Taylor Pyatt (LW),Buffalo Sabres,63,8,12,20,0.32,25,-7,https://www.eliteprospects.com/player/5372/taylor-pyatt,2003-2004,nhl,Taylor Pyatt,LW,FW
Eric Nickulas (RW),totals,65,8,12,20,0.31,52,-8,https://www.eliteprospects.com/player/13961/eric-nickulas,2003-2004,nhl,Eric Nickulas,RW,FW
Niklas Sundström (C),Montréal Canadiens,66,8,12,20,0.3,18,3,https://www.eliteprospects.com/player/740/niklas-sundstrom,2003-2004,nhl,Niklas Sundström,C,FW
Tie Domi (RW),Toronto Maple Leafs,80,7,13,20,0.25,208,-2,https://www.eliteprospects.com/player/9138/tie-domi,2003-2004,nhl,Tie Domi,RW,FW
Per-Johan Axelsson (LW),Boston Bruins,68,6,14,20,0.29,42,2,https://www.eliteprospects.com/player/694/per-johan-axelsson,2003-2004,nhl,Per-Johan Axelsson,LW,FW
Adam Mair (RW),Buffalo Sabres,81,6,14,20,0.25,146,-3,https://www.eliteprospects.com/player/8811/adam-mair,2003-2004,nhl,Adam Mair,RW,FW
Daniel Tjärnqvist (D),Atlanta Thrashers,68,5,15,20,0.29,18,-4,https://www.eliteprospects.com/player/695/daniel-tjarnqvist,2003-2004,nhl,Daniel Tjärnqvist,D,DEF
Toni Lydman (D),Calgary Flames,67,4,16,20,0.3,30,6,https://www.eliteprospects.com/player/2678/toni-lydman,2003-2004,nhl,Toni Lydman,D,DEF
Cale Hulse (D),Phoenix Coyotes,82,3,17,20,0.24,123,-4,https://www.eliteprospects.com/player/9059/cale-hulse,2003-2004,nhl,Cale Hulse,D,DEF
Jay Bouwmeester (D),Florida Panthers,61,2,18,20,0.33,30,-15,https://www.eliteprospects.com/player/3659/jay-bouwmeester,2003-2004,nhl,Jay Bouwmeester,D,DEF
Artyom Chubarov (C),Vancouver Canucks,65,12,7,19,0.29,14,1,https://www.eliteprospects.com/player/9596/artyom-chubarov,2003-2004,nhl,Artyom Chubarov,C,FW
Derek Roy (C),Buffalo Sabres,49,9,10,19,0.39,12,-8,https://www.eliteprospects.com/player/8810/derek-roy,2003-2004,nhl,Derek Roy,C,FW
Jason Smith (D),Edmonton Oilers,68,7,12,19,0.28,98,13,https://www.eliteprospects.com/player/8883/jason-smith,2003-2004,nhl,Jason Smith,D,DEF
Matt Cullen (C),Florida Panthers,56,6,13,19,0.34,24,-2,https://www.eliteprospects.com/player/8754/matt-cullen,2003-2004,nhl,Matt Cullen,C,FW
Daniil Markov (D),totals,78,6,13,19,0.24,95,-6,https://www.eliteprospects.com/player/8613/daniil-markov,2003-2004,nhl,Daniil Markov,D,DEF
Brad Lukowich (D),Tampa Bay Lightning,79,5,14,19,0.24,24,29,https://www.eliteprospects.com/player/9000/brad-lukowich,2003-2004,nhl,Brad Lukowich,D,DEF
Jason Woolley (D),Detroit Red Wings,55,4,15,19,0.35,28,19,https://www.eliteprospects.com/player/8833/jason-woolley,2003-2004,nhl,Jason Woolley,D,DEF
Eric Weinrich (D),totals,80,4,15,19,0.24,46,12,https://www.eliteprospects.com/player/8706/eric-weinrich,2003-2004,nhl,Eric Weinrich,D,DEF
Jiri Fischer (D),Detroit Red Wings,81,4,15,19,0.23,75,0,https://www.eliteprospects.com/player/8616/jiri-fischer,2003-2004,nhl,Jiri Fischer,D,DEF
Mike Eastwood (C),Pittsburgh Penguins,82,4,15,19,0.23,40,-18,https://www.eliteprospects.com/player/69415/mike-eastwood,2003-2004,nhl,Mike Eastwood,C,FW
Vladimir Malakhov (D),totals,62,3,16,19,0.31,55,-6,https://www.eliteprospects.com/player/8700/vladimir-malakhov,2003-2004,nhl,Vladimir Malakhov,D,DEF
Marek Malík (D),Vancouver Canucks,78,3,16,19,0.24,45,35,https://www.eliteprospects.com/player/1907/marek-malik,2003-2004,nhl,Marek Malík,D,DEF
Cory Sarich (D),Tampa Bay Lightning,82,3,16,19,0.23,89,5,https://www.eliteprospects.com/player/8867/cory-sarich,2003-2004,nhl,Cory Sarich,D,DEF
Karel Pilar (D),Toronto Maple Leafs,50,2,17,19,0.38,22,2,https://www.eliteprospects.com/player/11485/karel-pilar,2003-2004,nhl,Karel Pilar,D,DEF
Tom Preissing (D),San Jose Sharks,69,2,17,19,0.28,12,8,https://www.eliteprospects.com/player/8662/tom-preissing,2003-2004,nhl,Tom Preissing,D,DEF
Mike Rathje (D),San Jose Sharks,80,2,17,19,0.24,46,18,https://www.eliteprospects.com/player/8844/mike-rathje,2003-2004,nhl,Mike Rathje,D,DEF
Brad Isbister (LW),Edmonton Oilers,51,10,8,18,0.35,54,-2,https://www.eliteprospects.com/player/8705/brad-isbister,2003-2004,nhl,Brad Isbister,LW,FW
Jean-Pierre Vigier (RW),Atlanta Thrashers,70,10,8,18,0.26,22,-18,https://www.eliteprospects.com/player/8841/jean-pierre-vigier,2003-2004,nhl,Jean-Pierre Vigier,RW,FW
Tyler Wright (C),Columbus Blue Jackets,68,9,9,18,0.26,63,-19,https://www.eliteprospects.com/player/9669/tyler-wright,2003-2004,nhl,Tyler Wright,C,FW
Jeff Taffe (C),Phoenix Coyotes,59,8,10,18,0.31,20,-8,https://www.eliteprospects.com/player/9385/jeff-taffe,2003-2004,nhl,Jeff Taffe,C,FW
Jon Sim (LW),totals,63,8,10,18,0.29,33,-4,https://www.eliteprospects.com/player/8563/jon-sim,2003-2004,nhl,Jon Sim,LW,FW
Scott Nichol (C),Chicago Blackhawks,75,7,11,18,0.24,145,-16,https://www.eliteprospects.com/player/8748/scott-nichol,2003-2004,nhl,Scott Nichol,C,FW
Jason Krog (C),Mighty Ducks of Anaheim,80,6,12,18,0.23,16,-4,https://www.eliteprospects.com/player/7305/jason-krog,2003-2004,nhl,Jason Krog,C,FW
Igor Ulanov (D),Edmonton Oilers,42,5,13,18,0.43,28,19,https://www.eliteprospects.com/player/8843/igor-ulanov,2003-2004,nhl,Igor Ulanov,D,DEF
Christian Bäckman (D),St. Louis Blues,65,5,13,18,0.28,16,3,https://www.eliteprospects.com/player/290/christian-backman,2003-2004,nhl,Christian Bäckman,D,DEF
Robyn Regehr (D),Calgary Flames,82,4,14,18,0.22,74,14,https://www.eliteprospects.com/player/8913/robyn-regehr,2003-2004,nhl,Robyn Regehr,D,DEF
Stanislav Chistov (LW),Mighty Ducks of Anaheim,56,2,16,18,0.32,26,-16,https://www.eliteprospects.com/player/8520/stanislav-chistov,2003-2004,nhl,Stanislav Chistov,LW,FW
Adam Oates (C),Edmonton Oilers,60,2,16,18,0.3,8,0,https://www.eliteprospects.com/player/21367/adam-oates,2003-2004,nhl,Adam Oates,C,FW
Francis Bouillon (D),Montréal Canadiens,73,2,16,18,0.25,70,1,https://www.eliteprospects.com/player/5371/francis-bouillon,2003-2004,nhl,Francis Bouillon,D,DEF
Rem Murray (C),Nashville Predators,39,8,9,17,0.44,12,-1,https://www.eliteprospects.com/player/9668/rem-murray,2003-2004,nhl,Rem Murray,C,FW
Mike Keane (RW),Vancouver Canucks,64,8,9,17,0.27,20,7,https://www.eliteprospects.com/player/25136/mike-keane,2003-2004,nhl,Mike Keane,RW,FW
Josh Langfeld (RW),Ottawa Senators,38,7,10,17,0.45,16,6,https://www.eliteprospects.com/player/8985/josh-langfeld,2003-2004,nhl,Josh Langfeld,RW,FW
Tom Fitzgerald (RW),Toronto Maple Leafs,69,7,10,17,0.25,52,-2,https://www.eliteprospects.com/player/9154/tom-fitzgerald,2003-2004,nhl,Tom Fitzgerald,RW,FW
Craig Adams (RW),Carolina Hurricanes,80,7,10,17,0.21,69,-5,https://www.eliteprospects.com/player/8756/craig-adams,2003-2004,nhl,Craig Adams,RW,FW
Georges Laraque (RW),Edmonton Oilers,66,6,11,17,0.26,99,7,https://www.eliteprospects.com/player/5693/georges-laraque,2003-2004,nhl,Georges Laraque,RW,FW
Daniel Cleary (LW/RW),Phoenix Coyotes,68,6,11,17,0.25,42,-8,https://www.eliteprospects.com/player/4376/daniel-cleary,2003-2004,nhl,Daniel Cleary,LW/RW,FW
Chuck Kobasew (RW),Calgary Flames,70,6,11,17,0.24,51,-12,https://www.eliteprospects.com/player/9018/chuck-kobasew,2003-2004,nhl,Chuck Kobasew,RW,FW
Jim Vandermeer (D),totals,46,5,12,17,0.37,83,-11,https://www.eliteprospects.com/player/8838/jim-vandermeer,2003-2004,nhl,Jim Vandermeer,D,DEF
Stéphane Yelle (C),Calgary Flames,53,4,13,17,0.32,24,1,https://www.eliteprospects.com/player/8795/stephane-yelle,2003-2004,nhl,Stéphane Yelle,C,FW
Jeff Jillson (D),totals,64,4,13,17,0.27,54,-4,https://www.eliteprospects.com/player/9030/jeff-jillson,2003-2004,nhl,Jeff Jillson,D,DEF
Teppo Numminen (D),Dallas Stars,62,3,14,17,0.27,18,-5,https://www.eliteprospects.com/player/2684/teppo-numminen,2003-2004,nhl,Teppo Numminen,D,DEF
Rhett Warrener (D),Calgary Flames,77,3,14,17,0.22,97,8,https://www.eliteprospects.com/player/8812/rhett-warrener,2003-2004,nhl,Rhett Warrener,D,DEF
Travis Green (C),Boston Bruins,64,11,5,16,0.25,67,-6,https://www.eliteprospects.com/player/9168/travis-green,2003-2004,nhl,Travis Green,C,FW
Scott Young (RW),Dallas Stars,53,8,8,16,0.3,14,-15,https://www.eliteprospects.com/player/8797/scott-young,2003-2004,nhl,Scott Young,RW,FW
Chris Neil (RW),Ottawa Senators,82,8,8,16,0.2,194,13,https://www.eliteprospects.com/player/8949/chris-neil,2003-2004,nhl,Chris Neil,RW,FW
Marcus Ragnarsson (D),Philadelphia Flyers,70,7,9,16,0.23,58,12,https://www.eliteprospects.com/player/733/marcus-ragnarsson,2003-2004,nhl,Marcus Ragnarsson,D,DEF
Matt Bradley (RW/LW),Pittsburgh Penguins,82,7,9,16,0.2,65,-27,https://www.eliteprospects.com/player/9093/matt-bradley,2003-2004,nhl,Matt Bradley,RW/LW,FW
Dmitry Afanasenkov (LW/RW),Tampa Bay Lightning,71,6,10,16,0.23,12,-4,https://www.eliteprospects.com/player/8634/dmitry-afanasenkov,2003-2004,nhl,Dmitry Afanasenkov,LW/RW,FW
Vitali Vishnevski (D),Mighty Ducks of Anaheim,73,6,10,16,0.22,51,0,https://www.eliteprospects.com/player/8522/vitali-vishnevski,2003-2004,nhl,Vitali Vishnevski,D,DEF
Nick Schultz (D),Minnesota Wild,76,6,10,16,0.21,16,12,https://www.eliteprospects.com/player/8597/nick-schultz,2003-2004,nhl,Nick Schultz,D,DEF
Sandis Ozolins (D),Mighty Ducks of Anaheim,36,5,11,16,0.44,24,-7,https://www.eliteprospects.com/player/8690/sandis-ozolins,2003-2004,nhl,Sandis Ozolins,D,DEF
Martin Strbak (D),totals,49,5,11,16,0.33,46,-9,https://www.eliteprospects.com/player/9177/martin-strbak,2003-2004,nhl,Martin Strbak,D,DEF
Andrew Ference (D),Calgary Flames,72,4,12,16,0.22,53,5,https://www.eliteprospects.com/player/8711/andrew-ference,2003-2004,nhl,Andrew Ference,D,DEF
Lyle Odelein (D),Florida Panthers,82,4,12,16,0.2,88,-7,https://www.eliteprospects.com/player/8937/lyle-odelein,2003-2004,nhl,Lyle Odelein,D,DEF
Greg de Vries (D),totals,66,3,13,16,0.24,43,12,https://www.eliteprospects.com/player/8557/greg-de-vries,2003-2004,nhl,Greg de Vries,D,DEF
Pavel Trnka (D),Florida Panthers,67,3,13,16,0.24,51,2,https://www.eliteprospects.com/player/7303/pavel-trnka,2003-2004,nhl,Pavel Trnka,D,DEF
Boris Mironov (D),New York Rangers,75,3,13,16,0.21,86,1,https://www.eliteprospects.com/player/21563/boris-mironov,2003-2004,nhl,Boris Mironov,D,DEF
Denis Gauthier (D),Calgary Flames,80,1,15,16,0.2,113,4,https://www.eliteprospects.com/player/8861/denis-gauthier,2003-2004,nhl,Denis Gauthier,D,DEF
Brian Willsie (RW),Washington Capitals,49,10,5,15,0.31,18,-7,https://www.eliteprospects.com/player/8768/brian-willsie,2003-2004,nhl,Brian Willsie,RW,FW
Steve Bégin (LW/C),Montréal Canadiens,52,10,5,15,0.29,41,6,https://www.eliteprospects.com/player/9076/steve-begin,2003-2004,nhl,Steve Bégin,LW/C,FW
Michael Cammalleri (LW),Los Angeles Kings,31,9,6,15,0.48,20,1,https://www.eliteprospects.com/player/9104/michael-cammalleri,2003-2004,nhl,Michael Cammalleri,LW,FW
Magnus Arvedson (LW),Vancouver Canucks,41,8,7,15,0.37,12,7,https://www.eliteprospects.com/player/705/magnus-arvedson,2003-2004,nhl,Magnus Arvedson,LW,FW
Grant Marshall (RW),New Jersey Devils,65,8,7,15,0.23,67,-9,https://www.eliteprospects.com/player/8967/grant-marshall,2003-2004,nhl,Grant Marshall,RW,FW
Boyd Devereaux (LW),Detroit Red Wings,61,6,9,15,0.25,20,-1,https://www.eliteprospects.com/player/9135/boyd-devereaux,2003-2004,nhl,Boyd Devereaux,LW,FW
Joé Juneau (C),Montréal Canadiens,70,5,10,15,0.21,20,-4,https://www.eliteprospects.com/player/21390/joe-juneau,2003-2004,nhl,Joé Juneau,C,FW
Ruslan Salei (D),Mighty Ducks of Anaheim,82,4,11,15,0.18,110,-1,https://www.eliteprospects.com/player/8651/ruslan-salei,2003-2004,nhl,Ruslan Salei,D,DEF
Jason York (D),Nashville Predators,67,2,13,15,0.22,64,-4,https://www.eliteprospects.com/player/10236/jason-york,2003-2004,nhl,Jason York,D,DEF
Antoine Vermette (C),Ottawa Senators,57,7,7,14,0.25,16,5,https://www.eliteprospects.com/player/8840/antoine-vermette,2003-2004,nhl,Antoine Vermette,C,FW
Jarkko Ruutu (LW),Vancouver Canucks,71,6,8,14,0.2,133,-13,https://www.eliteprospects.com/player/2673/jarkko-ruutu,2003-2004,nhl,Jarkko Ruutu,LW,FW
Radovan Somik (RW/LW),Philadelphia Flyers,53,4,10,14,0.26,17,-2,https://www.eliteprospects.com/player/5678/radovan-somik,2003-2004,nhl,Radovan Somik,RW/LW,FW
Josef Boumedienne (D),Washington Capitals,37,2,12,14,0.38,30,-10,https://www.eliteprospects.com/player/708/josef-boumedienne,2003-2004,nhl,Josef Boumedienne,D,DEF
Michael Nylander (C),totals,18,1,13,14,0.78,22,4,https://www.eliteprospects.com/player/693/michael-nylander,2003-2004,nhl,Michael Nylander,C,FW
Willie Mitchell (D),Minnesota Wild,70,1,13,14,0.2,83,12,https://www.eliteprospects.com/player/8548/willie-mitchell,2003-2004,nhl,Willie Mitchell,D,DEF
Mattias Norström (D),Los Angeles Kings,74,1,13,14,0.19,44,-3,https://www.eliteprospects.com/player/750/mattias-norstrom,2003-2004,nhl,Mattias Norström,D,DEF
Justin Papineau (C/LW),New York Islanders,64,8,5,13,0.2,8,4,https://www.eliteprospects.com/player/10313/justin-papineau,2003-2004,nhl,Justin Papineau,C/LW,FW
Fredrik Sjöström (LW),Phoenix Coyotes,57,7,6,13,0.23,22,-7,https://www.eliteprospects.com/player/473/fredrik-sjostrom,2003-2004,nhl,Fredrik Sjöström,LW,FW
Erik Rasmussen (C),New Jersey Devils,69,7,6,13,0.19,41,5,https://www.eliteprospects.com/player/8868/erik-rasmussen,2003-2004,nhl,Erik Rasmussen,C,FW
Jason Williams (RW/C),Detroit Red Wings,49,6,7,13,0.27,15,1,https://www.eliteprospects.com/player/8713/jason-williams,2003-2004,nhl,Jason Williams,RW/C,FW
Donald Brashear (LW),Philadelphia Flyers,64,6,7,13,0.2,212,-1,https://www.eliteprospects.com/player/9094/donald-brashear,2003-2004,nhl,Donald Brashear,LW,FW
Karlis Skrastins (D),Colorado Avalanche,82,5,8,13,0.16,26,18,https://www.eliteprospects.com/player/5531/karlis-skrastins,2003-2004,nhl,Karlis Skrastins,D,DEF
Mark Eaton (D),Nashville Predators,75,4,9,13,0.17,26,16,https://www.eliteprospects.com/player/9143/mark-eaton,2003-2004,nhl,Mark Eaton,D,DEF
Mathieu Biron (D),Florida Panthers,57,3,10,13,0.23,51,-13,https://www.eliteprospects.com/player/9083/mathieu-biron,2003-2004,nhl,Mathieu Biron,D,DEF
Stéphane Robidas (D),totals,59,3,10,13,0.22,41,4,https://www.eliteprospects.com/player/8731/stephane-robidas,2003-2004,nhl,Stéphane Robidas,D,DEF
Igor Korolyov (C),Chicago Blackhawks,62,3,10,13,0.21,22,-15,https://www.eliteprospects.com/player/18257/igor-korolyov,2003-2004,nhl,Igor Korolyov,C,FW
Rostislav Klesla (D),Columbus Blue Jackets,42,2,11,13,0.31,27,-16,https://www.eliteprospects.com/player/8622/rostislav-klesla,2003-2004,nhl,Rostislav Klesla,D,DEF
Colin White (D),New Jersey Devils,75,2,11,13,0.17,96,10,https://www.eliteprospects.com/player/8821/colin-white,2003-2004,nhl,Colin White,D,DEF
David Oliver (RW),Dallas Stars,36,7,5,12,0.33,12,6,https://www.eliteprospects.com/player/7225/david-oliver,2003-2004,nhl,David Oliver,RW,FW
Mike Danton (C),St. Louis Blues,68,7,5,12,0.18,141,-8,https://www.eliteprospects.com/player/60843/mike-danton,2003-2004,nhl,Mike Danton,C,FW
Matt Pettinger (LW),Washington Capitals,71,7,5,12,0.17,37,-9,https://www.eliteprospects.com/player/8769/matt-pettinger,2003-2004,nhl,Matt Pettinger,LW,FW
Chris Taylor (C),Buffalo Sabres,54,6,6,12,0.22,22,-2,https://www.eliteprospects.com/player/14509/chris-taylor,2003-2004,nhl,Chris Taylor,C,FW
Mike Rupp (W/C),totals,57,6,6,12,0.21,47,-4,https://www.eliteprospects.com/player/8922/mike-rupp,2003-2004,nhl,Mike Rupp,W/C,FW
Joel Kwiatkowski (D),Washington Capitals,80,6,6,12,0.15,89,-28,https://www.eliteprospects.com/player/9024/joel-kwiatkowski,2003-2004,nhl,Joel Kwiatkowski,D,DEF
David Tanabe (D),Phoenix Coyotes,45,5,7,12,0.27,22,4,https://www.eliteprospects.com/player/8773/david-tanabe,2003-2004,nhl,David Tanabe,D,DEF
Andrei Nikolishin (LW),Colorado Avalanche,49,5,7,12,0.24,24,3,https://www.eliteprospects.com/player/19685/andrei-nikolishin,2003-2004,nhl,Andrei Nikolishin,LW,FW
Jason Ward (RW),Montréal Canadiens,53,5,7,12,0.23,21,3,https://www.eliteprospects.com/player/8807/jason-ward,2003-2004,nhl,Jason Ward,RW,FW
Steve Moore (C),Colorado Avalanche,57,5,7,12,0.21,37,-5,https://www.eliteprospects.com/player/42057/steve-moore,2003-2004,nhl,Steve Moore,C,FW
Marty Murray (C),Carolina Hurricanes,66,5,7,12,0.18,8,6,https://www.eliteprospects.com/player/8835/marty-murray,2003-2004,nhl,Marty Murray,C,FW
Andreas Dackell (LW),Montréal Canadiens,60,4,8,12,0.2,10,8,https://www.eliteprospects.com/player/709/andreas-dackell,2003-2004,nhl,Andreas Dackell,LW,FW
Jason Chimera (LW/RW),Edmonton Oilers,60,4,8,12,0.2,57,-1,https://www.eliteprospects.com/player/8762/jason-chimera,2003-2004,nhl,Jason Chimera,LW/RW,FW
Craig Rivet (D),Montréal Canadiens,80,4,8,12,0.15,98,-1,https://www.eliteprospects.com/player/8719/craig-rivet,2003-2004,nhl,Craig Rivet,D,DEF
Scott Stevens (D),New Jersey Devils,38,3,9,12,0.32,22,3,https://www.eliteprospects.com/player/21375/scott-stevens,2003-2004,nhl,Scott Stevens,D,DEF
Mathieu Dandenault (D/RW),Detroit Red Wings,65,3,9,12,0.18,40,9,https://www.eliteprospects.com/player/8763/mathieu-dandenault,2003-2004,nhl,Mathieu Dandenault,D/RW,DEF
Brendan Witt (D),Washington Capitals,72,2,10,12,0.17,123,-22,https://www.eliteprospects.com/player/8831/brendan-witt,2003-2004,nhl,Brendan Witt,D,DEF
Shaun Van Allen (C),Ottawa Senators,73,2,10,12,0.16,80,6,https://www.eliteprospects.com/player/42653/shaun-van-allen,2003-2004,nhl,Shaun Van Allen,C,FW
Steve Ott (C/W),Dallas Stars,73,2,10,12,0.16,152,-2,https://www.eliteprospects.com/player/8944/steve-ott,2003-2004,nhl,Steve Ott,C/W,FW
Christian Ehrhoff (D),San Jose Sharks,41,1,11,12,0.29,14,4,https://www.eliteprospects.com/player/8581/christian-ehrhoff,2003-2004,nhl,Christian Ehrhoff,D,DEF
Éric Desjardins (D),Philadelphia Flyers,48,1,11,12,0.25,28,11,https://www.eliteprospects.com/player/9133/eric-desjardins,2003-2004,nhl,Éric Desjardins,D,DEF
Darren McCarty (RW),Detroit Red Wings,43,6,5,11,0.26,50,2,https://www.eliteprospects.com/player/8973/darren-mccarty,2003-2004,nhl,Darren McCarty,RW,FW
Trent Whitfield (C),Washington Capitals,44,6,5,11,0.25,14,-2,https://www.eliteprospects.com/player/8823/trent-whitfield,2003-2004,nhl,Trent Whitfield,C,FW
Ted Donato (LW),Boston Bruins,63,6,5,11,0.17,18,2,https://www.eliteprospects.com/player/32184/ted-donato,2003-2004,nhl,Ted Donato,LW,FW
Jamal Mayers (RW),St. Louis Blues,80,6,5,11,0.14,91,-19,https://www.eliteprospects.com/player/5373/jamal-mayers,2003-2004,nhl,Jamal Mayers,RW,FW
Scott Barney (C/W),Los Angeles Kings,19,5,6,11,0.58,4,3,https://www.eliteprospects.com/player/9687/scott-barney,2003-2004,nhl,Scott Barney,C/W,FW
Josh Green (C/LW),totals,50,5,6,11,0.22,32,-3,https://www.eliteprospects.com/player/10223/josh-green,2003-2004,nhl,Josh Green,C/LW,FW
Byron Ritchie (C/LW),Florida Panthers,50,5,6,11,0.22,84,-10,https://www.eliteprospects.com/player/4520/byron-ritchie,2003-2004,nhl,Byron Ritchie,C/LW,FW
Brad May (LW),Vancouver Canucks,70,5,6,11,0.16,137,-2,https://www.eliteprospects.com/player/8971/brad-may,2003-2004,nhl,Brad May,LW,FW
Éric Dazé (LW),Chicago Blackhawks,19,4,7,11,0.58,0,-7,https://www.eliteprospects.com/player/9131/eric-daze,2003-2004,nhl,Éric Dazé,LW,FW
Igor Radulov (LW),Chicago Blackhawks,36,4,7,11,0.31,18,-2,https://www.eliteprospects.com/player/12250/igor-radulov,2003-2004,nhl,Igor Radulov,LW,FW
Deron Quint (D),Chicago Blackhawks,51,4,7,11,0.22,18,-26,https://www.eliteprospects.com/player/11363/deron-quint,2003-2004,nhl,Deron Quint,D,DEF
James Patrick (D),Buffalo Sabres,55,4,7,11,0.2,12,11,https://www.eliteprospects.com/player/32586/james-patrick,2003-2004,nhl,James Patrick,D,DEF
Dan Hinote (RW),Colorado Avalanche,59,4,7,11,0.19,57,-6,https://www.eliteprospects.com/player/5534/dan-hinote,2003-2004,nhl,Dan Hinote,RW,FW
Rory Fitzpatrick (D),Buffalo Sabres,60,4,7,11,0.18,44,-5,https://www.eliteprospects.com/player/9155/rory-fitzpatrick,2003-2004,nhl,Rory Fitzpatrick,D,DEF
Ryan Johnson (C),St. Louis Blues,69,4,7,11,0.16,8,-2,https://www.eliteprospects.com/player/9033/ryan-johnson,2003-2004,nhl,Ryan Johnson,C,FW
