player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def
Jeff Skinner (C/LW),Buffalo Sabres,74,24,22,46,0.62,34,-2,https://www.eliteprospects.com/player/23668/jeff-skinner,2023-2024,nhl,Jeff Skinner,C/LW,FW
Nick Paul (LW/C),Tampa Bay Lightning,82,24,22,46,0.56,27,-16,https://www.eliteprospects.com/player/149617/nick-paul,2023-2024,nhl,Nick Paul,LW/C,FW
Andrey Kuzmenko (LW/RW),totals,72,22,24,46,0.64,12,-9,https://www.eliteprospects.com/player/211807/andrey-kuzmenko,2023-2024,nhl,Andrey Kuzmenko,LW/RW,FW
Brayden Schenn (C/W),St. Louis Blues,82,20,26,46,0.56,56,-22,https://www.eliteprospects.com/player/14739/brayden-schenn,2023-2024,nhl,Brayden Schenn,C/W,FW
Vince Dunn (D),Seattle Kraken,59,11,35,46,0.78,78,8,https://www.eliteprospects.com/player/161816/vince-dunn,2023-2024,nhl,Vince Dunn,D,DEF
Nick Bjugstad (C/RW),Arizona Coyotes,76,22,23,45,0.59,59,11,https://www.eliteprospects.com/player/40265/nick-bjugstad,2023-2024,nhl,Nick Bjugstad,C/RW,FW
Ryan Hartman (RW/C),Minnesota Wild,74,21,24,45,0.61,72,4,https://www.eliteprospects.com/player/90345/ryan-hartman,2023-2024,nhl,Ryan Hartman,RW/C,FW
Anthony Cirelli (C),Tampa Bay Lightning,79,20,25,45,0.57,38,2,https://www.eliteprospects.com/player/274875/anthony-cirelli,2023-2024,nhl,Anthony Cirelli,C,FW
Ivan Barbashyov (C/W),Vegas Golden Knights,82,19,26,45,0.55,42,15,https://www.eliteprospects.com/player/108659/ivan-barbashyov,2023-2024,nhl,Ivan Barbashyov,C/W,FW
Tommy Novak (C),Nashville Predators,71,18,27,45,0.63,8,-3,https://www.eliteprospects.com/player/248374/tommy-novak,2023-2024,nhl,Tommy Novak,C,FW
William Eklund (LW/C),San Jose Sharks,80,16,29,45,0.56,30,-45,https://www.eliteprospects.com/player/394719/william-eklund,2023-2024,nhl,William Eklund,LW/C,FW
Alexander Kerfoot (C/W),Arizona Coyotes,82,13,32,45,0.55,26,-15,https://www.eliteprospects.com/player/59968/alexander-kerfoot,2023-2024,nhl,Alexander Kerfoot,C/W,FW
Mattias Ekholm (D),Edmonton Oilers,79,11,34,45,0.57,47,44,https://www.eliteprospects.com/player/8373/mattias-ekholm,2023-2024,nhl,Mattias Ekholm,D,DEF
Evander Kane (LW/RW),Edmonton Oilers,77,24,20,44,0.57,85,-4,https://www.eliteprospects.com/player/14657/evander-kane,2023-2024,nhl,Evander Kane,LW/RW,FW
Fabian Zetterlund (LW/RW),San Jose Sharks,82,24,20,44,0.54,33,-34,https://www.eliteprospects.com/player/265608/fabian-zetterlund,2023-2024,nhl,Fabian Zetterlund,LW/RW,FW
Anthony Mantha (RW/LW),totals,74,23,21,44,0.59,25,11,https://www.eliteprospects.com/player/104045/anthony-mantha,2023-2024,nhl,Anthony Mantha,RW/LW,FW
Logan Cooley (C/LW),Arizona Coyotes,82,20,24,44,0.54,18,-13,https://www.eliteprospects.com/player/651538/logan-cooley,2023-2024,nhl,Logan Cooley,C/LW,FW
Jordan Eberle (RW/C),Seattle Kraken,78,17,27,44,0.56,17,1,https://www.eliteprospects.com/player/11098/jordan-eberle,2023-2024,nhl,Jordan Eberle,RW/C,FW
Elias Lindholm (C/RW),totals,75,15,29,44,0.59,25,-14,https://www.eliteprospects.com/player/33387/elias-lindholm,2023-2024,nhl,Elias Lindholm,C/RW,FW
Travis Sanheim (D),Philadelphia Flyers,81,10,34,44,0.54,48,-20,https://www.eliteprospects.com/player/120938/travis-sanheim,2023-2024,nhl,Travis Sanheim,D,DEF
Tyler Bertuzzi (LW/RW),Toronto Maple Leafs,80,21,22,43,0.54,53,2,https://www.eliteprospects.com/player/125028/tyler-bertuzzi,2023-2024,nhl,Tyler Bertuzzi,LW/RW,FW
Daniel Sprong (RW/LW),Detroit Red Wings,76,18,25,43,0.57,22,-5,https://www.eliteprospects.com/player/231299/daniel-sprong,2023-2024,nhl,Daniel Sprong,RW/LW,FW
Brent Burns (D),Carolina Hurricanes,82,10,33,43,0.52,20,19,https://www.eliteprospects.com/player/9103/brent-burns,2023-2024,nhl,Brent Burns,D,DEF
Brandon Saad (LW/RW),St. Louis Blues,82,26,16,42,0.51,20,-4,https://www.eliteprospects.com/player/31264/brandon-saad,2023-2024,nhl,Brandon Saad,LW/RW,FW
Anthony Duclair (W/C),totals,73,24,18,42,0.58,34,-8,https://www.eliteprospects.com/player/98665/anthony-duclair,2023-2024,nhl,Anthony Duclair,W/C,FW
Kirill Marchenko (RW/LW),Columbus Blue Jackets,78,23,19,42,0.54,14,-5,https://www.eliteprospects.com/player/392162/kirill-marchenko,2023-2024,nhl,Kirill Marchenko,RW/LW,FW
Lawson Crouse (LW/RW),Arizona Coyotes,81,23,19,42,0.52,36,-7,https://www.eliteprospects.com/player/205155/lawson-crouse,2023-2024,nhl,Lawson Crouse,LW/RW,FW
Mason McTavish (C/LW),Anaheim Ducks,64,19,23,42,0.66,86,-23,https://www.eliteprospects.com/player/479812/mason-mctavish,2023-2024,nhl,Mason McTavish,C/LW,FW
Moritz Seider (D),Detroit Red Wings,82,9,33,42,0.51,51,-7,https://www.eliteprospects.com/player/258987/moritz-seider,2023-2024,nhl,Moritz Seider,D,DEF
Shea Theodore (D),Vegas Golden Knights,47,5,37,42,0.89,6,4,https://www.eliteprospects.com/player/101581/shea-theodore,2023-2024,nhl,Shea Theodore,D,DEF
Sam Bennett (C/LW),Florida Panthers,69,20,21,41,0.59,100,17,https://www.eliteprospects.com/player/189371/sam-bennett,2023-2024,nhl,Sam Bennett,C/LW,FW
Warren Foegele (LW/C),Edmonton Oilers,82,20,21,41,0.50,47,3,https://www.eliteprospects.com/player/210317/warren-foegele,2023-2024,nhl,Warren Foegele,LW/C,FW
Eeli Tolvanen (RW/LW),Seattle Kraken,81,16,25,41,0.51,24,-15,https://www.eliteprospects.com/player/249730/eeli-tolvanen,2023-2024,nhl,Eeli Tolvanen,RW/LW,FW
Jakob Chychrun (D),Ottawa Senators,82,14,27,41,0.50,60,-30,https://www.eliteprospects.com/player/243386/jakob-chychrun,2023-2024,nhl,Jakob Chychrun,D,DEF
Nicolas Roy (C/RW),Vegas Golden Knights,70,13,28,41,0.59,29,8,https://www.eliteprospects.com/player/151361/nicolas-roy,2023-2024,nhl,Nicolas Roy,C/RW,FW
Morgan Frost (C/LW),Philadelphia Flyers,71,13,28,41,0.58,22,4,https://www.eliteprospects.com/player/317025/morgan-frost,2023-2024,nhl,Morgan Frost,C/LW,FW
Ryan Strome (C/RW),Anaheim Ducks,79,11,30,41,0.52,86,-20,https://www.eliteprospects.com/player/44789/ryan-strome,2023-2024,nhl,Ryan Strome,C/RW,FW
Sean Durzi (D),Arizona Coyotes,76,9,32,41,0.54,63,-1,https://www.eliteprospects.com/player/268973/sean-durzi,2023-2024,nhl,Sean Durzi,D,DEF
Marco Rossi (C),Minnesota Wild,82,21,19,40,0.49,47,-4,https://www.eliteprospects.com/player/293179/marco-rossi,2023-2024,nhl,Marco Rossi,C,FW
Jake DeBrusk (LW),Boston Bruins,80,19,21,40,0.50,18,4,https://www.eliteprospects.com/player/84242/jake-debrusk,2023-2024,nhl,Jake DeBrusk,LW,FW
Trent Frederic (C/W),Boston Bruins,82,18,22,40,0.49,69,9,https://www.eliteprospects.com/player/272221/trent-frederic,2023-2024,nhl,Trent Frederic,C/W,FW
Ross Colton (C),Colorado Avalanche,80,17,23,40,0.50,61,-8,https://www.eliteprospects.com/player/300911/ross-colton,2023-2024,nhl,Ross Colton,C,FW
Pierre-Luc Dubois (C/LW),Los Angeles Kings,82,16,24,40,0.49,70,-9,https://www.eliteprospects.com/player/252480/pierre-luc-dubois,2023-2024,nhl,Pierre-Luc Dubois,C/LW,FW
Andrew Mangiapane (W/C),Calgary Flames,75,14,26,40,0.53,47,7,https://www.eliteprospects.com/player/223199/andrew-mangiapane,2023-2024,nhl,Andrew Mangiapane,W/C,FW
Reilly Smith (RW/LW),Pittsburgh Penguins,76,13,27,40,0.53,18,3,https://www.eliteprospects.com/player/33903/reilly-smith,2023-2024,nhl,Reilly Smith,RW/LW,FW
Morgan Geekie (C/W),Boston Bruins,76,17,22,39,0.51,28,6,https://www.eliteprospects.com/player/247912/morgan-geekie,2023-2024,nhl,Morgan Geekie,C/W,FW
Luke Evangelista (RW),Nashville Predators,80,16,23,39,0.49,18,0,https://www.eliteprospects.com/player/503976/luke-evangelista,2023-2024,nhl,Luke Evangelista,RW,FW
Mikael Backlund (C/LW),Calgary Flames,82,15,24,39,0.48,24,-4,https://www.eliteprospects.com/player/4295/mikael-backlund,2023-2024,nhl,Mikael Backlund,C/LW,FW
Scott Laughton (C/LW),Philadelphia Flyers,82,13,26,39,0.48,69,-9,https://www.eliteprospects.com/player/76690/scott-laughton,2023-2024,nhl,Scott Laughton,C/LW,FW
Evan Rodrigues (C/W),Florida Panthers,80,12,27,39,0.49,34,26,https://www.eliteprospects.com/player/62525/evan-rodrigues,2023-2024,nhl,Evan Rodrigues,C/W,FW
Gustav Forsling (D),Florida Panthers,79,10,29,39,0.49,43,56,https://www.eliteprospects.com/player/86366/gustav-forsling,2023-2024,nhl,Gustav Forsling,D,DEF
Rasmus Andersson (D),Calgary Flames,78,9,30,39,0.50,47,-11,https://www.eliteprospects.com/player/86137/rasmus-andersson,2023-2024,nhl,Rasmus Andersson,D,DEF
Cam Fowler (D),Anaheim Ducks,81,5,34,39,0.48,24,-36,https://www.eliteprospects.com/player/31261/cam-fowler,2023-2024,nhl,Cam Fowler,D,DEF
Torey Krug (D),St. Louis Blues,77,4,35,39,0.51,32,-31,https://www.eliteprospects.com/player/37747/torey-krug,2023-2024,nhl,Torey Krug,D,DEF
Jake Neighbours (LW/RW),St. Louis Blues,77,27,11,38,0.49,21,-16,https://www.eliteprospects.com/player/391048/jake-neighbours,2023-2024,nhl,Jake Neighbours,LW/RW,FW
Cole Perfetti (F),Winnipeg Jets,71,19,19,38,0.54,12,13,https://www.eliteprospects.com/player/201940/cole-perfetti,2023-2024,nhl,Cole Perfetti,F,FW
Tomas Hertl (C/LW),totals,54,17,21,38,0.70,22,-28,https://www.eliteprospects.com/player/56038/tomas-hertl,2023-2024,nhl,Tomas Hertl,C/LW,FW
James van Riemsdyk (LW/RW),Boston Bruins,71,11,27,38,0.54,20,7,https://www.eliteprospects.com/player/9324/james-van-riemsdyk,2023-2024,nhl,James van Riemsdyk,LW/RW,FW
Sean Couturier (C),Philadelphia Flyers,74,11,27,38,0.51,29,-10,https://www.eliteprospects.com/player/32885/sean-couturier,2023-2024,nhl,Sean Couturier,C,FW
Jake Sanderson (D),Ottawa Senators,79,10,28,38,0.48,23,8,https://www.eliteprospects.com/player/413015/jake-sanderson,2023-2024,nhl,Jake Sanderson,D,DEF
Anders Lee (LW),New York Islanders,81,20,17,37,0.46,68,2,https://www.eliteprospects.com/player/19068/anders-lee,2023-2024,nhl,Anders Lee,LW,FW
Nick Foligno (LW/RW),Chicago Blackhawks,74,17,20,37,0.50,57,-29,https://www.eliteprospects.com/player/10675/nick-foligno,2023-2024,nhl,Nick Foligno,LW/RW,FW
Rickard Rakell (W/C),Pittsburgh Penguins,70,15,22,37,0.53,22,4,https://www.eliteprospects.com/player/17435/rickard-rakell,2023-2024,nhl,Rickard Rakell,W/C,FW
Matty Beniers (C),Seattle Kraken,77,15,22,37,0.48,20,-11,https://www.eliteprospects.com/player/201739/matty-beniers,2023-2024,nhl,Matty Beniers,C,FW
Stefan Noesen (RW/LW),Carolina Hurricanes,81,14,23,37,0.46,33,13,https://www.eliteprospects.com/player/45567/stefan-noesen,2023-2024,nhl,Stefan Noesen,RW/LW,FW
Vladislav Namestnikov (C/LW),Winnipeg Jets,78,11,26,37,0.47,37,17,https://www.eliteprospects.com/player/39029/vladislav-namestnikov,2023-2024,nhl,Vladislav Namestnikov,C/LW,FW
Jaccob Slavin (D),Carolina Hurricanes,81,6,31,37,0.46,8,21,https://www.eliteprospects.com/player/97621/jaccob-slavin,2023-2024,nhl,Jaccob Slavin,D,DEF
Nils Höglander (LW/RW),Vancouver Canucks,80,24,12,36,0.45,51,23,https://www.eliteprospects.com/player/311906/nils-hoglander,2023-2024,nhl,Nils Höglander,LW/RW,FW
Gabriel Vilardi (C/RW),Winnipeg Jets,47,22,14,36,0.77,14,11,https://www.eliteprospects.com/player/286867/gabriel-vilardi,2023-2024,nhl,Gabriel Vilardi,C/RW,FW
Alex Killorn (LW/RW),Anaheim Ducks,63,18,18,36,0.57,54,-15,https://www.eliteprospects.com/player/12523/alex-killorn,2023-2024,nhl,Alex Killorn,LW/RW,FW
Danton Heinen (LW/C),Boston Bruins,74,17,19,36,0.49,28,16,https://www.eliteprospects.com/player/105821/danton-heinen,2023-2024,nhl,Danton Heinen,LW/C,FW
Mason Appleton (C/RW),Winnipeg Jets,82,14,22,36,0.44,26,16,https://www.eliteprospects.com/player/266919/mason-appleton,2023-2024,nhl,Mason Appleton,C/RW,FW
Boone Jenner (C/LW),Columbus Blue Jackets,58,22,13,35,0.60,28,-8,https://www.eliteprospects.com/player/45587/boone-jenner,2023-2024,nhl,Boone Jenner,C/LW,FW
Jason Dickinson (C/LW),Chicago Blackhawks,82,22,13,35,0.43,43,4,https://www.eliteprospects.com/player/117018/jason-dickinson,2023-2024,nhl,Jason Dickinson,C/LW,FW
Dylan Guenther (RW/LW),Arizona Coyotes,45,18,17,35,0.78,14,-1,https://www.eliteprospects.com/player/476538/dylan-guenther,2023-2024,nhl,Dylan Guenther,RW/LW,FW
Tom Wilson (RW),Washington Capitals,74,18,17,35,0.47,133,-19,https://www.eliteprospects.com/player/98663/tom-wilson,2023-2024,nhl,Tom Wilson,RW,FW
Erik Haula (LW/C),New Jersey Devils,76,16,19,35,0.46,54,-1,https://www.eliteprospects.com/player/16042/erik-haula,2023-2024,nhl,Erik Haula,LW/C,FW
Matthew Knies (LW/RW),Toronto Maple Leafs,80,15,20,35,0.44,45,9,https://www.eliteprospects.com/player/292083/matthew-knies,2023-2024,nhl,Matthew Knies,LW/RW,FW
Colton Sissons (C/RW),Nashville Predators,81,15,20,35,0.43,38,-6,https://www.eliteprospects.com/player/48393/colton-sissons,2023-2024,nhl,Colton Sissons,C/RW,FW
Anton Lundell (C),Florida Panthers,78,13,22,35,0.45,46,19,https://www.eliteprospects.com/player/360145/anton-lundell,2023-2024,nhl,Anton Lundell,C,FW
Adam Lowry (C/LW),Winnipeg Jets,81,12,23,35,0.43,57,17,https://www.eliteprospects.com/player/45633/adam-lowry,2023-2024,nhl,Adam Lowry,C/LW,FW
Mathieu Joseph (RW/LW),Ottawa Senators,72,11,24,35,0.49,51,-4,https://www.eliteprospects.com/player/227640/mathieu-joseph,2023-2024,nhl,Mathieu Joseph,RW/LW,FW
Dmitri Voronkov (C/LW),Columbus Blue Jackets,75,18,16,34,0.45,52,-6,https://www.eliteprospects.com/player/450012/dmitri-voronkov,2023-2024,nhl,Dmitri Voronkov,C/LW,FW
Nino Niederreiter (RW/LW),Winnipeg Jets,77,18,16,34,0.44,34,12,https://www.eliteprospects.com/player/17679/nino-niederreiter,2023-2024,nhl,Nino Niederreiter,RW/LW,FW
Artturi Lehkonen (LW),Colorado Avalanche,45,16,18,34,0.76,14,11,https://www.eliteprospects.com/player/43584/artturi-lehkonen,2023-2024,nhl,Artturi Lehkonen,LW,FW
Alex Newhook (C/LW),Montréal Canadiens,55,15,19,34,0.62,18,-11,https://www.eliteprospects.com/player/320307/alex-newhook,2023-2024,nhl,Alex Newhook,C/LW,FW
Connor Zary (C/W),Calgary Flames,63,14,20,34,0.54,22,12,https://www.eliteprospects.com/player/351805/connor-zary,2023-2024,nhl,Connor Zary,C/W,FW
Tyson Foerster (RW),Philadelphia Flyers,77,20,13,33,0.43,32,0,https://www.eliteprospects.com/player/201934/tyson-foerster,2023-2024,nhl,Tyson Foerster,RW,FW
Dawson Mercer (C/RW),New Jersey Devils,82,20,13,33,0.40,29,-26,https://www.eliteprospects.com/player/320305/dawson-mercer,2023-2024,nhl,Dawson Mercer,C/RW,FW
Connor McMichael (C),Washington Capitals,80,18,15,33,0.41,34,-20,https://www.eliteprospects.com/player/424496/connor-mcmichael,2023-2024,nhl,Connor McMichael,C,FW
Drew O'Connor (LW/RW),Pittsburgh Penguins,79,16,17,33,0.42,20,14,https://www.eliteprospects.com/player/378129/drew-o-connor,2023-2024,nhl,Drew O'Connor,LW/RW,FW
Michael Rasmussen (C),Detroit Red Wings,75,13,20,33,0.44,47,8,https://www.eliteprospects.com/player/286738/michael-rasmussen,2023-2024,nhl,Michael Rasmussen,C,FW
Andrew Copp (C/LW),Detroit Red Wings,79,13,20,33,0.42,26,-2,https://www.eliteprospects.com/player/101962/andrew-copp,2023-2024,nhl,Andrew Copp,C/LW,FW
Yanni Gourde (C/W),Seattle Kraken,80,11,22,33,0.41,62,-11,https://www.eliteprospects.com/player/37303/yanni-gourde,2023-2024,nhl,Yanni Gourde,C/W,FW
Jean-Gabriel Pageau (C),New York Islanders,82,11,22,33,0.40,13,-8,https://www.eliteprospects.com/player/45134/jean-gabriel-pageau,2023-2024,nhl,Jean-Gabriel Pageau,C,FW
Brandon Montour (D),Florida Panthers,66,8,25,33,0.50,46,1,https://www.eliteprospects.com/player/97957/brandon-montour,2023-2024,nhl,Brandon Montour,D,DEF
Owen Power (D),Buffalo Sabres,76,6,27,33,0.43,28,8,https://www.eliteprospects.com/player/504240/owen-power,2023-2024,nhl,Owen Power,D,DEF
Darren Raddysh (D),Tampa Bay Lightning,82,6,27,33,0.40,21,-3,https://www.eliteprospects.com/player/205556/darren-raddysh,2023-2024,nhl,Darren Raddysh,D,DEF
Neal Pionk (D),Winnipeg Jets,82,5,28,33,0.40,63,9,https://www.eliteprospects.com/player/196583/neal-pionk,2023-2024,nhl,Neal Pionk,D,DEF
Alex Pietrangelo (D),Vegas Golden Knights,64,4,29,33,0.52,24,-5,https://www.eliteprospects.com/player/11317/alex-pietrangelo,2023-2024,nhl,Alex Pietrangelo,D,DEF
Dakota Joshua (LW/C),Vancouver Canucks,63,18,14,32,0.51,60,19,https://www.eliteprospects.com/player/194948/dakota-joshua,2023-2024,nhl,Dakota Joshua,LW/C,FW
Robby Fabbri (C/W),Detroit Red Wings,68,18,14,32,0.47,32,-13,https://www.eliteprospects.com/player/156923/robby-fabbri,2023-2024,nhl,Robby Fabbri,C/W,FW
Jason Zucker (LW/RW),totals,69,14,18,32,0.46,81,-9,https://www.eliteprospects.com/player/20726/jason-zucker,2023-2024,nhl,Jason Zucker,LW/RW,FW
Jordan Martinook (W/C),Carolina Hurricanes,82,14,18,32,0.39,36,-1,https://www.eliteprospects.com/player/44271/jordan-martinook,2023-2024,nhl,Jordan Martinook,W/C,FW
Cole Sillinger (C/LW),Columbus Blue Jackets,77,13,19,32,0.42,46,-4,https://www.eliteprospects.com/player/201844/cole-sillinger,2023-2024,nhl,Cole Sillinger,C/LW,FW
Darnell Nurse (D),Edmonton Oilers,81,10,22,32,0.40,79,3,https://www.eliteprospects.com/player/97352/darnell-nurse,2023-2024,nhl,Darnell Nurse,D,DEF
Oliver Ekman Larsson (D),Florida Panthers,80,9,23,32,0.40,76,10,https://www.eliteprospects.com/player/7693/oliver-ekman-larsson,2023-2024,nhl,Oliver Ekman Larsson,D,DEF
Ivan Provorov (D),Columbus Blue Jackets,82,5,27,32,0.39,20,-11,https://www.eliteprospects.com/player/242584/ivan-provorov,2023-2024,nhl,Ivan Provorov,D,DEF
Ryan McDonagh (D),Nashville Predators,74,3,29,32,0.43,31,19,https://www.eliteprospects.com/player/11458/ryan-mcdonagh,2023-2024,nhl,Ryan McDonagh,D,DEF
Tyler Johnson (C/RW),Chicago Blackhawks,67,17,14,31,0.46,26,-35,https://www.eliteprospects.com/player/12078/tyler-johnson,2023-2024,nhl,Tyler Johnson,C/RW,FW
Brendan Gallagher (RW),Montréal Canadiens,77,16,15,31,0.40,74,-24,https://www.eliteprospects.com/player/25705/brendan-gallagher,2023-2024,nhl,Brendan Gallagher,RW,FW
Lars Eller (C/LW),Pittsburgh Penguins,82,15,16,31,0.38,32,-1,https://www.eliteprospects.com/player/5995/lars-eller,2023-2024,nhl,Lars Eller,C/LW,FW
Ondrej Palat (LW/RW),New Jersey Devils,71,11,20,31,0.44,37,-9,https://www.eliteprospects.com/player/18097/ondrej-palat,2023-2024,nhl,Ondrej Palat,LW/RW,FW
Ilya Mikheyev (RW/LW),Vancouver Canucks,78,11,20,31,0.40,4,1,https://www.eliteprospects.com/player/180935/ilya-mikheyev,2023-2024,nhl,Ilya Mikheyev,RW/LW,FW
Jack Roslovic (C/RW),totals,59,9,22,31,0.53,16,-10,https://www.eliteprospects.com/player/226309/jack-roslovic,2023-2024,nhl,Jack Roslovic,C/RW,FW
Seth Jones (D),Chicago Blackhawks,67,8,23,31,0.46,34,-15,https://www.eliteprospects.com/player/90355/seth-jones,2023-2024,nhl,Seth Jones,D,DEF
Erik Gustafsson (D),New York Rangers,76,6,25,31,0.41,35,3,https://www.eliteprospects.com/player/15372/erik-gustafsson,2023-2024,nhl,Erik Gustafsson,D,DEF
Dylan DeMelo (D),Winnipeg Jets,82,3,28,31,0.38,36,46,https://www.eliteprospects.com/player/45603/dylan-demelo,2023-2024,nhl,Dylan DeMelo,D,DEF
Josh Norris (C/LW),Ottawa Senators,50,16,14,30,0.60,22,-6,https://www.eliteprospects.com/player/273954/josh-norris,2023-2024,nhl,Josh Norris,C/LW,FW
Jaden Schwartz (LW),Seattle Kraken,62,13,17,30,0.48,24,-15,https://www.eliteprospects.com/player/33907/jaden-schwartz,2023-2024,nhl,Jaden Schwartz,LW,FW
Ryan Donato (C/W),Chicago Blackhawks,78,12,18,30,0.38,26,-14,https://www.eliteprospects.com/player/195235/ryan-donato,2023-2024,nhl,Ryan Donato,C/W,FW
Alexandre Texier (C/LW),Columbus Blue Jackets,78,12,18,30,0.38,38,-5,https://www.eliteprospects.com/player/296904/alexandre-texier,2023-2024,nhl,Alexandre Texier,C/LW,FW
Ryan McLeod (C/LW),Edmonton Oilers,81,12,18,30,0.37,10,10,https://www.eliteprospects.com/player/271502/ryan-mcleod,2023-2024,nhl,Ryan McLeod,C/LW,FW
Zach Benson (LW/RW),Buffalo Sabres,71,11,19,30,0.42,36,-3,https://www.eliteprospects.com/player/535582/zach-benson,2023-2024,nhl,Zach Benson,LW/RW,FW
Marcus Johansson (C/LW),Minnesota Wild,78,11,19,30,0.38,22,-15,https://www.eliteprospects.com/player/6225/marcus-johansson,2023-2024,nhl,Marcus Johansson,C/LW,FW
Alexander Wennberg (C/LW),totals,79,10,20,30,0.38,14,0,https://www.eliteprospects.com/player/37041/alexander-wennberg,2023-2024,nhl,Alexander Wennberg,C/LW,FW
Jordan Staal (C),Carolina Hurricanes,80,10,20,30,0.38,44,-14,https://www.eliteprospects.com/player/10157/jordan-staal,2023-2024,nhl,Jordan Staal,C,FW
Cam York (D),Philadelphia Flyers,82,10,20,30,0.37,44,-13,https://www.eliteprospects.com/player/290129/cam-york,2023-2024,nhl,Cam York,D,DEF
Thomas Chabot (D),Ottawa Senators,51,9,21,30,0.59,22,-3,https://www.eliteprospects.com/player/213607/thomas-chabot,2023-2024,nhl,Thomas Chabot,D,DEF
K'Andre Miller (D),New York Rangers,80,8,22,30,0.38,49,5,https://www.eliteprospects.com/player/308192/k-andre-miller,2023-2024,nhl,K'Andre Miller,D,DEF
Marcus Pettersson (D),Pittsburgh Penguins,82,4,26,30,0.37,44,28,https://www.eliteprospects.com/player/86321/marcus-pettersson,2023-2024,nhl,Marcus Pettersson,D,DEF
Justin Faulk (D),St. Louis Blues,60,2,28,30,0.50,39,-2,https://www.eliteprospects.com/player/20715/justin-faulk,2023-2024,nhl,Justin Faulk,D,DEF
Michael Carcone (W/C),Arizona Coyotes,74,21,8,29,0.39,35,-2,https://www.eliteprospects.com/player/265300/michael-carcone,2023-2024,nhl,Michael Carcone,W/C,FW
Yegor Chinakhov (W),Columbus Blue Jackets,53,16,13,29,0.55,6,-3,https://www.eliteprospects.com/player/519779/yegor-chinakhov,2023-2024,nhl,Yegor Chinakhov,W,FW
Pius Suter (C/W),Vancouver Canucks,67,14,15,29,0.43,16,17,https://www.eliteprospects.com/player/135775/pius-suter,2023-2024,nhl,Pius Suter,C/W,FW
Kevin Hayes (C/LW),St. Louis Blues,79,13,16,29,0.37,12,0,https://www.eliteprospects.com/player/40243/kevin-hayes,2023-2024,nhl,Kevin Hayes,C/LW,FW
Leo Carlsson (C/LW),Anaheim Ducks,55,12,17,29,0.53,16,-11,https://www.eliteprospects.com/player/448944/leo-carlsson,2023-2024,nhl,Leo Carlsson,C/LW,FW
Bowen Byram (D),totals,73,11,18,29,0.40,53,0,https://www.eliteprospects.com/player/326522/bowen-byram,2023-2024,nhl,Bowen Byram,D,DEF
Sean Walker (D),totals,81,10,19,29,0.36,50,11,https://www.eliteprospects.com/player/160791/sean-walker,2023-2024,nhl,Sean Walker,D,DEF
Alexei Protas (C),Washington Capitals,78,6,23,29,0.37,8,-3,https://www.eliteprospects.com/player/517438/alexei-protas,2023-2024,nhl,Alexei Protas,C,FW
Tyler Myers (D),Vancouver Canucks,77,5,24,29,0.38,77,16,https://www.eliteprospects.com/player/17521/tyler-myers,2023-2024,nhl,Tyler Myers,D,DEF
Alexander Holtz (RW),New Jersey Devils,82,16,12,28,0.34,14,-15,https://www.eliteprospects.com/player/344808/alexander-holtz,2023-2024,nhl,Alexander Holtz,RW,FW
Cam Atkinson (RW/LW),Philadelphia Flyers,70,13,15,28,0.40,27,-22,https://www.eliteprospects.com/player/19166/cam-atkinson,2023-2024,nhl,Cam Atkinson,RW/LW,FW
Joe Veleno (C/LW),Detroit Red Wings,80,12,16,28,0.35,25,-16,https://www.eliteprospects.com/player/271713/joe-veleno,2023-2024,nhl,Joe Veleno,C/LW,FW
Ryan Poehling (C/LW),Philadelphia Flyers,77,11,17,28,0.36,6,-11,https://www.eliteprospects.com/player/288045/ryan-poehling,2023-2024,nhl,Ryan Poehling,C/LW,FW
Jordan Greenway (LW/C),Buffalo Sabres,67,10,18,28,0.42,64,11,https://www.eliteprospects.com/player/183455/jordan-greenway,2023-2024,nhl,Jordan Greenway,LW/C,FW
Pierre Engvall (LW/RW),New York Islanders,74,10,18,28,0.38,18,4,https://www.eliteprospects.com/player/147720/pierre-engvall,2023-2024,nhl,Pierre Engvall,LW/RW,FW
Damon Severson (D),Columbus Blue Jackets,67,9,19,28,0.42,51,-10,https://www.eliteprospects.com/player/55867/damon-severson,2023-2024,nhl,Damon Severson,D,DEF
Jake McCabe (D),Toronto Maple Leafs,73,8,20,28,0.38,56,20,https://www.eliteprospects.com/player/45419/jake-mccabe,2023-2024,nhl,Jake McCabe,D,DEF
Jake Evans (C/RW),Montréal Canadiens,82,7,21,28,0.34,24,-1,https://www.eliteprospects.com/player/152048/jake-evans,2023-2024,nhl,Jake Evans,C/RW,FW
Teodors Blugers (C),Vancouver Canucks,68,6,22,28,0.41,31,4,https://www.eliteprospects.com/player/108347/teodors-blugers,2023-2024,nhl,Teodors Blugers,C,FW
Pavel Mintyukov (D),Anaheim Ducks,63,4,24,28,0.44,24,-20,https://www.eliteprospects.com/player/527453/pavel-mintyukov,2023-2024,nhl,Pavel Mintyukov,D,DEF
Nick Leddy (D),St. Louis Blues,82,3,25,28,0.34,14,14,https://www.eliteprospects.com/player/38067/nick-leddy,2023-2024,nhl,Nick Leddy,D,DEF
