player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,player_name,position,fw_def
Christian Dvorak (C/LW),Montréal Canadiens,64,10,18,28,0.44,6,-12,https://www.eliteprospects.com/player/194889/christian-dvorak,2022-2023,nhl,Christian Dvorak,C/LW,FW
Sam Steel (C/LW),Minnesota Wild,65,10,18,28,0.43,18,11,https://www.eliteprospects.com/player/154496/sam-steel,2022-2023,nhl,Sam Steel,C/LW,FW
Oskar Sundqvist (C/RW),totals,67,10,18,28,0.42,28,-4,https://www.eliteprospects.com/player/41621/oskar-sundqvist,2022-2023,nhl,Oskar Sundqvist,C/RW,FW
Morgan Geekie (C/W),Seattle Kraken,69,9,19,28,0.41,24,14,https://www.eliteprospects.com/player/247912/morgan-geekie,2022-2023,nhl,Morgan Geekie,C/W,FW
Ty Dellandrea (C/W),Dallas Stars,82,9,19,28,0.34,54,9,https://www.eliteprospects.com/player/399353/ty-dellandrea,2022-2023,nhl,Ty Dellandrea,C/W,FW
Michael Amadio (W/C),Vegas Golden Knights,67,16,11,27,0.4,12,2,https://www.eliteprospects.com/player/151385/michael-amadio,2022-2023,nhl,Michael Amadio,W/C,FW
Ryan Donato (C/W),Seattle Kraken,71,14,13,27,0.38,46,16,https://www.eliteprospects.com/player/195235/ryan-donato,2022-2023,nhl,Ryan Donato,C/W,FW
Miles Wood (LW/RW),New Jersey Devils,76,13,14,27,0.36,76,1,https://www.eliteprospects.com/player/131890/miles-wood,2022-2023,nhl,Miles Wood,LW/RW,FW
Christian Fischer (RW/C),Arizona Coyotes,80,13,14,27,0.34,20,-7,https://www.eliteprospects.com/player/226901/christian-fischer,2022-2023,nhl,Christian Fischer,RW/C,FW
Sam Lafferty (C/RW),totals,70,12,15,27,0.39,37,-11,https://www.eliteprospects.com/player/259043/sam-lafferty,2022-2023,nhl,Sam Lafferty,C/RW,FW
Gustav Nyquist (C/W),totals,51,11,16,27,0.53,16,-9,https://www.eliteprospects.com/player/6223/gustav-nyquist,2022-2023,nhl,Gustav Nyquist,C/W,FW
Anthony Mantha (RW/LW),Washington Capitals,67,11,16,27,0.4,31,-8,https://www.eliteprospects.com/player/104045/anthony-mantha,2022-2023,nhl,Anthony Mantha,RW/LW,FW
Nick Cousins (C/LW),Florida Panthers,79,9,18,27,0.34,38,-1,https://www.eliteprospects.com/player/45550/nick-cousins,2022-2023,nhl,Nick Cousins,C/LW,FW
Jaccob Slavin (D),Carolina Hurricanes,76,7,20,27,0.36,8,18,https://www.eliteprospects.com/player/97621/jaccob-slavin,2022-2023,nhl,Jaccob Slavin,D,DEF
David Kämpf (C/W),Toronto Maple Leafs,82,7,20,27,0.33,8,6,https://www.eliteprospects.com/player/160499/david-kampf,2022-2023,nhl,David Kämpf,C/W,FW
Dylan DeMelo (D),Winnipeg Jets,75,6,21,27,0.36,50,10,https://www.eliteprospects.com/player/45603/dylan-demelo,2022-2023,nhl,Dylan DeMelo,D,DEF
Ivan Provorov (D),Philadelphia Flyers,82,6,21,27,0.33,24,-17,https://www.eliteprospects.com/player/242584/ivan-provorov,2022-2023,nhl,Ivan Provorov,D,DEF
Kevin Shattenkirk (D),Anaheim Ducks,75,4,23,27,0.36,56,-20,https://www.eliteprospects.com/player/11460/kevin-shattenkirk,2022-2023,nhl,Kevin Shattenkirk,D,DEF
Colton Parayko (D),St. Louis Blues,79,4,23,27,0.34,30,-19,https://www.eliteprospects.com/player/89411/colton-parayko,2022-2023,nhl,Colton Parayko,D,DEF
Nico Sturm (C/LW),San Jose Sharks,74,14,12,26,0.35,23,-13,https://www.eliteprospects.com/player/54457/nico-sturm,2022-2023,nhl,Nico Sturm,C/LW,FW
Nick Ritchie (LW),totals,74,13,13,26,0.35,53,-21,https://www.eliteprospects.com/player/99036/nick-ritchie,2022-2023,nhl,Nick Ritchie,LW,FW
Jack McBain (C/LW),Arizona Coyotes,82,12,14,26,0.32,64,-8,https://www.eliteprospects.com/player/363685/jack-mcbain,2022-2023,nhl,Jack McBain,C/LW,FW
Nick Foligno (LW/RW),Boston Bruins,60,10,16,26,0.43,45,18,https://www.eliteprospects.com/player/10675/nick-foligno,2022-2023,nhl,Nick Foligno,LW/RW,FW
Jakob Silfverberg (RW/LW),Anaheim Ducks,81,10,16,26,0.32,32,-20,https://www.eliteprospects.com/player/6562/jakob-silfverberg,2022-2023,nhl,Jakob Silfverberg,RW/LW,FW
Peyton Krebs (C/W),Buffalo Sabres,74,9,17,26,0.35,50,-8,https://www.eliteprospects.com/player/322178/peyton-krebs,2022-2023,nhl,Peyton Krebs,C/W,FW
Matt Roy (D),Los Angeles Kings,82,9,17,26,0.32,22,8,https://www.eliteprospects.com/player/191271/matt-roy,2022-2023,nhl,Matt Roy,D,DEF
Logan O'Connor (RW),Colorado Avalanche,82,9,17,26,0.32,37,11,https://www.eliteprospects.com/player/62327/logan-o-connor,2022-2023,nhl,Logan O'Connor,RW,FW
Ryan Graves (D),New Jersey Devils,78,8,18,26,0.33,28,34,https://www.eliteprospects.com/player/103763/ryan-graves,2022-2023,nhl,Ryan Graves,D,DEF
Ryan Pulock (D),New York Islanders,82,5,21,26,0.32,14,10,https://www.eliteprospects.com/player/86761/ryan-pulock,2022-2023,nhl,Ryan Pulock,D,DEF
Matt Grzelcyk (D),Boston Bruins,75,4,22,26,0.35,28,46,https://www.eliteprospects.com/player/90350/matt-grzelcyk,2022-2023,nhl,Matt Grzelcyk,D,DEF
Michael McLeod (C),New Jersey Devils,80,4,22,26,0.33,43,6,https://www.eliteprospects.com/player/240821/michael-mcleod,2022-2023,nhl,Michael McLeod,C,FW
Kirill Marchenko (RW/LW),Columbus Blue Jackets,59,21,4,25,0.42,16,-23,https://www.eliteprospects.com/player/392162/kirill-marchenko,2022-2023,nhl,Kirill Marchenko,RW/LW,FW
William Carrier (LW),Vegas Golden Knights,56,16,9,25,0.45,30,15,https://www.eliteprospects.com/player/88662/william-carrier,2022-2023,nhl,William Carrier,LW,FW
Nic Dowd (C/RW),Washington Capitals,65,13,12,25,0.38,26,6,https://www.eliteprospects.com/player/39372/nic-dowd,2022-2023,nhl,Nic Dowd,C/RW,FW
Corey Perry (RW/LW),Tampa Bay Lightning,81,12,13,25,0.31,95,-28,https://www.eliteprospects.com/player/8541/corey-perry,2022-2023,nhl,Corey Perry,RW/LW,FW
Jimmy Vesey (LW),New York Rangers,81,11,14,25,0.31,20,13,https://www.eliteprospects.com/player/121865/jimmy-vesey,2022-2023,nhl,Jimmy Vesey,LW,FW
Kailer Yamamoto (RW/LW),Edmonton Oilers,58,10,15,25,0.43,24,12,https://www.eliteprospects.com/player/247915/kailer-yamamoto,2022-2023,nhl,Kailer Yamamoto,RW/LW,FW
Mattias Janmark (C/W),Edmonton Oilers,66,10,15,25,0.38,30,9,https://www.eliteprospects.com/player/16629/mattias-janmark,2022-2023,nhl,Mattias Janmark,C/W,FW
Philipp Kurashev (C/W),Chicago Blackhawks,70,9,16,25,0.36,14,-32,https://www.eliteprospects.com/player/279238/philipp-kurashev,2022-2023,nhl,Philipp Kurashev,C/W,FW
Samuel Blais (LW/RW),totals,71,9,16,25,0.35,30,4,https://www.eliteprospects.com/player/213830/samuel-blais,2022-2023,nhl,Samuel Blais,LW/RW,FW
Jamie Oleksiak (D),Seattle Kraken,75,9,16,25,0.33,72,13,https://www.eliteprospects.com/player/37832/jamie-oleksiak,2022-2023,nhl,Jamie Oleksiak,D,DEF
Josh Bailey (RW/C),New York Islanders,64,8,17,25,0.39,2,3,https://www.eliteprospects.com/player/14013/josh-bailey,2022-2023,nhl,Josh Bailey,RW/C,FW
Vladislav Namestnikov (C/LW),totals,77,8,17,25,0.32,35,5,https://www.eliteprospects.com/player/39029/vladislav-namestnikov,2022-2023,nhl,Vladislav Namestnikov,C/LW,FW
Tyson Jost (C),totals,71,7,18,25,0.35,34,-13,https://www.eliteprospects.com/player/148111/tyson-jost,2022-2023,nhl,Tyson Jost,C,FW
Juuso Pärssinen (C/LW),Nashville Predators,45,6,19,25,0.56,15,-1,https://www.eliteprospects.com/player/396656/juuso-parssinen,2022-2023,nhl,Juuso Pärssinen,C/LW,FW
Jake McCabe (D),totals,76,3,22,25,0.33,56,19,https://www.eliteprospects.com/player/45419/jake-mccabe,2022-2023,nhl,Jake McCabe,D,DEF
Ryan Suter (D),Dallas Stars,82,3,22,25,0.3,26,0,https://www.eliteprospects.com/player/8897/ryan-suter,2022-2023,nhl,Ryan Suter,D,DEF
Brian Dumoulin (D),Pittsburgh Penguins,82,1,24,25,0.3,16,-4,https://www.eliteprospects.com/player/33896/brian-dumoulin,2022-2023,nhl,Brian Dumoulin,D,DEF
Pius Suter (C/W),Detroit Red Wings,79,14,10,24,0.3,6,-3,https://www.eliteprospects.com/player/135775/pius-suter,2022-2023,nhl,Pius Suter,C/W,FW
Eric Robinson (LW),Columbus Blue Jackets,72,12,12,24,0.33,6,-21,https://www.eliteprospects.com/player/206755/eric-robinson,2022-2023,nhl,Eric Robinson,LW,FW
Yakov Trenin (C/LW),Nashville Predators,77,12,12,24,0.31,47,-7,https://www.eliteprospects.com/player/277485/yakov-trenin,2022-2023,nhl,Yakov Trenin,C/LW,FW
Matt Nieto (LW/RW),totals,81,12,12,24,0.3,16,-15,https://www.eliteprospects.com/player/20723/matt-nieto,2022-2023,nhl,Matt Nieto,LW/RW,FW
Bowen Byram (D),Colorado Avalanche,42,10,14,24,0.57,38,7,https://www.eliteprospects.com/player/326522/bowen-byram,2022-2023,nhl,Bowen Byram,D,DEF
Esa Lindell (D),Dallas Stars,82,8,16,24,0.29,10,29,https://www.eliteprospects.com/player/50019/esa-lindell,2022-2023,nhl,Esa Lindell,D,DEF
Scott Mayfield (D),New York Islanders,82,6,18,24,0.29,83,8,https://www.eliteprospects.com/player/45906/scott-mayfield,2022-2023,nhl,Scott Mayfield,D,DEF
Adam Boqvist (D),Columbus Blue Jackets,46,5,19,24,0.52,8,-12,https://www.eliteprospects.com/player/265684/adam-boqvist,2022-2023,nhl,Adam Boqvist,D,DEF
Mark Giordano (D),Toronto Maple Leafs,78,4,20,24,0.31,53,27,https://www.eliteprospects.com/player/9161/mark-giordano,2022-2023,nhl,Mark Giordano,D,DEF
Marcus Pettersson (D),Pittsburgh Penguins,68,1,23,24,0.35,58,4,https://www.eliteprospects.com/player/86321/marcus-pettersson,2022-2023,nhl,Marcus Pettersson,D,DEF
Matt Benning (D),San Jose Sharks,77,1,23,24,0.31,26,-18,https://www.eliteprospects.com/player/29261/matt-benning,2022-2023,nhl,Matt Benning,D,DEF
Noel Acciari (C/W),totals,77,14,9,23,0.3,21,-4,https://www.eliteprospects.com/player/214725/noel-acciari,2022-2023,nhl,Noel Acciari,C/W,FW
Derick Brassard (C/LW),Ottawa Senators,62,13,10,23,0.37,30,3,https://www.eliteprospects.com/player/9366/derick-brassard,2022-2023,nhl,Derick Brassard,C/LW,FW
Ryan McLeod (C/LW),Edmonton Oilers,57,11,12,23,0.4,18,4,https://www.eliteprospects.com/player/271502/ryan-mcleod,2022-2023,nhl,Ryan McLeod,C/LW,FW
Dakota Joshua (LW/C),Vancouver Canucks,79,11,12,23,0.29,60,-16,https://www.eliteprospects.com/player/194948/dakota-joshua,2022-2023,nhl,Dakota Joshua,LW/C,FW
Lars Eller (C/LW),totals,84,10,13,23,0.27,46,3,https://www.eliteprospects.com/player/5995/lars-eller,2022-2023,nhl,Lars Eller,C/LW,FW
Ondrej Palat (LW/RW),New Jersey Devils,49,8,15,23,0.47,6,5,https://www.eliteprospects.com/player/18097/ondrej-palat,2022-2023,nhl,Ondrej Palat,LW/RW,FW
Trevor van Riemsdyk (D),Washington Capitals,75,7,16,23,0.31,15,10,https://www.eliteprospects.com/player/60230/trevor-van-riemsdyk,2022-2023,nhl,Trevor van Riemsdyk,D,DEF
Travis Sanheim (D),Philadelphia Flyers,81,7,16,23,0.28,40,-5,https://www.eliteprospects.com/player/120938/travis-sanheim,2022-2023,nhl,Travis Sanheim,D,DEF
Fabian Zetterlund (LW/RW),totals,67,6,17,23,0.34,14,-6,https://www.eliteprospects.com/player/265608/fabian-zetterlund,2022-2023,nhl,Fabian Zetterlund,LW/RW,FW
Olli Määttä (D),Detroit Red Wings,78,6,17,23,0.29,14,-9,https://www.eliteprospects.com/player/43543/olli-maatta,2022-2023,nhl,Olli Määttä,D,DEF
Sebastian Aho (D),New York Islanders,71,5,18,23,0.32,22,9,https://www.eliteprospects.com/player/67208/sebastian-aho,2022-2023,nhl,Sebastian Aho,D,DEF
Connor Clifton (D),Boston Bruins,78,5,18,23,0.29,60,20,https://www.eliteprospects.com/player/131370/connor-clifton,2022-2023,nhl,Connor Clifton,D,DEF
Nick Leddy (D),St. Louis Blues,78,2,21,23,0.29,20,4,https://www.eliteprospects.com/player/38067/nick-leddy,2022-2023,nhl,Nick Leddy,D,DEF
Brenden Dillon (D),Winnipeg Jets,82,2,21,23,0.28,76,2,https://www.eliteprospects.com/player/23790/brenden-dillon,2022-2023,nhl,Brenden Dillon,D,DEF
Tom Wilson (RW),Washington Capitals,33,13,9,22,0.67,78,-13,https://www.eliteprospects.com/player/98663/tom-wilson,2022-2023,nhl,Tom Wilson,RW,FW
Garnet Hathaway (RW/LW),totals,84,13,9,22,0.26,69,5,https://www.eliteprospects.com/player/75018/garnet-hathaway,2022-2023,nhl,Garnet Hathaway,RW/LW,FW
Paul Stastny (C),Carolina Hurricanes,73,9,13,22,0.3,16,4,https://www.eliteprospects.com/player/10212/paul-stastny,2022-2023,nhl,Paul Stastny,C,FW
Danton Heinen (LW/C),Pittsburgh Penguins,65,8,14,22,0.34,12,-5,https://www.eliteprospects.com/player/105821/danton-heinen,2022-2023,nhl,Danton Heinen,LW/C,FW
Emil Bemström (C/W),Columbus Blue Jackets,55,7,15,22,0.4,6,-11,https://www.eliteprospects.com/player/313359/emil-bemstrom,2022-2023,nhl,Emil Bemström,C/W,FW
Luke Schenn (D),totals,70,4,18,22,0.31,84,8,https://www.eliteprospects.com/player/11400/luke-schenn,2022-2023,nhl,Luke Schenn,D,DEF
Quinton Byfield (C),Los Angeles Kings,53,3,19,22,0.42,30,13,https://www.eliteprospects.com/player/503020/quinton-byfield,2022-2023,nhl,Quinton Byfield,C,FW
Oliver Ekman Larsson (D),Vancouver Canucks,54,2,20,22,0.41,22,-24,https://www.eliteprospects.com/player/7693/oliver-ekman-larsson,2022-2023,nhl,Oliver Ekman Larsson,D,DEF
Alexander Romanov (D),New York Islanders,76,2,20,22,0.29,43,13,https://www.eliteprospects.com/player/396529/alexander-romanov,2022-2023,nhl,Alexander Romanov,D,DEF
Nikita Zadorov (D),Calgary Flames,82,14,7,21,0.26,80,10,https://www.eliteprospects.com/player/108648/nikita-zadorov,2022-2023,nhl,Nikita Zadorov,D,DEF
Denis Malgin (C/W),totals,65,13,8,21,0.32,8,4,https://www.eliteprospects.com/player/117376/denis-malgin,2022-2023,nhl,Denis Malgin,C/W,FW
Klim Kostin (C/W),Edmonton Oilers,57,11,10,21,0.37,66,12,https://www.eliteprospects.com/player/312823/klim-kostin,2022-2023,nhl,Klim Kostin,C/W,FW
Jesper Boqvist (C/LW),New Jersey Devils,70,10,11,21,0.3,2,8,https://www.eliteprospects.com/player/212690/jesper-boqvist,2022-2023,nhl,Jesper Boqvist,C/LW,FW
Morgan Barron (C/W),Winnipeg Jets,70,8,13,21,0.3,31,4,https://www.eliteprospects.com/player/195024/morgan-barron,2022-2023,nhl,Morgan Barron,C/W,FW
Nicklas Bäckström (C),Washington Capitals,39,7,14,21,0.54,14,-25,https://www.eliteprospects.com/player/3682/nicklas-backstrom,2022-2023,nhl,Nicklas Bäckström,C,FW
Marcus Foligno (LW/RW),Minnesota Wild,65,7,14,21,0.32,97,-6,https://www.eliteprospects.com/player/18601/marcus-foligno,2022-2023,nhl,Marcus Foligno,LW/RW,FW
Adam Pelech (D),New York Islanders,61,6,15,21,0.34,36,15,https://www.eliteprospects.com/player/89694/adam-pelech,2022-2023,nhl,Adam Pelech,D,DEF
Travis Hamonic (D),Ottawa Senators,75,6,15,21,0.28,71,-5,https://www.eliteprospects.com/player/17519/travis-hamonic,2022-2023,nhl,Travis Hamonic,D,DEF
Colin Miller (D),Dallas Stars,79,6,15,21,0.27,37,23,https://www.eliteprospects.com/player/61228/colin-miller,2022-2023,nhl,Colin Miller,D,DEF
Casey Cizikas (C),New York Islanders,81,6,15,21,0.26,54,0,https://www.eliteprospects.com/player/14960/casey-cizikas,2022-2023,nhl,Casey Cizikas,C,FW
Pierre-Olivier Joseph (D),Pittsburgh Penguins,75,5,16,21,0.28,44,8,https://www.eliteprospects.com/player/284911/pierre-olivier-joseph,2022-2023,nhl,Pierre-Olivier Joseph,D,DEF
Jonas Siegenthaler (D),New Jersey Devils,80,4,17,21,0.26,44,27,https://www.eliteprospects.com/player/105407/jonas-siegenthaler,2022-2023,nhl,Jonas Siegenthaler,D,DEF
Rafaël Harvey-Pinard (LW/RW),Montréal Canadiens,34,14,6,20,0.59,10,7,https://www.eliteprospects.com/player/354123/rafael-harvey-pinard,2022-2023,nhl,Rafaël Harvey-Pinard,LW/RW,FW
Derek Ryan (C/W),Edmonton Oilers,80,13,7,20,0.25,28,11,https://www.eliteprospects.com/player/67660/derek-ryan,2022-2023,nhl,Derek Ryan,C/W,FW
Ryan Lomberg (LW/RW),Florida Panthers,82,12,8,20,0.24,88,-1,https://www.eliteprospects.com/player/76376/ryan-lomberg,2022-2023,nhl,Ryan Lomberg,LW/RW,FW
Sean Kuraly (C/LW),Columbus Blue Jackets,71,11,9,20,0.28,68,-28,https://www.eliteprospects.com/player/49938/sean-kuraly,2022-2023,nhl,Sean Kuraly,C/LW,FW
Radek Faksa (C/LW),Dallas Stars,81,11,9,20,0.25,39,9,https://www.eliteprospects.com/player/98300/radek-faksa,2022-2023,nhl,Radek Faksa,C/LW,FW
Joe Veleno (C/LW),Detroit Red Wings,81,9,11,20,0.25,30,-12,https://www.eliteprospects.com/player/271713/joe-veleno,2022-2023,nhl,Joe Veleno,C/LW,FW
Trevor Lewis (C/RW),Calgary Flames,82,9,11,20,0.24,18,-7,https://www.eliteprospects.com/player/10461/trevor-lewis,2022-2023,nhl,Trevor Lewis,C/RW,FW
Adam Ruzicka (C/RW),Calgary Flames,44,6,14,20,0.45,8,-1,https://www.eliteprospects.com/player/228366/adam-ruzicka,2022-2023,nhl,Adam Ruzicka,C/RW,FW
Nick Perbix (D),Tampa Bay Lightning,69,5,15,20,0.29,22,11,https://www.eliteprospects.com/player/380612/nick-perbix,2022-2023,nhl,Nick Perbix,D,DEF
Mikey Anderson (D),Los Angeles Kings,77,5,15,20,0.26,40,20,https://www.eliteprospects.com/player/201512/mikey-anderson,2022-2023,nhl,Mikey Anderson,D,DEF
David Savard (D),Montréal Canadiens,62,3,17,20,0.32,40,-14,https://www.eliteprospects.com/player/32878/david-savard,2022-2023,nhl,David Savard,D,DEF
Rasmus Ristolainen (D),Philadelphia Flyers,74,3,17,20,0.27,32,-4,https://www.eliteprospects.com/player/43497/rasmus-ristolainen,2022-2023,nhl,Rasmus Ristolainen,D,DEF
Brett Kulak (D),Edmonton Oilers,82,3,17,20,0.24,41,11,https://www.eliteprospects.com/player/88617/brett-kulak,2022-2023,nhl,Brett Kulak,D,DEF
Will Borgen (D),Seattle Kraken,82,3,17,20,0.24,47,11,https://www.eliteprospects.com/player/248330/will-borgen,2022-2023,nhl,Will Borgen,D,DEF
Cam York (D),Philadelphia Flyers,54,2,18,20,0.37,18,-1,https://www.eliteprospects.com/player/290129/cam-york,2022-2023,nhl,Cam York,D,DEF
Ryan McDonagh (D),Nashville Predators,71,2,18,20,0.28,22,12,https://www.eliteprospects.com/player/11458/ryan-mcdonagh,2022-2023,nhl,Ryan McDonagh,D,DEF
Carl Grundström (LW/RW),Los Angeles Kings,57,12,7,19,0.33,16,-4,https://www.eliteprospects.com/player/113516/carl-grundstrom,2022-2023,nhl,Carl Grundström,LW/RW,FW
Brock McGinn (LW/RW),totals,75,12,7,19,0.25,21,-6,https://www.eliteprospects.com/player/76486/brock-mcginn,2022-2023,nhl,Brock McGinn,LW/RW,FW
Hudson Fasching (RW),New York Islanders,49,10,9,19,0.39,10,10,https://www.eliteprospects.com/player/114801/hudson-fasching,2022-2023,nhl,Hudson Fasching,RW,FW
Nick Bonino (C),totals,62,10,9,19,0.31,28,-5,https://www.eliteprospects.com/player/14686/nick-bonino,2022-2023,nhl,Nick Bonino,C,FW
Alexei Toropchenko (RW/LW),St. Louis Blues,69,10,9,19,0.28,12,6,https://www.eliteprospects.com/player/312825/alexei-toropchenko,2022-2023,nhl,Alexei Toropchenko,RW/LW,FW
Andrew Cogliano (C/LW),Colorado Avalanche,79,10,9,19,0.24,44,6,https://www.eliteprospects.com/player/9187/andrew-cogliano,2022-2023,nhl,Andrew Cogliano,C/LW,FW
Steven Lorentz (C/LW),San Jose Sharks,80,10,9,19,0.24,16,-18,https://www.eliteprospects.com/player/204707/steven-lorentz,2022-2023,nhl,Steven Lorentz,C/LW,FW
Maxime Comtois (LW),Anaheim Ducks,64,9,10,19,0.3,76,-20,https://www.eliteprospects.com/player/201534/maxime-comtois,2022-2023,nhl,Maxime Comtois,LW,FW
Max Jones (LW/RW),Anaheim Ducks,69,9,10,19,0.28,77,-21,https://www.eliteprospects.com/player/233448/max-jones,2022-2023,nhl,Max Jones,LW/RW,FW
Tyler Motte (C/W),totals,62,8,11,19,0.31,6,3,https://www.eliteprospects.com/player/151824/tyler-motte,2022-2023,nhl,Tyler Motte,C/W,FW
Nate Schmidt (D),Winnipeg Jets,71,7,12,19,0.27,8,15,https://www.eliteprospects.com/player/38039/nate-schmidt,2022-2023,nhl,Nate Schmidt,D,DEF
Milan Lucic (LW),Calgary Flames,77,7,12,19,0.25,43,-13,https://www.eliteprospects.com/player/11104/milan-lucic,2022-2023,nhl,Milan Lucic,LW,FW
Matt Martin (LW),New York Islanders,81,7,12,19,0.23,63,4,https://www.eliteprospects.com/player/19225/matt-martin,2022-2023,nhl,Matt Martin,LW,FW
Vladislav Gavrikov (D),totals,72,6,13,19,0.26,38,4,https://www.eliteprospects.com/player/165015/vladislav-gavrikov,2022-2023,nhl,Vladislav Gavrikov,D,DEF
Ben Chiarot (D),Detroit Red Wings,76,5,14,19,0.25,51,-31,https://www.eliteprospects.com/player/33875/ben-chiarot,2022-2023,nhl,Ben Chiarot,D,DEF
Jake Evans (C/RW),Montréal Canadiens,54,2,17,19,0.35,28,-5,https://www.eliteprospects.com/player/152048/jake-evans,2022-2023,nhl,Jake Evans,C/RW,FW
Paul Cotter (C/W),Vegas Golden Knights,55,13,5,18,0.33,15,-5,https://www.eliteprospects.com/player/284097/paul-cotter,2022-2023,nhl,Paul Cotter,C/W,FW
Zemgus Girgensons (W/C),Buffalo Sabres,80,10,8,18,0.23,14,-5,https://www.eliteprospects.com/player/59843/zemgus-girgensons,2022-2023,nhl,Zemgus Girgensons,W/C,FW
Jake Walman (D),Detroit Red Wings,63,9,9,18,0.29,45,10,https://www.eliteprospects.com/player/248066/jake-walman,2022-2023,nhl,Jake Walman,D,DEF
Calle Rosén (D),St. Louis Blues,49,8,10,18,0.37,8,19,https://www.eliteprospects.com/player/37021/calle-rosen,2022-2023,nhl,Calle Rosén,D,DEF
Adam Erne (LW/RW),Detroit Red Wings,61,8,10,18,0.3,21,-12,https://www.eliteprospects.com/player/90359/adam-erne,2022-2023,nhl,Adam Erne,LW/RW,FW
Keegan Kolesar (RW),Vegas Golden Knights,74,8,10,18,0.24,68,6,https://www.eliteprospects.com/player/197560/keegan-kolesar,2022-2023,nhl,Keegan Kolesar,RW,FW
Tomas Nosek (LW/C),Boston Bruins,66,7,11,18,0.27,48,9,https://www.eliteprospects.com/player/102439/tomas-nosek,2022-2023,nhl,Tomas Nosek,LW/C,FW
Timothy Liljegren (D),Toronto Maple Leafs,67,6,12,18,0.27,30,24,https://www.eliteprospects.com/player/224910/timothy-liljegren,2022-2023,nhl,Timothy Liljegren,D,DEF
Tanner Jeannot (LW/RW),totals,76,6,12,18,0.24,107,-7,https://www.eliteprospects.com/player/200717/tanner-jeannot,2022-2023,nhl,Tanner Jeannot,LW/RW,FW
Connor Dewar (C/LW),Minnesota Wild,81,6,12,18,0.22,50,-5,https://www.eliteprospects.com/player/283843/connor-dewar,2022-2023,nhl,Connor Dewar,C/LW,FW
Philip Tomasino (C/W),Nashville Predators,31,5,13,18,0.58,6,5,https://www.eliteprospects.com/player/418531/philip-tomasino,2022-2023,nhl,Philip Tomasino,C/W,FW
Derek Grant (C/W),Anaheim Ducks,46,5,13,18,0.39,26,-4,https://www.eliteprospects.com/player/18242/derek-grant,2022-2023,nhl,Derek Grant,C/W,FW
Braden Schneider (D),New York Rangers,81,5,13,18,0.22,16,9,https://www.eliteprospects.com/player/351820/braden-schneider,2022-2023,nhl,Braden Schneider,D,DEF
Kaiden Guhle (D),Montréal Canadiens,44,4,14,18,0.41,27,-19,https://www.eliteprospects.com/player/413363/kaiden-guhle,2022-2023,nhl,Kaiden Guhle,D,DEF
John Marino (D),New Jersey Devils,64,4,14,18,0.28,20,21,https://www.eliteprospects.com/player/278675/john-marino,2022-2023,nhl,John Marino,D,DEF
Mathieu Joseph (RW/LW),Ottawa Senators,56,3,15,18,0.32,36,5,https://www.eliteprospects.com/player/227640/mathieu-joseph,2022-2023,nhl,Mathieu Joseph,RW/LW,FW
Erik Brännström (D),Ottawa Senators,74,2,16,18,0.24,38,5,https://www.eliteprospects.com/player/255167/erik-brannstrom,2022-2023,nhl,Erik Brännström,D,DEF
Justin Holl (D),Toronto Maple Leafs,80,2,16,18,0.23,39,15,https://www.eliteprospects.com/player/46905/justin-holl,2022-2023,nhl,Justin Holl,D,DEF
Ryan Lindgren (D),New York Rangers,63,1,17,18,0.29,45,29,https://www.eliteprospects.com/player/226442/ryan-lindgren,2022-2023,nhl,Ryan Lindgren,D,DEF
Marc-Édouard Vlasic (D),San Jose Sharks,78,1,17,18,0.23,16,-14,https://www.eliteprospects.com/player/10218/marc-edouard-vlasic,2022-2023,nhl,Marc-Édouard Vlasic,D,DEF
Sheldon Dries (C/W),Vancouver Canucks,63,11,6,17,0.27,29,-9,https://www.eliteprospects.com/player/97620/sheldon-dries,2022-2023,nhl,Sheldon Dries,C/W,FW
Noah Gregor (LW/RW),San Jose Sharks,57,10,7,17,0.3,32,-9,https://www.eliteprospects.com/player/162892/noah-gregor,2022-2023,nhl,Noah Gregor,LW/RW,FW
Mason Shaw (C/LW),Minnesota Wild,59,7,10,17,0.29,79,-1,https://www.eliteprospects.com/player/162926/mason-shaw,2022-2023,nhl,Mason Shaw,C/LW,FW
Denis Guryanov (RW/LW),totals,66,7,10,17,0.26,10,-9,https://www.eliteprospects.com/player/263964/denis-guryanov,2022-2023,nhl,Denis Guryanov,RW/LW,FW
Sean Monahan (C),Montréal Canadiens,25,6,11,17,0.68,16,-5,https://www.eliteprospects.com/player/85013/sean-monahan,2022-2023,nhl,Sean Monahan,C,FW
Jordan Harris (D),Montréal Canadiens,65,4,13,17,0.26,26,-3,https://www.eliteprospects.com/player/321687/jordan-harris,2022-2023,nhl,Jordan Harris,D,DEF
Cole Smith (LW),Nashville Predators,69,4,13,17,0.25,60,-3,https://www.eliteprospects.com/player/242238/cole-smith,2022-2023,nhl,Cole Smith,LW,FW
Ian Cole (D),Tampa Bay Lightning,78,3,14,17,0.22,61,13,https://www.eliteprospects.com/player/11456/ian-cole,2022-2023,nhl,Ian Cole,D,DEF
Nicolas Hague (D),Vegas Golden Knights,81,3,14,17,0.21,51,7,https://www.eliteprospects.com/player/253977/nicolas-hague,2022-2023,nhl,Nicolas Hague,D,DEF
