player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def
Tim Connolly (C),Buffalo Sabres,48,7,33,40,0.83,8,4,https://www.eliteprospects.com/player/8775/tim-connolly,2007-2008,nhl,Tim Connolly,C,FW
Chuck Kobasew (RW),Boston Bruins,73,22,17,39,0.53,29,6,https://www.eliteprospects.com/player/9018/chuck-kobasew,2007-2008,nhl,Chuck Kobasew,RW,FW
Mathieu Schneider (D),Anaheim Ducks,65,12,27,39,0.60,50,22,https://www.eliteprospects.com/player/8875/mathieu-schneider,2007-2008,nhl,Mathieu Schneider,D,DEF
Johan Franzén (W/C),Detroit Red Wings,72,27,11,38,0.53,51,12,https://www.eliteprospects.com/player/158/johan-franzen,2007-2008,nhl,Johan Franzén,W/C,FW
Drew Stafford (RW),Buffalo Sabres,64,16,22,38,0.59,51,3,https://www.eliteprospects.com/player/9180/drew-stafford,2007-2008,nhl,Drew Stafford,RW,FW
Lee Stempniak (RW),St. Louis Blues,80,13,25,38,0.48,40,0,https://www.eliteprospects.com/player/10199/lee-stempniak,2007-2008,nhl,Lee Stempniak,RW,FW
Michal Rozsíval (D),New York Rangers,80,13,25,38,0.48,80,0,https://www.eliteprospects.com/player/8687/michal-rozsival,2007-2008,nhl,Michal Rozsíval,D,DEF
Dainius Zubrus (W/C),New Jersey Devils,82,13,25,38,0.46,38,2,https://www.eliteprospects.com/player/8632/dainius-zubrus,2007-2008,nhl,Dainius Zubrus,W/C,FW
Wade Redden (D),Ottawa Senators,80,6,32,38,0.48,60,11,https://www.eliteprospects.com/player/8931/wade-redden,2007-2008,nhl,Wade Redden,D,DEF
Tobias Enström (D),Atlanta Thrashers,82,5,33,38,0.46,42,-5,https://www.eliteprospects.com/player/594/tobias-enstrom,2007-2008,nhl,Tobias Enström,D,DEF
Marek Svatos (RW),Colorado Avalanche,62,26,11,37,0.60,32,13,https://www.eliteprospects.com/player/8604/marek-svatos,2007-2008,nhl,Marek Svatos,RW,FW
Jonathan Cheechoo (RW),San Jose Sharks,69,23,14,37,0.54,46,11,https://www.eliteprospects.com/player/5529/jonathan-cheechoo,2007-2008,nhl,Jonathan Cheechoo,RW,FW
Ryan Kesler (C),Vancouver Canucks,80,21,16,37,0.46,79,1,https://www.eliteprospects.com/player/9014/ryan-kesler,2007-2008,nhl,Ryan Kesler,C,FW
Brooks Laich (C/LW),Washington Capitals,82,21,16,37,0.45,35,-3,https://www.eliteprospects.com/player/9518/brooks-laich,2007-2008,nhl,Brooks Laich,C/LW,FW
Phil Kessel (RW),Boston Bruins,82,19,18,37,0.45,28,-6,https://www.eliteprospects.com/player/8793/phil-kessel,2007-2008,nhl,Phil Kessel,RW,FW
Taylor Pyatt (LW),Vancouver Canucks,79,16,21,37,0.47,60,1,https://www.eliteprospects.com/player/5372/taylor-pyatt,2007-2008,nhl,Taylor Pyatt,LW,FW
Jere Lehtinen (LW),Dallas Stars,48,15,22,37,0.77,14,9,https://www.eliteprospects.com/player/2687/jere-lehtinen,2007-2008,nhl,Jere Lehtinen,LW,FW
Jay Bouwmeester (D),Florida Panthers,82,15,22,37,0.45,72,-5,https://www.eliteprospects.com/player/3659/jay-bouwmeester,2007-2008,nhl,Jay Bouwmeester,D,DEF
Ryan Smyth (LW),Colorado Avalanche,55,14,23,37,0.67,50,-4,https://www.eliteprospects.com/player/8888/ryan-smyth,2007-2008,nhl,Ryan Smyth,LW,FW
Brett McLean (C),Florida Panthers,67,14,23,37,0.55,34,-5,https://www.eliteprospects.com/player/4518/brett-mclean,2007-2008,nhl,Brett McLean,C,FW
Todd White (C),Atlanta Thrashers,74,14,23,37,0.50,36,-12,https://www.eliteprospects.com/player/5532/todd-white,2007-2008,nhl,Todd White,C,FW
Éric Bélanger (C),Minnesota Wild,75,13,24,37,0.49,30,-6,https://www.eliteprospects.com/player/8758/eric-belanger,2007-2008,nhl,Éric Bélanger,C,FW
Michael Nylander (C),Washington Capitals,40,11,26,37,0.93,24,-19,https://www.eliteprospects.com/player/693/michael-nylander,2007-2008,nhl,Michael Nylander,C,FW
Dustin Byfuglien (D),Chicago Blackhawks,67,19,17,36,0.54,59,-7,https://www.eliteprospects.com/player/10667/dustin-byfuglien,2007-2008,nhl,Dustin Byfuglien,D,DEF
Valtteri Filppula (C/LW),Detroit Red Wings,78,19,17,36,0.46,28,16,https://www.eliteprospects.com/player/3197/valtteri-filppula,2007-2008,nhl,Valtteri Filppula,C/LW,FW
Michel Ouellet (RW),Tampa Bay Lightning,64,17,19,36,0.56,12,11,https://www.eliteprospects.com/player/8946/michel-ouellet,2007-2008,nhl,Michel Ouellet,RW,FW
Sergei Samsonov (LW),totals,61,14,22,36,0.59,16,-1,https://www.eliteprospects.com/player/8667/sergei-samsonov,2007-2008,nhl,Sergei Samsonov,LW,FW
Jarret Stoll (C),Edmonton Oilers,81,14,22,36,0.44,74,-23,https://www.eliteprospects.com/player/8895/jarret-stoll,2007-2008,nhl,Jarret Stoll,C,FW
Matthew Lombardi (C),Calgary Flames,82,14,22,36,0.44,67,-6,https://www.eliteprospects.com/player/8999/matthew-lombardi,2007-2008,nhl,Matthew Lombardi,C,FW
Jason Williams (RW/C),Chicago Blackhawks,43,13,23,36,0.84,22,-2,https://www.eliteprospects.com/player/8713/jason-williams,2007-2008,nhl,Jason Williams,RW/C,FW
Dennis Wideman (D),Boston Bruins,81,13,23,36,0.44,70,11,https://www.eliteprospects.com/player/8826/dennis-wideman,2007-2008,nhl,Dennis Wideman,D,DEF
Paul Gaustad (C),Buffalo Sabres,82,10,26,36,0.44,85,-4,https://www.eliteprospects.com/player/8808/paul-gaustad,2007-2008,nhl,Paul Gaustad,C,FW
Braydon Coburn (D),Philadelphia Flyers,78,9,27,36,0.46,74,17,https://www.eliteprospects.com/player/9477/braydon-coburn,2007-2008,nhl,Braydon Coburn,D,DEF
Andrej Meszaros (D),Ottawa Senators,82,9,27,36,0.44,50,5,https://www.eliteprospects.com/player/8664/andrej-meszaros,2007-2008,nhl,Andrej Meszaros,D,DEF
Daniel Paille (LW),Buffalo Sabres,77,19,16,35,0.45,14,9,https://www.eliteprospects.com/player/9510/daniel-paille,2007-2008,nhl,Daniel Paille,LW,FW
Alexei Ponikarovsky (LW),Toronto Maple Leafs,66,18,17,35,0.53,36,3,https://www.eliteprospects.com/player/8658/alexei-ponikarovsky,2007-2008,nhl,Alexei Ponikarovsky,LW,FW
Josef Vasicek (C),New York Islanders,81,16,19,35,0.43,53,1,https://www.eliteprospects.com/player/8614/josef-vasicek,2007-2008,nhl,Josef Vasicek,C,FW
Colby Armstrong (RW/LW),totals,72,13,22,35,0.49,56,4,https://www.eliteprospects.com/player/9067/colby-armstrong,2007-2008,nhl,Colby Armstrong,RW/LW,FW
Jan Hlavac (LW/RW),totals,80,12,23,35,0.44,40,-1,https://www.eliteprospects.com/player/8709/jan-hlavac,2007-2008,nhl,Jan Hlavac,LW/RW,FW
Adrian Aucoin (D),Calgary Flames,76,10,25,35,0.46,37,13,https://www.eliteprospects.com/player/5530/adrian-aucoin,2007-2008,nhl,Adrian Aucoin,D,DEF
Martin Hanzal (C),Phoenix Coyotes,72,8,27,35,0.49,28,-7,https://www.eliteprospects.com/player/9237/martin-hanzal,2007-2008,nhl,Martin Hanzal,C,FW
Derek Armstrong (C/RW),Los Angeles Kings,77,8,27,35,0.45,63,4,https://www.eliteprospects.com/player/8774/derek-armstrong,2007-2008,nhl,Derek Armstrong,C/RW,FW
Niklas Kronwall (D),Detroit Red Wings,65,7,28,35,0.54,44,25,https://www.eliteprospects.com/player/69/niklas-kronwall,2007-2008,nhl,Niklas Kronwall,D,DEF
Craig Rivet (D),San Jose Sharks,74,5,30,35,0.47,104,3,https://www.eliteprospects.com/player/8719/craig-rivet,2007-2008,nhl,Craig Rivet,D,DEF
Sergei Zubov (D),Dallas Stars,46,4,31,35,0.76,12,6,https://www.eliteprospects.com/player/8508/sergei-zubov,2007-2008,nhl,Sergei Zubov,D,DEF
Darcy Tucker (LW),Toronto Maple Leafs,74,18,16,34,0.46,100,-8,https://www.eliteprospects.com/player/8859/darcy-tucker,2007-2008,nhl,Darcy Tucker,LW,FW
Antti Miettinen (W/C),Dallas Stars,69,15,19,34,0.49,34,4,https://www.eliteprospects.com/player/2698/antti-miettinen,2007-2008,nhl,Antti Miettinen,W/C,FW
Bobby Holík (C),Atlanta Thrashers,82,15,19,34,0.41,90,-14,https://www.eliteprospects.com/player/8545/bobby-holik,2007-2008,nhl,Bobby Holík,C,FW
Travis Zajac (C/RW),New Jersey Devils,82,14,20,34,0.41,31,-11,https://www.eliteprospects.com/player/10232/travis-zajac,2007-2008,nhl,Travis Zajac,C/RW,FW
Craig Conroy (C),Calgary Flames,79,12,22,34,0.43,71,6,https://www.eliteprospects.com/player/9121/craig-conroy,2007-2008,nhl,Craig Conroy,C,FW
Michael Peca (C),Columbus Blue Jackets,65,8,26,34,0.52,64,-1,https://www.eliteprospects.com/player/8910/michael-peca,2007-2008,nhl,Michael Peca,C,FW
Ruslan Fedotenko (LW),New York Islanders,67,16,17,33,0.49,40,-9,https://www.eliteprospects.com/player/8638/ruslan-fedotenko,2007-2008,nhl,Ruslan Fedotenko,LW,FW
Matt Stajan (C),Toronto Maple Leafs,82,16,17,33,0.40,47,-11,https://www.eliteprospects.com/player/8889/matt-stajan,2007-2008,nhl,Matt Stajan,C,FW
Sean Avery (LW/C),New York Rangers,57,15,18,33,0.58,154,6,https://www.eliteprospects.com/player/8720/sean-avery,2007-2008,nhl,Sean Avery,LW/C,FW
Jeremy Roenick (C),San Jose Sharks,69,14,19,33,0.48,26,-8,https://www.eliteprospects.com/player/8929/jeremy-roenick,2007-2008,nhl,Jeremy Roenick,C,FW
Tom Gilbert (D),Edmonton Oilers,82,13,20,33,0.40,20,-6,https://www.eliteprospects.com/player/11009/tom-gilbert,2007-2008,nhl,Tom Gilbert,D,DEF
Glen Metropolit (C),Boston Bruins,82,11,22,33,0.40,36,-3,https://www.eliteprospects.com/player/3587/glen-metropolit,2007-2008,nhl,Glen Metropolit,C,FW
Erik Johnson (D),St. Louis Blues,69,5,28,33,0.48,28,-9,https://www.eliteprospects.com/player/9207/erik-johnson,2007-2008,nhl,Erik Johnson,D,DEF
Steve Bernier (RW),totals,76,16,16,32,0.42,64,-1,https://www.eliteprospects.com/player/9080/steve-bernier,2007-2008,nhl,Steve Bernier,RW,FW
Owen Nolan (RW),Calgary Flames,77,16,16,32,0.42,71,6,https://www.eliteprospects.com/player/9674/owen-nolan,2007-2008,nhl,Owen Nolan,RW,FW
Scott Walker (RW),Carolina Hurricanes,58,14,18,32,0.55,115,-3,https://www.eliteprospects.com/player/8801/scott-walker,2007-2008,nhl,Scott Walker,RW,FW
Richard Park (RW/C),New York Islanders,82,12,20,32,0.39,20,-4,https://www.eliteprospects.com/player/5214/richard-park,2007-2008,nhl,Richard Park,RW/C,FW
Duncan Keith (D),Chicago Blackhawks,82,12,20,32,0.39,56,30,https://www.eliteprospects.com/player/9012/duncan-keith,2007-2008,nhl,Duncan Keith,D,DEF
Vernon Fiddler (C/LW),Nashville Predators,79,11,21,32,0.41,47,-4,https://www.eliteprospects.com/player/9152/vernon-fiddler,2007-2008,nhl,Vernon Fiddler,C/LW,FW
Tuomo Ruutu (W/C),totals,77,10,22,32,0.42,91,4,https://www.eliteprospects.com/player/2695/tuomo-ruutu,2007-2008,nhl,Tuomo Ruutu,W/C,FW
Jaroslav Spacek (D),Buffalo Sabres,60,9,23,32,0.53,42,7,https://www.eliteprospects.com/player/1668/jaroslav-spacek,2007-2008,nhl,Jaroslav Spacek,D,DEF
Brent Seabrook (D),Chicago Blackhawks,82,9,23,32,0.39,90,13,https://www.eliteprospects.com/player/8879/brent-seabrook,2007-2008,nhl,Brent Seabrook,D,DEF
Ron Hainsey (D),Columbus Blue Jackets,78,8,24,32,0.41,25,-7,https://www.eliteprospects.com/player/9037/ron-hainsey,2007-2008,nhl,Ron Hainsey,D,DEF
John-Michael Liles (D),Colorado Avalanche,81,6,26,32,0.40,26,2,https://www.eliteprospects.com/player/8734/john-michael-liles,2007-2008,nhl,John-Michael Liles,D,DEF
Paul Martin (D),New Jersey Devils,73,5,27,32,0.44,22,20,https://www.eliteprospects.com/player/8778/paul-martin,2007-2008,nhl,Paul Martin,D,DEF
Loui Eriksson (LW),Dallas Stars,69,14,17,31,0.45,28,5,https://www.eliteprospects.com/player/683/loui-eriksson,2007-2008,nhl,Loui Eriksson,LW,FW
Michael Ryder (RW),Montréal Canadiens,70,14,17,31,0.44,30,-4,https://www.eliteprospects.com/player/4487/michael-ryder,2007-2008,nhl,Michael Ryder,RW,FW
Kyle Brodziak (C),Edmonton Oilers,80,14,17,31,0.39,33,-6,https://www.eliteprospects.com/player/9097/kyle-brodziak,2007-2008,nhl,Kyle Brodziak,C,FW
Jason Chimera (LW/RW),Columbus Blue Jackets,81,14,17,31,0.38,98,-5,https://www.eliteprospects.com/player/8762/jason-chimera,2007-2008,nhl,Jason Chimera,LW/RW,FW
David Backes (RW/C),St. Louis Blues,72,13,18,31,0.43,99,-11,https://www.eliteprospects.com/player/11435/david-backes,2007-2008,nhl,David Backes,RW/C,FW
Alexandre Burrows (RW/LW),Vancouver Canucks,82,12,19,31,0.38,179,11,https://www.eliteprospects.com/player/10224/alexandre-burrows,2007-2008,nhl,Alexandre Burrows,RW/LW,FW
Tyler Arnason (C/LW),Colorado Avalanche,69,10,21,31,0.45,16,-1,https://www.eliteprospects.com/player/4746/tyler-arnason,2007-2008,nhl,Tyler Arnason,C/LW,FW
Paul Ranger (D),Tampa Bay Lightning,72,10,21,31,0.43,56,-13,https://www.eliteprospects.com/player/8866/paul-ranger,2007-2008,nhl,Paul Ranger,D,DEF
Rob Blake (D),Los Angeles Kings,71,9,22,31,0.44,98,-19,https://www.eliteprospects.com/player/8580/rob-blake,2007-2008,nhl,Rob Blake,D,DEF
Ryan Suter (D),Nashville Predators,76,7,24,31,0.41,71,3,https://www.eliteprospects.com/player/8897/ryan-suter,2007-2008,nhl,Ryan Suter,D,DEF
Filip Kuba (D),Tampa Bay Lightning,75,6,25,31,0.41,40,-8,https://www.eliteprospects.com/player/8639/filip-kuba,2007-2008,nhl,Filip Kuba,D,DEF
Randy Jones (D),Philadelphia Flyers,71,5,26,31,0.44,58,8,https://www.eliteprospects.com/player/10326/randy-jones,2007-2008,nhl,Randy Jones,D,DEF
Glen Murray (RW),Boston Bruins,63,17,13,30,0.48,50,-4,https://www.eliteprospects.com/player/8576/glen-murray,2007-2008,nhl,Glen Murray,RW,FW
Mark Parrish (RW),Minnesota Wild,66,16,14,30,0.45,16,2,https://www.eliteprospects.com/player/8905/mark-parrish,2007-2008,nhl,Mark Parrish,RW,FW
Scottie Upshall (LW/RW),Philadelphia Flyers,61,14,16,30,0.49,74,2,https://www.eliteprospects.com/player/9512/scottie-upshall,2007-2008,nhl,Scottie Upshall,LW/RW,FW
Andrew Ladd (LW),totals,63,14,16,30,0.48,35,13,https://www.eliteprospects.com/player/6668/andrew-ladd,2007-2008,nhl,Andrew Ladd,LW,FW
Chris Kelly (C/LW),Ottawa Senators,75,11,19,30,0.40,30,3,https://www.eliteprospects.com/player/9013/chris-kelly,2007-2008,nhl,Chris Kelly,C/LW,FW
Tomas Fleischmann (LW),Washington Capitals,75,10,20,30,0.40,18,-7,https://www.eliteprospects.com/player/9613/tomas-fleischmann,2007-2008,nhl,Tomas Fleischmann,LW,FW
Justin Williams (RW),Carolina Hurricanes,37,9,21,30,0.81,43,2,https://www.eliteprospects.com/player/4506/justin-williams,2007-2008,nhl,Justin Williams,RW,FW
Ruslan Salei (D),totals,82,6,24,30,0.37,98,-4,https://www.eliteprospects.com/player/8651/ruslan-salei,2007-2008,nhl,Ruslan Salei,D,DEF
Nigel Dawes (LW),New York Rangers,61,14,15,29,0.48,10,11,https://www.eliteprospects.com/player/9503/nigel-dawes,2007-2008,nhl,Nigel Dawes,LW,FW
Radek Bonk (C),Nashville Predators,79,14,15,29,0.37,40,-31,https://www.eliteprospects.com/player/8671/radek-bonk,2007-2008,nhl,Radek Bonk,C,FW
Per-Johan Axelsson (LW),Boston Bruins,75,13,16,29,0.39,15,11,https://www.eliteprospects.com/player/694/per-johan-axelsson,2007-2008,nhl,Per-Johan Axelsson,LW,FW
Manny Malhotra (C),Columbus Blue Jackets,71,11,18,29,0.41,34,-3,https://www.eliteprospects.com/player/5528/manny-malhotra,2007-2008,nhl,Manny Malhotra,C,FW
Randy Robitaille (C),Ottawa Senators,68,10,19,29,0.43,18,4,https://www.eliteprospects.com/player/8822/randy-robitaille,2007-2008,nhl,Randy Robitaille,C,FW
Tom Poti (D),Washington Capitals,71,2,27,29,0.41,46,9,https://www.eliteprospects.com/player/8918/tom-poti,2007-2008,nhl,Tom Poti,D,DEF
Jordan Staal (C),Pittsburgh Penguins,82,12,16,28,0.34,55,-5,https://www.eliteprospects.com/player/10157/jordan-staal,2007-2008,nhl,Jordan Staal,C,FW
Maxim Afinogenov (RW/LW),Buffalo Sabres,56,10,18,28,0.50,42,-16,https://www.eliteprospects.com/player/8672/maxim-afinogenov,2007-2008,nhl,Maxim Afinogenov,RW/LW,FW
Niko Kapanen (C),Phoenix Coyotes,79,10,18,28,0.35,34,-1,https://www.eliteprospects.com/player/2688/niko-kapanen,2007-2008,nhl,Niko Kapanen,C,FW
Dan Girardi (D),New York Rangers,82,10,18,28,0.34,14,0,https://www.eliteprospects.com/player/11025/dan-girardi,2007-2008,nhl,Dan Girardi,D,DEF
Jaroslav Hlinka (C/LW),Colorado Avalanche,63,8,20,28,0.44,16,6,https://www.eliteprospects.com/player/7287/jaroslav-hlinka,2007-2008,nhl,Jaroslav Hlinka,C/LW,FW
Guillaume Latendresse (LW/RW),Montréal Canadiens,73,16,11,27,0.37,41,-2,https://www.eliteprospects.com/player/9194/guillaume-latendresse,2007-2008,nhl,Guillaume Latendresse,LW/RW,FW
David Perron (LW/RW),St. Louis Blues,62,13,14,27,0.44,38,16,https://www.eliteprospects.com/player/11123/david-perron,2007-2008,nhl,David Perron,LW/RW,FW
Pascal Dupuis (LW),totals,78,12,15,27,0.35,32,0,https://www.eliteprospects.com/player/8789/pascal-dupuis,2007-2008,nhl,Pascal Dupuis,LW,FW
Jamal Mayers (RW),St. Louis Blues,80,12,15,27,0.34,91,-19,https://www.eliteprospects.com/player/5373/jamal-mayers,2007-2008,nhl,Jamal Mayers,RW,FW
Martin Havlát (RW/LW),Chicago Blackhawks,35,10,17,27,0.77,22,4,https://www.eliteprospects.com/player/8624/martin-havlat,2007-2008,nhl,Martin Havlát,RW/LW,FW
Sergei Kostitsyn (RW/LW),Montréal Canadiens,52,9,18,27,0.52,51,9,https://www.eliteprospects.com/player/9653/sergei-kostitsyn,2007-2008,nhl,Sergei Kostitsyn,RW/LW,FW
Milan Lucic (LW),Boston Bruins,77,8,19,27,0.35,89,-2,https://www.eliteprospects.com/player/11104/milan-lucic,2007-2008,nhl,Milan Lucic,LW,FW
David Krejčí (C),Boston Bruins,56,6,21,27,0.48,20,-3,https://www.eliteprospects.com/player/9226/david-krejci,2007-2008,nhl,David Krejčí,C,FW
Kim Johnsson (D),Minnesota Wild,80,4,23,27,0.34,42,-4,https://www.eliteprospects.com/player/698/kim-johnsson,2007-2008,nhl,Kim Johnsson,D,DEF
Dan Hamhuis (D),Nashville Predators,80,4,23,27,0.34,66,-4,https://www.eliteprospects.com/player/9040/dan-hamhuis,2007-2008,nhl,Dan Hamhuis,D,DEF
Richard Zedník (RW/LW),Florida Panthers,54,15,11,26,0.48,43,-5,https://www.eliteprospects.com/player/8631/richard-zednik,2007-2008,nhl,Richard Zedník,RW/LW,FW
Mike Sillinger (C),New York Islanders,52,14,12,26,0.50,28,-10,https://www.eliteprospects.com/player/8881/mike-sillinger,2007-2008,nhl,Mike Sillinger,C,FW
Rostislav Olesz (LW/RW),Florida Panthers,56,14,12,26,0.46,16,3,https://www.eliteprospects.com/player/8652/rostislav-olesz,2007-2008,nhl,Rostislav Olesz,LW/RW,FW
Maxime Talbot (C),Pittsburgh Penguins,63,12,14,26,0.41,53,8,https://www.eliteprospects.com/player/9511/maxime-talbot,2007-2008,nhl,Maxime Talbot,C,FW
Daniel Winnik (W/C),Phoenix Coyotes,79,11,15,26,0.33,25,-3,https://www.eliteprospects.com/player/11480/daniel-winnik,2007-2008,nhl,Daniel Winnik,W/C,FW
Ladislav Nagy (LW/RW),Los Angeles Kings,38,9,17,26,0.68,18,-2,https://www.eliteprospects.com/player/5522/ladislav-nagy,2007-2008,nhl,Ladislav Nagy,LW/RW,FW
Peter Schaefer (LW),Boston Bruins,63,9,17,26,0.41,18,4,https://www.eliteprospects.com/player/8757/peter-schaefer,2007-2008,nhl,Peter Schaefer,LW,FW
Stéphane Robidas (D),Dallas Stars,82,9,17,26,0.32,85,0,https://www.eliteprospects.com/player/8731/stephane-robidas,2007-2008,nhl,Stéphane Robidas,D,DEF
Joni Pitkänen (D),Edmonton Oilers,63,8,18,26,0.41,56,-5,https://www.eliteprospects.com/player/2697/joni-pitkanen,2007-2008,nhl,Joni Pitkänen,D,DEF
David Výborný (C),Columbus Blue Jackets,66,7,19,26,0.39,34,-8,https://www.eliteprospects.com/player/1920/david-vyborny,2007-2008,nhl,David Výborný,C,FW
James Wisniewski (D),Chicago Blackhawks,68,7,19,26,0.38,103,12,https://www.eliteprospects.com/player/9407/james-wisniewski,2007-2008,nhl,James Wisniewski,D,DEF
Matt Niskanen (D),Dallas Stars,78,7,19,26,0.33,36,22,https://www.eliteprospects.com/player/9214/matt-niskanen,2007-2008,nhl,Matt Niskanen,D,DEF
Johnny Oduya (D),New Jersey Devils,75,6,20,26,0.35,46,27,https://www.eliteprospects.com/player/1015/johnny-oduya,2007-2008,nhl,Johnny Oduya,D,DEF
Roman Hamrlík (D),Montréal Canadiens,77,5,21,26,0.34,38,7,https://www.eliteprospects.com/player/8607/roman-hamrlik,2007-2008,nhl,Roman Hamrlík,D,DEF
Toni Lydman (D),Buffalo Sabres,82,4,22,26,0.32,74,1,https://www.eliteprospects.com/player/2678/toni-lydman,2007-2008,nhl,Toni Lydman,D,DEF
Curtis Glencross (LW),totals,62,15,10,25,0.40,53,8,https://www.eliteprospects.com/player/10984/curtis-glencross,2007-2008,nhl,Curtis Glencross,LW,FW
Marty Reasoner (C),Edmonton Oilers,82,11,14,25,0.30,50,-17,https://www.eliteprospects.com/player/8708/marty-reasoner,2007-2008,nhl,Marty Reasoner,C,FW
Doug Weight (C),totals,67,10,15,25,0.37,32,4,https://www.eliteprospects.com/player/8733/doug-weight,2007-2008,nhl,Doug Weight,C,FW
Brendan Morrison (C),Vancouver Canucks,39,9,16,25,0.64,18,-3,https://www.eliteprospects.com/player/4321/brendan-morrison,2007-2008,nhl,Brendan Morrison,C,FW
Scott Niedermayer (D),Anaheim Ducks,48,8,17,25,0.52,16,-2,https://www.eliteprospects.com/player/8521/scott-niedermayer,2007-2008,nhl,Scott Niedermayer,D,DEF
Sami Salo (D),Vancouver Canucks,63,8,17,25,0.40,38,8,https://www.eliteprospects.com/player/2672/sami-salo,2007-2008,nhl,Sami Salo,D,DEF
Bryan Smolinski (C),Montréal Canadiens,64,8,17,25,0.39,20,-6,https://www.eliteprospects.com/player/8887/bryan-smolinski,2007-2008,nhl,Bryan Smolinski,C,FW
Kamil Kreps (C),Florida Panthers,76,8,17,25,0.33,29,10,https://www.eliteprospects.com/player/9612/kamil-kreps,2007-2008,nhl,Kamil Kreps,C,FW
Derek Morris (D),Phoenix Coyotes,82,8,17,25,0.30,83,8,https://www.eliteprospects.com/player/8963/derek-morris,2007-2008,nhl,Derek Morris,D,DEF
Dan Boyle (D),Tampa Bay Lightning,37,4,21,25,0.68,57,-29,https://www.eliteprospects.com/player/5369/dan-boyle,2007-2008,nhl,Dan Boyle,D,DEF
Daniel Carcillo (LW),Phoenix Coyotes,57,13,11,24,0.42,324,1,https://www.eliteprospects.com/player/9468/daniel-carcillo,2007-2008,nhl,Daniel Carcillo,LW,FW
Jay Pandolfo (LW),New Jersey Devils,54,12,12,24,0.44,22,10,https://www.eliteprospects.com/player/8704/jay-pandolfo,2007-2008,nhl,Jay Pandolfo,LW,FW
Erik Christensen (C),totals,59,11,13,24,0.41,30,-10,https://www.eliteprospects.com/player/10880/erik-christensen,2007-2008,nhl,Erik Christensen,C,FW
René Bourque (LW/RW),Chicago Blackhawks,62,10,14,24,0.39,42,6,https://www.eliteprospects.com/player/9089/rene-bourque,2007-2008,nhl,René Bourque,LW/RW,FW
Mattias Öhlund (D),Vancouver Canucks,53,9,15,24,0.45,79,-1,https://www.eliteprospects.com/player/749/mattias-ohlund,2007-2008,nhl,Mattias Öhlund,D,DEF
Jeff Hamilton (C/RW),Carolina Hurricanes,58,9,15,24,0.41,10,-8,https://www.eliteprospects.com/player/10191/jeff-hamilton,2007-2008,nhl,Jeff Hamilton,C/RW,FW
Tom Preissing (D),Los Angeles Kings,77,8,16,24,0.31,16,-6,https://www.eliteprospects.com/player/8662/tom-preissing,2007-2008,nhl,Tom Preissing,D,DEF
Christoph Schubert (D),Ottawa Senators,82,8,16,24,0.29,64,7,https://www.eliteprospects.com/player/8877/christoph-schubert,2007-2008,nhl,Christoph Schubert,D,DEF
Trevor Daley (D),Dallas Stars,82,5,19,24,0.29,85,-1,https://www.eliteprospects.com/player/9128/trevor-daley,2007-2008,nhl,Trevor Daley,D,DEF
Hal Gill (D),totals,81,3,21,24,0.30,68,6,https://www.eliteprospects.com/player/8718/hal-gill,2007-2008,nhl,Hal Gill,D,DEF
Teemu Selänne (RW),Anaheim Ducks,26,12,11,23,0.88,8,5,https://www.eliteprospects.com/player/2683/teemu-selanne,2007-2008,nhl,Teemu Selänne,RW,FW
Stu Barnes (C),Dallas Stars,79,12,11,23,0.29,26,-3,https://www.eliteprospects.com/player/9074/stu-barnes,2007-2008,nhl,Stu Barnes,C,FW
Chad LaRose (RW/LW),Carolina Hurricanes,58,11,12,23,0.40,46,6,https://www.eliteprospects.com/player/8990/chad-larose,2007-2008,nhl,Chad LaRose,RW/LW,FW
Matt Cooke (LW),totals,78,10,13,23,0.29,91,1,https://www.eliteprospects.com/player/8549/matt-cooke,2007-2008,nhl,Matt Cooke,LW,FW
Steve Montador (D),Florida Panthers,73,8,15,23,0.32,73,1,https://www.eliteprospects.com/player/8729/steve-montador,2007-2008,nhl,Steve Montador,D,DEF
Brad Stuart (D),totals,72,6,17,23,0.32,69,-10,https://www.eliteprospects.com/player/3669/brad-stuart,2007-2008,nhl,Brad Stuart,D,DEF
Bryan McCabe (D),Toronto Maple Leafs,54,5,18,23,0.43,81,-2,https://www.eliteprospects.com/player/4727/bryan-mccabe,2007-2008,nhl,Bryan McCabe,D,DEF
Fernando Pisani (RW),Edmonton Oilers,56,13,9,22,0.39,28,-5,https://www.eliteprospects.com/player/8601/fernando-pisani,2007-2008,nhl,Fernando Pisani,RW,FW
Steve Ott (C/W),Dallas Stars,73,11,11,22,0.30,147,2,https://www.eliteprospects.com/player/8944/steve-ott,2007-2008,nhl,Steve Ott,C/W,FW
Ben Guité (C),Colorado Avalanche,78,11,11,22,0.28,47,1,https://www.eliteprospects.com/player/10407/ben-guite,2007-2008,nhl,Ben Guité,C,FW
Dan Fritsche (C/W),Columbus Blue Jackets,69,10,12,22,0.32,22,2,https://www.eliteprospects.com/player/9434/dan-fritsche,2007-2008,nhl,Dan Fritsche,C/W,FW
Sean Bergenheim (LW),New York Islanders,78,10,12,22,0.28,62,-3,https://www.eliteprospects.com/player/2708/sean-bergenheim,2007-2008,nhl,Sean Bergenheim,LW,FW
