playername,fw_def,link
Christian Hanson,FW,https://www.eliteprospects.com/player/31218/christian-hanson
Chris Porter,FW,https://www.eliteprospects.com/player/14133/chris-porter
Phil Oreskovic,DEF,https://www.eliteprospects.com/player/11264/phil-oreskovic
Peter Regin,FW,https://www.eliteprospects.com/player/4104/peter-regin
Sean Collins,DEF,https://www.eliteprospects.com/player/11422/sean-collins
Dwight Helminen,FW,https://www.eliteprospects.com/player/9394/dwight-helminen
Ivan Vishnevsky,DEF,https://www.eliteprospects.com/player/11890/ivan-vishnevsky
David Van Der Gulik,FW,https://www.eliteprospects.com/player/11743/david-van-der-gulik
Bryan Rodney,DEF,https://www.eliteprospects.com/player/15541/bryan-rodney
Tim Wallace,FW,https://www.eliteprospects.com/player/9409/tim-wallace
Joe Callahan,DEF,https://www.eliteprospects.com/player/11479/joe-callahan
Jaime Sifers,DEF,https://www.eliteprospects.com/player/11486/jaime-sifers
Brendan Mikkelson,DEF,https://www.eliteprospects.com/player/9355/brendan-mikkelson
Kurtis McLean,FW,https://www.eliteprospects.com/player/11812/kurtis-mclean
Tim Stapleton,FW,https://www.eliteprospects.com/player/9709/tim-stapleton
Brett Sutter,FW,https://www.eliteprospects.com/player/11630/brett-sutter
Raymond Sawada,FW,https://www.eliteprospects.com/player/11425/raymond-sawada
Luca Caputi,FW,https://www.eliteprospects.com/player/11313/luca-caputi
Trevor Smith,FW,https://www.eliteprospects.com/player/11437/trevor-smith
Patrick Dwyer,FW,https://www.eliteprospects.com/player/10409/patrick-dwyer
Petr Vrána,FW,https://www.eliteprospects.com/player/9633/petr-vrana
Warren Peters,FW,https://www.eliteprospects.com/player/11744/warren-peters
Matt Halischuk,FW,https://www.eliteprospects.com/player/12560/matt-halischuk
Brian Salcido,DEF,https://www.eliteprospects.com/player/11406/brian-salcido
Jakub Petruzalek,FW,https://www.eliteprospects.com/player/9617/jakub-petruzalek
David Schlemko,DEF,https://www.eliteprospects.com/player/11665/david-schlemko
Yannick Weber,DEF,https://www.eliteprospects.com/player/10615/yannick-weber
John Negrin,DEF,https://www.eliteprospects.com/player/11398/john-negrin
Ty Wishart,DEF,https://www.eliteprospects.com/player/9332/ty-wishart
Ray Macias,DEF,https://www.eliteprospects.com/player/13618/ray-macias
Kevin Quick,DEF,https://www.eliteprospects.com/player/15081/kevin-quick
Radek Smolenak,FW,https://www.eliteprospects.com/player/9622/radek-smolenak
Alexandre Bolduc,FW,https://www.eliteprospects.com/player/9472/alexandre-bolduc
Alex Pietrangelo,DEF,https://www.eliteprospects.com/player/11317/alex-pietrangelo
Pierre-Luc Létourneau-Leblond,FW,https://www.eliteprospects.com/player/15208/pierre-luc-letourneau-leblond
Nathan Gerbe,FW,https://www.eliteprospects.com/player/9216/nathan-gerbe
Paul Bissonnette,DEF,https://www.eliteprospects.com/player/9473/paul-bissonnette
Joel Rechlicz,FW,https://www.eliteprospects.com/player/12128/joel-rechlicz
John Scott,FW,https://www.eliteprospects.com/player/11774/john-scott
André Deveaux,FW,https://www.eliteprospects.com/player/11755/andre-deveaux
Tim Sestito,FW,https://www.eliteprospects.com/player/9736/tim-sestito
Patrick Davis,FW,https://www.eliteprospects.com/player/10294/patrick-davis
Andrew Gordon,FW,https://www.eliteprospects.com/player/11449/andrew-gordon
Tim Kennedy,FW,https://www.eliteprospects.com/player/11412/tim-kennedy
Nate Raduns,FW,https://www.eliteprospects.com/player/9398/nate-raduns
Artyom Anisimov,FW,https://www.eliteprospects.com/player/9300/artyom-anisimov
Mikael Backlund,FW,https://www.eliteprospects.com/player/4295/mikael-backlund
Jamie Fritsch,DEF,https://www.eliteprospects.com/player/35342/jamie-fritsch
Geoff Kinrade,DEF,https://www.eliteprospects.com/player/34094/geoff-kinrade
David Sloane,DEF,https://www.eliteprospects.com/player/34028/david-sloane
Jason Garrison,DEF,https://www.eliteprospects.com/player/24173/jason-garrison
Zack Smith,FW,https://www.eliteprospects.com/player/14495/zack-smith
Grant Lewis,DEF,https://www.eliteprospects.com/player/14106/grant-lewis
Scott Lehman,DEF,https://www.eliteprospects.com/player/11756/scott-lehman
Jamie Fraser,DEF,https://www.eliteprospects.com/player/11493/jamie-fraser
Sean Bentivoglio,FW,https://www.eliteprospects.com/player/11732/sean-bentivoglio
Jonas Junland,DEF,https://www.eliteprospects.com/player/3442/jonas-junland
Matt Beleskey,FW,https://www.eliteprospects.com/player/9338/matt-beleskey
Taylor Chorney,DEF,https://www.eliteprospects.com/player/9204/taylor-chorney
Oskar Osala,FW,https://www.eliteprospects.com/player/8396/oskar-osala
Brandon Segal,FW,https://www.eliteprospects.com/player/14081/brandon-segal
Ben Lovejoy,DEF,https://www.eliteprospects.com/player/13404/ben-lovejoy
Spencer Machacek,FW,https://www.eliteprospects.com/player/12505/spencer-machacek
Alexander Sulzer,DEF,https://www.eliteprospects.com/player/12396/alexander-sulzer
Chris Durno,FW,https://www.eliteprospects.com/player/11552/chris-durno
Zach Boychuk,FW,https://www.eliteprospects.com/player/11057/zach-boychuk
Kris Chucko,FW,https://www.eliteprospects.com/player/11434/kris-chucko
Riley Armstrong,FW,https://www.eliteprospects.com/player/10623/riley-armstrong
Michael Sauer,DEF,https://www.eliteprospects.com/player/12385/michael-sauer
Maxim Mayorov,FW,https://www.eliteprospects.com/player/12466/maxim-mayorov
Kenndal McArdle,FW,https://www.eliteprospects.com/player/10440/kenndal-mcardle
Andrew MacDonald,DEF,https://www.eliteprospects.com/player/12406/andrew-macdonald
Jay Beagle,FW,https://www.eliteprospects.com/player/14825/jay-beagle
Per Ledin,FW,https://www.eliteprospects.com/player/186/per-ledin
Wes O'Neill,DEF,https://www.eliteprospects.com/player/9480/wes-o-neill
Troy Bodie,FW,https://www.eliteprospects.com/player/11723/troy-bodie
Matt Hendricks,FW,https://www.eliteprospects.com/player/11554/matt-hendricks
Aaron MacKenzie,DEF,https://www.eliteprospects.com/player/11738/aaron-mackenzie
Brett Carson,DEF,https://www.eliteprospects.com/player/10406/brett-carson
Janne Pesonen,FW,https://www.eliteprospects.com/player/4285/janne-pesonen
Ben Maxwell,FW,https://www.eliteprospects.com/player/9337/ben-maxwell
Mike Santorelli,FW,https://www.eliteprospects.com/player/11417/mike-santorelli
Philippe Dupuis,FW,https://www.eliteprospects.com/player/11564/philippe-dupuis
Kevin Westgarth,FW,https://www.eliteprospects.com/player/14333/kevin-westgarth
Jared Ross,FW,https://www.eliteprospects.com/player/13416/jared-ross
Ryan Vesce,FW,https://www.eliteprospects.com/player/4342/ryan-vesce
Derek Peltier,DEF,https://www.eliteprospects.com/player/12367/derek-peltier
Brett Skinner,DEF,https://www.eliteprospects.com/player/8539/brett-skinner
Derek Joslin,DEF,https://www.eliteprospects.com/player/11392/derek-joslin
Mike Vernace,DEF,https://www.eliteprospects.com/player/11585/mike-vernace
Mitchell Fritz,FW,https://www.eliteprospects.com/player/9160/mitchell-fritz
Matt Duchene,FW,https://www.eliteprospects.com/player/12571/matt-duchene
John Tavares,FW,https://www.eliteprospects.com/player/9223/john-tavares
Tyler Myers,DEF,https://www.eliteprospects.com/player/17521/tyler-myers
Jamie Benn,FW,https://www.eliteprospects.com/player/15399/jamie-benn
Michael Del Zotto,DEF,https://www.eliteprospects.com/player/12112/michael-del-zotto
James van Riemsdyk,FW,https://www.eliteprospects.com/player/9324/james-van-riemsdyk
Tyler Bozak,FW,https://www.eliteprospects.com/player/11589/tyler-bozak
Evander Kane,FW,https://www.eliteprospects.com/player/14657/evander-kane
Ryan O'Reilly,FW,https://www.eliteprospects.com/player/14371/ryan-o-reilly
Erik Karlsson,DEF,https://www.eliteprospects.com/player/9878/erik-karlsson
Scott Parse,FW,https://www.eliteprospects.com/player/11414/scott-parse
Cody Franson,DEF,https://www.eliteprospects.com/player/10431/cody-franson
Jason Demers,DEF,https://www.eliteprospects.com/player/12154/jason-demers
Ryan Wilson,DEF,https://www.eliteprospects.com/player/13843/ryan-wilson
Victor Hedman,DEF,https://www.eliteprospects.com/player/6007/victor-hedman
Brandon Yip,FW,https://www.eliteprospects.com/player/11887/brandon-yip
Dan Sexton,FW,https://www.eliteprospects.com/player/31223/dan-sexton
Dmitri Kulikov,DEF,https://www.eliteprospects.com/player/11866/dmitri-kulikov
Colin Wilson,FW,https://www.eliteprospects.com/player/9325/colin-wilson
Matt Gilroy,DEF,https://www.eliteprospects.com/player/16717/matt-gilroy
Carl Gunnarsson,DEF,https://www.eliteprospects.com/player/2621/carl-gunnarsson
Viktor Stålberg,FW,https://www.eliteprospects.com/player/4202/viktor-stalberg
Michael Grabner,FW,https://www.eliteprospects.com/player/8494/michael-grabner
Jamie McBain,DEF,https://www.eliteprospects.com/player/9311/jamie-mcbain
Vladimir Zharkov,FW,https://www.eliteprospects.com/player/9303/vladimir-zharkov
Logan Couture,FW,https://www.eliteprospects.com/player/11109/logan-couture
Mathieu Perreault,FW,https://www.eliteprospects.com/player/10441/mathieu-perreault
Tyler Ennis,FW,https://www.eliteprospects.com/player/11667/tyler-ennis
Oskars Bartulis,DEF,https://www.eliteprospects.com/player/10449/oskars-bartulis
Victor Oreskovich,FW,https://www.eliteprospects.com/player/41101/victor-oreskovich
John Carlson,DEF,https://www.eliteprospects.com/player/18590/john-carlson
Frazer McLaren,FW,https://www.eliteprospects.com/player/14501/frazer-mclaren
Benn Ferriero,FW,https://www.eliteprospects.com/player/9378/benn-ferriero
Tom Pyatt,FW,https://www.eliteprospects.com/player/9199/tom-pyatt
James Wright,FW,https://www.eliteprospects.com/player/18595/james-wright
Dylan Reese,DEF,https://www.eliteprospects.com/player/13412/dylan-reese
Mika Pyörälä,FW,https://www.eliteprospects.com/player/7526/mika-pyorala
Casey Wellman,FW,https://www.eliteprospects.com/player/17844/casey-wellman
Ilkka Pikkarainen,FW,https://www.eliteprospects.com/player/3230/ilkka-pikkarainen
Dustin Kohn,DEF,https://www.eliteprospects.com/player/10432/dustin-kohn
David Laliberté,FW,https://www.eliteprospects.com/player/11124/david-laliberte
Ryan Stoa,FW,https://www.eliteprospects.com/player/9375/ryan-stoa
Grant Clitsome,DEF,https://www.eliteprospects.com/player/15053/grant-clitsome
Andreas Thuresson,FW,https://www.eliteprospects.com/player/4024/andreas-thuresson
Nick Spaling,FW,https://www.eliteprospects.com/player/12462/nick-spaling
Lars Eller,FW,https://www.eliteprospects.com/player/5995/lars-eller
Drayson Bowman,FW,https://www.eliteprospects.com/player/12521/drayson-bowman
Nick Johnson,FW,https://www.eliteprospects.com/player/17765/nick-johnson
Justin Mercier,FW,https://www.eliteprospects.com/player/9377/justin-mercier
Nick Bonino,FW,https://www.eliteprospects.com/player/14686/nick-bonino
Jay Rosehill,FW,https://www.eliteprospects.com/player/8926/jay-rosehill
Kyle Wilson,FW,https://www.eliteprospects.com/player/11750/kyle-wilson
P.K. Subban,DEF,https://www.eliteprospects.com/player/11251/p.k.-subban
Arturs Kulda,DEF,https://www.eliteprospects.com/player/11357/arturs-kulda
Matt Martin,FW,https://www.eliteprospects.com/player/19225/matt-martin
Tomas Kana,FW,https://www.eliteprospects.com/player/9236/tomas-kana
Jérôme Samson,FW,https://www.eliteprospects.com/player/14039/jerome-samson
Shaun Heshka,DEF,https://www.eliteprospects.com/player/8606/shaun-heshka
Clayton Stoner,DEF,https://www.eliteprospects.com/player/11361/clayton-stoner
Deryk Engelland,DEF,https://www.eliteprospects.com/player/13406/deryk-engelland
Rich Clune,FW,https://www.eliteprospects.com/player/9364/rich-clune
Ryan White,FW,https://www.eliteprospects.com/player/11050/ryan-white
Colin McDonald,FW,https://www.eliteprospects.com/player/13411/colin-mcdonald
Corey Elkins,FW,https://www.eliteprospects.com/player/18743/corey-elkins
Cody Almond,FW,https://www.eliteprospects.com/player/11683/cody-almond
Mark Letestu,FW,https://www.eliteprospects.com/player/11423/mark-letestu
Adam McQuaid,DEF,https://www.eliteprospects.com/player/11321/adam-mcquaid
Zach Hamill,FW,https://www.eliteprospects.com/player/11053/zach-hamill
Philip Larsen,DEF,https://www.eliteprospects.com/player/6006/philip-larsen
Ryan O'Marra,FW,https://www.eliteprospects.com/player/9197/ryan-o-marra
Tyler Eckford,DEF,https://www.eliteprospects.com/player/11919/tyler-eckford
Nate Prosser,DEF,https://www.eliteprospects.com/player/38197/nate-prosser
Alex Plante,DEF,https://www.eliteprospects.com/player/11706/alex-plante
Mark Flood,DEF,https://www.eliteprospects.com/player/10403/mark-flood
David Desharnais,FW,https://www.eliteprospects.com/player/11122/david-desharnais
Nick Palmieri,FW,https://www.eliteprospects.com/player/12525/nick-palmieri
Brad Marchand,FW,https://www.eliteprospects.com/player/10439/brad-marchand
Anton Klementyev,DEF,https://www.eliteprospects.com/player/17575/anton-klementyev
Brayden Schenn,FW,https://www.eliteprospects.com/player/14739/brayden-schenn
Nazem Kadri,FW,https://www.eliteprospects.com/player/14728/nazem-kadri
Eric Tangradi,FW,https://www.eliteprospects.com/player/12514/eric-tangradi
Maxim Noreau,DEF,https://www.eliteprospects.com/player/12153/maxim-noreau
Andrei Loktionov,FW,https://www.eliteprospects.com/player/11867/andrei-loktionov
Marc-André Cliche,FW,https://www.eliteprospects.com/player/10435/marc-andre-cliche
Scott Jackson,DEF,https://www.eliteprospects.com/player/11619/scott-jackson
Kaspars Daugavins,FW,https://www.eliteprospects.com/player/11335/kaspars-daugavins
Johan Motin,DEF,https://www.eliteprospects.com/player/6953/johan-motin
Perttu Lindgren,FW,https://www.eliteprospects.com/player/6423/perttu-lindgren
Guillaume Desbiens,FW,https://www.eliteprospects.com/player/11497/guillaume-desbiens
Jared Cowen,DEF,https://www.eliteprospects.com/player/12107/jared-cowen
Chad Kolarik,FW,https://www.eliteprospects.com/player/9432/chad-kolarik
Aaron Gagnon,FW,https://www.eliteprospects.com/player/9498/aaron-gagnon
Brock Trotter,FW,https://www.eliteprospects.com/player/11443/brock-trotter
Evan Oberg,DEF,https://www.eliteprospects.com/player/34924/evan-oberg
Bobby Butler,FW,https://www.eliteprospects.com/player/33224/bobby-butler
Jeff Penner,DEF,https://www.eliteprospects.com/player/17946/jeff-penner
Derek Smith,DEF,https://www.eliteprospects.com/player/14185/derek-smith
Danny Irmen,FW,https://www.eliteprospects.com/player/11773/danny-irmen
Mario Bliznak,FW,https://www.eliteprospects.com/player/11598/mario-bliznak
Brayden Irwin,FW,https://www.eliteprospects.com/player/38280/brayden-irwin
Micheal Haley,FW,https://www.eliteprospects.com/player/14655/micheal-haley
Jakub Kindl,DEF,https://www.eliteprospects.com/player/9230/jakub-kindl
J.T. Wyman,FW,https://www.eliteprospects.com/player/15059/j.t.-wyman
Steven Zalewski,FW,https://www.eliteprospects.com/player/15057/steven-zalewski
Justin Falk,DEF,https://www.eliteprospects.com/player/12543/justin-falk
Mathieu Carle,DEF,https://www.eliteprospects.com/player/11891/mathieu-carle
Trevor Frischmon,FW,https://www.eliteprospects.com/player/12017/trevor-frischmon
Yevgeni Dadonov,FW,https://www.eliteprospects.com/player/11859/yevgeni-dadonov
John McCarthy,FW,https://www.eliteprospects.com/player/12262/john-mccarthy
Alec Martinez,DEF,https://www.eliteprospects.com/player/12531/alec-martinez
Charles Linglet,FW,https://www.eliteprospects.com/player/11737/charles-linglet
Andrew Bodnarchuk,DEF,https://www.eliteprospects.com/player/12279/andrew-bodnarchuk
Bobby Sanguinetti,DEF,https://www.eliteprospects.com/player/11110/bobby-sanguinetti
Francis Wathier,FW,https://www.eliteprospects.com/player/13999/francis-wathier
Ryan Keller,FW,https://www.eliteprospects.com/player/11763/ryan-keller
Sergei Shirokov,FW,https://www.eliteprospects.com/player/9264/sergei-shirokov
Ilkka Heikkinen,DEF,https://www.eliteprospects.com/player/7546/ilkka-heikkinen
Teemu Laakso,DEF,https://www.eliteprospects.com/player/4417/teemu-laakso
MacGregor Sharp,FW,https://www.eliteprospects.com/player/24905/macgregor-sharp
Maxime Fortunus,DEF,https://www.eliteprospects.com/player/11508/maxime-fortunus
Mike Duco,FW,https://www.eliteprospects.com/player/18616/mike-duco
Matthew Corrente,DEF,https://www.eliteprospects.com/player/9331/matthew-corrente
Dean Arsene,DEF,https://www.eliteprospects.com/player/11556/dean-arsene
Keaton Ellerby,DEF,https://www.eliteprospects.com/player/9333/keaton-ellerby
Jeff Skinner,FW,https://www.eliteprospects.com/player/23668/jeff-skinner
Derek Stepan,FW,https://www.eliteprospects.com/player/19040/derek-stepan
Jordan Eberle,FW,https://www.eliteprospects.com/player/11098/jordan-eberle
Kevin Shattenkirk,DEF,https://www.eliteprospects.com/player/11460/kevin-shattenkirk
Taylor Hall,FW,https://www.eliteprospects.com/player/14360/taylor-hall
Cam Fowler,DEF,https://www.eliteprospects.com/player/31261/cam-fowler
Magnus Pääjärvi,FW,https://www.eliteprospects.com/player/6014/magnus-paajarvi
Marcus Johansson,FW,https://www.eliteprospects.com/player/6225/marcus-johansson
Linus Omark,FW,https://www.eliteprospects.com/player/4008/linus-omark
Travis Hamonic,DEF,https://www.eliteprospects.com/player/17519/travis-hamonic
Mats Zuccarello,FW,https://www.eliteprospects.com/player/10881/mats-zuccarello
Tyler Seguin,FW,https://www.eliteprospects.com/player/23807/tyler-seguin
Mattias Tedenby,FW,https://www.eliteprospects.com/player/6013/mattias-tedenby
Brandon McMillan,FW,https://www.eliteprospects.com/player/14741/brandon-mcmillan
Matt Calvert,FW,https://www.eliteprospects.com/player/17025/matt-calvert
Alexander Burmistrov,FW,https://www.eliteprospects.com/player/22927/alexander-burmistrov
Dana Tyrell,FW,https://www.eliteprospects.com/player/11638/dana-tyrell
Kyle Clifford,FW,https://www.eliteprospects.com/player/15480/kyle-clifford
Mark Fayne,DEF,https://www.eliteprospects.com/player/18011/mark-fayne
Colin Greening,FW,https://www.eliteprospects.com/player/15312/colin-greening
Jared Spurgeon,DEF,https://www.eliteprospects.com/player/11611/jared-spurgeon
Erik Condra,FW,https://www.eliteprospects.com/player/11419/erik-condra
Justin Braun,DEF,https://www.eliteprospects.com/player/15033/justin-braun
Oliver Ekman Larsson,DEF,https://www.eliteprospects.com/player/7693/oliver-ekman-larsson
Steven Kampfer,DEF,https://www.eliteprospects.com/player/12530/steven-kampfer
Jacob Josefson,FW,https://www.eliteprospects.com/player/7655/jacob-josefson
Mark Olver,FW,https://www.eliteprospects.com/player/15566/mark-olver
Ryan McDonagh,DEF,https://www.eliteprospects.com/player/11458/ryan-mcdonagh
Nikita Nikitin,DEF,https://www.eliteprospects.com/player/12241/nikita-nikitin
Blake Geoffrion,FW,https://www.eliteprospects.com/player/9312/blake-geoffrion
Jonathon Blum,DEF,https://www.eliteprospects.com/player/11597/jonathon-blum
Nick Leddy,DEF,https://www.eliteprospects.com/player/38067/nick-leddy
Jordan Caron,FW,https://www.eliteprospects.com/player/32870/jordan-caron
Adam Cracknell,FW,https://www.eliteprospects.com/player/14459/adam-cracknell
Jonas Holøs,DEF,https://www.eliteprospects.com/player/15713/jonas-holos
Teemu Hartikainen,FW,https://www.eliteprospects.com/player/11365/teemu-hartikainen
Matt Taormina,DEF,https://www.eliteprospects.com/player/33724/matt-taormina
Alexander Vasyunov,FW,https://www.eliteprospects.com/player/9305/alexander-vasyunov
Jeff Petry,DEF,https://www.eliteprospects.com/player/12265/jeff-petry
Zac Dalpe,FW,https://www.eliteprospects.com/player/18240/zac-dalpe
Luke Adam,FW,https://www.eliteprospects.com/player/13785/luke-adam
Ryan Reaves,FW,https://www.eliteprospects.com/player/14003/ryan-reaves
Ian Cole,DEF,https://www.eliteprospects.com/player/11456/ian-cole
Jeremy Morin,FW,https://www.eliteprospects.com/player/17507/jeremy-morin
Brett MacLean,FW,https://www.eliteprospects.com/player/11108/brett-maclean
Johan Harju,FW,https://www.eliteprospects.com/player/2349/johan-harju
Philip McRae,FW,https://www.eliteprospects.com/player/13499/philip-mcrae
Andrew Desjardins,FW,https://www.eliteprospects.com/player/14631/andrew-desjardins
Chris Mueller,FW,https://www.eliteprospects.com/player/17839/chris-mueller
Jon Matsumoto,FW,https://www.eliteprospects.com/player/11409/jon-matsumoto
Keith Aulie,DEF,https://www.eliteprospects.com/player/12561/keith-aulie
Lee Sweatt,DEF,https://www.eliteprospects.com/player/11477/lee-sweatt
Carson McMillan,FW,https://www.eliteprospects.com/player/13595/carson-mcmillan
Cody Hodgson,FW,https://www.eliteprospects.com/player/11253/cody-hodgson
Paul Byron,FW,https://www.eliteprospects.com/player/15036/paul-byron
Nino Niederreiter,FW,https://www.eliteprospects.com/player/17679/nino-niederreiter
Joe Vitale,FW,https://www.eliteprospects.com/player/15069/joe-vitale
Aaron Volpatti,FW,https://www.eliteprospects.com/player/39059/aaron-volpatti
Patrice Cormier,FW,https://www.eliteprospects.com/player/19042/patrice-cormier
Tomas Vincour,FW,https://www.eliteprospects.com/player/12565/tomas-vincour
Tomas Kubalik,FW,https://www.eliteprospects.com/player/11834/tomas-kubalik
Patrick Wiercioch,DEF,https://www.eliteprospects.com/player/15528/patrick-wiercioch
Chris VandeVelde,FW,https://www.eliteprospects.com/player/14870/chris-vandevelde
Marco Scandella,DEF,https://www.eliteprospects.com/player/17520/marco-scandella
Cory Emmerton,FW,https://www.eliteprospects.com/player/9348/cory-emmerton
Brad Mills,FW,https://www.eliteprospects.com/player/14948/brad-mills
Ben Smith,FW,https://www.eliteprospects.com/player/15068/ben-smith
Mike Moore,DEF,https://www.eliteprospects.com/player/17962/mike-moore
Alexander Urbom,DEF,https://www.eliteprospects.com/player/7045/alexander-urbom
Tomas Tatar,FW,https://www.eliteprospects.com/player/17750/tomas-tatar
Kyle Palmieri,FW,https://www.eliteprospects.com/player/17508/kyle-palmieri
Cameron Gaunce,DEF,https://www.eliteprospects.com/player/16591/cameron-gaunce
Jan Mursak,FW,https://www.eliteprospects.com/player/11112/jan-mursak
Scott Timmins,FW,https://www.eliteprospects.com/player/18618/scott-timmins
Joe Colborne,FW,https://www.eliteprospects.com/player/18593/joe-colborne
Eric Wellwood,FW,https://www.eliteprospects.com/player/23008/eric-wellwood
Andrei Zubarev,DEF,https://www.eliteprospects.com/player/9257/andrei-zubarev
Greg Nemisz,FW,https://www.eliteprospects.com/player/14359/greg-nemisz
Brian Fahey,DEF,https://www.eliteprospects.com/player/11569/brian-fahey
Justin DiBenedetto,FW,https://www.eliteprospects.com/player/13844/justin-dibenedetto
André Benoît,DEF,https://www.eliteprospects.com/player/9460/andre-benoit
Jake Muzzin,DEF,https://www.eliteprospects.com/player/13614/jake-muzzin
Mark Katic,DEF,https://www.eliteprospects.com/player/11395/mark-katic
Lance Bouma,FW,https://www.eliteprospects.com/player/16499/lance-bouma
Christopher Tanev,DEF,https://www.eliteprospects.com/player/39601/christopher-tanev
Zac Rinaldo,FW,https://www.eliteprospects.com/player/19073/zac-rinaldo
Matt Frattin,FW,https://www.eliteprospects.com/player/12534/matt-frattin
Shane Sims,DEF,https://www.eliteprospects.com/player/12278/shane-sims
Brodie Dupont,FW,https://www.eliteprospects.com/player/11452/brodie-dupont
Jamie Arniel,FW,https://www.eliteprospects.com/player/11388/jamie-arniel
Evan Brophey,FW,https://www.eliteprospects.com/player/11111/evan-brophey
Carl Klingberg,FW,https://www.eliteprospects.com/player/9791/carl-klingberg
Rob Klinkhammer,FW,https://www.eliteprospects.com/player/14517/rob-klinkhammer
Paul Postma,DEF,https://www.eliteprospects.com/player/15032/paul-postma
Adam Henrique,FW,https://www.eliteprospects.com/player/19043/adam-henrique
Jamie Doornbosch,DEF,https://www.eliteprospects.com/player/30036/jamie-doornbosch
Brandon Pirri,FW,https://www.eliteprospects.com/player/33898/brandon-pirri
Colton Sceviour,FW,https://www.eliteprospects.com/player/12557/colton-sceviour
Matt Campanale,DEF,https://www.eliteprospects.com/player/32370/matt-campanale
Rhett Rakhshani,FW,https://www.eliteprospects.com/player/9315/rhett-rakhshani
Brendon Nash,DEF,https://www.eliteprospects.com/player/32176/brendon-nash
John Moore,DEF,https://www.eliteprospects.com/player/30901/john-moore
Korbinian Holzer,DEF,https://www.eliteprospects.com/player/12276/korbinian-holzer
Chris Summers,DEF,https://www.eliteprospects.com/player/9317/chris-summers
Drew Bagnall,DEF,https://www.eliteprospects.com/player/12923/drew-bagnall
Ben Holmstrom,FW,https://www.eliteprospects.com/player/38349/ben-holmstrom
Hugh Jessiman,FW,https://www.eliteprospects.com/player/11748/hugh-jessiman
Travis Morin,FW,https://www.eliteprospects.com/player/11446/travis-morin
Nick Drazenovic,FW,https://www.eliteprospects.com/player/11637/nick-drazenovic
Andreas Engqvist,FW,https://www.eliteprospects.com/player/6626/andreas-engqvist
Brian Strait,DEF,https://www.eliteprospects.com/player/9313/brian-strait
T.J. Brodie,DEF,https://www.eliteprospects.com/player/19170/t.j.-brodie
Aaron Palushaj,FW,https://www.eliteprospects.com/player/12513/aaron-palushaj
Marcel Müller,FW,https://www.eliteprospects.com/player/9275/marcel-muller
Colby Cohen,DEF,https://www.eliteprospects.com/player/12463/colby-cohen
Erik Gustafsson,DEF,https://www.eliteprospects.com/player/5545/erik-gustafsson
Stéphane Da Costa,FW,https://www.eliteprospects.com/player/14394/stephane-da-costa
Linus Klasen,FW,https://www.eliteprospects.com/player/2295/linus-klasen
Matt Kassian,FW,https://www.eliteprospects.com/player/12387/matt-kassian
Yann Sauvé,DEF,https://www.eliteprospects.com/player/11318/yann-sauve
Nick Holden,DEF,https://www.eliteprospects.com/player/11700/nick-holden
Tommy Wingels,FW,https://www.eliteprospects.com/player/19230/tommy-wingels
Jim O'Brien,FW,https://www.eliteprospects.com/player/9319/jim-o-brien
Dwight King,FW,https://www.eliteprospects.com/player/12539/dwight-king
Matt Bartkowski,DEF,https://www.eliteprospects.com/player/16707/matt-bartkowski
Roman Wick,FW,https://www.eliteprospects.com/player/17894/roman-wick
Marcus Krüger,FW,https://www.eliteprospects.com/player/8311/marcus-kruger
Stefan Della Rovere,FW,https://www.eliteprospects.com/player/19171/stefan-della-rovere
Yevgeni Grachyov,FW,https://www.eliteprospects.com/player/16752/yevgeni-grachyov
Dale Weise,FW,https://www.eliteprospects.com/player/15727/dale-weise
Stephen Gionta,FW,https://www.eliteprospects.com/player/9397/stephen-gionta
Brandon Mashinter,FW,https://www.eliteprospects.com/player/18619/brandon-mashinter
Olivier Magnan,DEF,https://www.eliteprospects.com/player/11350/olivier-magnan
Gabriel Landeskog,FW,https://www.eliteprospects.com/player/10393/gabriel-landeskog
Ryan Nugent-Hopkins,FW,https://www.eliteprospects.com/player/25636/ryan-nugent-hopkins
Matt Read,FW,https://www.eliteprospects.com/player/33243/matt-read
Carl Hagelin,FW,https://www.eliteprospects.com/player/4567/carl-hagelin
Craig Smith,FW,https://www.eliteprospects.com/player/27038/craig-smith
Jake Gardiner,DEF,https://www.eliteprospects.com/player/18592/jake-gardiner
Sean Couturier,FW,https://www.eliteprospects.com/player/32885/sean-couturier
Andrew Shaw,FW,https://www.eliteprospects.com/player/37671/andrew-shaw
Justin Faulk,DEF,https://www.eliteprospects.com/player/20715/justin-faulk
Ryan Johansen,FW,https://www.eliteprospects.com/player/45512/ryan-johansen
Vyacheslav Voynov,DEF,https://www.eliteprospects.com/player/10627/vyacheslav-voynov
Gabriel Bourque,FW,https://www.eliteprospects.com/player/28421/gabriel-bourque
Dmitri Orlov,DEF,https://www.eliteprospects.com/player/17758/dmitri-orlov
Adam Larsson,DEF,https://www.eliteprospects.com/player/10713/adam-larsson
Roman Josi,DEF,https://www.eliteprospects.com/player/12668/roman-josi
Raphael Díaz,DEF,https://www.eliteprospects.com/player/17892/raphael-diaz
Brett Connolly,FW,https://www.eliteprospects.com/player/23297/brett-connolly
Cam Atkinson,FW,https://www.eliteprospects.com/player/19166/cam-atkinson
Devante Smith-Pelly,FW,https://www.eliteprospects.com/player/32728/devante-smith-pelly
