playername,fw_def,link
Matt Higgins,FW,https://www.eliteprospects.com/player/13398/matt-higgins
Tony Tuzzolino,FW,https://www.eliteprospects.com/player/7283/tony-tuzzolino
Marc Moro,DEF,https://www.eliteprospects.com/player/11821/marc-moro
Patrick Côté,FW,https://www.eliteprospects.com/player/69532/patrick-cote
Brian Bonin,FW,https://www.eliteprospects.com/player/28851/brian-bonin
David Oliver,FW,https://www.eliteprospects.com/player/7225/david-oliver
Marty Murray,FW,https://www.eliteprospects.com/player/8835/marty-murray
Eric Nickulas,FW,https://www.eliteprospects.com/player/13961/eric-nickulas
Tavis Hansen,FW,https://www.eliteprospects.com/player/23398/tavis-hansen
Joe Hulbig,FW,https://www.eliteprospects.com/player/39282/joe-hulbig
Peter Ratchuk,DEF,https://www.eliteprospects.com/player/11033/peter-ratchuk
Matt Elich,FW,https://www.eliteprospects.com/player/12289/matt-elich
Brian Campbell,DEF,https://www.eliteprospects.com/player/8565/brian-campbell
Keith Jones,FW,https://www.eliteprospects.com/player/53544/keith-jones
Yevgeni Korolyov,DEF,https://www.eliteprospects.com/player/18742/yevgeni-korolyov
Nolan Baumgartner,DEF,https://www.eliteprospects.com/player/8858/nolan-baumgartner
Alexander V. Boikov,DEF,https://www.eliteprospects.com/player/18449/alexander-v.-boikov
Brad Larsen,FW,https://www.eliteprospects.com/player/8561/brad-larsen
Mathieu Darche,FW,https://www.eliteprospects.com/player/10621/mathieu-darche
Matt Pettinger,FW,https://www.eliteprospects.com/player/8769/matt-pettinger
Pavel Kolarik,DEF,https://www.eliteprospects.com/player/18317/pavel-kolarik
Francis Bélanger,FW,https://www.eliteprospects.com/player/41631/francis-belanger
Sascha Goc,DEF,https://www.eliteprospects.com/player/10699/sascha-goc
Róbert Petrovický,FW,https://www.eliteprospects.com/player/1916/robert-petrovicky
Darcy Hordichuk,FW,https://www.eliteprospects.com/player/9056/darcy-hordichuk
Jesse Bélanger,FW,https://www.eliteprospects.com/player/10905/jesse-belanger
Jason Ward,FW,https://www.eliteprospects.com/player/8807/jason-ward
Jay Henderson,FW,https://www.eliteprospects.com/player/13515/jay-henderson
Gerald Diduck,DEF,https://www.eliteprospects.com/player/31684/gerald-diduck
Ric Jackman,DEF,https://www.eliteprospects.com/player/4485/ric-jackman
Brantt Myhres,FW,https://www.eliteprospects.com/player/67361/brantt-myhres
Dan Trebil,DEF,https://www.eliteprospects.com/player/1020/dan-trebil
Mark Janssens,FW,https://www.eliteprospects.com/player/52968/mark-janssens
Louie DeBrusk,FW,https://www.eliteprospects.com/player/69393/louie-debrusk
Eric Lindros,FW,https://www.eliteprospects.com/player/8998/eric-lindros
Dany Heatley,FW,https://www.eliteprospects.com/player/3664/dany-heatley
Michael Peca,FW,https://www.eliteprospects.com/player/8910/michael-peca
Mikael Renberg,FW,https://www.eliteprospects.com/player/734/mikael-renberg
Ilya Kovalchuk,FW,https://www.eliteprospects.com/player/3660/ilya-kovalchuk
Robert Reichel,FW,https://www.eliteprospects.com/player/10850/robert-reichel
Kristian Huselius,FW,https://www.eliteprospects.com/player/691/kristian-huselius
Erik Cole,FW,https://www.eliteprospects.com/player/8732/erik-cole
Vladimír Országh,FW,https://www.eliteprospects.com/player/1648/vladimir-orszagh
Pavel Datsyuk,FW,https://www.eliteprospects.com/player/8615/pavel-datsyuk
Martin Erat,FW,https://www.eliteprospects.com/player/8611/martin-erat
Radim Vrbata,FW,https://www.eliteprospects.com/player/8626/radim-vrbata
Stéphane Richer,FW,https://www.eliteprospects.com/player/22800/stephane-richer
Niklas Hagman,FW,https://www.eliteprospects.com/player/2680/niklas-hagman
Jiri Dopita,FW,https://www.eliteprospects.com/player/10873/jiri-dopita
Zdeno Cíger,FW,https://www.eliteprospects.com/player/69982/zdeno-ciger
Richard Park,FW,https://www.eliteprospects.com/player/5214/richard-park
Andreas Johansson,FW,https://www.eliteprospects.com/player/696/andreas-johansson
Bryan Berard,DEF,https://www.eliteprospects.com/player/9078/bryan-berard
Krys Kolanos,FW,https://www.eliteprospects.com/player/8716/krys-kolanos
Dick Tärnström,DEF,https://www.eliteprospects.com/player/744/dick-tarnstrom
Jeff Jillson,DEF,https://www.eliteprospects.com/player/9030/jeff-jillson
Daniel Tjärnqvist,DEF,https://www.eliteprospects.com/player/695/daniel-tjarnqvist
Chris Neil,FW,https://www.eliteprospects.com/player/8949/chris-neil
Scott Nichol,FW,https://www.eliteprospects.com/player/8748/scott-nichol
Fredrik Olausson,DEF,https://www.eliteprospects.com/player/730/fredrik-olausson
Brian Willsie,FW,https://www.eliteprospects.com/player/8768/brian-willsie
Jimmie Ölvestad,FW,https://www.eliteprospects.com/player/752/jimmie-olvestad
Brett Harkins,FW,https://www.eliteprospects.com/player/1357/brett-harkins
Sergei Varlamov,FW,https://www.eliteprospects.com/player/18322/sergei-varlamov
Byron Ritchie,FW,https://www.eliteprospects.com/player/4520/byron-ritchie
Brian Gionta,FW,https://www.eliteprospects.com/player/9048/brian-gionta
Nick Schultz,DEF,https://www.eliteprospects.com/player/8597/nick-schultz
Paul Healey,FW,https://www.eliteprospects.com/player/9893/paul-healey
Jukka Hentunen,FW,https://www.eliteprospects.com/player/2709/jukka-hentunen
Andreas Salomonsson,FW,https://www.eliteprospects.com/player/753/andreas-salomonsson
Christian Berglund,FW,https://www.eliteprospects.com/player/707/christian-berglund
Nikita Alexeyev,FW,https://www.eliteprospects.com/player/10221/nikita-alexeyev
Justin Kurtz,DEF,https://www.eliteprospects.com/player/10634/justin-kurtz
Branko Radivojevic,FW,https://www.eliteprospects.com/player/5676/branko-radivojevic
Jaroslav Bednar,FW,https://www.eliteprospects.com/player/10863/jaroslav-bednar
Mike Peluso,FW,https://www.eliteprospects.com/player/31336/mike-peluso
Martin Cibak,FW,https://www.eliteprospects.com/player/8637/martin-cibak
Marko Kiprusoff,DEF,https://www.eliteprospects.com/player/1903/marko-kiprusoff
Tony Virta,FW,https://www.eliteprospects.com/player/2095/tony-virta
Riku Hahl,FW,https://www.eliteprospects.com/player/2671/riku-hahl
Radek Martínek,DEF,https://www.eliteprospects.com/player/8694/radek-martinek
Marcel Hossa,FW,https://www.eliteprospects.com/player/4532/marcel-hossa
Tyler Arnason,FW,https://www.eliteprospects.com/player/4746/tyler-arnason
Sean Pronger,FW,https://www.eliteprospects.com/player/26121/sean-pronger
Jaroslav Svoboda,FW,https://www.eliteprospects.com/player/8594/jaroslav-svoboda
Václav Nedorost,FW,https://www.eliteprospects.com/player/8710/vaclav-nedorost
Sean Avery,FW,https://www.eliteprospects.com/player/8720/sean-avery
Stephen Peat,FW,https://www.eliteprospects.com/player/9739/stephen-peat
Eric Beaudoin,FW,https://www.eliteprospects.com/player/7117/eric-beaudoin
Ales Kotalik,FW,https://www.eliteprospects.com/player/8676/ales-kotalik
Karel Pilar,DEF,https://www.eliteprospects.com/player/11485/karel-pilar
Jean-François Fortin,DEF,https://www.eliteprospects.com/player/14511/jean-francois-fortin
Tom Kostopoulos,FW,https://www.eliteprospects.com/player/9021/tom-kostopoulos
Steve Montador,DEF,https://www.eliteprospects.com/player/8729/steve-montador
Mark Mowers,FW,https://www.eliteprospects.com/player/5533/mark-mowers
Nathan Perrott,FW,https://www.eliteprospects.com/player/8914/nathan-perrott
Mark Rycroft,FW,https://www.eliteprospects.com/player/8727/mark-rycroft
Timo Pärssinen,FW,https://www.eliteprospects.com/player/2710/timo-parssinen
Kelly Fairchild,FW,https://www.eliteprospects.com/player/15424/kelly-fairchild
Stephen Weiss,FW,https://www.eliteprospects.com/player/8817/stephen-weiss
Craig MacDonald,FW,https://www.eliteprospects.com/player/8952/craig-macdonald
Andrej Nedorost,FW,https://www.eliteprospects.com/player/9672/andrej-nedorost
Jordan Krestanovich,FW,https://www.eliteprospects.com/player/6606/jordan-krestanovich
Ryan Jardine,FW,https://www.eliteprospects.com/player/9676/ryan-jardine
Brad Norton,DEF,https://www.eliteprospects.com/player/8479/brad-norton
Derrick Walser,DEF,https://www.eliteprospects.com/player/10663/derrick-walser
Jason Botterill,FW,https://www.eliteprospects.com/player/67425/jason-botterill
Josef Boumedienne,DEF,https://www.eliteprospects.com/player/708/josef-boumedienne
Andy Hilbert,FW,https://www.eliteprospects.com/player/9052/andy-hilbert
Blair Betts,FW,https://www.eliteprospects.com/player/9082/blair-betts
Pavel Brendl,FW,https://www.eliteprospects.com/player/5213/pavel-brendl
Nolan Yonkman,DEF,https://www.eliteprospects.com/player/8796/nolan-yonkman
Jeff Daw,FW,https://www.eliteprospects.com/player/69477/jeff-daw
Chris Ferraro,FW,https://www.eliteprospects.com/player/4397/chris-ferraro
Ivan Huml,FW,https://www.eliteprospects.com/player/7605/ivan-huml
Adam Hall,FW,https://www.eliteprospects.com/player/8724/adam-hall
Blake Bellefeuille,FW,https://www.eliteprospects.com/player/14466/blake-bellefeuille
Peter Ferraro,FW,https://www.eliteprospects.com/player/4398/peter-ferraro
Matt Henderson,FW,https://www.eliteprospects.com/player/43811/matt-henderson
Jason Jaspers,FW,https://www.eliteprospects.com/player/9029/jason-jaspers
Shane Endicott,FW,https://www.eliteprospects.com/player/12253/shane-endicott
Norm Milley,FW,https://www.eliteprospects.com/player/8981/norm-milley
Steve Bancroft,DEF,https://www.eliteprospects.com/player/54574/steve-bancroft
Chris Bala,FW,https://www.eliteprospects.com/player/15317/chris-bala
Kamil Piros,FW,https://www.eliteprospects.com/player/10845/kamil-piros
Chris Corrinet,FW,https://www.eliteprospects.com/player/51342/chris-corrinet
Niko Kapanen,FW,https://www.eliteprospects.com/player/2688/niko-kapanen
Toni Dahlman,FW,https://www.eliteprospects.com/player/2665/toni-dahlman
Raffi Torres,FW,https://www.eliteprospects.com/player/8857/raffi-torres
Mike Weaver,DEF,https://www.eliteprospects.com/player/8814/mike-weaver
Todd Rohloff,DEF,https://www.eliteprospects.com/player/69478/todd-rohloff
Éric Meloche,FW,https://www.eliteprospects.com/player/10324/eric-meloche
John Erskine,DEF,https://www.eliteprospects.com/player/9148/john-erskine
Trent Hunter,FW,https://www.eliteprospects.com/player/5215/trent-hunter
Dave Roche,FW,https://www.eliteprospects.com/player/68678/dave-roche
John Slaney,DEF,https://www.eliteprospects.com/player/13524/john-slaney
Vaclav Pletka,FW,https://www.eliteprospects.com/player/10855/vaclav-pletka
Justin Papineau,FW,https://www.eliteprospects.com/player/10313/justin-papineau
Barret Jackman,DEF,https://www.eliteprospects.com/player/9025/barret-jackman
Chris Kelleher,DEF,https://www.eliteprospects.com/player/8159/chris-kelleher
Jason Dawe,FW,https://www.eliteprospects.com/player/3731/jason-dawe
Martti Järventie,DEF,https://www.eliteprospects.com/player/2701/martti-jarventie
Jani Rita,FW,https://www.eliteprospects.com/player/2676/jani-rita
Robert Schnabel,DEF,https://www.eliteprospects.com/player/1934/robert-schnabel
Josh Langfeld,FW,https://www.eliteprospects.com/player/8985/josh-langfeld
Luke Sellars,DEF,https://www.eliteprospects.com/player/10894/luke-sellars
Derek MacKenzie,FW,https://www.eliteprospects.com/player/8567/derek-mackenzie
Jason Podollan,FW,https://www.eliteprospects.com/player/29025/jason-podollan
Henrik Tallinder,DEF,https://www.eliteprospects.com/player/1955/henrik-tallinder
Brad Leeb,FW,https://www.eliteprospects.com/player/9529/brad-leeb
Alexei Tezikov,DEF,https://www.eliteprospects.com/player/13529/alexei-tezikov
Alan Letang,DEF,https://www.eliteprospects.com/player/19450/alan-letang
Ryan Christie,FW,https://www.eliteprospects.com/player/58855/ryan-christie
Mike Craig,FW,https://www.eliteprospects.com/player/11579/mike-craig
Ales Pisa,DEF,https://www.eliteprospects.com/player/10860/ales-pisa
Mark Hartigan,FW,https://www.eliteprospects.com/player/10234/mark-hartigan
Micki DuPont,DEF,https://www.eliteprospects.com/player/8062/micki-dupont
Patrick Boileau,DEF,https://www.eliteprospects.com/player/17841/patrick-boileau
Ray Giroux,DEF,https://www.eliteprospects.com/player/12229/ray-giroux
Kyle Rossiter,DEF,https://www.eliteprospects.com/player/6559/kyle-rossiter
Nikos Tselios,DEF,https://www.eliteprospects.com/player/7310/nikos-tselios
Brad Moran,FW,https://www.eliteprospects.com/player/11030/brad-moran
Jason Holland,DEF,https://www.eliteprospects.com/player/12765/jason-holland
Guillaume Lefebvre,FW,https://www.eliteprospects.com/player/12252/guillaume-lefebvre
Jean-Guy Trudel,FW,https://www.eliteprospects.com/player/10649/jean-guy-trudel
Kirill Safronov,DEF,https://www.eliteprospects.com/player/9557/kirill-safronov
Gaétan Royer,FW,https://www.eliteprospects.com/player/17943/gaetan-royer
David Gosselin,FW,https://www.eliteprospects.com/player/14737/david-gosselin
Jesse Boulerice,FW,https://www.eliteprospects.com/player/9088/jesse-boulerice
Brett Hauer,DEF,https://www.eliteprospects.com/player/1613/brett-hauer
Duvie Westcott,DEF,https://www.eliteprospects.com/player/8714/duvie-westcott
Dean Melanson,DEF,https://www.eliteprospects.com/player/13356/dean-melanson
Ryan Tobler,FW,https://www.eliteprospects.com/player/24650/ryan-tobler
David Morisset,FW,https://www.eliteprospects.com/player/29020/david-morisset
Kip Brennan,FW,https://www.eliteprospects.com/player/9683/kip-brennan
Lukas Krajicek,DEF,https://www.eliteprospects.com/player/8550/lukas-krajicek
Jonas Andersson,FW,https://www.eliteprospects.com/player/704/jonas-andersson
Richard Scott,FW,https://www.eliteprospects.com/player/69973/richard-scott
Martin Grenier,DEF,https://www.eliteprospects.com/player/10325/martin-grenier
David Ling,FW,https://www.eliteprospects.com/player/13407/david-ling
Francis Lessard,FW,https://www.eliteprospects.com/player/9688/francis-lessard
Hannes Hyvönen,FW,https://www.eliteprospects.com/player/2093/hannes-hyvonen
Ben Simon,FW,https://www.eliteprospects.com/player/11760/ben-simon
Brian Sutherby,FW,https://www.eliteprospects.com/player/8898/brian-sutherby
Bruno St-Jacques,DEF,https://www.eliteprospects.com/player/9386/bruno-st-jacques
Mike Farrell,DEF,https://www.eliteprospects.com/player/69860/mike-farrell
Steve Moore,FW,https://www.eliteprospects.com/player/42057/steve-moore
Dan Focht,DEF,https://www.eliteprospects.com/player/70004/dan-focht
Barrett Heisten,FW,https://www.eliteprospects.com/player/9454/barrett-heisten
Ryan Flinn,FW,https://www.eliteprospects.com/player/11475/ryan-flinn
Nick Smith,FW,https://www.eliteprospects.com/player/69539/nick-smith
Henrik Zetterberg,FW,https://www.eliteprospects.com/player/285/henrik-zetterberg
Rick Nash,FW,https://www.eliteprospects.com/player/3658/rick-nash
Petr Cajanek,FW,https://www.eliteprospects.com/player/8609/petr-cajanek
Alexander Frolov,FW,https://www.eliteprospects.com/player/8591/alexander-frolov
Stanislav Chistov,FW,https://www.eliteprospects.com/player/8520/stanislav-chistov
Ales Hemsky,FW,https://www.eliteprospects.com/player/8600/ales-hemsky
Mattias Weinhandl,FW,https://www.eliteprospects.com/player/236/mattias-weinhandl
Lasse Pirjetä,FW,https://www.eliteprospects.com/player/1798/lasse-pirjeta
Jason Spezza,FW,https://www.eliteprospects.com/player/3661/jason-spezza
Pierre-Marc Bouchard,FW,https://www.eliteprospects.com/player/9086/pierre-marc-bouchard
Jim Fahey,DEF,https://www.eliteprospects.com/player/9150/jim-fahey
Jamie Lundmark,FW,https://www.eliteprospects.com/player/8759/jamie-lundmark
Ramzi Abid,FW,https://www.eliteprospects.com/player/9685/ramzi-abid
Radovan Somik,FW,https://www.eliteprospects.com/player/5678/radovan-somik
Jonathan Cheechoo,FW,https://www.eliteprospects.com/player/5529/jonathan-cheechoo
Jay Bouwmeester,DEF,https://www.eliteprospects.com/player/3659/jay-bouwmeester
Anton Volchenkov,DEF,https://www.eliteprospects.com/player/8660/anton-volchenkov
Mathias Johansson,FW,https://www.eliteprospects.com/player/107/mathias-johansson
Ryan Bayda,FW,https://www.eliteprospects.com/player/10253/ryan-bayda
Jordan Leopold,DEF,https://www.eliteprospects.com/player/8997/jordan-leopold
Fernando Pisani,FW,https://www.eliteprospects.com/player/8601/fernando-pisani
Niko Dimitrakos,FW,https://www.eliteprospects.com/player/8786/niko-dimitrakos
Dennis Seidenberg,DEF,https://www.eliteprospects.com/player/8590/dennis-seidenberg
Joe Corvo,DEF,https://www.eliteprospects.com/player/9122/joe-corvo
Ivan Majeský,DEF,https://www.eliteprospects.com/player/8630/ivan-majesky
Dmitri Bykov,DEF,https://www.eliteprospects.com/player/17971/dmitri-bykov
Tomas Surovy,FW,https://www.eliteprospects.com/player/8681/tomas-surovy
Mike Rupp,FW,https://www.eliteprospects.com/player/8922/mike-rupp
Michael Cammalleri,FW,https://www.eliteprospects.com/player/9104/michael-cammalleri
Alexander Svitov,FW,https://www.eliteprospects.com/player/3662/alexander-svitov
Alexandre Daigle,FW,https://www.eliteprospects.com/player/10648/alexandre-daigle
Steve Ott,FW,https://www.eliteprospects.com/player/8944/steve-ott
Alexei Semyonov,DEF,https://www.eliteprospects.com/player/8650/alexei-semyonov
Vernon Fiddler,FW,https://www.eliteprospects.com/player/9152/vernon-fiddler
Chuck Kobasew,FW,https://www.eliteprospects.com/player/9018/chuck-kobasew
Michal Sivek,FW,https://www.eliteprospects.com/player/9604/michal-sivek
Tom Koivisto,DEF,https://www.eliteprospects.com/player/561/tom-koivisto
Igor Radulov,FW,https://www.eliteprospects.com/player/12250/igor-radulov
Tomáš Kůrka,FW,https://www.eliteprospects.com/player/7503/toma%C5%A1-k%C5%AFrka
Stéphane Veilleux,FW,https://www.eliteprospects.com/player/8839/stephane-veilleux
Alexei Smirnov,FW,https://www.eliteprospects.com/player/9555/alexei-smirnov
Brandon Reid,FW,https://www.eliteprospects.com/player/9526/brandon-reid
Jeff Taffe,FW,https://www.eliteprospects.com/player/9385/jeff-taffe
Justin Mapletoft,FW,https://www.eliteprospects.com/player/7110/justin-mapletoft
Jared Aulin,FW,https://www.eliteprospects.com/player/9521/jared-aulin
Brad DeFauw,FW,https://www.eliteprospects.com/player/4323/brad-defauw
Jeff Heerema,FW,https://www.eliteprospects.com/player/10419/jeff-heerema
Lynn Loyns,FW,https://www.eliteprospects.com/player/12843/lynn-loyns
Mike Zigomanis,FW,https://www.eliteprospects.com/player/9525/mike-zigomanis
Jim Vandermeer,DEF,https://www.eliteprospects.com/player/8838/jim-vandermeer
John Tripp,FW,https://www.eliteprospects.com/player/13517/john-tripp
Miroslav Zalesak,FW,https://www.eliteprospects.com/player/6664/miroslav-zalesak
Rob Davison,DEF,https://www.eliteprospects.com/player/8750/rob-davison
Kurt Sauer,DEF,https://www.eliteprospects.com/player/8870/kurt-sauer
Tomas Zizka,DEF,https://www.eliteprospects.com/player/15710/tomas-zizka
Joe DiPenta,DEF,https://www.eliteprospects.com/player/8530/joe-dipenta
Marc-André Bergeron,DEF,https://www.eliteprospects.com/player/5672/marc-andre-bergeron
Shawn Thornton,FW,https://www.eliteprospects.com/player/11339/shawn-thornton
Jason King,FW,https://www.eliteprospects.com/player/9920/jason-king
Chris Schmidt,DEF,https://www.eliteprospects.com/player/13963/chris-schmidt
Garnet Exelby,DEF,https://www.eliteprospects.com/player/8558/garnet-exelby
Burke Henry,DEF,https://www.eliteprospects.com/player/9750/burke-henry
Steve Eminger,DEF,https://www.eliteprospects.com/player/9147/steve-eminger
Jerred Smithson,FW,https://www.eliteprospects.com/player/8886/jerred-smithson
Tomas Malec,DEF,https://www.eliteprospects.com/player/10219/tomas-malec
Matt Stajan,FW,https://www.eliteprospects.com/player/8889/matt-stajan
Peter Sejna,FW,https://www.eliteprospects.com/player/9663/peter-sejna
Damian Surma,FW,https://www.eliteprospects.com/player/14998/damian-surma
Milan Bartovic,FW,https://www.eliteprospects.com/player/9634/milan-bartovic
Rickard Wallin,FW,https://www.eliteprospects.com/player/114/rickard-wallin
Kyle Wanvig,FW,https://www.eliteprospects.com/player/8805/kyle-wanvig
Scottie Upshall,FW,https://www.eliteprospects.com/player/9512/scottie-upshall
Kris Vernarsky,FW,https://www.eliteprospects.com/player/9446/kris-vernarsky
D.J. Smith,DEF,https://www.eliteprospects.com/player/69476/d.j.-smith
Carlo Colaiacovo,DEF,https://www.eliteprospects.com/player/9117/carlo-colaiacovo
Chris O'Sullivan,DEF,https://www.eliteprospects.com/player/27949/chris-o-sullivan
Jarret Stoll,FW,https://www.eliteprospects.com/player/8895/jarret-stoll
Vladimir Vujtek,FW,https://www.eliteprospects.com/player/3728/vladimir-vujtek
Ryan Kraft,FW,https://www.eliteprospects.com/player/13556/ryan-kraft
Fyodor Fyodorov,FW,https://www.eliteprospects.com/player/9559/fyodor-fyodorov
Martin Samuelsson,FW,https://www.eliteprospects.com/player/461/martin-samuelsson
Matt Walker,DEF,https://www.eliteprospects.com/player/8798/matt-walker
Mike Komisarek,DEF,https://www.eliteprospects.com/player/9019/mike-komisarek
Curtis Murphy,DEF,https://www.eliteprospects.com/player/10312/curtis-murphy
Sean McMorrow,FW,https://www.eliteprospects.com/player/22627/sean-mcmorrow
Bobby Allen,DEF,https://www.eliteprospects.com/player/10987/bobby-allen
Mike Siklenka,DEF,https://www.eliteprospects.com/player/10243/mike-siklenka
Paul Gaustad,FW,https://www.eliteprospects.com/player/8808/paul-gaustad
François Beauchemin,DEF,https://www.eliteprospects.com/player/8529/francois-beauchemin
Róbert Döme,FW,https://www.eliteprospects.com/player/3720/robert-dome
Mikko Jokela,DEF,https://www.eliteprospects.com/player/2674/mikko-jokela
Zenith Komarniski,DEF,https://www.eliteprospects.com/player/29022/zenith-komarniski
Doug Houda,DEF,https://www.eliteprospects.com/player/67252/doug-houda
Kurtis Foster,DEF,https://www.eliteprospects.com/player/9156/kurtis-foster
Konstantin Koltsov,FW,https://www.eliteprospects.com/player/8679/konstantin-koltsov
Pavel Rosa,FW,https://www.eliteprospects.com/player/7286/pavel-rosa
Brett McLean,FW,https://www.eliteprospects.com/player/4518/brett-mclean
Tomi Pettinen,DEF,https://www.eliteprospects.com/player/2659/tomi-pettinen
Rick Mrozik,FW,https://www.eliteprospects.com/player/68668/rick-mrozik
Steve Brulé,FW,https://www.eliteprospects.com/player/15134/steve-brule
Charlie Stephens,FW,https://www.eliteprospects.com/player/13509/charlie-stephens
Darren Haydar,FW,https://www.eliteprospects.com/player/10985/darren-haydar
Ian MacNeil,FW,https://www.eliteprospects.com/player/10334/ian-macneil
Simon Gamache,FW,https://www.eliteprospects.com/player/10315/simon-gamache
Darrel Scoville,DEF,https://www.eliteprospects.com/player/13391/darrel-scoville
Jeff Paul,DEF,https://www.eliteprospects.com/player/13506/jeff-paul
Cam Severson,FW,https://www.eliteprospects.com/player/15734/cam-severson
Kent McDonell,FW,https://www.eliteprospects.com/player/8745/kent-mcdonell
Patrick Sharp,FW,https://www.eliteprospects.com/player/8880/patrick-sharp
Alain Nasreddine,DEF,https://www.eliteprospects.com/player/11042/alain-nasreddine
Ross Lupaschuk,DEF,https://www.eliteprospects.com/player/5979/ross-lupaschuk
Zdenek Blatny,FW,https://www.eliteprospects.com/player/8636/zdenek-blatny
Jonathan Hedström,FW,https://www.eliteprospects.com/player/183/jonathan-hedstrom
Christian Bäckman,DEF,https://www.eliteprospects.com/player/290/christian-backman
Chad Wiseman,FW,https://www.eliteprospects.com/player/11753/chad-wiseman
Scott Barney,FW,https://www.eliteprospects.com/player/9687/scott-barney
Frank Banham,FW,https://www.eliteprospects.com/player/8491/frank-banham
Brooks Orpik,DEF,https://www.eliteprospects.com/player/8939/brooks-orpik
Doug Janik,DEF,https://www.eliteprospects.com/player/9027/doug-janik
Jaroslav Kristek,FW,https://www.eliteprospects.com/player/9631/jaroslav-kristek
Derek Bekar,FW,https://www.eliteprospects.com/player/12781/derek-bekar
Paul Manning,DEF,https://www.eliteprospects.com/player/13516/paul-manning
Shaone Morrisonn,DEF,https://www.eliteprospects.com/player/8961/shaone-morrisonn
Kari Haakana,DEF,https://www.eliteprospects.com/player/868/kari-haakana
Radoslav Hecl,DEF,https://www.eliteprospects.com/player/58482/radoslav-hecl
Jesse Fibiger,DEF,https://www.eliteprospects.com/player/13959/jesse-fibiger
Eric Godard,FW,https://www.eliteprospects.com/player/9163/eric-godard
Ron Hainsey,DEF,https://www.eliteprospects.com/player/9037/ron-hainsey
Alex Henry,DEF,https://www.eliteprospects.com/player/8746/alex-henry
Michael Ryder,FW,https://www.eliteprospects.com/player/4487/michael-ryder
Marek Zidlicky,DEF,https://www.eliteprospects.com/player/3633/marek-zidlicky
Tuomo Ruutu,FW,https://www.eliteprospects.com/player/2695/tuomo-ruutu
Ryan Malone,FW,https://www.eliteprospects.com/player/8721/ryan-malone
Patrice Bergeron,FW,https://www.eliteprospects.com/player/9079/patrice-bergeron
Nikolai Zherdev,FW,https://www.eliteprospects.com/player/8620/nikolai-zherdev
Joffrey Lupul,FW,https://www.eliteprospects.com/player/9001/joffrey-lupul
John-Michael Liles,DEF,https://www.eliteprospects.com/player/8734/john-michael-liles
Eric Staal,FW,https://www.eliteprospects.com/player/3656/eric-staal
Matthew Lombardi,FW,https://www.eliteprospects.com/player/8999/matthew-lombardi
Joni Pitkänen,DEF,https://www.eliteprospects.com/player/2697/joni-pitkanen
Dan Hamhuis,DEF,https://www.eliteprospects.com/player/9040/dan-hamhuis
Paul Martin,DEF,https://www.eliteprospects.com/player/8778/paul-martin
Nathan Horton,FW,https://www.eliteprospects.com/player/3657/nathan-horton
Alexander Syomin,FW,https://www.eliteprospects.com/player/8633/alexander-syomin
Derek Roy,FW,https://www.eliteprospects.com/player/8810/derek-roy
Tom Preissing,DEF,https://www.eliteprospects.com/player/8662/tom-preissing
Martin Strbak,DEF,https://www.eliteprospects.com/player/9177/martin-strbak
Antoine Vermette,FW,https://www.eliteprospects.com/player/8840/antoine-vermette
Fredrik Sjöström,FW,https://www.eliteprospects.com/player/473/fredrik-sjostrom
Christian Ehrhoff,DEF,https://www.eliteprospects.com/player/8581/christian-ehrhoff
Esa Pirnes,FW,https://www.eliteprospects.com/player/2713/esa-pirnes
Christoph Brandner,FW,https://www.eliteprospects.com/player/4198/christoph-brandner
Andrew Hutchinson,DEF,https://www.eliteprospects.com/player/9061/andrew-hutchinson
Jordin Tootoo,FW,https://www.eliteprospects.com/player/9515/jordin-tootoo
Aaron Johnson,DEF,https://www.eliteprospects.com/player/10233/aaron-johnson
Mikhail Yakubov,FW,https://www.eliteprospects.com/player/8648/mikhail-yakubov
Travis Brigley,FW,https://www.eliteprospects.com/player/13508/travis-brigley
Fyodor Tyutin,DEF,https://www.eliteprospects.com/player/8691/fyodor-tyutin
Tim Gleason,DEF,https://www.eliteprospects.com/player/9162/tim-gleason
Travis Moen,FW,https://www.eliteprospects.com/player/8535/travis-moen
Jed Ortmeyer,FW,https://www.eliteprospects.com/player/8942/jed-ortmeyer
Trevor Daley,DEF,https://www.eliteprospects.com/player/9128/trevor-daley
Brent Burns,DEF,https://www.eliteprospects.com/player/9103/brent-burns
Boyd Gordon,FW,https://www.eliteprospects.com/player/9513/boyd-gordon
Chris Kunitz,FW,https://www.eliteprospects.com/player/8523/chris-kunitz
Matt Keith,FW,https://www.eliteprospects.com/player/10197/matt-keith
Ryan Kesler,FW,https://www.eliteprospects.com/player/9014/ryan-kesler
Cody McCormick,FW,https://www.eliteprospects.com/player/8975/cody-mccormick
Jozef Balej,FW,https://www.eliteprospects.com/player/9641/jozef-balej
Niklas Kronwall,DEF,https://www.eliteprospects.com/player/69/niklas-kronwall
Dustin Brown,FW,https://www.eliteprospects.com/player/9099/dustin-brown
Thomas Pöck,DEF,https://www.eliteprospects.com/player/9718/thomas-pock
Pavel Vorobyov,FW,https://www.eliteprospects.com/player/9561/pavel-vorobyov
Mike Green,FW,https://www.eliteprospects.com/player/12770/mike-green
Jason Morgan,FW,https://www.eliteprospects.com/player/10398/jason-morgan
David Hale,DEF,https://www.eliteprospects.com/player/9038/david-hale
Matt Hussey,FW,https://www.eliteprospects.com/player/11000/matt-hussey
