player_id,player_name_official,player_name_ep,player_pos_official,player_pos_ep,player_link_official,player_link_ep,player_image_official,date_of_birth,nation,height_cm,weight_kg,shoots,player_type,nhl_rights,draft,highlights,description
1,Joe Sakic,Joe Sakic,C,C,https://www.nhl.com/player/8451101,https://www.eliteprospects.com/player/8862/joe-sakic,https://assets.nhle.com/mugs/nhl/latest/8451101.png,7/7/1969,Canada,180,88,L,,,"('1', '15', '1987')","['1-time U20 WJC Gold Medal', '1-time World Championship Gold Medal', '1-time Olympic Gold Medal', '1-time Triple Gold Club', '1-time World Cup Gold Medal', '1-time World Championship Silver Medal', '1-time CHL Player of the Year', '1-time Hockey Hall of Fame', '1-time IIHF Hall of Fame', '3-time NHL First All-Star Team', '1-time NHL Foundation Player Award', '1-time NHL Gentleman Conduct (Lady Byng Trophy)', '1-time NHL MVP Selected by NHLPA (Ted Lindsay Award)', '1-time NHL Most Valuable Player (Hart Trophy)', '2-time NHL Stanley Cup Champion', '1-time NHL Stanley Cup MVP (Conn Smythe Trophy)', '1-time Olympic All-Star Team', '1-time Olympic Best Forward', '1-time Olympic Most Valuable Player', '1-time WHL (East) First All-Star Team', '1-time WHL (East) Second All-Star Team', '1-time WHL Most Goals', '1-time WHL Most Points (Bobby Clarke Trophy)', '2-time WHL Player of the Year (Four Broncos Trophy)', '1-time WHL Rookie of the Year (Jim Piggott Trophy)']","Brother: Brian Sakic
Sons: Chase Sakic & Mitchell Sakic

Sakic is the Avalanche/Nordiques all-time leader in goals, assists, and points. The 12x All-Star was the captain of 2 Stanley Cup Championships with the Avalanche and holds the NHL record with 8 career playoff overtime goals."
2,Peter Forsberg,Peter Forsberg,C,C,https://www.nhl.com/player/8458520,https://www.eliteprospects.com/player/710/peter-forsberg,https://assets.nhle.com/mugs/nhl/latest/8458520.png,7/20/1973,Sweden,185,93,L,"['Cerebral Tactician', 'Playmaker', 'Two-Way Center']",,"('1', '6', '1991')","['1-time TV-Pucken Gold Medal', '1-time J18 SM Gold Medal', '2-time J20 SM Gold Medal', '2-time World Championship Gold Medal', '2-time Olympic Gold Medal', '1-time Triple Gold Club', '2-time U20 WJC Silver Medal', '3-time World Championship Silver Medal', '1-time Hockey Hall of Fame', '1-time IIHF Hall of Fame', '1-time NHL All-Rookie Team', '3-time NHL First All-Star Team', '1-time NHL Most Assists', '1-time NHL Most Points (Art Ross Trophy)', '1-time NHL Most Valuable Player (Hart Trophy)', '1-time NHL Rookie of the Year (Calder Trophy)', '2-time NHL Stanley Cup Champion', '2-time SHL Best Player (Guldpucken)', '2-time SHL Most Valuable Player (Guldhjälmen)', '1-time Swedish Junior Hockey Player of the Year (Årets Junior)', '1-time U20 WJC All-Star Team', '1-time U20 WJC Best Forward', '1-time U20 WJC Most Points', '2-time World Championship All-Star Team', '1-time World Championship Best Forward', '1-time World Championship Most Points']","Arguably the greatest Swedish forward to ever play the game. Forsberg was a very good all-around player and has no weaknesses other than the fact that he was so prone to injury. He had a skillset that very few players in the world could match. Forsberg was an excellent playmaker, had fine technical skills, great on-ice vision, a strong physical game, was above average defensively and he also had a good shot, which he however could have used more often."
3,Milan Hejduk,Milan Hejduk,RW,RW,https://www.nhl.com/player/8460577,https://www.eliteprospects.com/player/8603/milan-hejduk,https://assets.nhle.com/mugs/nhl/latest/8460577.png,2/14/1976,Czechia / USA,183,87,R,['Sniper'],,"('4', '87', '1994')","['1-time Olympic Gold Medal', '1-time World Championship Bronze Medal', '1-time Olympic Bronze Medal', '1-time Czech Extraliga Champion', '1-time Czech Extraliga Rookie of the Year', '1-time NHL All-Rookie Team', '1-time NHL Most Goals (Maurice Richard Trophy)', '1-time NHL Second All-Star Team', '1-time NHL Stanley Cup Champion']","Father: Milan Hejduk
Cousin: Tomas Hejduk
Sons: David Hejduk & Marek Hejduk

The Colorado Avalanche legend scored 375 goals and 805 points over 14 seasons. Hejduk won Olympic gold with the Czech Republic in 1998 and a Stanley Cup with the Avs in 2001 after scoring 23 points in the playoffs. He also won a Maurice Richard Trophy in 2003 after a career year with 50 goals, 98 points, and a +/- of 52. The 3x All-Star retired in 2013."
4,Alex Tanguay,Alex Tanguay,LW,LW,https://www.nhl.com/player/8467338,https://www.eliteprospects.com/player/8779/alex-tanguay,https://assets.nhle.com/mugs/nhl/latest/8467338.png,11/21/1979,Canada,185,88,L,['Playmaker'],,"('1', '12', '1998')","['1-time CHL All-Rookie Team', '1-time NHL Stanley Cup Champion', '1-time QMJHL All-Rookie Team']","Brother: Maxime Tanguay
Cousin: Tyler Tanguay
Sons: Blake Tanguay | Sam Tanguay


Tanguay clinched a Stanley Cup for the Avalanche with 2 goals in Game 7 of the 2001 Cup Finals. The playmaking winger recorded 6 seasons with 60+ points and retired in 2016 with 283 goals and 580 assists."
5,Chris Drury,Chris Drury,C,C,https://www.nhl.com/player/8460562,https://www.eliteprospects.com/player/8804/chris-drury,https://assets.nhle.com/mugs/nhl/latest/8460562.png,8/20/1976,USA,178,86,R,,,"('3', '72', '1994')","['2-time Olympic Silver Medal', '1-time World Championship Bronze Medal', '1-time NCAA (Championship) Winner', '2-time NCAA (East) First All-American Team', '1-time NCAA (East) Second All-American Team', '2-time NCAA (Hockey East) Champion', '1-time NCAA Top Collegiate Player (Hobey Baker Award)', '1-time NHL All-Rookie Team', '1-time NHL Rookie of the Year (Calder Trophy)', '1-time NHL Stanley Cup Champion', '1-time United States Hockey Hall of Fame']","Son: Luke Drury
Brothers: Ted Drury & Jim Drury
Nephews: Jack Drury, Owen Drury, Ted Drury & Ryan Drury
Niece: Lilly Drury"
6,Ray Bourque,Ray Bourque,D,D,https://www.nhl.com/player/8445621,https://www.eliteprospects.com/player/19141/raymond-bourque,https://assets.nhle.com/mugs/nhl/latest/8445621.png,12/28/1960,Canada,180,98,L,"['Heavy Shooter', 'Offensive Defenseman']",,"('1', '8', '1979')","['2-time Canada Cup Champion', '1-time Hockey Hall of Fame', '5-time NHL Best Defenseman (Norris Trophy)', '1-time NHL Contribution to U.S. Hockey (Lester Patrick Trophy)', '13-time NHL First All-Star Team', '1-time NHL Leadership-Humanitarian Award (King Clancy Trophy)', '1-time NHL Rookie of the Year (Calder Trophy)', '6-time NHL Second All-Star Team', '1-time NHL Stanley Cup Champion', '1-time QMJHL Defenseman of the Year (Emile Bouchard Trophy)', '2-time QMJHL First All-Star Team']","Brother: Richard Bourque
Sons: Chris Bourque | Ryan Bourque
Nephew: Dylan Bourque
Cousin: Phil Bourque
Grandson: Kingston Bourque

The 5x Norris Trophy winner is the NHL's all-time point leader among defensemen. Bourque was named an NHL All-Star in 19 consecutive seasons and won the Shooting Accuracy Competition 8 times. After 21 seasons with the Bruins, Bourque was traded to the Avalanche, where he would win his first Stanley Cup."
7,Shjon Podein,Shjon Podein,LW,LW,https://www.nhl.com/player/8457704,https://www.eliteprospects.com/player/3644/shjon-podein,https://assets.nhle.com/mugs/nhl/latest/8457704.png,3/5/1968,USA,188,90,L,,,"('8', '166', '1988')","['1-time AHL Calder Cup Champion', '1-time NHL Leadership-Humanitarian Award (King Clancy Trophy)', '1-time NHL Stanley Cup Champion']","Brother: Rian Podein
Godson: Mitch Torrel
Daughter: Anna Podein
Son: Junior Podein"
8,Adam Deadmarsh,Adam Deadmarsh,RW,RW,https://www.nhl.com/player/8459436,https://www.eliteprospects.com/player/21314/adam-deadmarsh,https://assets.nhle.com/mugs/nhl/latest/8459436.png,5/10/1975,USA / Canada,183,93,R,,,"('1', '14', '1993')","['1-time World Cup Gold Medal', '1-time Olympic Silver Medal', '1-time World Championship Bronze Medal', '1-time NHL Stanley Cup Champion']","Father: Hank Deadmarsh
Brother: Jake Deadmarsh
Second cousin: Butch Deadmarsh

Missed majority of 2002-03 season and entire 2003-04 due to concussion vs. Phoenix, December 15, 2002, which appeared to be career ending injury."
9,Martin Skoula,Martin Skoula,D,D,https://www.nhl.com/player/8467343,https://www.eliteprospects.com/player/8598/martin-skoula,https://assets.nhle.com/mugs/nhl/latest/8467343.png,10/28/1979,Czechia,190,101,L,,,"('1', '17', '1998')","['1-time World Championship Silver Medal', '1-time World Championship Bronze Medal', '1-time CHL All-Rookie Team', '1-time NHL Stanley Cup Champion', '1-time OHL First All-Rookie Team', '1-time OHL Second All-Star Team']","Škoula was a big defenseman with all-around ability. He played a simple game with the puck and limited mistakes. Had good anticipation and penalty killing ability. Didn't play much of a physical game, though."
10,Ville Nieminen,Ville Nieminen,LW,LW/RW,https://www.nhl.com/player/8466210,https://www.eliteprospects.com/player/2661/ville-nieminen,https://assets.nhle.com/mugs/nhl/latest/8466210.png,4/6/1977,Finland,183,94,L,"['Agitator', 'Grinder', 'Two-Way Forward']",,"('3', '78', '1997')","['1-time Olympic Silver Medal', '1-time NHL Stanley Cup Champion']","Father: Esa Nieminen
Mother-in-law: Anne Nurmi
Son: Viljami Nieminen
Niece: Linnea Melotindos"
11,Greg De Vries,Greg De Vries,D,D,https://www.nhl.com/player/8460254,https://www.eliteprospects.com/player/8557/greg-de-vries,https://assets.nhle.com/mugs/nhl/latest/8460254.png,1/4/1973,Canada,190,95,L,,,,['1-time NHL Stanley Cup Champion'],"Son: Luke De Vries
Nephew: Nate Tivey"
12,Dan Hinote,Dan Hinote,RW,RW,https://www.nhl.com/player/8465175,https://www.eliteprospects.com/player/5534/dan-hinote,https://assets.nhle.com/mugs/nhl/latest/8465175.png,1/30/1977,USA,183,87,R,,,"('7', '167', '1996')","['1-time NHL Stanley Cup Champion', '1-time OHL Champion']",
13,Jon Klemm,Jon Klemm,D,D,https://www.nhl.com/player/8456852,https://www.eliteprospects.com/player/9017/jon-klemm,https://assets.nhle.com/mugs/nhl/latest/8456852.png,1/8/1970,Canada,188,92,R,,,,"['1-time CHL Memorial Cup Champion', '2-time NHL Stanley Cup Champion', '1-time WHL (West) Second All-Star Team', '1-time WHL Champion']",
14,Adam Foote,Adam Foote,D,D,https://www.nhl.com/player/8456283,https://www.eliteprospects.com/player/9157/adam-foote,https://assets.nhle.com/mugs/nhl/latest/8456283.png,7/10/1971,Canada,188,103,R,['Defensive Defenseman'],,"('2', '22', '1989')","['1-time Olympic Gold Medal', '1-time World Cup Gold Medal', '2-time NHL Stanley Cup Champion', '1-time OHL Champion', '1-time OHL First All-Star Team']","Sons: Cal Foote, Nolan Foote"
15,Stephane Yelle,Stephane Yelle,C,C,https://www.nhl.com/player/8459122,https://www.eliteprospects.com/player/8795/stephane-yelle,https://assets.nhle.com/mugs/nhl/latest/8459122.png,5/9/1974,Canada,185,88,L,['PK Specialist'],,"('8', '186', '1992')",['2-time NHL Stanley Cup Champion'],
16,Aaron Miller,Aaron Miller,D,D,https://www.nhl.com/player/8457384,https://www.eliteprospects.com/player/8980/aaron-miller,https://assets.nhle.com/mugs/nhl/latest/8457384.png,8/11/1971,USA,191,95,R,,,"('5', '88', '1989')","['1-time Olympic Silver Medal', '1-time World Championship Bronze Medal', '1-time NCAA (East) Second All-American Team']",
17,Eric Messier,Eric Messier,LW,D/LW,https://www.nhl.com/player/8460012,https://www.eliteprospects.com/player/24171/eric-messier,https://assets.nhle.com/mugs/nhl/latest/8460012.png,10/29/1973,Canada,180,91,L,,,,"['1-time AHL Calder Cup Champion', '1-time NHL Stanley Cup Champion', '1-time QMJHL Second All-Star Team']",
18,Rob Blake,Rob Blake,D,D,https://www.nhl.com/player/8445550,https://www.eliteprospects.com/player/8580/rob-blake,https://assets.nhle.com/mugs/nhl/latest/8445550.png,12/10/1969,Canada,193,100,R,"['Heavy Hitter', 'Offensive Defenseman']",,"('4', '70', '1988')","['2-time World Championship Gold Medal', '1-time Olympic Gold Medal', '1-time Triple Gold Club', '1-time World Championship Silver Medal', '1-time Hockey Hall of Fame', '1-time IIHF Hall of Fame', '1-time NCAA (CCHA) Champion', '1-time NCAA (West) First All-American Team', '1-time NHL All-Rookie Team', '1-time NHL Best Defenseman (Norris Trophy)', '1-time NHL First All-Star Team', '3-time NHL Second All-Star Team', '1-time NHL Stanley Cup Champion', '1-time Olympic Best Defenseman', '1-time World Championship All-Star Team', '1-time World Championship Best Defenseman']","At 6'4, 220 lbs, Rob Blake was one of the NHL's most feared defensemen in the 1990s and 2000s. He won gold twice at the World Championship in 1994 and 97 and was named captain of the Kings in 1996. He won a Norris Trophy in 1998 with a career-high of 23 goals. Blake later won a Stanley Cup with the Avalanche in 2001 and became a Triple Gold Club member after winning Olympic gold in 2002. The 7x All-Star retired in 2010 with 240 goals and 777 points. He was inducted into the Hockey Hall of Fame in 2015."
19,Dave Reid,Dave Reid,LW,LW,https://www.nhl.com/player/8450773,https://www.eliteprospects.com/player/67436/dave-reid,https://assets.nhle.com/mugs/nhl/latest/8450773.png,5/15/1964,Canada,185,98,L,,,"('3', '60', '1982')",['2-time NHL Stanley Cup Champion'],
20,Steve Reinprecht,Steve Reinprecht,C,C,https://www.nhl.com/player/8468432,https://www.eliteprospects.com/player/8725/steven-reinprecht,https://assets.nhle.com/mugs/nhl/latest/8468432.png,5/7/1976,Canada,183,88,L,,,,"['1-time World Championship Gold Medal', '1-time AEHL U18 MVP (Warwick Trophy)', '1-time DEL Most Assists', '1-time DEL Most Points', '1-time French Champion', '1-time Ligue Magnus Most Points (Charles Ramsey Trophy)', '1-time NCAA (West) First All-American Team', '1-time NHL Stanley Cup Champion']","A fast-skating center, Reinprecht can be very effective at wing as well. Has natural offensive flair and is defensively responsible.

Hasn't produced points equal to his talent. Can get pushed off the puck a bit easily. Doesn't play a physical game."
21,Scott Parker,Scott Parker,RW,RW,https://www.nhl.com/player/8465016,https://www.eliteprospects.com/player/8904/scott-parker,https://assets.nhle.com/mugs/nhl/latest/8465016.png,1/29/1978,USA,196,109,R,['Enforcer'],,"('1', '20', '1998')",['1-time NHL Stanley Cup Champion'],
22,Rick Berry,Rick Berry,D,D,https://www.nhl.com/player/8466189,https://www.eliteprospects.com/player/11494/rick-berry,https://assets.nhle.com/mugs/nhl/latest/8466189.png,11/4/1978,Canada,188,97,L,,,"('3', '55', '1997')",[],"Cousins: Stu Scantlebury, Brad Cole, Scott Swiston, Tucker Scantlebury"
23,Nolan Pratt,Nolan Pratt,D,D,https://www.nhl.com/player/8459538,https://www.eliteprospects.com/player/8747/nolan-pratt,https://assets.nhle.com/mugs/nhl/latest/8459538.png,8/14/1975,Canada,190,97,L,,,"('5', '115', '1993')",['1-time NHL Stanley Cup Champion'],"A stay-at-home defenseman who's at his best when playing a physical, safe game and keeping it simple. A solid leader.
Lacks offensive flair and is below average in the skating department."
24,Chris Dingman,Chris Dingman,LW,LW,https://www.nhl.com/player/8460509,https://www.eliteprospects.com/player/9136/chris-dingman,https://assets.nhle.com/mugs/nhl/latest/8460509.png,7/6/1976,Canada,193,112,L,"['Checking-line Player', 'Heavy Hitter', 'Physical Forward']",,"('1', '19', '1994')","['2-time NHL Stanley Cup Champion', '1-time WHL Champion']",Sons: Hunter Dingman & Sawyer Dingman
25,Alexei Gusarov,Alexei Gusarov,D,D,https://www.nhl.com/player/8447363,https://www.eliteprospects.com/player/21401/alexei-gusarov,https://assets.nhle.com/mugs/nhl/latest/8447363.png,7/8/1964,Russia,186,90,L,,,"('11', '213', '1988')","['1-time U20 WJC Gold Medal', '3-time World Championship Gold Medal', '1-time Olympic Gold Medal', '1-time Triple Gold Club', '1-time World Championship Silver Medal', '1-time Olympic Silver Medal', '1-time U18 EJC Bronze Medal', '2-time World Championship Bronze Medal', '1-time NHL Stanley Cup Champion', '1-time U20 WJC All-Star Team', '1-time U20 WJC Best Defenseman']",
26,Rob Shearer,Rob Shearer,C,C,https://www.nhl.com/player/8462600,https://www.eliteprospects.com/player/11548/rob-shearer,https://assets.nhle.com/mugs/nhl/latest/8462600.png,10/19/1976,Canada,175,85,R,,,,"['1-time AHL Calder Cup Champion', '1-time DEL Champion']",
27,Joel Prpic,Joel Prpic,C,C,https://www.nhl.com/player/8459654,https://www.eliteprospects.com/player/44608/joel-prpic,https://assets.nhle.com/mugs/nhl/latest/8459654.png,9/25/1974,Canada / Croatia,200,107,L,,,"('9', '233', '1993')","['2-time ACH Champion', '1-time AHL Calder Cup Champion']",Brother-in-law: Robb Tallas
28,Yuri Babenko,Yuri Babenko,C,C/W,https://www.nhl.com/player/8465002,https://www.eliteprospects.com/player/19121/yury-babenko,https://assets.nhle.com/mugs/nhl/latest/8465002.png,1/2/1978,Russia,183,87,L,,,"('2', '51', '1996')","['1-time U18 EJC Gold Medal', '2-time KHL Gagarin Cup Champion']",
29,Bryan Muir,Bryan Muir,D,D,https://www.nhl.com/player/8463638,https://www.eliteprospects.com/player/4317/bryan-muir,https://assets.nhle.com/mugs/nhl/latest/8463638.png,6/8/1973,Canada,193,93,L,,,,"['1-time AHL First All-Star Team', '1-time NHL Stanley Cup Champion']","Son: Kaden Muir

Muir has had his share of injuries throughout his career which has also made it difficult for him to fully establish himself in the NHL. He has great size and is a quite offensive minded defenseman. He moves the puck well, can be used on the power play and is not afraid to use his body. But seeing that he has a physical advantage on most opposing players he could increase/improve his physical play even more."
30,Brad Larsen,Brad Larsen,LW,LW,https://www.nhl.com/player/8462082,https://www.eliteprospects.com/player/8561/brad-larsen,https://assets.nhle.com/mugs/nhl/latest/8462082.png,6/28/1977,Canada,183,90,L,,,"('4', '87', '1997')","['2-time U20 WJC Gold Medal', '1-time NHL Stanley Cup Champion', '1-time WHL (East) Second All-Star Team']",
31,Radim Vrbata,Radim Vrbata,RW,RW/LW,https://www.nhl.com/player/8468085,https://www.eliteprospects.com/player/8626/radim-vrbata,https://assets.nhle.com/mugs/nhl/latest/8468085.png,6/13/1981,Czechia,185,88,R,,,"('7', '212', '1999')","['1-time U20 WJC Gold Medal', '1-time World Championship Gold Medal', '1-time QMJHL First All-Star Team']","Vrbata is an offensive winger with great hands and anticipation. His shot is terrific and so is his skating ability. On the downside, he can be inconsitent and lose some board battles."
32,Brian Willsie,Brian Willsie,RW,RW,https://www.nhl.com/player/8465113,https://www.eliteprospects.com/player/8768/brian-willsie,https://assets.nhle.com/mugs/nhl/latest/8465113.png,3/16/1978,Canada,185,89,R,,,"('6', '146', '1996')","['1-time CHL Third All-Star Team', '1-time OHL Champion', '1-time OHL First All-Star Team']","Sons: Braden Willsie, Nash Willsie"
33,Pascal Trepanier,Pascal Trepanier,D,D,https://www.nhl.com/player/8460087,https://www.eliteprospects.com/player/12796/pascal-trepanier,https://assets.nhle.com/mugs/nhl/latest/8460087.png,9/4/1973,Canada,180,87,R,,,,"['1-time AHL Calder Cup Champion', '1-time AHL Second All-Star Team', '1-time DEL Champion', '1-time SL Champion']",Trépanier was a skilled offensive defenseman. He had great vision and passing ability from the backend. Also owned a heavy one-timer and leadership qualities.
34,Mike Keane,Mike Keane,RW,RW,https://www.nhl.com/player/8448415,https://www.eliteprospects.com/player/25136/mike-keane,https://assets.nhle.com/mugs/nhl/latest/8448415.png,5/29/1967,Canada,178,84,R,['PK Specialist'],,,['3-time NHL Stanley Cup Champion'],"Brother: Bill Keane Son: Jackson Keane
Nephew: Geordie Keane"
35,Riku Hahl,Riku Hahl,C,C,https://www.nhl.com/player/8468056,https://www.eliteprospects.com/player/2671/riku-hahl,https://assets.nhle.com/mugs/nhl/latest/8468056.png,11/1/1980,Finland,184,93,L,"['Defensive Center', 'Grinder', 'Two-Way Forward']",,"('6', '183', '1999')","['1-time U18 EJC Silver Medal', '2-time World Championship Bronze Medal']",
36,Vaclav Nedorost,Vaclav Nedorost,C,C/LW,https://www.nhl.com/player/8468494,https://www.eliteprospects.com/player/8710/vaclav-nedorost,https://assets.nhle.com/mugs/nhl/latest/8468494.png,3/16/1982,Czechia,186,86,L,,,"('1', '14', '2000')","['2-time U20 WJC Gold Medal', '1-time Continental Cup Champion', '1-time Czech Extraliga Rookie of the Year']","Brother: David Nedorost
Son: Václav Nedorost
Nedorost is a two-way player who can play any forward position. Has terrific speed, good vision, and sound offensive instincts. Didn't live up to his potential as a high draft pick. Has battled injury issues throughout his career."
37,Todd Gill,Todd Gill,D,D,https://www.nhl.com/player/8447187,https://www.eliteprospects.com/player/69416/todd-gill,https://assets.nhle.com/mugs/nhl/latest/8447187.png,11/9/1965,Canada,183,84,L,,,"('2', '25', '1984')",['1-time OHL Third All-Star Team'],"Sons: Jack Gill, Owen Gill"
38,Kelly Fairchild,Kelly Fairchild,C,C,https://www.nhl.com/player/8458666,https://www.eliteprospects.com/player/15424/kelly-fairchild,https://assets.nhle.com/mugs/nhl/latest/8458666.png,4/9/1973,USA,181,90,L,,,"('7', '152', '1991')","['1-time Asia League Champion', '2-time DEL Champion']",
39,Jordan Krestanovich,Jordan Krestanovich,LW,C,https://www.nhl.com/player/8468025,https://www.eliteprospects.com/player/6606/jordan-krestanovich,https://assets.nhle.com/mugs/nhl/latest/8468025.png,6/14/1981,Canada,186,82,L,,,"('5', '152', '1999')",['1-time WHL Champion'],
40,Jeff Daw,Jeff Daw,C,C,https://www.nhl.com/player/8464922,https://www.eliteprospects.com/player/69477/jeff-daw,https://assets.nhle.com/mugs/nhl/latest/8464922.png,2/28/1972,Canada,191,86,R,"['Glue Guy', 'Leader', 'Two-Way Center']",,,[],
41,Jaroslav Obsut,Jaroslav Obsut,D,D,https://www.nhl.com/player/8462220,https://www.eliteprospects.com/player/3736/jaroslav-obsut,https://assets.nhle.com/mugs/nhl/latest/8462220.png,9/3/1976,Slovakia,186,95,L,,,"('8', '188', '1995')",[],"A two-way defenseman with good hockey sense, Obšut had decent size and knew how to use it. He read the game well and played it simple. Offensively, he was willing to join the rush and had a bomb of shot from the point.
- Erik K."
42,Steve Moore,Steve Moore,C,C,https://www.nhl.com/player/8467379,https://www.eliteprospects.com/player/42057/steve-moore,https://assets.nhle.com/mugs/nhl/latest/8467379.png,9/22/1978,Canada,188,93,R,,,"('2', '53', '1998')",[],"Brothers: Dominic Moore, Mark Moore"
43,Darius Kasparaitis,Darius Kasparaitis,D,D,https://www.nhl.com/player/8458942,https://www.eliteprospects.com/player/8685/darius-kasparaitis,https://assets.nhle.com/mugs/nhl/latest/8458942.png,10/16/1972,Lithuania / Russia,179,94,L,"['Agitator', 'Defensive Defenseman', 'Heavy Hitter']",,"('1', '5', '1992')","['1-time Olympic Gold Medal', '1-time U20 WJC Gold Medal', '1-time U18 EJC Silver Medal', '1-time U20 WJC Silver Medal', '1-time Olympic Silver Medal', '1-time Olympic Bronze Medal', '1-time U20 WJC Best Defenseman']","Kasparaitis is one of two Lithuanians who made it to the NHL. He was 20 when he came to the NHL and immediately established himself as one of the most punishing body-checkers in professional hockey. He was extremely unpopular with opponents, who could be seen emerging from encounters in the corners with Kasparaitis in a state of sheer rage. During his career, the hard-hitting Kasparaitis has suffered at least as much pain as he has inflicted on others. A strong skater who mostly concentrated on the defensive side of the game, Kasparaitis had an infectious enthusiasm for the game. He left the NHL in 2007 and played two more seasons for SKA St. Petersburg in the KHL before retiring as a professional player. But after four years without official hockey games he came back. In 2013 he made his formal transfer back to Lithuania and joined the Hockey Punks Vilnius. He has played four consecutive seasons in the top Lithuanian league. In his playing days he was known as a big spender, blowing his high paychecks on clothes and cars and nights out. But he has settled down and started his own real estate development company.

In 1992 during the split up he stayed with the Russian system, won Olympic gold with the ""Unified Team"", he represented Russia in the World Championship as he did in 1996, at three more Olympic Winter Games (1998, 2002, 2006) and the 2004 World Cup of Hockey."
44,Derek Morris,Derek Morris,D,D,https://www.nhl.com/player/8464966,https://www.eliteprospects.com/player/8963/derek-morris,https://assets.nhle.com/mugs/nhl/latest/8464966.png,8/24/1978,Canada,183,97,R,,,"('1', '13', '1996')","['1-time World Championship Gold Medal', '1-time CHL Second All-Star Team', '1-time NHL All-Rookie Team', '1-time WHL (East) First All-Star Team']","Sons: Traiten Morris, Presley Morris"
45,Dean McAmmond,Dean McAmmond,C,LW,https://www.nhl.com/player/8458536,https://www.eliteprospects.com/player/8972/dean-mcammond,https://assets.nhle.com/mugs/nhl/latest/8458536.png,6/15/1973,Canada,180,88,L,,,"('1', '22', '1991')","['1-time U20 WJC Gold Medal', '1-time World Championship Silver Medal', '1-time WHL Champion']","Brother: Ian McAmmond
Nephew: Jared McAmmond"
46,Serge Aubin,Serge Aubin,C,C/LW,https://www.nhl.com/player/8460649,https://www.eliteprospects.com/player/8785/serge-aubin,https://assets.nhle.com/mugs/nhl/latest/8460649.png,2/15/1975,Canada,185,91,L,,,"('7', '161', '1994')","['1-time AHL First All-Star Team', '1-time NL Media All-Star Team', '1-time SL Champion', '1-time Spengler Cup Winner']",Son: Charles Aubin
47,Jeff Shantz,Jeff Shantz,C,C,https://www.nhl.com/player/8458972,https://www.eliteprospects.com/player/12798/jeff-shantz,https://assets.nhle.com/mugs/nhl/latest/8458972.png,10/10/1973,Canada,183,95,R,,,"('2', '36', '1992')","['1-time U20 WJC Gold Medal', '1-time World Championship Gold Medal', '1-time DEL Champion', '1-time ICEHL Champion', '1-time Spengler Cup Winner', '1-time WHL (East) First All-Star Team']",Sons: Ethan Shantz Owen Shantz
48,Bates Battaglia,Bates Battaglia,LW,LW,https://www.nhl.com/player/8460620,https://www.eliteprospects.com/player/10213/bates-battaglia,https://assets.nhle.com/mugs/nhl/latest/8460620.png,12/13/1975,USA,188,93,L,,,"('6', '132', '1994')","['1-time World Championship Bronze Medal', '1-time HockeyEttan to HockeyAllsvenskan Promotion', '1-time NCAA (CCHA) Champion']","Battaglia was a hard working winger. In the NHL, he was a good checker and penalty kill, as well as a quality team player.

Grandfather: Sam Battaglia (external link)
Brother: Anthony Battaglia
Cousin: Bryce Battaglia

Bates Battaglia participated in the TV-show Amazing Race with his brother Anthony Battaglia. The brothers won the race in the 22nd season of the tv-show."
49,Bryan Marchment,Bryan Marchment,D,D,https://www.nhl.com/player/8449137,https://www.eliteprospects.com/player/8966/bryan-marchment,https://assets.nhle.com/mugs/nhl/latest/8449137.png,5/1/1969,Canada,188,97,L,['Heavy Hitter'],,"('1', '16', '1987')",['1-time OHL Second All-Star Team'],"Marchment, 53, died on July 6, 2022, in Montreal, Que."
50,Denis Smith,Denis Smith,D,D,https://www.nhl.com/player/8462069,https://www.eliteprospects.com/player/69476/d.j.-smith,https://assets.nhle.com/mugs/nhl/latest/8462069.png,5/13/1977,Canada,185,93,L,,,"('2', '41', '1995')",['1-time OHL Second All-Star Team'],Son: Colton Smith
51,Chris McAllister,Chris McAllister,LW,D,https://www.nhl.com/player/8462068,https://www.eliteprospects.com/player/12803/chris-mcallister,https://assets.nhle.com/mugs/nhl/latest/8462068.png,6/16/1975,Canada,197,108,L,"['Defensive Defenseman', 'Enforcer']",,"('2', '40', '1995')",[],
52,Steve Brule,Steve Brule,C,RW,https://www.nhl.com/player/8459566,https://www.eliteprospects.com/player/15134/steve-brule,https://assets.nhle.com/mugs/nhl/latest/8459566.png,1/15/1975,Canada,180,92,R,,,"('6', '143', '1993')","['1-time AHL Calder Cup Champion', '1-time LNAH Champion', '1-time NHL Stanley Cup Champion', '1-time QMJHL All-Rookie Team', '1-time QMJHL Offensive Rookie of the Year (Michel Bergeron Trophy)', '1-time QMJHL Rookie of the Year', '1-time QMJHL Second All-Star Team', '1-time SL Champion']",
53,Jeff Paul,Jeff Paul,D,D,https://www.nhl.com/player/8464997,https://www.eliteprospects.com/player/13506/jeff-paul,https://assets.nhle.com/mugs/nhl/latest/8464997.png,3/1/1978,Canada,191,101,R,,,"('2', '42', '1996')",['1-time Dutch Champion'],
54,Charlie Stephens,Charlie Stephens,C,C/RW,https://www.nhl.com/player/8467904,https://www.eliteprospects.com/player/13509/charlie-stephens,https://assets.nhle.com/mugs/nhl/latest/8467904.png,4/5/1981,Canada,191,100,R,,,"('6', '196', '2001')",[],"Stephens is a big center with a strong physical game. Has a good shot and offensive ability. Likes to hit, but sometimes takes bad penalties."
