player_id,player_name_official,player_name_ep,player_pos_official,player_pos_ep,player_link_official,player_link_ep,player_image_official,date_of_birth,nation,height_cm,weight_kg,shoots,player_type,nhl_rights,draft,highlights,description
2318,Emile Poirier,Emile Poirier,LW,C/LW,https://www.nhl.com/player/8477486,https://www.eliteprospects.com/player/128977/emile-poirier,https://assets.nhle.com/mugs/nhl/latest/8477486.png,12/14/1994,Canada,188,89,L,"['Physical Forward', 'Powerful Skater', 'Two-Way Center']",,"('1', '22', '2013')",[],
2319,David Wolf,David Wolf,LW,LW/RW,https://www.nhl.com/player/8477913,https://www.eliteprospects.com/player/28745/david-wolf,https://assets.nhle.com/mugs/nhl/latest/8477913.png,9/15/1989,Germany,189,98,L,,,,"['1-time Olympic Silver Medal', '2-time DEL Champion']",Wolf is a big winger who likes to play a physical game. Has alright speed and hands for his size.
2320,Devin Setoguchi,Devin Setoguchi,RW,RW,https://www.nhl.com/player/8471682,https://www.eliteprospects.com/player/9360/devin-setoguchi,https://assets.nhle.com/mugs/nhl/latest/8471682.png,1/1/1987,Canada,183,93,R,,,"('1', '8', '2005')","['1-time U17 WHC Silver Medal', '1-time U18 WJC Silver Medal', '1-time WHL (East) Second All-Star Team']","Setoguchi is a winger with natural offensive instincts. He's got a hard shot and a quick release, and knows how to get open in the slot. Is a good skater, too. Needs to improve his defensive game.
- Erik K."
2321,Jyrki Jokipakka,Jyrki Jokipakka,D,D,https://www.nhl.com/player/8476279,https://www.eliteprospects.com/player/25488/jyrki-jokipakka,https://assets.nhle.com/mugs/nhl/latest/8476279.png,8/20/1991,Finland,191,94,L,['Defensive Defenseman'],,"('7', '195', '2011')",['1-time AHL Calder Cup Champion'],Jokipakka is a big defenseman who plays a stay-at-home style. Won't contribute much offensively.
2322,Jakub Nakladal,Jakub Nakladal,D,D,https://www.nhl.com/player/8478562,https://www.eliteprospects.com/player/22769/jakub-nakladal,https://assets.nhle.com/mugs/nhl/latest/8478562.png,12/30/1987,Czechia,187,90,R,,,,"['1-time World Championship Bronze Medal', '1-time Czech Extraliga Best Defenseman', '1-time Czech Extraliga Champion']",Nakládal is a defensive defenseman who is good around his own net. Excels on the penalty kill. Has a hard shot.
2323,Patrick Sieloff,Patrick Sieloff,D,D,https://www.nhl.com/player/8476890,https://www.eliteprospects.com/player/94254/patrick-sieloff,https://assets.nhle.com/mugs/nhl/latest/8476890.png,5/15/1994,USA,185,93,L,,,"('2', '42', '2012')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Gold Medal', '1-time U17 WHC Silver Medal']",
2324,Turner Elson,Turner Elson,C,C/LW,https://www.nhl.com/player/8476505,https://www.eliteprospects.com/player/45522/turner-elson,https://assets.nhle.com/mugs/nhl/latest/8476505.png,9/13/1992,Canada,184,87,L,,,,['1-time ECHL Kelly Cup Champion'],Brother: Trace Elson
2325,Oliver Kylington,Oliver Kylington,D,D,https://www.nhl.com/player/8478430,https://www.eliteprospects.com/player/142238/oliver-kylington,https://assets.nhle.com/mugs/nhl/latest/8478430.png,5/19/1997,Sweden / Eritrea,183,83,L,"['Mobile Defenseman', 'Speedster']",,"('2', '60', '2015')",['1-time TV-Pucken Bronze Medal'],"A smart two-way defenseman, who has tremendous feeling for the game and reads the plays well. Oliver Kylington is only average sized, but lets you forget the missing inches with his hockey sense, his strong vision and remarkable skating abilities. Owns a good shot from the blue-line and combined with this very good puck- and passing-skills, he can guide a power-play and the team’s offensive game to success."
2326,Matthew Tkachuk,Matthew Tkachuk,LW,LW/RW,https://www.nhl.com/player/8479314,https://www.eliteprospects.com/player/233030/matthew-tkachuk,https://assets.nhle.com/mugs/nhl/latest/8479314.png,12/11/1997,USA / Canada,188,91,L,"['Agitator', 'Power Forward', 'Sniper']",Florida Panthers / Signed,"('1', '6', '2016')","['1-time U17 WHC Gold Medal', '1-time U18 WJC Gold Medal', '1-time U20 WJC Bronze Medal', '1-time CHL Memorial Cup Champion', '2-time NHL Second All-Star Team', '2-time NHL Stanley Cup Champion', '1-time OHL Champion', '1-time OHL First All-Star Team']","A multi-dimensional energy winger who plays a pro-style, adaptive game. Well-versed as a guy who can consistently put up points, but also as an agitator who plays with a little bit of bite and nastiness. Skates with excellent balance and speed, outclassing many in his age range. No lack of offensive instincts and knows how to score in many different ways. Confidence in his abilities and playing to the extent of his capabilities strengthens his work ethic and creativity. All-in-all, a unique and effective forward who defines his own limits and seeks to exceed them, along with all on-ice expectations."
2327,Michael Stone,Michael Stone,D,D,https://www.nhl.com/player/8474628,https://www.eliteprospects.com/player/11708/michael-stone,https://assets.nhle.com/mugs/nhl/latest/8474628.png,6/7/1990,Canada,190,95,R,,,"('3', '69', '2008')","['1-time WHL (East) First All-Star Team', '1-time WHL (East) Second All-Star Team', '1-time WHL Champion']",Brother: Mark Stone
2328,Mark Jankowski,Mark Jankowski,LW,C,https://www.nhl.com/player/8476873,https://www.eliteprospects.com/player/146518/mark-jankowski,https://assets.nhle.com/mugs/nhl/latest/8476873.png,9/13/1994,Canada,193,96,L,,Carolina Hurricanes / Signed,"('1', '21', '2012')","['1-time AHL All-Rookie Team', '1-time NCAA (Championship) Winner', '1-time NCAA (East) Second All-American Team']","Father: Len Jankowski
Grandfather: Lou Jankowski
Brother: David Jankowski
Uncle: Ryan Jankowski
Great uncle: Red Kelly
Cousin: Joshua Slegers
Distant relative: Rob Blake"
2329,Rasmus Andersson,Rasmus Andersson,D,D,https://www.nhl.com/player/8478397,https://www.eliteprospects.com/player/86137/rasmus-andersson,https://assets.nhle.com/mugs/nhl/latest/8478397.png,10/27/1996,Sweden,185,92,R,,Calgary Flames / Signed,"('2', '53', '2015')","['1-time World Championship Bronze Medal', '1-time OHL First All-Star Team', '1-time OHL Second All-Star Team']","An offensively active defenceman who works a power dynamic; he is able to win battles against larger opponents through outworking them, and is able to skate with the speediest of smaller opponents. Responsible defensively, but decision making does need some work. All-in-all, an intelligent, hard-working defenceman that is constantly alert in all three zones and willing to do battle with any and all opponents."
2330,Nicklas Grossmann,Nicklas Grossmann,D,D,https://www.nhl.com/player/8471269,https://www.eliteprospects.com/player/2439/nicklas-grossmann,https://assets.nhle.com/mugs/nhl/latest/8471269.png,1/22/1985,Sweden,193,93,L,"['Defensive Defenseman', 'PK Specialist']",,"('2', '56', '2004')","['1-time World Championship Silver Medal', '1-time World Championship Bronze Medal']",
2331,Nicholas Shore,Nicholas Shore,C,C,https://www.nhl.com/player/8476406,https://www.eliteprospects.com/player/20724/nick-shore,https://assets.nhle.com/mugs/nhl/latest/8476406.png,9/26/1992,USA,185,90,R,"['Cerebral Tactician', 'Playmaker', 'Two-Way Center']",,"('3', '82', '2011')","['1-time U18 WJC Gold Medal', '1-time AHL Calder Cup Champion', '1-time NL Champion']","Brothers: Baker Shore, Drew Shore, Quentin Shore"
2332,Spencer Foo,Spencer Foo,RW,RW,https://www.nhl.com/player/8480330,https://www.eliteprospects.com/player/107388/spencer-foo,https://assets.nhle.com/mugs/nhl/latest/8480330.png,5/19/1994,Canada / China,183,86,R,,,,['1-time NCAA (East) First All-American Team'],Brother: Parker Foo
2333,Ryan Lomberg,Ryan Lomberg,LW,LW/RW,https://www.nhl.com/player/8479066,https://www.eliteprospects.com/player/76376/ryan-lomberg,https://assets.nhle.com/mugs/nhl/latest/8479066.png,12/9/1994,Canada,175,85,L,"['Heavy Hitter', 'Physical Forward', 'PK Specialist']",Calgary Flames / Signed,,['1-time NHL Stanley Cup Champion'],
2334,Morgan Klimchuk,Morgan Klimchuk,LW,LW/RW,https://www.nhl.com/player/8477449,https://www.eliteprospects.com/player/62209/morgan-klimchuk,https://assets.nhle.com/mugs/nhl/latest/8477449.png,3/2/1995,Canada,183,84,L,,,"('1', '28', '2013')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time U18 WJC Gold Medal']",
2335,Marek Hrivik,Marek Hrivik,LW,C,https://www.nhl.com/player/8475949,https://www.eliteprospects.com/player/17726/marek-hrivik,https://assets.nhle.com/mugs/nhl/latest/8475949.png,8/28/1991,Slovakia,185,89,L,"['Playmaker', 'Puckhandler', 'Two-Way Center']",,,"['1-time Olympic Bronze Medal', '1-time QMJHL Champion', '1-time SHL Forward of the Year', '1-time SHL Most Assists', '1-time SHL Most Points', '1-time SHL Most Valuable Player', '1-time SHL Most Valuable Player (Guldhjälmen)']",
2336,Andrew Mangiapane,Andrew Mangiapane,LW,W/C,https://www.nhl.com/player/8478233,https://www.eliteprospects.com/player/223199/andrew-mangiapane,https://assets.nhle.com/mugs/nhl/latest/8478233.png,4/4/1996,Canada,178,83,L,"['Speedster', 'Two-Way Forward', 'Workhorse']",Edmonton Oilers / Signed,"('6', '166', '2015')","['1-time World Championship Gold Medal', '1-time OHL First All-Rookie Team', '1-time OHL Second All-Star Team', '1-time World Championship All-Star Team', '1-time World Championship Most Valuable Player']",
2337,Derek Ryan,Derek Ryan,C,C/W,https://www.nhl.com/player/8478585,https://www.eliteprospects.com/player/67660/derek-ryan,https://assets.nhle.com/mugs/nhl/latest/8478585.png,12/29/1986,USA,178,84,R,,,,"['1-time World Championship Bronze Medal', '1-time Hungarian Champion', '1-time ICEHL Most Goals', '1-time ICEHL Most Valuable Player (Ron Kennedy Trophy)', '1-time SHL Forward of the Year', '1-time SHL Most Assists', '1-time SHL Most Points', '1-time SHL Most Valuable Player (Guldhjälmen)', '1-time USports All-Canadian First Team', '1-time USports All-Canadian Second Team']",
2338,Noah Hanifin,Noah Hanifin,D,D,https://www.nhl.com/player/8478396,https://www.eliteprospects.com/player/177710/noah-hanifin,https://assets.nhle.com/mugs/nhl/latest/8478396.png,1/25/1997,USA,191,98,L,,Vegas Golden Knights / Signed,"('1', '5', '2015')","['1-time U17 WHC Gold Medal', '1-time U18 WJC Gold Medal']","A dynamic two-way defenseman who has no holes in his game. An exceptionally strong skater who isn't afraid to take the puck himself and move it up-ice. The confidence that he has in his abilities lets him thrive under heightened competitive levels. The skilled defenseman's undeniably high level of hockey sense is showcased whenever he touches the puck in the offensive zone. Defensively, he is aggressive, constantly pushing for puck possession and a quick transition to offense, but at the same time steadfast, reliable, and patient. He is poised beyond his years and mature in his decision making. All-in-all, Noah Hanifin is the ideal all-around defenseman who leaves no area of his game untended."
2339,Alan Quine,Alan Quine,C,C,https://www.nhl.com/player/8476409,https://www.eliteprospects.com/player/45411/alan-quine,https://assets.nhle.com/mugs/nhl/latest/8476409.png,2/25/1993,Canada,183,93,L,,,"('6', '166', '2013')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time U17 WHC Silver Medal']","Alan Quine is known as a hard worker, a fine passer, and a very good skater. He is versatile and smart forward who can play both center and on the wing.
- Erik K."
2340,Dillon Dube,Dillon Dube,C,LW/C,https://www.nhl.com/player/8479346,https://www.eliteprospects.com/player/157256/dillon-dube,https://assets.nhle.com/mugs/nhl/latest/8479346.png,7/20/1998,Canada,180,84,L,,,"('2', '56', '2016')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time U20 WJC Gold Medal', '1-time U20 WJC Silver Medal', '1-time WHL (West) Second All-Star Team', '1-time WHL Champion']",Brother: Jake Dube
2341,Juuso Välimäki,Juuso Välimäki,D,D,https://www.nhl.com/player/8479976,https://www.eliteprospects.com/player/221525/juuso-valimaki,https://assets.nhle.com/mugs/nhl/latest/8479976.png,10/6/1998,Finland,190,100,L,,Utah Mammoth / Signed,"('1', '16', '2017')","['1-time U18 WJC Gold Medal', '1-time U18 WJC Silver Medal', '1-time EYOF Bronze Medal', '2-time WHL (West) Second All-Star Team']",
2342,Tobias Rieder,Tobias Rieder,LW,W/C,https://www.nhl.com/player/8476356,https://www.eliteprospects.com/player/34851/tobias-rieder,https://assets.nhle.com/mugs/nhl/latest/8476356.png,1/10/1993,Germany,180,86,L,"['Energy Forward', 'Two-Way Forward']",,"('4', '114', '2011')",['1-time SHL Champion'],
2343,Alexander Yelesin,Alexander Yelesin,D,D,https://www.nhl.com/player/8481630,https://www.eliteprospects.com/player/265726/alexander-yelesin,https://assets.nhle.com/mugs/nhl/latest/8481630.png,2/7/1996,Russia,181,89,R,,,,"['1-time Olympic Silver Medal', '1-time KHL Gagarin Cup Champion', '1-time MHL Champion']",
2344,Connor Mackey,Connor Mackey,D,D,https://www.nhl.com/player/8482067,https://www.eliteprospects.com/player/316315/connor-mackey,https://assets.nhle.com/mugs/nhl/latest/8482067.png,9/12/1996,USA / Canada,188,91,L,,New York Rangers / Signed,,"['1-time World Championship Bronze Medal', '1-time NCAA (West) Second All-American Team', '1-time USHL Defenseman of the Year', '1-time USHL First All-Star Team']","Father: David Mackey
Twin Brother: Ian Mackey"
2345,Adam Ruzicka,Adam Ruzicka,C,C/RW,https://www.nhl.com/player/8480008,https://www.eliteprospects.com/player/228366/adam-ruzicka,https://assets.nhle.com/mugs/nhl/latest/8480008.png,5/11/1999,Slovakia,193,104,L,"['Offensive Forward', 'Puckhandler']",,"('4', '109', '2017')",['1-time OHL Second All-Rookie Team'],Brother-in-law: Michal Cajkovsky
2346,Trevor Lewis,Trevor Lewis,C,C/RW,https://www.nhl.com/player/8473453,https://www.eliteprospects.com/player/10461/trevor-lewis,https://assets.nhle.com/mugs/nhl/latest/8473453.png,1/8/1987,USA,185,93,R,,,"('1', '17', '2006')","['1-time U20 WJC Bronze Medal', '1-time World Championship Bronze Medal', '2-time NHL Stanley Cup Champion', '1-time USHL Clark Cup Champion', '1-time USHL Forward of the Year', '1-time USHL Player of the Year']",Nephew: Ryley Lewis
2347,Calle Jarnkrok,Calle Jarnkrok,C,C/W,https://www.nhl.com/player/8475714,https://www.eliteprospects.com/player/6020/calle-jarnkrok,https://assets.nhle.com/mugs/nhl/latest/8475714.png,9/25/1991,Sweden,183,87,R,"['Defensive Forward', 'PK Specialist']",Toronto Maple Leafs / Signed,"('2', '51', '2010')","['1-time J20 SM Gold Medal', '1-time World Championship Gold Medal', '1-time World Championship Bronze Medal', '1-time SHL Champion']","Father: Tony Järnkrook
Cousins: Oliver Lindholm, Elias Lindholm

A very skilled center that will get the job done on the wing as well. Järnkrok's main asset is his outstanding hockey sense, which allows him to be the great playmaker that he is. Overall a very smart player with good positioning in all zones. Also quite shifty with soft hands and impressive puckhandling skills. Not a physical player, but plays pretty well through heavy traffic although in need of gaining strength and muscles. Good character. Often used as pointman on the man advantage, but can still improve his release. Is a good skater, but there is still some room for improvement in that department."
2348,Walker Duehr,Walker Duehr,RW,RW,https://www.nhl.com/player/8482652,https://www.eliteprospects.com/player/234647/walker-duehr,https://assets.nhle.com/mugs/nhl/latest/8482652.png,11/23/1997,USA,191,93,R,,Winnipeg Jets / Signed,,['1-time USHL Clark Cup Champion'],"Cousins: Zaccheaus Knutson, Zeb Knutson"
2349,Jonathan Huberdeau,Jonathan Huberdeau,LW,LW/RW,https://www.nhl.com/player/8476456,https://www.eliteprospects.com/player/45261/jonathan-huberdeau,https://assets.nhle.com/mugs/nhl/latest/8476456.png,6/4/1993,Canada,185,92,L,['Playmaker'],Calgary Flames / Signed,"('1', '3', '2011')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time U20 WJC Bronze Medal', '1-time CHL Memorial Cup Champion', '1-time NHL All-Rookie Team', '1-time NHL Most Assists', '1-time NHL Rookie of the Year (Calder Trophy)', '2-time NHL Second All-Star Team', '2-time QMJHL Champion', '1-time QMJHL First All-Star Team', '1-time QMJHL Playoffs MVP (Guy Lafleur Trophy)', '1-time QMJHL Second All-Star Team']",A creative forward with excellent hands. Offensively fantastic with great scoring and playmaking skills. A hard worker who is very good with the puck but still needs to improve his play without it.
2350,MacKenzie Weegar,MacKenzie Weegar,D,D,https://www.nhl.com/player/8477346,https://www.eliteprospects.com/player/97908/mackenzie-weegar,https://assets.nhle.com/mugs/nhl/latest/8477346.png,1/7/1994,Canada,183,91,R,,Calgary Flames / Signed,"('7', '206', '2013')","['1-time World Championship Gold Medal', '1-time CCHL Champion', '1-time CCHL Rookie of the Year', '1-time CCHL Top Prospect Award', '1-time CHL Memorial Cup Champion', '1-time QMJHL All-Rookie Team', '1-time QMJHL Champion', '1-time QMJHL Second All-Star Team', '1-time World Championship All-Star Team', '1-time World Championship Best Defenseman']","Uncle: Craig Rivet
Cousins: Riley Ebbs, Will Rivet, Nathan Rivet"
2351,Jakob Pelletier,Jakob Pelletier,LW,LW/C,https://www.nhl.com/player/8481592,https://www.eliteprospects.com/player/410525/jakob-pelletier,https://assets.nhle.com/mugs/nhl/latest/8481592.png,3/7/2001,Canada,180,82,L,,Tampa Bay Lightning / Signed,"('1', '26', '2019')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time U20 WJC Silver Medal', '1-time AHL All-Rookie Team', '1-time QMJHL All-Rookie Team', '1-time QMJHL First All-Star Team', '1-time QMJHL Second All-Star Team']",
2352,Matt Coronato,Matt Coronato,RW,RW/LW,https://www.nhl.com/player/8482679,https://www.eliteprospects.com/player/462501/matt-coronato,https://assets.nhle.com/mugs/nhl/latest/8482679.png,11/14/2002,USA,178,84,R,,Calgary Flames / Signed,"('1', '13', '2021')","['1-time NCAA (ECAC) Champion', '1-time NCAA (East) Second All-American Team', '1-time USHL Clark Cup Champion', '1-time USHL First All-Star Team', '1-time USHL Forward of the Year']","His hands form the foundation of his offensive profile. He wants to have the puck on his stick and isn’t afraid to court contact to make sure he’s the one driving the bus for his line. He’s decisive, manipulative, and dextrous as a handler. He’s got a good shot for someone who is constantly throwing pucks on net, his release is fast and he’s versatile in how he gets pucks off."
2353,Radim Zohorna,Radim Zohorna,LW,C/W,https://www.nhl.com/player/8482241,https://www.eliteprospects.com/player/190526/radim-zohorna,https://assets.nhle.com/mugs/nhl/latest/8482241.png,4/29/1996,Czechia,198,104,L,,,,['2-time Czech Extraliga Champion'],Brothers: Tomas Zohorna & Hynek Zohorna
2354,Connor Zary,Connor Zary,C,C/W,https://www.nhl.com/player/8482074,https://www.eliteprospects.com/player/351805/connor-zary,https://assets.nhle.com/mugs/nhl/latest/8482074.png,9/25/2001,Canada,183,81,L,,Calgary Flames / Unsigned,"('1', '24', '2020')","['1-time U20 WJC Silver Medal', '1-time WHL (West) First All-Star Team']","It's Zary's shot that leads the way. He's a deceptive triggerman, one with excellent shot placement, a deceptive release, and the ability to fire two-touch missiles on a moment's notice. His ability to collect difficult passes is a real difference-maker. He doesn't often break stride to receive passes either, maintaining the pace of his team's attack."
2355,Martin Pospisil,Martin Pospisil,C,C/W,https://www.nhl.com/player/8481028,https://www.eliteprospects.com/player/341691/martin-pospisil,https://assets.nhle.com/mugs/nhl/latest/8481028.png,11/19/1999,Slovakia,188,88,L,['Agitator'],Calgary Flames / Signed,"('4', '105', '2018')",[],"Brothers: Michal Pospisil, Kristian Pospisil"
2356,Daniil Miromanov,Daniil Miromanov,D,D/RW,https://www.nhl.com/player/8482624,https://www.eliteprospects.com/player/289399/daniil-miromanov,https://assets.nhle.com/mugs/nhl/latest/8482624.png,7/11/1997,Russia,194,91,R,,Calgary Flames / Signed,,[],
2357,Brayden Pachal,Brayden Pachal,D,D,https://www.nhl.com/player/8481167,https://www.eliteprospects.com/player/201561/brayden-pachal,https://assets.nhle.com/mugs/nhl/latest/8481167.png,8/23/1999,Canada,188,92,R,,Calgary Flames / Signed,,"['1-time WHL (East) Second All-Star Team', '1-time WHL Champion']",
2358,Ilya Solovyov,Ilya Solovyov,D,D,https://www.nhl.com/player/8482470,https://www.eliteprospects.com/player/490245/ilya-solovyov,https://assets.nhle.com/mugs/nhl/latest/8482470.png,7/20/2000,Belarus,191,95,L,,Calgary Flames / Signed,"('7', '205', '2020')",['1-time EYOF Silver Medal'],
2359,Adam Klapka,Adam Klapka,RW,RW/LW,https://www.nhl.com/player/8483609,https://www.eliteprospects.com/player/318741/adam-klapka,https://assets.nhle.com/mugs/nhl/latest/8483609.png,9/14/2000,Czechia,203,107,R,,Calgary Flames / Signed,,[],Cousin: Tomas Klapka
2360,Yan Kuznetsov,Yan Kuznetsov,D,D,https://www.nhl.com/player/8482165,https://www.eliteprospects.com/player/440410/yan-kuznetsov,https://assets.nhle.com/mugs/nhl/latest/8482165.png,3/9/2002,Russia,195,100,L,['Defensive Defenseman'],Calgary Flames / Signed,"('2', '50', '2020')","['1-time U17 WHC Gold Medal', '1-time CHL Memorial Cup Champion', '1-time USHL Clark Cup Champion']","Kuznetsov's journey has been an immense one, and with a pro-ready body at 6-foot-4 201 pounds, he presents as a player who could be high in the minds of talent evaluators for the 2020 draft. He effectively uses his size advantage to probe for pucks with his long reach and physically punish opposing players."
2361,Cole Schwindt,Cole Schwindt,RW,RW/C,https://www.nhl.com/player/8481655,https://www.eliteprospects.com/player/431915/cole-schwindt,https://assets.nhle.com/mugs/nhl/latest/8481655.png,4/25/2001,Canada,188,92,R,,Vegas Golden Knights / Signed,"('3', '81', '2019')",[],"Brothers: Brady Schwindt, Kai Schwindt"
2362,Morgan Frost,Morgan Frost,C,C/LW,https://www.nhl.com/player/8480028,https://www.eliteprospects.com/player/317025/morgan-frost,https://assets.nhle.com/mugs/nhl/latest/8480028.png,5/14/1999,Canada,182,87,L,,Calgary Flames / Signed,"('1', '27', '2017')","['2-time OHL First All-Star Team', '1-time OHL Most Assists']",Father: Andy Frost (Radio Personality)
2363,Joel Farabee,Joel Farabee,LW,LW/RW,https://www.nhl.com/player/8480797,https://www.eliteprospects.com/player/334036/joel-farabee,https://assets.nhle.com/mugs/nhl/latest/8480797.png,2/25/2000,USA,183,83,L,,Calgary Flames / Signed,"('1', '14', '2018')","['1-time U18 WJC Gold Medal', '1-time U18 WJC Silver Medal', '1-time U20 WJC Silver Medal']",Brothers: Jacob Farabee & Jesse Farabee
2364,Rory Kerins,Rory Kerins,C,C/LW,https://www.nhl.com/player/8482209,https://www.eliteprospects.com/player/504297/rory-kerins,https://assets.nhle.com/mugs/nhl/latest/8482209.png,4/12/2002,Canada,180,86,L,,Calgary Flames / Signed,"('6', '174', '2020')",[],Brother: Liam Kerins
2365,Zayne Parekh,Zayne Parekh,D,D,https://www.nhl.com/player/8484768,https://www.eliteprospects.com/player/535574/zayne-parekh,https://assets.nhle.com/mugs/nhl/latest/8484768.png,2/15/2006,Canada,183,84,R,"['Cerebral Tactician', 'Heavy Shooter', 'Offensive Defenseman']",Calgary Flames / Signed,"('1', '9', '2024')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time CHL All-Rookie Team', '1-time CHL Defenseman of the Year', '2-time CHL First All-Star Team', '1-time CHL Memorial Cup Champion', '1-time OHL First All-Rookie Team', '2-time OHL First All-Star Team', '1-time OHL Most Outstanding Defenseman (Max Kaminsky Trophy)']","Parekh is a legitimate manipulator. He doesn’t wait for holes to open up in the defensive coverage to make a play; he bends opponents to his will and makes those openings for himself. A combination of fakes, feints, look-offs, and handling skill sends would-be checkers into the spin cycle, and out of each cloud of dust emerges Parekh, activating into space to improve the condition of each play before making his decision with the puck."
2366,Sam Morton,Sam Morton,C,C/LW,https://www.nhl.com/player/8484821,https://www.eliteprospects.com/player/274009/sam-morton,https://assets.nhle.com/mugs/nhl/latest/8484821.png,7/28/1999,USA,183,86,L,,Calgary Flames / Signed,,"['1-time BCHL Champion', '2-time NCAA (CCHA) Champion']",
2367,Clark Bishop,Clark Bishop,C,C/LW,https://www.nhl.com/player/8478056,https://www.eliteprospects.com/player/191376/clark-bishop,https://assets.nhle.com/mugs/nhl/latest/8478056.png,3/29/1996,Canada,183,91,L,,Calgary Flames / Signed,"('5', '127', '2014')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time U18 WJC Bronze Medal', '1-time AHL Calder Cup Champion']","Father: Stephen Bishop
Brother: Joel Bishop"
2368,Hunter Brzustewicz,Hunter Brzustewicz,D,D,https://www.nhl.com/player/8484150,https://www.eliteprospects.com/player/526088/hunter-brzustewicz,https://assets.nhle.com/mugs/nhl/latest/8484150.png,11/29/2004,USA,183,88,R,,Calgary Flames / Signed,"('3', '75', '2023')","['1-time U18 WJC Silver Medal', '1-time CHL Second All-Star Team', '1-time OHL Most Assists', '1-time OHL Second All-Star Team']","Hunter Brzustewicz has great puck-moving habits and deception in his game, which enables to be a force in transition. Brzustewicz can constantly make forecheckers miss with fake changes of direction, timely spins, and by moving the puck before they can get to it. He attacks space to fire on net and manipulates defenders to get shots through and opens passing lanes to the slot."
2369,Aydar Suniev,Aydar Suniev,LW,LW/RW,https://www.nhl.com/player/8484234,https://www.eliteprospects.com/player/620335/aydar-suniev,https://assets.nhle.com/mugs/nhl/latest/8484234.png,11/16/2004,Russia,188,90,L,,Calgary Flames / Signed,"('3', '80', '2023')","['2-time BCHL Champion', '1-time BCHL Most Goals']","Aydar Suniev is a crafty playmaking-type forward. A manipulator when he grabs retrievals, it's not uncommon to see Suniev create deception with his feet, sending players flying. He opens his hips, to make lateral pushes to the inside or slip pressure, and his puck protection ability, particularly how he shields the puck and keeps his balance, makes him a monster along the boards."
2370,Samuel Honzek,Samuel Honzek,LW,LW/C,https://www.nhl.com/player/8484180,https://www.eliteprospects.com/player/578968/samuel-honzek,https://assets.nhle.com/mugs/nhl/latest/8484180.png,11/12/2004,Slovakia,193,88,L,,Calgary Flames / Signed,"('1', '16', '2023')",['1-time Hlinka Gretzky Cup Silver Medal'],"Rare is a shift where Honzek’s ability to protect the puck doesn’t appear. The 6-foot-4 winger gets and keeps defenders on his backcheck, using body positioning to create offence. But instead of just brute-forcing plays, he plays with a ton of finesse. He fakes cutbacks in one direction before going the other, turns to wait for pressure to arrive before accelerating, and combines the edges with in-motion handling to slip around defenders."
2371,Keith Primeau,Keith Primeau,C,C,https://www.nhl.com/player/8450550,https://www.eliteprospects.com/player/8863/keith-primeau,https://assets.nhle.com/mugs/nhl/latest/8450550.png,11/24/1971,Canada / USA,196,100,L,['Power Forward'],,"('1', '3', '1990')","['1-time World Championship Gold Medal', '1-time AHL Calder Cup Champion', '1-time OHL Most Goals', '1-time OHL Most Points (Eddie Powers Trophy)', '1-time OHL Second All-Star Team']","Primeau was a huge two-way center with terrific shutdown ability. He played a gritty, aggressive style of hockey, but could also put the puck in the net and set up linemates.
Unfortunately, his career was cut short due to post-concussion syndrome.
- Erik K."
2372,Eric Desjardins,Eric Desjardins,D,D,https://www.nhl.com/player/8446407,https://www.eliteprospects.com/player/9133/eric-desjardins,https://assets.nhle.com/mugs/nhl/latest/8446407.png,6/14/1969,Canada,185,92,R,,,"('2', '38', '1987')","['1-time U20 WJC Gold Medal', '1-time Canada Cup Champion', '2-time NHL Second All-Star Team', '1-time NHL Stanley Cup Champion', '1-time QMJHL Defenseman of the Year (Emile Bouchard Trophy)', '1-time QMJHL First All-Star Team', '1-time QMJHL Second All-Star Team']",
2373,Ruslan Fedotenko,Ruslan Fedotenko,LW,LW,https://www.nhl.com/player/8468172,https://www.eliteprospects.com/player/8638/ruslan-fedotenko,https://assets.nhle.com/mugs/nhl/latest/8468172.png,1/18/1979,Ukraine / USA,185,91,L,,,,"['2-time NHL Stanley Cup Champion', '1-time USHL First All-Star Team']",Step-sons: Derek Jacobson & Larkin Jacobson
2374,Rick Tocchet,Rick Tocchet,RW,RW,https://www.nhl.com/player/8451925,https://www.eliteprospects.com/player/21418/rick-tocchet,https://assets.nhle.com/mugs/nhl/latest/8451925.png,4/9/1964,Canada,183,97,R,['Power Forward'],,"('6', '121', '1983')","['2-time Canada Cup Champion', '1-time NHL Stanley Cup Champion']","Tocchet ranks 1st in NHL history with 18 Gordie Howe hat tricks. The 4x All-Star totaled 440 goals, 952 points, and 2,912 penalty minutes over his 18-year career. He won 2 Canada Cups as well as a Stanley Cup in 1992 with the Penguins. Rick won 2 more Cups as Assistant Coach of the Penguins in 2016 and 2017."
