playername,season,team,league,gp_regular,g_regular,a_regular,tp_regular,pim_regular,+/-_regular,post,gp_post,g_post,a_post,tp_post,pim_post,+/-_post
Jonas Höglund,,Sweden,WC,9,2,4,6,4,5,,,,,,,
Jonas Höglund,,Sweden,WC,9,2,4,6,4,5,,,,,,,
Jonas Höglund,,Sweden (all),International,13,2,4,6,10,4,,,,,,,
Jonas Höglund,,Sweden (all),International,13,2,4,6,10,4,,,,,,,
Jonas Höglund,,Sweden (all),International,13,2,4,6,10,4,,,,,,,
Jonas Höglund,,Sweden (all),International,13,2,4,6,10,4,,,,,,,
Jonas Höglund,,Sweden (all),International,13,2,4,6,10,4,,,,,,,
Jonas Höglund,05-06,Färjestad BK,Elitserien,49,10,14,24,24,0,Playoffs,18,6,10,16,16,9
Jonas Höglund,06-07,Färjestad BK,Elitserien,55,20,12,32,18,-9,Playoffs,9,4,5,9,10,1
Jonas Höglund,07-08,Färjestad BK,Elitserien,36,2,7,9,32,-5,,,,,,,
Jonas Höglund,,HC Lugano,NLA,10,6,2,8,4,-,Relegation,5,1,2,3,0,-
Jonas Höglund,08-09,Malmö Redhawks,HockeyAllsvenskan,35,24,12,36,16,6,,,,,,,
Jonas Höglund,,Södertälje SK,Elitserien,7,2,2,4,2,-2,Kvalserien SHL,10,3,3,6,6,-2
Jonas Höglund,09-10,Skåre BK,Division 1,7,4,5,9,0,-,,,,,,,
Jonas Höglund,18-19,Hammarö HC,Division 2,1,0,0,0,0,-,,,,,,,
Dan McGillis,89-90,Hawkesbury Hawks,CJHL,55,2,1,3,52,-,,,,,,,
Dan McGillis,90-91,Hawkesbury Hawks,CJHL,56,8,22,30,92,-,,,,,,,
Dan McGillis,91-92,Hawkesbury Hawks,CJHL,36,5,19,24,106,-,,,,,,,
Dan McGillis,92-93,Northeastern Univ.,NCAA,35,5,12,17,42,-,,,,,,,
Dan McGillis,93-94,Northeastern Univ.,NCAA,38,4,25,29,82,-,,,,,,,
Dan McGillis,94-95,Northeastern Univ.,NCAA,34,9,22,31,70,-,,,,,,,
Dan McGillis,95-96,"Northeastern Univ.""C""",NCAA,34,12,24,36,50,-,,,,,,,
Dan McGillis,96-97,Edmonton Oilers,NHL,73,6,16,22,52,2,Playoffs,12,0,5,5,24,8
Dan McGillis,97-98,Edmonton Oilers,NHL,67,10,15,25,74,-17,,,,,,,
Dan McGillis,,Philadelphia Flyers,NHL,13,1,5,6,35,-4,Playoffs,5,1,2,3,10,0
Dan McGillis,98-99,Philadelphia Flyers,NHL,78,8,37,45,61,16,Playoffs,6,0,1,1,12,2
Dan McGillis,99-00,Philadelphia Flyers,NHL,68,4,14,18,55,16,Playoffs,18,2,6,8,12,-1
Dan McGillis,00-01,Philadelphia Flyers,NHL,82,14,35,49,86,13,Playoffs,6,1,0,1,6,-4
Dan McGillis,01-02,Philadelphia Flyers,NHL,75,5,14,19,46,17,Playoffs,5,1,0,1,8,-1
Dan McGillis,,Canada,WC,5,0,1,1,2,0,,,,,,,
Dan McGillis,02-03,Philadelphia Flyers,NHL,24,0,3,3,20,7,,,,,,,
Dan McGillis,,San Jose Sharks,NHL,37,3,13,16,30,-6,,,,,,,
Dan McGillis,,Boston Bruins,NHL,10,0,1,1,10,2,Playoffs,5,3,0,3,2,-2
Dan McGillis,03-04,Boston Bruins,NHL,80,5,23,28,65,-1,Playoffs,7,0,0,0,2,-3
Dan McGillis,05-06,New Jersey Devils,NHL,27,0,6,6,36,-5,,,,,,,
Dan McGillis,,"Albany River Rats""A""",AHL,40,7,18,25,57,-5,,,,,,,
Dan McGillis,06-07,Lowell Devils,AHL,68,10,31,41,62,10,,,,,,,
Dan McGillis,07-08,Adler Mannheim,DEL,41,3,8,11,108,8,Playoffs,5,0,0,0,8,-2
Dan McGillis,08-09,Adler Mannheim,DEL,47,3,16,19,88,4,Playoffs,9,2,3,5,12,4
Dan McGillis,,Team Canada,International,3,0,0,0,6,-,,,,,,,
Dan McGillis,09-10,Adler Mannheim,DEL,14,2,2,4,47,7,Playoffs,2,0,0,0,0,0
Alexei Zhamnov,88-89,Dynamo Moskva,Soviet,4,0,0,0,0,-,,,,,,,
Alexei Zhamnov,,ShVSM-MTsOP Moskva,Soviet3,8,4,1,5,6,-,,,,,,,
Alexei Zhamnov,89-90,Dynamo Moskva,Soviet,43,11,6,17,21,-,,,,,,,
Alexei Zhamnov,,Soviet Union U20,WJC-20,7,6,1,7,6,-,,,,,,,
Alexei Zhamnov,90-91,Dynamo Moskva,Soviet,46,16,12,28,24,-,,,,,,,
Alexei Zhamnov,,Soviet Union,WC,10,4,5,9,12,-,,,,,,,
Alexei Zhamnov,91-92,Dynamo Moskva,Soviet,32,12,16,28,20,-,Playoffs,7,3,5,8,8,-
Alexei Zhamnov,,Soviet Union,CC,5,3,0,3,2,2,,,,,,,
Alexei Zhamnov,,Unified Team,OG,8,0,3,3,8,-,,,,,,,
Alexei Zhamnov,,Russia,WC,6,0,0,0,29,-,,,,,,,
Alexei Zhamnov,,Russia,WC,6,0,0,0,29,-,,,,,,,
Alexei Zhamnov,92-93,Winnipeg Jets,NHL,68,25,47,72,58,7,Playoffs,6,0,2,2,2,-4
Alexei Zhamnov,93-94,Winnipeg Jets,NHL,61,26,45,71,62,-20,,,,,,,
Alexei Zhamnov,94-95,Winnipeg Jets,NHL,48,30,35,65,20,5,,,,,,,
Alexei Zhamnov,95-96,Winnipeg Jets,NHL,58,22,37,59,65,-4,Playoffs,6,2,1,3,8,0
Alexei Zhamnov,96-97,Chicago Blackhawks,NHL,74,20,42,62,56,18,,,,,,,
Alexei Zhamnov,,Russia,WCup,4,0,2,2,6,1,,,,,,,
Alexei Zhamnov,97-98,Chicago Blackhawks,NHL,70,21,28,49,61,16,,,,,,,
Alexei Zhamnov,,Russia,OG,6,2,1,3,2,7,,,,,,,
Alexei Zhamnov,,Russia,OG,6,2,1,3,2,7,,,,,,,
Alexei Zhamnov,98-99,"Chicago Blackhawks""A""",NHL,76,20,41,61,50,-10,,,,,,,
Alexei Zhamnov,99-00,Chicago Blackhawks,NHL,71,23,37,60,61,7,,,,,,,
Alexei Zhamnov,,Russia,WC,5,0,1,1,0,1,,,,,,,
Alexei Zhamnov,,Russia,WC,5,0,1,1,0,1,,,,,,,
Alexei Zhamnov,00-01,"Chicago Blackhawks""A""",NHL,63,13,36,49,40,-12,,,,,,,
Alexei Zhamnov,01-02,"Chicago Blackhawks""A""",NHL,77,22,45,67,67,8,Playoffs,5,0,0,0,0,-1
Alexei Zhamnov,,Russia,OG,6,1,0,1,4,3,,,,,,,
Alexei Zhamnov,,Russia,OG,6,1,0,1,4,3,,,,,,,
Alexei Zhamnov,,Russia (all),International,6,1,0,1,4,3,,,,,,,
Alexei Zhamnov,02-03,"Chicago Blackhawks""C""",NHL,74,15,43,58,70,0,,,,,,,
Alexei Zhamnov,03-04,"Chicago Blackhawks""C""",NHL,23,6,12,18,14,-8,,,,,,,
Alexei Zhamnov,,Philadelphia Flyers,NHL,20,5,13,18,14,7,Playoffs,18,4,10,14,8,-1
Alexei Zhamnov,04-05,Vityaz ChekhovLockout,Russia2,24,5,22,27,20,11,Playoffs,14,7,7,14,10,11
Alexei Zhamnov,05-06,Boston Bruins,NHL,24,1,9,10,30,-4,,,,,,,
Niklas Sundström,90-91,MoDo Hockey U16,-,-,-,-,-,-,-,,,,,,,
Niklas Sundström,,MoDo Hockey J18,J18 Div.1,-,-,-,-,-,-,,,,,,,
Niklas Sundström,,Sweden U16 (all),International-Jr,3,1,1,2,-,-,,,,,,,
Niklas Sundström,91-92,MoDo Hockey J18,J18 Div.1,-,-,-,-,-,-,,,,,,,
Niklas Sundström,,MoDo Hockey J20,Juniorserien,-,-,-,-,-,-,,,,,,,
Niklas Sundström,,MoDo Hockey,Elitserien,9,1,3,4,0,-,,,,,,,
Niklas Sundström,,MoDo Hockey,Elitserien,9,1,3,4,0,-,Playoffs,3,0,0,0,0,-
Niklas Sundström,,MoDo Hockey,Elitserien,9,1,3,4,0,-,Playoffs,11,4,3,7,2,-
Niklas Sundström,,Sweden U17 (all),International-Jr,6,3,6,9,-,-,,,,,,,
Niklas Sundström,,Sweden U18,EJC-18,6,1,0,1,6,-,,,,,,,
Niklas Sundström,,Sweden U18,EJC-18,6,1,0,1,6,-,,,,,,,
Niklas Sundström,,Sweden U18 (all),International-Jr,9,1,1,2,-,-,,,,,,,
Niklas Sundström,,Sweden U18 (all),International-Jr,9,1,1,2,-,-,,,,,,,
Niklas Sundström,92-93,MoDo Hockey J20,Juniorallsvenskan,2,3,1,4,0,-,,,,,,,
Niklas Sundström,,MoDo Hockey,Elitserien,39,7,11,18,18,-,,,,,,,
Niklas Sundström,,MoDo Hockey,Elitserien,39,7,11,18,18,-,Playoffs,3,0,0,0,0,-
Niklas Sundström,,MoDo Hockey,Elitserien,39,7,11,18,18,-,Playoffs,11,4,3,7,2,-
Niklas Sundström,,Sweden U18,EJC-18,6,4,9,13,10,-,,,,,,,
Niklas Sundström,,Sweden U18,EJC-18,6,4,9,13,10,-,,,,,,,
Niklas Sundström,,Sweden U18 (all),International-Jr,9,5,11,16,-,-,,,,,,,
Niklas Sundström,,Sweden U18 (all),International-Jr,9,5,11,16,-,-,,,,,,,
Niklas Sundström,,Sweden U20,WJC-20,7,10,4,14,0,8,,,,,,,
Niklas Sundström,,Sweden U20,WJC-20,7,10,4,14,0,8,,,,,,,
Niklas Sundström,,Sweden U20,WJC-20,7,10,4,14,0,8,,,,,,,
Niklas Sundström,,Sweden U20 (all),International-Jr,15,9,8,17,-,-,,,,,,,
Niklas Sundström,,Sweden U20 (all),International-Jr,15,9,8,17,-,-,,,,,,,
Niklas Sundström,,Sweden U20 (all),International-Jr,15,9,8,17,-,-,,,,,,,
Niklas Sundström,93-94,MoDo Hockey J20,Juniorallsvenskan,3,3,4,7,2,-,,,,,,,
Niklas Sundström,,MoDo Hockey,Elitserien,37,7,12,19,28,-,,,,,,,
Niklas Sundström,,MoDo Hockey,Elitserien,37,7,12,19,28,-,Playoffs,3,0,0,0,0,-
Niklas Sundström,,MoDo Hockey,Elitserien,37,7,12,19,28,-,Playoffs,11,4,3,7,2,-
Niklas Sundström,,Sweden U20,WJC-20,7,4,7,11,10,9,,,,,,,
Niklas Sundström,,Sweden U20,WJC-20,7,4,7,11,10,9,,,,,,,
Niklas Sundström,,Sweden U20,WJC-20,7,4,7,11,10,9,,,,,,,
Niklas Sundström,,Sweden U20 (all),International-Jr,13,8,10,18,-,-,,,,,,,
Niklas Sundström,,Sweden U20 (all),International-Jr,13,8,10,18,-,-,,,,,,,
Niklas Sundström,,Sweden U20 (all),International-Jr,13,8,10,18,-,-,,,,,,,
Niklas Sundström,94-95,"MoDo Hockey""A""",Elitserien,34,8,13,21,30,-,,,,,,,
Niklas Sundström,,Sweden U20,WJC-20,7,4,4,8,8,-,,,,,,,
Niklas Sundström,,Sweden U20,WJC-20,7,4,4,8,8,-,,,,,,,
Niklas Sundström,,Sweden U20,WJC-20,7,4,4,8,8,-,,,,,,,
Niklas Sundström,,Sweden U20 (all),International-Jr,13,4,4,8,-,-,,,,,,,
Niklas Sundström,,Sweden U20 (all),International-Jr,13,4,4,8,-,-,,,,,,,
Niklas Sundström,,Sweden U20 (all),International-Jr,13,4,4,8,-,-,,,,,,,
Niklas Sundström,95-96,New York Rangers,NHL,82,9,12,21,14,2,Playoffs,11,4,3,7,4,1
Niklas Sundström,96-97,New York Rangers,NHL,82,24,28,52,20,23,Playoffs,9,0,5,5,2,3
Niklas Sundström,,Sweden,WCup,4,2,2,4,0,3,,,,,,,
Niklas Sundström,,Sweden (all),International,8,3,2,5,0,-,,,,,,,
Niklas Sundström,,Sweden (all),International,8,3,2,5,0,-,,,,,,,
Niklas Sundström,,Sweden (all),International,8,3,2,5,0,-,,,,,,,
Niklas Sundström,97-98,New York Rangers,NHL,70,19,28,47,24,0,,,,,,,
Niklas Sundström,,Sweden,OG,4,1,1,2,2,3,,,,,,,
Niklas Sundström,,Sweden,OG,4,1,1,2,2,3,,,,,,,
Niklas Sundström,,Sweden,WC,10,1,5,6,8,9,,,,,,,
Niklas Sundström,,Sweden,WC,10,1,5,6,8,9,,,,,,,
Niklas Sundström,,Sweden (all),International,14,2,6,8,10,-,,,,,,,
Niklas Sundström,,Sweden (all),International,14,2,6,8,10,-,,,,,,,
Niklas Sundström,,Sweden (all),International,14,2,6,8,10,-,,,,,,,
Niklas Sundström,98-99,New York Rangers,NHL,81,13,30,43,20,-2,,,,,,,
Niklas Sundström,,Sweden,WC,8,5,2,7,4,2,,,,,,,
Niklas Sundström,,Sweden,WC,8,5,2,7,4,2,,,,,,,
Niklas Sundström,,Sweden (all),International,9,5,2,7,4,-,,,,,,,
Niklas Sundström,,Sweden (all),International,9,5,2,7,4,-,,,,,,,
Niklas Sundström,,Sweden (all),International,9,5,2,7,4,-,,,,,,,
Niklas Sundström,99-00,San Jose Sharks,NHL,79,12,25,37,22,9,Playoffs,12,0,2,2,2,-3
Niklas Sundström,00-01,San Jose Sharks,NHL,82,10,39,49,28,10,Playoffs,6,0,3,3,2,1
Niklas Sundström,01-02,San Jose Sharks,NHL,73,9,30,39,50,7,Playoffs,12,1,6,7,6,3
Niklas Sundström,,Sweden,OG,4,1,3,4,0,2,,,,,,,
Niklas Sundström,,Sweden,OG,4,1,3,4,0,2,,,,,,,
Niklas Sundström,02-03,San Jose Sharks,NHL,47,2,10,12,22,-4,,,,,,,
Niklas Sundström,,Montréal Canadiens,NHL,33,5,9,14,8,3,,,,,,,
Niklas Sundström,03-04,Montréal Canadiens,NHL,66,8,12,20,18,3,Playoffs,4,1,0,1,2,-1
Niklas Sundström,04-05,MilanoLockout,Italy,33,9,30,39,40,-,Playoffs,15,4,14,18,22,-
Niklas Sundström,05-06,Montréal Canadiens,NHL,55,6,9,15,30,-6,Playoffs,5,0,3,3,4,3
Niklas Sundström,06-07,"MODO Hockey""A""",Elitserien,47,9,36,45,116,21,Playoffs,20,5,8,13,26,3
Niklas Sundström,07-08,MODO Hockey,Elitserien,45,7,30,37,128,8,Playoffs,5,0,6,6,14,1
Niklas Sundström,08-09,"MODO Hockey""A""",Elitserien,49,18,35,53,70,22,,,,,,,
Niklas Sundström,09-10,"MODO Hockey""A""",Elitserien,32,5,15,20,28,1,,,,,,,
Niklas Sundström,10-11,MODO Hockey,Elitserien,53,11,22,33,40,12,Kvalserien SHL,10,6,6,12,4,10
Niklas Sundström,11-12,"MODO Hockey""A""",Elitserien,50,11,26,37,42,14,Playoffs,6,1,1,2,0,-1
Niklas Sundström,12-13,"MODO Hockey""A""",Elitserien,46,9,14,23,34,2,Playoffs,5,2,1,3,4,0
Ulf Dahlén,80-81,Östersunds IK U16,-,-,-,-,-,-,-,,,,,,,
Ulf Dahlén,81-82,Östersunds IK U16,-,-,-,-,-,-,-,,,,,,,
Ulf Dahlén,82-83,Östersunds IK U16,-,-,-,-,-,-,-,,,,,,,
Ulf Dahlén,,Östersunds IK J18,-,-,-,-,-,-,-,,,,,,,
Ulf Dahlén,,Östersunds IK J20,Juniorserien,-,-,-,-,-,-,,,,,,,
Ulf Dahlén,,Sweden U16 (all),International-Jr,3,0,-,-,-,-,,,,,,,
Ulf Dahlén,83-84,Östersunds IK J18,J18 Elit,-,-,-,-,-,-,,,,,,,
Ulf Dahlén,,Östersunds IK J20,J20 Div.1,-,-,-,-,-,-,,,,,,,
Ulf Dahlén,,Östersunds IK,Division 1,31,15,11,26,18,-,,,,,,,
Ulf Dahlén,,Sweden U18 (all),International-Jr,3,1,0,1,-,-,,,,,,,
Ulf Dahlén,,Sweden U18 (all),International-Jr,3,1,0,1,-,-,,,,,,,
Ulf Dahlén,84-85,Östersunds IK,Division 1,31,27,26,53,24,-,Qualification,6,6,2,8,4,-
Ulf Dahlén,,Sweden U18,EJC-18,5,7,4,11,0,-,,,,,,,
Ulf Dahlén,,Sweden U18 (all),International-Jr,11,11,8,19,-,-,,,,,,,
Ulf Dahlén,,Sweden U18 (all),International-Jr,11,11,8,19,-,-,,,,,,,
Ulf Dahlén,85-86,IF Björklöven J20,Juniorserien,-,-,-,-,-,-,,,,,,,
Ulf Dahlén,,IF Björklöven,Elitserien,22,4,3,7,8,-,,,,,,,
Ulf Dahlén,,Sweden U20,WJC-20,7,3,4,7,4,-,,,,,,,
Ulf Dahlén,,Sweden U20,WJC-20,7,3,4,7,4,-,,,,,,,
Ulf Dahlén,,Sweden U20 (all),International-Jr,11,6,7,13,8,-,,,,,,,
Ulf Dahlén,,Sweden U20 (all),International-Jr,11,6,7,13,8,-,,,,,,,
Ulf Dahlén,86-87,IF Björklöven,Elitserien,31,9,12,21,20,-,Playoffs,6,6,2,8,2,-
Ulf Dahlén,,Sweden U20,WJC-20,7,7,8,15,2,-,,,,,,,
Ulf Dahlén,,Sweden U20,WJC-20,7,7,8,15,2,-,,,,,,,
Ulf Dahlén,,Sweden U20 (all),International-Jr,12,9,8,17,8,-,,,,,,,
Ulf Dahlén,,Sweden U20 (all),International-Jr,12,9,8,17,8,-,,,,,,,
Ulf Dahlén,,Sweden B (all),International,7,2,0,2,0,-,,,,,,,
